InstrumentName, West Denver PA-II B,,
StartTime, 2018-01-01 00:00:00,,
EndTime, 2018-01-31 23:59:59,,
Date,PM2.5,humidity,temp_f
01/01/2018 01:16:11.420000,18.67,38.0,31.0
01/01/2018 04:48:11.433333,17.29,39.0,29.0
01/01/2018 04:49:31.310000,18.91,39.0,29.0
01/01/2018 04:50:51.616666,17.93,39.0,29.0
01/01/2018 04:53:31.400000,16.67,39.0,29.0
01/01/2018 04:54:51.346666,17.3,39.0,29.0
01/01/2018 04:57:31.696666,17.64,39.0,29.0
01/01/2018 04:58:52.156666,17.93,39.0,29.0
01/01/2018 05:01:31.356666,15.45,39.0,29.0
01/01/2018 05:02:51.426666,15.3,39.0,29.0
01/01/2018 05:05:31.320000,16.6,39.0,29.0
01/01/2018 05:06:51.353333,17.81,39.0,29.0
01/01/2018 05:09:31.390000,18.25,39.0,29.0
01/01/2018 05:10:51.420000,16.81,39.0,29.0
01/01/2018 05:13:31.333333,19.6,39.0,29.0
01/01/2018 05:14:51.330000,17.63,39.0,29.0
01/01/2018 05:17:31.526666,19.12,39.0,29.0
01/01/2018 05:18:51.450000,18.3,39.0,29.0
01/01/2018 07:54:51.540000,30.31,41.0,29.0
01/01/2018 07:57:31.540000,26.43,41.0,29.0
01/01/2018 07:58:52.203333,30.51,41.0,29.0
01/01/2018 08:01:31.480000,28.4,41.0,29.0
01/01/2018 08:02:51.513333,31.55,41.0,29.0
01/01/2018 08:05:31.573333,28.9,41.0,29.0
01/01/2018 08:06:51.493333,29.5,41.0,29.0
01/01/2018 08:09:31.696666,29.02,41.0,29.0
01/01/2018 08:10:51.750000,26.62,41.0,29.0
01/01/2018 08:13:33.160000,28.95,41.0,29.0
01/01/2018 08:14:51.846666,27.41,41.0,29.0
01/01/2018 08:17:31.540000,26.59,42.0,29.0
01/01/2018 08:18:51.470000,27.59,42.0,29.0
01/01/2018 08:21:31.470000,27.4,42.0,29.0
01/01/2018 08:22:51.436666,26.02,42.0,29.0
01/01/2018 08:25:31.463333,28.0,41.0,29.0
01/01/2018 08:26:51.596666,30.36,41.0,29.0
01/01/2018 08:29:31.416666,28.63,42.0,29.0
01/01/2018 08:30:51.666666,27.77,42.0,29.0
01/01/2018 08:33:33.196666,33.14,42.0,29.0
01/01/2018 08:34:51.600000,32.78,42.0,29.0
01/01/2018 08:37:31.490000,36.72,42.0,29.0
01/01/2018 08:38:51.506666,32.68,42.0,29.0
01/01/2018 08:41:31.633333,33.86,41.0,29.0
01/01/2018 08:42:51.420000,31.95,41.0,29.0
01/01/2018 08:45:31.506666,34.21,41.0,29.0
01/01/2018 08:46:51.536666,30.93,41.0,29.0
01/01/2018 08:49:31.486666,35.95,41.0,29.0
01/01/2018 08:50:51.680000,38.83,41.0,29.0
01/01/2018 08:53:31.470000,33.73,42.0,29.0
01/01/2018 08:54:51.533333,36.6,42.0,29.0
01/01/2018 08:57:31.430000,36.62,42.0,29.0
01/01/2018 08:58:51.846666,36.29,42.0,29.0
01/01/2018 09:01:31.513333,33.52,42.0,29.0
01/01/2018 09:02:51.446666,36.25,42.0,29.0
01/01/2018 09:05:31.480000,33.98,42.0,29.0
01/01/2018 09:06:51.770000,36.78,42.0,29.0
01/01/2018 09:09:31.620000,34.58,42.0,29.0
01/01/2018 09:10:51.460000,38.51,42.0,29.0
01/01/2018 09:13:31.643333,36.37,42.0,30.0
01/01/2018 09:14:51.446666,36.02,42.0,30.0
01/01/2018 09:17:31.603333,33.7,42.0,30.0
01/01/2018 09:18:51.456666,36.77,42.0,30.0
01/01/2018 09:21:31.473333,37.7,42.0,29.0
01/01/2018 09:22:51.970000,36.81,42.0,29.0
01/01/2018 09:25:31.503333,36.49,42.0,30.0
01/01/2018 09:26:51.523333,34.78,42.0,29.0
01/01/2018 09:29:31.620000,35.95,42.0,29.0
01/01/2018 09:30:51.636666,35.09,42.0,30.0
01/01/2018 09:33:31.453333,34.44,42.0,30.0
01/01/2018 09:34:51.786666,36.9,42.0,29.0
01/01/2018 09:37:32.386666,36.51,42.0,30.0
01/01/2018 09:38:51.713333,36.63,42.0,30.0
01/01/2018 09:41:31.473333,36.57,42.0,29.0
01/01/2018 09:42:51.840000,33.72,42.0,29.0
01/01/2018 09:45:31.543333,34.98,42.0,29.0
01/01/2018 09:46:51.480000,37.83,42.0,29.0
01/01/2018 09:49:31.473333,36.66,42.0,30.0
01/01/2018 09:50:51.593333,34.33,42.0,30.0
01/01/2018 09:53:31.573333,35.79,42.0,29.0
01/01/2018 09:54:51.476666,38.6,42.0,29.0
01/01/2018 09:57:31.610000,38.16,42.0,29.0
01/01/2018 09:58:51.796666,36.79,41.0,29.0
01/01/2018 10:01:31.493333,34.67,41.0,29.0
01/01/2018 10:02:51.510000,36.5,41.0,29.0
01/01/2018 10:05:31.466666,32.79,41.0,29.0
01/01/2018 10:06:51.716666,31.98,41.0,29.0
01/01/2018 10:09:31.446666,33.02,41.0,29.0
01/01/2018 10:10:51.510000,32.52,41.0,29.0
01/01/2018 10:13:31.513333,36.42,41.0,29.0
01/01/2018 10:14:51.603333,32.59,41.0,29.0
01/01/2018 10:17:31.620000,35.98,41.0,29.0
01/01/2018 10:18:51.666666,35.74,41.0,29.0
01/01/2018 10:21:31.600000,35.1,41.0,29.0
01/01/2018 10:22:51.766666,38.88,41.0,29.0
01/01/2018 10:25:31.470000,33.09,41.0,29.0
01/01/2018 10:26:51.523333,37.49,41.0,29.0
01/01/2018 10:29:31.460000,35.43,41.0,29.0
01/01/2018 10:30:51.496666,35.2,41.0,29.0
01/01/2018 10:33:31.696666,38.4,41.0,29.0
01/01/2018 10:34:51.676666,35.49,41.0,29.0
01/01/2018 10:37:31.696666,34.74,41.0,29.0
01/01/2018 10:38:51.603333,36.98,41.0,29.0
01/01/2018 10:41:31.536666,33.1,41.0,29.0
01/01/2018 10:42:51.470000,32.0,41.0,29.0
01/01/2018 10:45:31.666666,33.07,41.0,29.0
01/01/2018 10:46:51.896666,34.82,41.0,29.0
01/01/2018 10:49:31.526666,36.58,41.0,29.0
01/01/2018 10:50:51.493333,32.72,41.0,29.0
01/01/2018 10:53:31.580000,31.6,41.0,29.0
01/01/2018 10:54:51.550000,35.02,41.0,29.0
01/01/2018 10:57:31.520000,32.22,41.0,29.0
01/01/2018 10:58:51.620000,36.6,41.0,29.0
01/01/2018 11:01:31.556666,34.23,41.0,29.0
01/01/2018 11:02:51.533333,32.81,41.0,29.0
01/01/2018 11:05:31.583333,33.14,41.0,29.0
01/01/2018 11:06:51.896666,32.38,41.0,29.0
01/01/2018 11:09:31.636666,33.35,41.0,29.0
01/01/2018 11:10:51.683333,31.67,41.0,29.0
01/01/2018 11:13:31.490000,35.9,41.0,29.0
01/01/2018 11:14:51.696666,33.58,41.0,29.0
01/01/2018 11:17:31.490000,33.11,41.0,29.0
01/01/2018 11:18:51.523333,34.37,41.0,29.0
01/01/2018 11:21:31.470000,33.07,41.0,29.0
01/01/2018 11:22:51.486666,34.68,41.0,28.0
01/01/2018 11:25:31.466666,35.84,42.0,28.0
01/01/2018 11:26:51.480000,33.33,42.0,28.0
01/01/2018 11:29:31.546666,35.17,42.0,28.0
01/01/2018 11:30:51.503333,36.21,42.0,28.0
01/01/2018 11:33:31.473333,33.67,42.0,28.0
01/01/2018 11:34:51.516666,36.4,42.0,28.0
01/01/2018 11:37:31.660000,35.83,42.0,28.0
01/01/2018 11:38:51.926666,34.63,42.0,28.0
01/01/2018 11:41:31.490000,35.34,42.0,28.0
01/01/2018 11:42:51.633333,36.8,42.0,28.0
01/01/2018 11:45:31.490000,37.17,42.0,28.0
01/01/2018 11:46:51.490000,36.56,42.0,28.0
01/01/2018 11:49:31.660000,37.05,42.0,28.0
01/01/2018 11:50:51.523333,37.1,42.0,28.0
01/01/2018 11:53:31.473333,35.05,42.0,28.0
01/01/2018 11:54:51.476666,37.12,43.0,28.0
01/01/2018 11:57:31.633333,37.55,43.0,28.0
01/01/2018 11:58:52.000000,37.63,43.0,28.0
01/01/2018 12:01:31.483333,34.67,43.0,28.0
01/01/2018 12:02:51.506666,38.23,43.0,28.0
01/01/2018 12:05:31.513333,36.17,43.0,28.0
01/01/2018 12:06:51.600000,39.76,43.0,28.0
01/01/2018 12:09:32.040000,38.16,43.0,28.0
01/01/2018 12:10:51.473333,36.22,43.0,27.0
01/01/2018 12:13:31.490000,37.71,44.0,27.0
01/01/2018 12:14:51.486666,37.05,44.0,27.0
01/01/2018 12:17:31.473333,38.17,44.0,27.0
01/01/2018 12:18:51.813333,37.57,44.0,27.0
01/01/2018 12:21:31.513333,42.05,44.0,27.0
01/01/2018 12:22:51.486666,40.71,44.0,27.0
01/01/2018 12:25:31.860000,41.19,44.0,27.0
01/01/2018 12:26:51.513333,39.26,44.0,27.0
01/01/2018 12:29:31.526666,38.21,44.0,27.0
01/01/2018 12:30:49.420000,36.4,44.0,27.0
01/01/2018 12:33:29.443333,35.26,44.0,27.0
01/01/2018 12:34:49.456666,35.86,44.0,27.0
01/01/2018 12:37:29.426666,38.29,44.0,27.0
01/01/2018 12:38:49.420000,37.5,44.0,27.0
01/01/2018 12:41:29.493333,38.57,44.0,27.0
01/01/2018 12:42:49.616666,36.65,44.0,27.0
01/01/2018 12:45:29.656666,38.05,44.0,27.0
01/01/2018 12:46:51.083333,36.6,44.0,27.0
01/01/2018 12:49:29.460000,36.95,44.0,27.0
01/01/2018 12:50:49.416666,35.48,44.0,27.0
01/01/2018 12:53:29.416666,41.21,44.0,27.0
01/01/2018 12:54:49.556666,36.72,44.0,27.0
01/01/2018 12:57:29.483333,35.77,44.0,27.0
01/01/2018 12:58:49.410000,38.07,44.0,27.0
01/01/2018 13:01:29.546666,36.33,44.0,27.0
01/01/2018 13:02:49.570000,36.62,45.0,27.0
01/01/2018 13:05:29.463333,36.77,45.0,27.0
01/01/2018 13:06:49.433333,37.79,45.0,27.0
01/01/2018 13:09:29.510000,39.12,45.0,26.0
01/01/2018 13:10:49.463333,36.45,45.0,27.0
01/01/2018 13:13:29.533333,38.64,45.0,27.0
01/01/2018 13:14:49.420000,36.79,45.0,27.0
01/01/2018 13:17:29.466666,38.58,46.0,27.0
01/01/2018 13:18:49.696666,37.26,45.0,27.0
01/01/2018 13:21:29.460000,40.2,46.0,27.0
01/01/2018 13:22:49.456666,35.05,46.0,27.0
01/01/2018 13:25:29.776666,37.62,45.0,27.0
01/01/2018 13:26:49.690000,35.74,45.0,27.0
01/01/2018 13:29:29.803333,34.74,45.0,27.0
01/01/2018 13:30:49.510000,37.95,45.0,27.0
01/01/2018 13:33:29.566666,32.33,45.0,27.0
01/01/2018 13:34:49.526666,37.27,46.0,27.0
01/01/2018 13:37:29.426666,37.71,46.0,27.0
01/01/2018 13:38:49.460000,36.05,46.0,26.0
01/01/2018 13:41:29.453333,36.3,46.0,27.0
01/01/2018 13:42:49.423333,38.27,46.0,27.0
01/01/2018 13:45:29.496666,39.36,45.0,27.0
01/01/2018 13:46:49.423333,38.37,45.0,27.0
01/01/2018 13:49:31.650000,34.93,45.0,27.0
01/01/2018 13:50:49.883333,37.03,45.0,27.0
