InstrumentName, APCD B,,
StartTime, 2018-01-01 00:00:00,,
EndTime, 2018-01-31 23:59:59,,
Date,PM2.5,humidity,temp_f
01/01/2018 01:15:54.903333,24.76,62.0,21.0
01/01/2018 04:47:54.993333,23.75,60.0,19.0
01/01/2018 04:49:14.826666,28.15,60.0,19.0
01/01/2018 04:50:34.986666,25.45,59.0,19.0
01/01/2018 04:53:14.780000,31.02,59.0,19.0
01/01/2018 04:54:35.053333,26.0,59.0,19.0
01/01/2018 04:57:15.030000,25.44,59.0,20.0
01/01/2018 04:58:34.736666,25.66,58.0,20.0
01/01/2018 05:01:15.196666,24.95,58.0,20.0
01/01/2018 05:02:35.040000,25.9,57.0,20.0
01/01/2018 05:05:14.813333,25.93,57.0,20.0
01/01/2018 05:06:34.863333,26.07,57.0,21.0
01/01/2018 05:09:14.943333,24.68,58.0,21.0
01/01/2018 05:10:34.723333,29.41,59.0,21.0
01/01/2018 05:13:14.706666,25.61,59.0,21.0
01/01/2018 05:14:34.953333,24.49,59.0,21.0
01/01/2018 05:17:14.846666,23.69,58.0,20.0
01/01/2018 05:18:34.860000,25.62,58.0,21.0
01/01/2018 07:54:31.880000,26.39,56.0,18.0
01/01/2018 07:57:11.396666,30.88,57.0,20.0
01/01/2018 07:59:51.430000,29.7,57.0,20.0
01/01/2018 08:01:11.590000,30.21,57.0,20.0
01/01/2018 08:02:31.550000,27.02,57.0,20.0
01/01/2018 08:05:11.490000,27.73,56.0,20.0
01/01/2018 08:07:51.540000,29.4,56.0,20.0
01/01/2018 08:09:11.896666,33.44,56.0,21.0
01/01/2018 08:10:32.310000,30.66,55.0,21.0
01/01/2018 08:13:11.703333,30.47,55.0,21.0
01/01/2018 08:14:31.726666,29.22,55.0,21.0
01/01/2018 08:17:12.286666,31.49,55.0,21.0
01/01/2018 08:18:31.523333,31.4,55.0,21.0
01/01/2018 08:21:11.673333,31.27,55.0,21.0
01/01/2018 08:23:53.120000,30.85,55.0,22.0
01/01/2018 08:25:13.580000,32.03,54.0,22.0
01/01/2018 08:26:31.486666,33.21,54.0,22.0
01/01/2018 08:29:11.476666,31.92,54.0,22.0
01/01/2018 08:30:31.510000,35.25,54.0,22.0
01/01/2018 08:33:11.596666,34.87,53.0,22.0
01/01/2018 08:34:32.616666,35.57,53.0,22.0
01/01/2018 08:37:11.806666,39.69,53.0,22.0
01/01/2018 08:38:31.413333,38.81,53.0,22.0
01/01/2018 08:41:13.403333,41.08,53.0,22.0
01/01/2018 08:42:31.470000,41.15,53.0,23.0
01/01/2018 08:45:11.476666,36.03,53.0,23.0
01/01/2018 08:47:53.373333,37.16,52.0,23.0
01/01/2018 08:49:11.726666,33.24,52.0,22.0
01/01/2018 08:50:31.483333,37.97,52.0,23.0
01/01/2018 08:53:11.523333,36.03,52.0,22.0
01/01/2018 08:54:31.723333,37.79,52.0,23.0
01/01/2018 08:57:11.476666,40.88,53.0,23.0
01/01/2018 08:59:51.600000,43.58,53.0,23.0
01/01/2018 09:01:11.456666,45.6,53.0,23.0
01/01/2018 09:03:51.463333,38.08,53.0,22.0
01/01/2018 09:05:11.500000,38.05,53.0,22.0
01/01/2018 09:06:31.500000,37.41,53.0,23.0
01/01/2018 09:09:11.523333,43.51,53.0,22.0
01/01/2018 09:10:31.610000,42.45,53.0,22.0
01/01/2018 09:13:11.453333,40.67,53.0,22.0
01/01/2018 09:14:31.563333,39.63,53.0,22.0
01/01/2018 09:17:11.436666,42.59,52.0,22.0
01/01/2018 09:18:31.420000,37.21,53.0,22.0
01/01/2018 09:21:11.410000,44.58,53.0,22.0
01/01/2018 09:22:31.410000,42.15,53.0,22.0
01/01/2018 09:25:11.416666,42.83,55.0,22.0
01/01/2018 09:26:31.463333,40.79,54.0,22.0
01/01/2018 09:29:11.683333,44.92,54.0,22.0
01/01/2018 09:31:51.466666,44.63,54.0,23.0
01/01/2018 09:33:11.483333,43.25,54.0,23.0
01/01/2018 09:34:31.456666,40.17,54.0,23.0
01/01/2018 09:37:11.566666,42.69,54.0,23.0
01/01/2018 09:38:31.486666,46.56,54.0,23.0
01/01/2018 09:41:11.566666,43.97,54.0,23.0
01/01/2018 09:42:31.476666,54.62,53.0,23.0
01/01/2018 09:45:12.623333,44.34,53.0,23.0
01/01/2018 09:47:51.506666,46.13,53.0,23.0
01/01/2018 09:49:11.616666,46.1,53.0,23.0
01/01/2018 09:50:31.663333,45.55,53.0,23.0
01/01/2018 09:53:11.543333,44.92,53.0,23.0
01/01/2018 09:54:32.193333,44.37,53.0,23.0
01/01/2018 09:57:12.396666,47.65,53.0,23.0
01/01/2018 09:58:31.546666,47.0,53.0,23.0
01/01/2018 10:01:11.566666,45.81,53.0,23.0
01/01/2018 10:03:51.703333,46.39,53.0,23.0
01/01/2018 10:05:11.456666,47.22,53.0,23.0
01/01/2018 10:06:31.566666,44.79,53.0,23.0
01/01/2018 10:09:11.556666,45.22,53.0,23.0
01/01/2018 10:11:51.410000,47.47,53.0,23.0
01/01/2018 10:13:11.890000,45.77,53.0,23.0
01/01/2018 10:14:31.620000,46.87,53.0,23.0
01/01/2018 10:17:11.573333,43.85,53.0,22.0
01/01/2018 10:18:31.493333,43.21,54.0,22.0
01/01/2018 10:21:11.530000,43.64,54.0,22.0
01/01/2018 10:22:33.486666,44.83,54.0,22.0
01/01/2018 10:25:11.596666,44.76,54.0,22.0
01/01/2018 10:26:32.333333,44.5,54.0,22.0
01/01/2018 10:29:11.616666,43.82,54.0,22.0
01/01/2018 10:30:31.483333,45.72,54.0,22.0
01/01/2018 10:33:11.566666,45.77,54.0,22.0
01/01/2018 10:34:31.500000,60.17,55.0,22.0
01/01/2018 10:37:11.356666,330.58,60.0,23.0
01/01/2018 10:38:31.373333,47.54,60.0,23.0
01/01/2018 10:41:11.466666,44.55,59.0,23.0
01/01/2018 10:43:51.606666,45.63,58.0,23.0
01/01/2018 10:45:11.613333,45.22,57.0,23.0
01/01/2018 10:46:31.596666,45.2,57.0,23.0
01/01/2018 10:49:11.540000,45.41,56.0,23.0
01/01/2018 10:50:31.686666,46.88,56.0,23.0
01/01/2018 10:53:11.463333,48.25,55.0,23.0
01/01/2018 10:54:31.546666,46.56,55.0,23.0
01/01/2018 10:57:12.026666,44.9,55.0,23.0
01/01/2018 10:58:31.473333,45.0,55.0,22.0
01/01/2018 11:01:11.560000,44.65,55.0,23.0
01/01/2018 11:02:31.456666,43.43,54.0,22.0
01/01/2018 11:05:11.740000,45.22,54.0,22.0
01/01/2018 11:06:31.486666,43.92,54.0,22.0
01/01/2018 11:09:11.430000,44.05,54.0,22.0
01/01/2018 11:11:51.570000,43.28,54.0,22.0
01/01/2018 11:13:11.450000,42.49,54.0,22.0
01/01/2018 11:14:31.550000,44.85,54.0,22.0
01/01/2018 11:17:11.493333,44.5,54.0,22.0
01/01/2018 11:18:31.550000,45.44,54.0,22.0
01/01/2018 11:21:11.540000,42.2,54.0,22.0
01/01/2018 11:22:31.463333,42.26,54.0,22.0
01/01/2018 11:25:11.563333,42.38,54.0,22.0
01/01/2018 11:27:51.363333,42.56,54.0,22.0
01/01/2018 11:29:11.623333,43.97,55.0,22.0
01/01/2018 11:30:31.380000,42.45,54.0,22.0
01/01/2018 11:33:11.470000,45.67,54.0,22.0
01/01/2018 11:34:31.460000,43.83,54.0,22.0
01/01/2018 11:37:11.503333,45.34,54.0,22.0
01/01/2018 11:39:51.576666,42.27,55.0,22.0
01/01/2018 11:41:11.426666,44.69,55.0,22.0
01/01/2018 11:43:51.433333,44.51,55.0,22.0
01/01/2018 11:45:11.683333,46.59,55.0,21.0
01/01/2018 11:47:51.473333,44.38,55.0,22.0
01/01/2018 11:49:11.540000,44.56,55.0,22.0
01/01/2018 11:50:31.446666,44.51,55.0,22.0
01/01/2018 11:53:11.673333,43.28,55.0,21.0
01/01/2018 11:54:31.580000,43.73,55.0,22.0
01/01/2018 11:57:11.453333,45.27,55.0,21.0
01/01/2018 11:58:32.283333,44.26,55.0,21.0
01/01/2018 12:01:11.440000,46.92,56.0,21.0
01/01/2018 12:02:32.440000,44.38,56.0,22.0
01/01/2018 12:05:11.603333,42.95,56.0,21.0
01/01/2018 12:06:31.766666,43.15,56.0,22.0
01/01/2018 12:09:11.406666,44.95,55.0,21.0
01/01/2018 12:11:51.410000,42.46,56.0,21.0
01/01/2018 12:13:11.436666,45.16,56.0,21.0
01/01/2018 12:14:32.496666,42.22,56.0,21.0
01/01/2018 12:17:12.626666,43.5,56.0,21.0
01/01/2018 12:19:51.386666,44.41,56.0,21.0
01/01/2018 12:21:11.566666,45.0,56.0,21.0
01/01/2018 12:22:31.570000,40.07,56.0,21.0
01/01/2018 12:25:11.560000,41.25,56.0,21.0
01/01/2018 12:26:31.426666,41.12,56.0,21.0
01/01/2018 12:29:11.443333,41.15,56.0,21.0
01/01/2018 12:30:31.813333,41.32,56.0,21.0
01/01/2018 12:33:11.390000,44.72,56.0,21.0
01/01/2018 12:34:31.596666,44.98,56.0,21.0
01/01/2018 12:37:11.426666,44.81,56.0,21.0
01/01/2018 12:38:31.586666,44.42,56.0,21.0
01/01/2018 12:41:11.420000,44.75,56.0,21.0
01/01/2018 12:42:31.450000,43.59,56.0,21.0
01/01/2018 12:45:11.380000,45.19,56.0,21.0
01/01/2018 12:46:31.596666,43.32,56.0,21.0
01/01/2018 12:49:11.420000,45.37,56.0,21.0
01/01/2018 12:51:51.413333,43.95,56.0,21.0
01/01/2018 12:53:11.716666,43.77,56.0,21.0
01/01/2018 12:55:51.356666,44.98,56.0,21.0
01/01/2018 12:57:11.416666,45.0,56.0,21.0
01/01/2018 12:59:51.393333,45.42,56.0,21.0
01/01/2018 13:01:11.453333,45.5,56.0,21.0
01/01/2018 13:02:31.343333,39.71,56.0,21.0
01/01/2018 13:05:11.626666,43.67,57.0,21.0
01/01/2018 13:07:51.450000,46.26,56.0,21.0
01/01/2018 13:09:11.450000,45.56,57.0,21.0
01/01/2018 13:11:51.353333,45.58,57.0,21.0
01/01/2018 13:13:11.456666,45.83,56.0,21.0
01/01/2018 13:14:31.573333,45.59,56.0,21.0
01/01/2018 13:17:11.383333,45.17,56.0,21.0
01/01/2018 13:19:51.646666,43.63,56.0,21.0
01/01/2018 13:21:11.430000,42.1,57.0,21.0
01/01/2018 13:22:31.366666,46.0,56.0,21.0
01/01/2018 13:25:11.386666,44.39,57.0,21.0
01/01/2018 13:26:31.473333,44.45,56.0,21.0
01/01/2018 13:29:11.476666,43.64,57.0,21.0
01/01/2018 13:30:31.793333,43.17,57.0,21.0
01/01/2018 13:33:11.393333,44.73,57.0,21.0
01/01/2018 13:34:31.476666,45.9,57.0,21.0
01/01/2018 13:37:11.816666,46.34,57.0,21.0
01/01/2018 13:38:31.416666,44.05,57.0,21.0
01/01/2018 13:41:11.573333,44.19,56.0,21.0
01/01/2018 13:43:51.826666,43.18,56.0,21.0
01/01/2018 13:45:11.610000,43.63,56.0,21.0
01/01/2018 13:47:51.406666,45.05,56.0,22.0
01/01/2018 13:49:12.730000,46.3,56.0,22.0
01/01/2018 13:50:31.420000,43.61,56.0,22.0
