InstrumentName, Swansea (DEH) B,,
StartTime, 2018-01-01 00:00:00,,
EndTime, 2018-01-31 23:59:59,,
Date,PM2.5,humidity,temp_f
01/01/2018 01:15:47.330000,14.66,100.0,-221.0
01/01/2018 04:47:46.566666,8.14,100.0,-221.0
01/01/2018 04:49:05.856666,16.37,100.0,-221.0
01/01/2018 04:50:25.826666,10.54,100.0,-221.0
01/01/2018 04:53:06.666666,13.39,100.0,-221.0
01/01/2018 04:54:25.926666,12.94,100.0,-221.0
01/01/2018 04:57:05.953333,8.71,100.0,-221.0
01/01/2018 04:58:26.013333,12.33,100.0,-221.0
01/01/2018 05:01:05.903333,11.63,100.0,-221.0
01/01/2018 05:02:25.866666,8.22,100.0,-221.0
01/01/2018 05:05:06.100000,7.29,100.0,-221.0
01/01/2018 05:06:26.120000,5.17,100.0,-221.0
01/01/2018 05:09:06.556666,10.47,100.0,-221.0
01/01/2018 05:11:46.496666,6.06,100.0,-221.0
01/01/2018 05:13:05.933333,6.0,100.0,-221.0
01/01/2018 05:15:45.930000,8.11,100.0,-221.0
01/01/2018 05:17:06.273333,4.91,100.0,-221.0
01/01/2018 05:19:46.276666,7.59,100.0,-221.0
01/01/2018 07:54:26.140000,14.46,100.0,-221.0
01/01/2018 07:55:46.056666,13.71,100.0,-221.0
01/01/2018 07:57:06.113333,16.43,100.0,-221.0
01/01/2018 07:59:45.966666,13.35,100.0,-221.0
01/01/2018 08:01:06.086666,13.73,100.0,-221.0
01/01/2018 08:03:46.143333,17.69,100.0,-221.0
01/01/2018 08:05:06.150000,14.91,100.0,-221.0
01/01/2018 08:07:46.053333,15.12,100.0,-221.0
01/01/2018 08:09:05.960000,16.28,100.0,-221.0
01/01/2018 08:11:46.176666,12.86,100.0,-221.0
01/01/2018 08:13:06.070000,14.19,100.0,-221.0
01/01/2018 08:15:45.963333,16.44,100.0,-221.0
01/01/2018 08:17:06.026666,14.78,100.0,-221.0
01/01/2018 08:19:46.120000,15.44,100.0,-221.0
01/01/2018 08:21:06.243333,15.86,100.0,-221.0
01/01/2018 08:23:46.026666,16.14,100.0,-221.0
01/01/2018 08:25:06.073333,17.06,100.0,-221.0
01/01/2018 08:27:45.976666,20.54,100.0,-221.0
01/01/2018 08:29:06.086666,18.64,100.0,-221.0
01/01/2018 08:31:46.183333,23.34,100.0,-221.0
01/01/2018 08:33:06.056666,20.78,100.0,-221.0
01/01/2018 08:35:46.156666,25.41,100.0,-221.0
01/01/2018 08:37:06.040000,22.89,100.0,-221.0
01/01/2018 08:39:46.046666,25.4,100.0,-221.0
01/01/2018 08:41:07.073333,25.49,100.0,-221.0
01/01/2018 08:43:45.990000,25.8,100.0,-221.0
01/01/2018 08:45:06.023333,23.89,100.0,-221.0
01/01/2018 08:47:46.166666,21.6,100.0,-221.0
01/01/2018 08:49:06.123333,25.83,100.0,-221.0
01/01/2018 08:51:46.106666,21.8,100.0,-221.0
01/01/2018 08:53:06.006666,26.11,100.0,-221.0
01/01/2018 08:55:46.130000,27.26,100.0,-221.0
01/01/2018 08:57:06.096666,26.94,100.0,-221.0
01/01/2018 08:59:46.123333,24.35,100.0,-221.0
01/01/2018 09:01:06.243333,27.03,100.0,-221.0
01/01/2018 09:03:46.166666,27.74,100.0,-221.0
01/01/2018 09:05:06.496666,24.46,100.0,-221.0
01/01/2018 09:07:46.033333,31.14,100.0,-221.0
01/01/2018 09:09:06.096666,27.29,100.0,-221.0
01/01/2018 09:11:46.003333,25.31,100.0,-221.0
01/01/2018 09:13:05.973333,30.81,100.0,-221.0
01/01/2018 09:15:46.066666,32.03,100.0,-221.0
01/01/2018 09:17:05.986666,30.03,100.0,-221.0
01/01/2018 09:19:46.040000,33.06,100.0,-221.0
01/01/2018 09:21:06.533333,33.94,100.0,-221.0
01/01/2018 09:23:46.050000,29.89,100.0,-221.0
01/01/2018 09:25:06.366666,34.31,100.0,-221.0
01/01/2018 09:26:26.776666,31.45,100.0,-221.0
01/01/2018 09:29:06.246666,32.52,100.0,-221.0
01/01/2018 09:31:46.266666,29.78,100.0,-221.0
01/01/2018 09:33:06.033333,31.09,100.0,-221.0
01/01/2018 09:35:45.996666,34.17,100.0,-221.0
01/01/2018 09:37:06.286666,33.16,100.0,-221.0
01/01/2018 09:39:46.100000,36.76,100.0,-221.0
01/01/2018 09:41:06.003333,37.29,100.0,-221.0
01/01/2018 09:43:46.113333,30.77,100.0,-221.0
01/01/2018 09:45:05.996666,32.26,100.0,-221.0
01/01/2018 09:47:46.076666,28.49,100.0,-221.0
01/01/2018 09:49:06.000000,28.33,100.0,-221.0
01/01/2018 09:51:46.433333,35.92,100.0,-221.0
01/01/2018 09:53:06.070000,34.29,100.0,-221.0
01/01/2018 09:55:46.196666,31.64,100.0,-221.0
01/01/2018 09:57:05.996666,35.47,100.0,-221.0
01/01/2018 09:59:46.113333,32.17,100.0,-221.0
01/01/2018 10:01:06.283333,32.12,100.0,-221.0
01/01/2018 10:03:46.020000,33.06,100.0,-221.0
01/01/2018 10:05:05.940000,30.06,100.0,-221.0
01/01/2018 10:07:46.146666,32.37,100.0,-221.0
01/01/2018 10:09:06.040000,32.65,100.0,-221.0
01/01/2018 10:11:46.266666,29.5,100.0,-221.0
01/01/2018 10:13:06.140000,33.06,100.0,-221.0
01/01/2018 10:15:46.046666,34.4,100.0,-221.0
01/01/2018 10:17:05.963333,33.09,100.0,-221.0
01/01/2018 10:19:46.826666,32.74,100.0,-221.0
01/01/2018 10:21:05.950000,34.2,100.0,-221.0
01/01/2018 10:23:46.080000,32.06,100.0,-221.0
01/01/2018 10:25:06.230000,30.35,100.0,-221.0
01/01/2018 10:27:46.016666,31.89,100.0,-221.0
01/01/2018 10:29:05.963333,33.89,100.0,-221.0
01/01/2018 10:31:45.960000,30.29,100.0,-221.0
01/01/2018 10:33:06.116666,31.66,100.0,-221.0
01/01/2018 10:35:46.086666,32.09,100.0,-221.0
01/01/2018 10:37:06.160000,32.69,100.0,-221.0
01/01/2018 10:39:45.996666,33.26,100.0,-221.0
01/01/2018 10:41:05.983333,32.37,100.0,-221.0
01/01/2018 10:43:46.123333,29.42,100.0,-221.0
01/01/2018 10:45:06.196666,31.54,100.0,-221.0
01/01/2018 10:47:45.966666,32.39,100.0,-221.0
01/01/2018 10:49:06.196666,32.09,100.0,-221.0
01/01/2018 10:51:46.276666,27.82,100.0,-221.0
01/01/2018 10:53:05.943333,29.2,100.0,-221.0
01/01/2018 10:55:46.110000,28.77,100.0,-221.0
01/01/2018 10:57:06.076666,30.5,100.0,-221.0
01/01/2018 10:59:46.036666,30.0,100.0,-221.0
01/01/2018 11:01:06.210000,29.09,100.0,-221.0
01/01/2018 11:03:46.360000,25.39,100.0,-221.0
01/01/2018 11:05:05.996666,29.65,100.0,-221.0
01/01/2018 11:07:46.370000,25.2,100.0,-221.0
01/01/2018 11:09:05.980000,28.69,100.0,-221.0
01/01/2018 11:11:46.030000,28.17,100.0,-221.0
01/01/2018 11:13:05.973333,30.17,100.0,-221.0
01/01/2018 11:15:46.350000,28.33,100.0,-221.0
01/01/2018 11:17:06.573333,22.71,100.0,-221.0
01/01/2018 11:19:46.056666,26.14,100.0,-221.0
01/01/2018 11:21:06.043333,29.89,100.0,-221.0
01/01/2018 11:23:46.116666,27.57,100.0,-221.0
01/01/2018 11:25:06.010000,26.6,100.0,-221.0
01/01/2018 11:27:46.903333,29.36,100.0,-221.0
01/01/2018 11:29:06.000000,29.64,100.0,-221.0
01/01/2018 11:31:46.020000,26.66,100.0,-221.0
01/01/2018 11:33:06.396666,27.27,100.0,-221.0
01/01/2018 11:35:46.373333,27.94,100.0,-221.0
01/01/2018 11:37:06.570000,32.91,100.0,-221.0
01/01/2018 11:39:46.040000,30.89,100.0,-221.0
01/01/2018 11:41:06.126666,27.94,100.0,-221.0
01/01/2018 11:43:46.196666,29.22,100.0,-221.0
01/01/2018 11:45:06.160000,25.85,100.0,-221.0
01/01/2018 11:47:46.720000,29.28,100.0,-221.0
01/01/2018 11:49:06.023333,22.85,100.0,-221.0
01/01/2018 11:51:46.213333,27.03,100.0,-221.0
01/01/2018 11:53:06.160000,27.65,100.0,-221.0
01/01/2018 11:55:46.040000,31.35,100.0,-221.0
01/01/2018 11:57:06.110000,27.0,100.0,-221.0
01/01/2018 11:59:46.110000,28.8,100.0,-221.0
01/01/2018 12:01:06.126666,26.29,100.0,-221.0
01/01/2018 12:03:46.266666,31.0,100.0,-221.0
01/01/2018 12:05:06.296666,27.21,100.0,-221.0
01/01/2018 12:07:46.130000,24.06,100.0,-221.0
01/01/2018 12:09:06.146666,30.17,100.0,-221.0
01/01/2018 12:11:46.903333,18.18,100.0,-221.0
01/01/2018 12:13:06.056666,16.74,100.0,-221.0
01/01/2018 12:15:46.296666,31.62,100.0,-221.0
01/01/2018 12:17:06.210000,27.35,100.0,-221.0
01/01/2018 12:19:46.026666,15.63,100.0,-221.0
01/01/2018 12:21:06.020000,19.65,100.0,-221.0
01/01/2018 12:23:46.366666,28.56,100.0,-221.0
01/01/2018 12:25:06.140000,31.42,100.0,-221.0
01/01/2018 12:27:46.106666,13.86,100.0,-221.0
01/01/2018 12:29:06.213333,15.42,100.0,-221.0
01/01/2018 12:31:46.220000,29.09,100.0,-221.0
01/01/2018 12:33:06.133333,33.33,100.0,-221.0
01/01/2018 12:35:46.300000,31.35,100.0,-221.0
01/01/2018 12:37:06.026666,29.44,100.0,-221.0
01/01/2018 12:39:46.486666,25.11,100.0,-221.0
01/01/2018 12:41:06.286666,31.74,100.0,-221.0
01/01/2018 12:43:46.050000,33.14,100.0,-221.0
01/01/2018 12:45:06.070000,31.16,100.0,-221.0
01/01/2018 12:47:46.716666,30.23,100.0,-221.0
01/01/2018 12:49:06.136666,28.85,100.0,-221.0
01/01/2018 12:51:46.366666,23.03,100.0,-221.0
01/01/2018 12:53:06.323333,24.82,100.0,-221.0
01/01/2018 12:55:46.056666,28.74,100.0,-221.0
01/01/2018 12:57:06.136666,27.64,100.0,-221.0
01/01/2018 12:59:46.933333,26.43,100.0,-221.0
01/01/2018 13:01:06.320000,27.28,100.0,-221.0
01/01/2018 13:03:46.080000,21.89,100.0,-221.0
01/01/2018 13:05:06.093333,20.82,100.0,-221.0
01/01/2018 13:07:46.073333,23.78,100.0,-221.0
01/01/2018 13:09:06.086666,23.68,100.0,-221.0
01/01/2018 13:11:46.133333,17.33,100.0,-221.0
01/01/2018 13:13:06.143333,21.72,100.0,-221.0
01/01/2018 13:15:46.256666,29.32,100.0,-221.0
01/01/2018 13:17:06.050000,23.6,100.0,-221.0
01/01/2018 13:19:46.210000,24.59,100.0,-221.0
01/01/2018 13:21:06.126666,23.06,100.0,-221.0
01/01/2018 13:23:46.073333,23.76,100.0,-221.0
01/01/2018 13:25:06.396666,30.03,100.0,-221.0
01/01/2018 13:27:46.083333,34.14,100.0,-221.0
01/01/2018 13:29:06.073333,31.28,100.0,-221.0
01/01/2018 13:31:46.106666,33.12,100.0,-221.0
01/01/2018 13:33:06.440000,35.11,100.0,-221.0
01/01/2018 13:35:46.466666,31.8,100.0,-221.0
