InstrumentName, Thornton,,
01/01/2018 13:53:14.470000,38.22,58.0,17.0
01/01/2018 13:54:34.530000,40.11,59.0,17.0
01/01/2018 13:57:14.386666,38.21,59.0,17.0
01/01/2018 13:58:34.676666,33.67,59.0,18.0
01/01/2018 14:01:14.633333,33.95,59.0,18.0
01/01/2018 14:02:34.336666,35.21,60.0,18.0
01/01/2018 14:05:14.366666,32.86,60.0,17.0
01/01/2018 14:06:34.500000,40.42,60.0,18.0
01/01/2018 14:09:14.456666,29.68,60.0,18.0
01/01/2018 14:10:34.450000,34.63,60.0,18.0
01/01/2018 14:13:14.536666,33.62,60.0,18.0
01/01/2018 14:14:34.600000,27.56,60.0,19.0
01/01/2018 14:17:14.630000,33.79,59.0,18.0
01/01/2018 14:18:34.523333,37.72,59.0,18.0
01/01/2018 14:21:14.440000,32.32,60.0,18.0
01/01/2018 14:22:34.366666,34.49,60.0,18.0
01/01/2018 14:25:14.506666,28.47,59.0,19.0
01/01/2018 14:26:34.600000,31.95,60.0,19.0
01/01/2018 14:29:14.626666,31.9,60.0,19.0
01/01/2018 14:30:34.556666,29.06,60.0,19.0
01/01/2018 14:33:14.566666,25.33,59.0,20.0
01/01/2018 14:34:34.493333,30.54,59.0,20.0
01/01/2018 14:37:14.513333,26.21,58.0,20.0
01/01/2018 14:38:34.816666,28.22,58.0,20.0
01/01/2018 14:41:14.396666,26.39,59.0,22.0
01/01/2018 14:42:34.776666,25.84,57.0,21.0
01/01/2018 14:45:14.523333,28.88,58.0,21.0
01/01/2018 14:46:34.516666,25.89,58.0,22.0
01/01/2018 14:49:14.323333,25.44,57.0,22.0
01/01/2018 14:50:34.876666,31.06,57.0,22.0
01/01/2018 14:53:14.610000,29.78,55.0,21.0
01/01/2018 14:54:34.676666,30.86,56.0,21.0
01/01/2018 14:57:14.340000,28.85,57.0,21.0
01/01/2018 14:58:34.606666,28.74,56.0,21.0
01/01/2018 15:01:14.550000,28.85,57.0,21.0
01/01/2018 15:02:34.833333,29.87,57.0,21.0
01/01/2018 15:05:14.833333,32.61,57.0,21.0
01/01/2018 15:06:34.346666,27.94,57.0,21.0
01/01/2018 15:09:14.496666,27.14,56.0,22.0
01/01/2018 15:10:34.470000,30.0,56.0,21.0
01/01/2018 15:13:14.600000,26.51,57.0,22.0
01/01/2018 15:14:34.556666,26.49,56.0,22.0
01/01/2018 15:17:14.593333,30.54,55.0,23.0
01/01/2018 15:18:34.573333,31.83,55.0,22.0
01/01/2018 15:21:14.443333,32.11,56.0,22.0
01/01/2018 15:22:34.346666,31.94,56.0,23.0
01/01/2018 15:25:14.410000,27.28,54.0,23.0
01/01/2018 15:26:34.513333,27.18,55.0,23.0
01/01/2018 15:29:14.876666,28.18,54.0,22.0
01/01/2018 15:30:34.653333,33.44,54.0,22.0
01/01/2018 15:33:14.773333,33.11,55.0,22.0
01/01/2018 15:34:34.776666,33.17,55.0,21.0
01/01/2018 15:37:14.413333,32.81,55.0,21.0
01/01/2018 15:38:34.770000,35.67,56.0,21.0
01/01/2018 15:41:14.953333,31.62,56.0,21.0
01/01/2018 15:42:34.626666,33.59,56.0,21.0
01/01/2018 15:45:14.663333,30.91,56.0,22.0
01/01/2018 15:46:34.690000,38.26,56.0,21.0
01/01/2018 15:49:14.366666,28.41,56.0,22.0
01/01/2018 15:50:34.450000,28.0,56.0,23.0
01/01/2018 15:53:14.406666,35.56,55.0,22.0
01/01/2018 15:54:34.816666,34.27,55.0,21.0
01/01/2018 15:57:14.373333,33.16,57.0,22.0
01/01/2018 15:58:34.466666,29.08,56.0,22.0
01/01/2018 16:01:14.363333,28.58,56.0,23.0
01/01/2018 16:02:35.550000,39.89,55.0,22.0
01/01/2018 16:05:14.430000,39.56,56.0,21.0
01/01/2018 16:06:34.333333,39.26,56.0,21.0
01/01/2018 16:09:14.546666,32.16,57.0,22.0
01/01/2018 16:10:34.656666,33.89,56.0,22.0
01/01/2018 16:13:14.333333,40.11,56.0,22.0
01/01/2018 16:14:34.453333,41.74,56.0,21.0
01/01/2018 16:17:14.436666,39.33,56.0,21.0
01/01/2018 16:19:55.253333,42.68,58.0,20.0
01/01/2018 16:21:14.356666,39.39,58.0,20.0
01/01/2018 16:22:34.420000,46.33,58.0,20.0
01/01/2018 16:25:14.476666,42.05,58.0,20.0
01/01/2018 16:26:34.446666,43.58,58.0,20.0
01/01/2018 16:29:14.563333,35.39,58.0,21.0
01/01/2018 16:30:34.776666,31.08,58.0,22.0
01/01/2018 16:33:14.303333,36.17,58.0,22.0
01/01/2018 16:34:34.570000,38.82,58.0,21.0
01/01/2018 16:37:14.610000,31.79,58.0,22.0
01/01/2018 16:38:34.516666,33.78,57.0,22.0
01/01/2018 16:41:14.500000,33.88,58.0,22.0
01/01/2018 16:42:34.370000,31.68,57.0,23.0
01/01/2018 16:45:14.420000,30.63,57.0,23.0
01/01/2018 16:46:34.346666,31.22,57.0,23.0
01/01/2018 16:49:14.466666,30.53,56.0,24.0
01/01/2018 16:50:34.660000,27.64,55.0,24.0
01/01/2018 16:53:14.323333,43.47,56.0,22.0
01/01/2018 16:54:34.360000,36.32,56.0,23.0
01/01/2018 16:57:14.460000,34.32,57.0,23.0
01/01/2018 16:58:34.323333,33.39,56.0,23.0
01/01/2018 17:01:14.333333,37.84,56.0,22.0
01/01/2018 17:02:34.433333,40.75,56.0,21.0
01/01/2018 17:05:14.560000,39.0,56.0,22.0
01/01/2018 17:06:34.320000,38.57,57.0,23.0
01/01/2018 17:09:14.406666,37.03,56.0,23.0
01/01/2018 17:10:34.316666,48.11,56.0,21.0
01/01/2018 17:13:14.366666,49.0,56.0,21.0
01/01/2018 17:14:34.306666,43.78,58.0,22.0
01/01/2018 17:17:14.476666,27.73,57.0,24.0
01/01/2018 17:18:34.336666,38.56,55.0,23.0
01/01/2018 17:21:14.433333,40.62,55.0,22.0
01/01/2018 17:22:34.983333,44.79,56.0,21.0
01/01/2018 17:25:14.513333,31.58,57.0,23.0
01/01/2018 17:26:34.576666,26.95,56.0,23.0
01/01/2018 17:29:14.573333,42.42,56.0,22.0
01/01/2018 17:30:34.363333,39.3,56.0,22.0
01/01/2018 17:33:14.320000,34.74,56.0,22.0
01/01/2018 17:34:34.363333,39.53,56.0,22.0
01/01/2018 17:37:14.643333,55.89,56.0,21.0
01/01/2018 17:38:34.433333,44.43,57.0,22.0
01/01/2018 17:41:14.326666,35.85,57.0,22.0
01/01/2018 17:42:34.430000,32.92,57.0,23.0
01/01/2018 17:45:14.366666,44.65,56.0,22.0
01/01/2018 17:47:13.596666,34.05,56.0,23.0
01/01/2018 17:48:32.926666,34.4,56.0,23.0
01/01/2018 17:51:13.096666,43.11,56.0,22.0
01/01/2018 17:52:33.196666,34.0,56.0,22.0
01/01/2018 17:55:12.966666,34.11,57.0,22.0
01/01/2018 17:56:32.963333,31.17,57.0,23.0
01/01/2018 17:59:12.556666,34.53,56.0,23.0
01/01/2018 18:00:32.673333,34.95,56.0,24.0
01/01/2018 18:03:12.773333,31.59,55.0,24.0
01/01/2018 18:04:32.696666,35.74,54.0,24.0
01/01/2018 18:07:12.570000,29.89,55.0,24.0
01/01/2018 18:08:32.770000,35.24,54.0,23.0
01/01/2018 18:11:12.806666,37.33,55.0,23.0
01/01/2018 18:12:32.586666,36.63,55.0,23.0
01/01/2018 18:15:12.610000,41.33,55.0,23.0
01/01/2018 18:16:32.713333,34.79,55.0,23.0
01/01/2018 18:19:12.616666,37.05,55.0,24.0
01/01/2018 18:20:32.556666,41.89,56.0,23.0
01/01/2018 18:23:13.610000,41.56,56.0,24.0
01/01/2018 18:24:32.740000,38.61,56.0,23.0
01/01/2018 18:27:12.706666,35.78,55.0,24.0
01/01/2018 18:28:32.593333,29.84,55.0,25.0
01/01/2018 18:31:12.550000,47.03,54.0,24.0
01/01/2018 18:32:32.686666,35.23,55.0,24.0
01/01/2018 18:35:12.540000,37.0,54.0,24.0
01/01/2018 18:36:32.620000,39.68,55.0,25.0
01/01/2018 18:39:12.626666,32.43,54.0,25.0
01/01/2018 18:43:12.596666,34.54,53.0,25.0
01/01/2018 18:44:32.556666,37.08,53.0,25.0
01/01/2018 18:47:12.570000,40.74,54.0,24.0
01/01/2018 18:48:32.546666,31.0,54.0,25.0
01/01/2018 18:51:12.713333,39.0,55.0,24.0
01/01/2018 18:52:32.556666,37.26,55.0,24.0
01/01/2018 18:55:12.870000,28.21,53.0,26.0
01/01/2018 18:56:32.626666,31.33,54.0,26.0
01/01/2018 18:59:12.626666,40.26,53.0,24.0
01/01/2018 19:00:32.693333,37.06,54.0,25.0
01/01/2018 19:03:12.793333,34.38,54.0,25.0
01/01/2018 19:04:32.630000,36.63,54.0,26.0
01/01/2018 19:07:12.613333,32.16,53.0,26.0
01/01/2018 19:08:32.720000,41.73,53.0,25.0
01/01/2018 19:11:12.893333,34.86,54.0,25.0
01/01/2018 19:12:32.640000,28.63,53.0,25.0
01/01/2018 19:15:12.576666,31.73,55.0,26.0
01/01/2018 19:16:32.650000,35.72,54.0,27.0
01/01/2018 19:19:12.583333,47.19,52.0,25.0
01/01/2018 19:20:33.546666,43.32,53.0,25.0
01/01/2018 19:23:12.840000,48.47,53.0,25.0
01/01/2018 19:24:32.586666,35.79,53.0,25.0
01/01/2018 19:27:12.793333,32.32,53.0,27.0
01/01/2018 19:28:32.776666,39.24,53.0,28.0
01/01/2018 19:31:12.610000,36.63,51.0,26.0
01/01/2018 19:32:32.636666,31.21,52.0,27.0
01/01/2018 19:35:12.810000,31.08,52.0,28.0
01/01/2018 19:36:32.710000,27.95,51.0,29.0
01/01/2018 19:39:12.590000,32.79,51.0,28.0
01/01/2018 19:40:32.760000,29.11,51.0,30.0
01/01/2018 19:43:12.733333,30.63,49.0,28.0
01/01/2018 19:44:32.583333,29.19,49.0,29.0
01/01/2018 19:47:13.206666,27.89,48.0,29.0
01/01/2018 19:48:32.656666,33.41,48.0,29.0
01/01/2018 19:51:12.666666,34.68,49.0,27.0
01/01/2018 19:52:32.636666,40.2,49.0,27.0
01/01/2018 19:55:12.643333,33.68,48.0,28.0
01/01/2018 19:56:32.593333,44.11,49.0,27.0
01/01/2018 19:59:12.726666,40.0,50.0,27.0
01/01/2018 20:00:32.573333,27.51,51.0,30.0
01/01/2018 20:03:12.660000,26.97,48.0,32.0
01/01/2018 20:04:32.613333,27.16,47.0,32.0
01/01/2018 20:07:12.653333,35.24,47.0,30.0
01/01/2018 20:08:32.703333,32.7,47.0,30.0
01/01/2018 20:11:12.593333,24.0,46.0,32.0
01/01/2018 20:12:33.083333,27.84,47.0,32.0
01/01/2018 20:15:12.646666,35.37,46.0,32.0
01/01/2018 20:16:32.976666,41.26,44.0,33.0
01/01/2018 20:19:12.693333,41.89,44.0,33.0
01/01/2018 20:20:32.683333,41.13,43.0,33.0
01/01/2018 20:23:12.803333,26.92,43.0,34.0
01/01/2018 20:24:32.580000,27.53,43.0,35.0
01/01/2018 20:27:12.646666,26.86,41.0,34.0
01/01/2018 20:28:32.643333,30.38,43.0,33.0
01/01/2018 20:31:12.616666,24.81,42.0,36.0
01/01/2018 20:32:32.660000,24.79,41.0,36.0
01/01/2018 20:35:12.993333,24.47,40.0,36.0
01/01/2018 20:36:32.860000,24.16,40.0,37.0
01/01/2018 20:39:12.656666,26.16,39.0,38.0
01/01/2018 20:40:32.670000,25.58,39.0,38.0
01/01/2018 20:43:12.666666,25.24,39.0,37.0
01/01/2018 20:44:32.700000,26.86,38.0,38.0
01/01/2018 20:47:12.726666,25.53,38.0,38.0
01/01/2018 20:48:32.786666,26.27,38.0,37.0
01/01/2018 20:51:12.730000,28.65,38.0,38.0
01/01/2018 20:52:32.700000,26.39,37.0,38.0
01/01/2018 20:55:12.710000,23.22,37.0,38.0
01/01/2018 20:56:32.653333,27.71,37.0,38.0
01/01/2018 20:59:12.803333,28.11,37.0,38.0
01/01/2018 21:00:32.600000,27.57,37.0,37.0
01/01/2018 21:03:13.066666,24.05,37.0,38.0
01/01/2018 21:04:32.766666,25.95,37.0,38.0
01/01/2018 21:07:12.696666,25.08,36.0,38.0
01/01/2018 21:08:32.683333,24.06,36.0,37.0
01/01/2018 21:12:32.753333,25.32,38.0,37.0
01/01/2018 21:15:12.696666,24.68,36.0,36.0
01/01/2018 21:16:32.843333,35.0,37.0,34.0
01/01/2018 21:19:12.623333,31.89,38.0,33.0
01/01/2018 21:21:52.893333,27.84,39.0,35.0
01/01/2018 21:23:12.863333,28.63,39.0,35.0
01/01/2018 21:24:32.693333,32.16,39.0,33.0
01/01/2018 21:27:12.783333,31.28,40.0,32.0
01/01/2018 21:28:32.620000,38.32,41.0,31.0
01/01/2018 21:31:12.653333,38.58,42.0,31.0
01/01/2018 21:32:32.643333,31.62,42.0,31.0
01/01/2018 21:35:13.053333,37.03,43.0,31.0
01/01/2018 21:36:33.613333,43.62,43.0,30.0
01/01/2018 21:39:12.913333,35.18,44.0,31.0
01/01/2018 21:40:32.796666,32.79,44.0,32.0
01/01/2018 21:43:12.836666,28.89,43.0,33.0
01/01/2018 21:44:32.623333,27.84,43.0,33.0
01/01/2018 21:47:12.646666,28.54,42.0,32.0
01/01/2018 21:48:32.726666,34.7,42.0,32.0
01/01/2018 21:51:12.680000,30.67,43.0,32.0
01/01/2018 21:52:32.730000,32.32,43.0,32.0
01/01/2018 21:55:12.703333,26.49,43.0,33.0
01/01/2018 21:56:32.666666,28.16,43.0,33.0
01/01/2018 21:59:12.693333,33.35,43.0,32.0
01/01/2018 22:00:32.633333,39.61,43.0,31.0
01/01/2018 22:03:12.713333,33.67,44.0,31.0
01/01/2018 22:05:52.623333,36.92,44.0,30.0
01/01/2018 22:07:12.716666,39.71,44.0,30.0
01/01/2018 22:08:34.010000,41.63,45.0,30.0
01/01/2018 22:11:12.730000,36.78,45.0,30.0
01/01/2018 22:12:33.493333,34.16,45.0,30.0
01/01/2018 22:15:12.810000,29.53,44.0,32.0
01/01/2018 22:16:32.683333,33.8,44.0,31.0
01/01/2018 22:19:12.736666,40.81,45.0,31.0
01/01/2018 22:20:32.633333,39.74,44.0,30.0
01/01/2018 22:23:12.723333,42.06,45.0,30.0
01/01/2018 22:24:32.670000,42.46,45.0,30.0
01/01/2018 22:27:12.666666,37.13,46.0,31.0
01/01/2018 22:28:32.690000,29.18,45.0,31.0
01/01/2018 22:31:12.800000,37.0,45.0,31.0
01/01/2018 22:32:32.780000,31.68,45.0,31.0
01/01/2018 22:35:12.740000,39.3,46.0,30.0
01/01/2018 22:36:32.653333,42.43,46.0,29.0
01/01/2018 22:39:12.646666,35.26,47.0,30.0
01/01/2018 22:40:32.730000,41.14,47.0,29.0
01/01/2018 22:43:12.636666,33.89,47.0,29.0
01/01/2018 22:44:32.780000,39.44,47.0,29.0
01/01/2018 22:47:12.680000,33.89,47.0,29.0
01/01/2018 22:48:32.663333,36.11,47.0,29.0
01/01/2018 22:51:12.980000,49.53,48.0,28.0
01/01/2018 22:52:32.710000,40.38,48.0,28.0
01/01/2018 22:55:12.776666,36.43,48.0,29.0
01/01/2018 22:56:33.406666,38.32,48.0,29.0
01/01/2018 22:59:12.926666,43.26,48.0,28.0
01/01/2018 23:00:32.776666,41.16,48.0,28.0
01/01/2018 23:03:12.666666,33.68,48.0,29.0
01/01/2018 23:04:32.730000,43.11,48.0,28.0
01/01/2018 23:07:12.800000,33.78,49.0,29.0
01/01/2018 23:08:32.680000,41.41,48.0,29.0
01/01/2018 23:11:13.016666,44.95,49.0,29.0
01/01/2018 23:12:32.693333,49.68,48.0,28.0
01/01/2018 23:15:12.646666,38.53,48.0,29.0
01/01/2018 23:16:32.703333,41.35,48.0,29.0
01/01/2018 23:19:13.026666,41.21,48.0,29.0
01/01/2018 23:20:33.126666,44.95,48.0,29.0
01/01/2018 23:23:13.006666,43.85,49.0,28.0
01/01/2018 23:24:32.860000,43.26,49.0,28.0
01/01/2018 23:27:12.710000,53.24,50.0,27.0
01/01/2018 23:28:32.676666,63.13,51.0,27.0
01/01/2018 23:31:12.766666,44.35,51.0,26.0
01/01/2018 23:32:32.806666,55.68,52.0,26.0
01/01/2018 23:35:12.980000,54.92,53.0,25.0
01/01/2018 23:36:32.886666,59.41,54.0,25.0
01/01/2018 23:39:13.176666,42.33,54.0,26.0
01/01/2018 23:40:33.033333,45.53,54.0,26.0
01/01/2018 23:43:12.796666,58.8,55.0,25.0
01/01/2018 23:44:32.710000,56.92,55.0,25.0
01/01/2018 23:47:12.653333,46.32,55.0,25.0
01/01/2018 23:48:32.730000,40.58,55.0,25.0
01/01/2018 23:51:13.076666,48.5,56.0,25.0
01/01/2018 23:52:32.720000,45.95,56.0,25.0
