InstrumentName, Wash Park West,,
StartTime, 2018-01-01 00:00:00,,
EndTime, 2018-01-31 23:59:59,,
Date,PM2.5,humidity,temp_f
01/01/2018 01:16:01.070000,12.373737373737374,42.0,25.0
01/01/2018 04:47:39.130000,12.015151515151516,43.0,23.0
01/01/2018 04:48:58.873333,11.868686868686869,43.0,23.0
01/01/2018 04:50:18.743333,11.93939393939394,43.0,23.0
01/01/2018 04:51:38.766666,11.404040404040403,43.0,23.0
01/01/2018 04:52:58.796666,11.828282828282829,43.0,23.0
01/01/2018 04:55:38.830000,10.409090909090908,43.0,23.0
01/01/2018 04:56:58.836666,10.520202020202019,43.0,23.0
01/01/2018 04:59:38.863333,11.313131313131313,43.0,23.0
01/01/2018 05:00:58.796666,10.404040404040405,43.0,23.0
01/01/2018 05:02:18.910000,10.222222222222221,43.0,23.0
01/01/2018 05:05:15.270000,10.888888888888888,43.0,23.0
01/01/2018 05:06:35.490000,10.015151515151514,43.0,23.0
01/01/2018 05:09:15.306666,10.686868686868687,43.0,23.0
01/01/2018 05:10:35.216666,9.141414141414142,43.0,23.0
01/01/2018 05:13:15.280000,9.878787878787879,43.0,23.0
01/01/2018 05:14:35.256666,9.277777777777779,42.0,23.0
01/01/2018 05:17:15.316666,9.570707070707071,42.0,23.0
01/01/2018 05:18:35.373333,10.727272727272727,42.0,23.0
01/01/2018 07:54:34.353333,19.252525252525253,44.0,24.0
01/01/2018 07:55:54.210000,21.2020202020202,44.0,24.0
01/01/2018 07:57:14.236666,21.398989898989896,44.0,24.0
01/01/2018 07:58:34.230000,21.03030303030303,44.0,24.0
01/01/2018 08:01:14.653333,21.803030303030305,44.0,24.0
01/01/2018 08:02:34.326666,20.57070707070707,44.0,24.0
01/01/2018 08:05:14.183333,21.151515151515152,44.0,24.0
01/01/2018 08:07:54.293333,19.732323232323232,44.0,24.0
01/01/2018 08:09:14.266666,20.71717171717172,44.0,24.0
01/01/2018 08:10:34.416666,21.065656565656568,44.0,24.0
01/01/2018 08:13:53.146666,22.383838383838384,44.0,24.0
01/01/2018 08:15:13.303333,22.0,44.0,24.0
01/01/2018 08:16:33.380000,21.62121212121212,44.0,24.0
01/01/2018 08:19:13.196666,22.22222222222222,44.0,24.0
01/01/2018 08:21:53.660000,22.17171717171717,44.0,24.0
01/01/2018 08:23:13.286666,22.5,44.0,24.0
01/01/2018 08:24:33.056666,22.292929292929294,44.0,24.0
01/01/2018 08:27:13.560000,22.82323232323232,45.0,24.0
01/01/2018 08:28:33.153333,22.36868686868687,45.0,24.0
01/01/2018 08:31:13.116666,22.676767676767675,45.0,24.0
01/01/2018 08:32:33.303333,22.656565656565657,45.0,24.0
01/01/2018 08:35:13.386666,21.873737373737374,45.0,24.0
01/01/2018 08:36:33.303333,23.232323232323232,45.0,24.0
01/01/2018 08:39:13.106666,21.9040404040404,46.0,24.0
01/01/2018 08:40:33.163333,22.36868686868687,46.0,24.0
01/01/2018 08:43:13.133333,22.813131313131315,45.0,24.0
01/01/2018 08:44:33.280000,22.454545454545457,46.0,24.0
01/01/2018 08:47:13.110000,22.17171717171717,46.0,24.0
01/01/2018 08:49:53.170000,22.69191919191919,46.0,24.0
01/01/2018 08:51:13.220000,23.883838383838384,46.0,24.0
01/01/2018 08:52:33.146666,23.065656565656568,46.0,24.0
01/01/2018 08:55:13.930000,22.929292929292927,46.0,24.0
01/01/2018 08:56:33.090000,22.641414141414142,46.0,24.0
01/01/2018 08:59:13.076666,22.070707070707073,45.0,24.0
01/01/2018 09:00:33.166666,23.101010101010104,45.0,24.0
01/01/2018 09:03:13.116666,22.934343434343432,46.0,24.0
01/01/2018 09:04:33.083333,22.893939393939394,46.0,24.0
01/01/2018 09:07:13.076666,22.070707070707073,45.0,24.0
01/01/2018 09:08:33.166666,21.883838383838384,46.0,24.0
01/01/2018 09:11:13.113333,20.484848484848484,45.0,24.0
01/01/2018 09:15:47.033333,21.34848484848485,45.0,24.0
01/01/2018 09:17:06.980000,20.969696969696972,45.0,24.0
01/01/2018 09:19:47.196666,21.171717171717173,45.0,24.0
01/01/2018 09:21:07.043333,21.404040404040405,45.0,24.0
01/01/2018 09:23:47.066666,20.28787878787879,45.0,24.0
01/01/2018 09:25:07.296666,20.818181818181817,45.0,24.0
01/01/2018 09:27:47.123333,21.252525252525253,45.0,24.0
01/01/2018 09:29:07.676666,21.666666666666668,45.0,24.0
01/01/2018 09:31:47.133333,20.252525252525253,45.0,24.0
01/01/2018 09:33:06.996666,22.161616161616163,45.0,24.0
01/01/2018 09:35:47.010000,20.8989898989899,45.0,24.0
01/01/2018 09:37:07.326666,21.11111111111111,45.0,24.0
01/01/2018 09:39:47.016666,20.262626262626263,45.0,24.0
01/01/2018 09:41:07.096666,21.262626262626263,45.0,24.0
01/01/2018 09:43:47.006666,21.934343434343436,45.0,24.0
01/01/2018 09:45:07.053333,22.494949494949495,45.0,24.0
01/01/2018 09:47:47.930000,22.136363636363637,45.0,24.0
01/01/2018 09:49:07.093333,23.272727272727273,45.0,24.0
01/01/2018 09:51:47.046666,22.44949494949495,45.0,24.0
01/01/2018 09:53:07.013333,22.090909090909093,45.0,24.0
01/01/2018 09:55:48.040000,23.484848484848484,45.0,24.0
01/01/2018 09:57:07.053333,22.393939393939394,45.0,24.0
01/01/2018 09:59:47.220000,22.429292929292927,45.0,24.0
01/01/2018 10:01:07.026666,22.494949494949495,45.0,24.0
01/01/2018 10:03:47.730000,22.959595959595962,45.0,24.0
01/01/2018 10:05:07.033333,22.41919191919192,46.0,24.0
01/01/2018 10:07:47.006666,23.045454545454547,45.0,24.0
01/01/2018 10:09:07.216666,22.292929292929294,45.0,24.0
01/01/2018 10:11:47.340000,21.37878787878788,45.0,24.0
01/01/2018 10:13:07.053333,21.616161616161616,45.0,24.0
01/01/2018 10:15:00.003333,25.757575757575758,45.0,24.0
01/01/2018 10:17:39.916666,23.797979797979796,45.0,24.0
01/01/2018 10:19:00.336666,22.116161616161616,45.0,24.0
01/01/2018 10:21:39.990000,21.550505050505052,45.0,24.0
01/01/2018 10:22:59.933333,21.95959595959596,45.0,24.0
01/01/2018 10:25:39.870000,22.93939393939394,45.0,24.0
01/01/2018 10:26:59.916666,22.666666666666668,45.0,24.0
01/01/2018 10:29:39.946666,22.45959595959596,45.0,24.0
01/01/2018 10:30:59.846666,22.1969696969697,45.0,24.0
01/01/2018 10:33:39.870000,23.797979797979796,45.0,24.0
01/01/2018 10:35:00.070000,23.07070707070707,45.0,24.0
01/01/2018 10:37:39.856666,22.863636363636367,45.0,24.0
01/01/2018 10:38:59.836666,21.873737373737374,45.0,24.0
01/01/2018 10:41:39.806666,22.656565656565657,45.0,24.0
01/01/2018 10:42:59.903333,22.863636363636367,45.0,24.0
01/01/2018 10:45:40.066666,22.994949494949495,45.0,24.0
01/01/2018 10:46:59.806666,21.95959595959596,45.0,24.0
01/01/2018 10:49:39.983333,21.863636363636363,45.0,24.0
01/01/2018 10:50:59.873333,22.44949494949495,45.0,24.0
01/01/2018 10:53:39.916666,22.949494949494948,45.0,23.0
01/01/2018 10:55:00.146666,22.272727272727273,45.0,23.0
01/01/2018 10:57:39.863333,22.055555555555557,45.0,24.0
01/01/2018 10:59:00.296666,22.18686868686869,45.0,24.0
01/01/2018 11:01:39.990000,22.136363636363637,45.0,24.0
01/01/2018 11:02:59.860000,22.6010101010101,45.0,24.0
01/01/2018 11:05:39.870000,21.717171717171716,45.0,24.0
01/01/2018 11:07:00.090000,21.92929292929293,45.0,24.0
01/01/2018 11:09:39.800000,22.494949494949495,45.0,24.0
01/01/2018 11:10:59.836666,22.954545454545457,45.0,24.0
01/01/2018 11:13:40.033333,22.232323232323235,46.0,24.0
01/01/2018 11:16:50.820000,25.252525252525253,45.0,24.0
01/01/2018 11:19:30.896666,21.570707070707073,45.0,24.0
01/01/2018 11:20:51.216666,22.12121212121212,45.0,24.0
01/01/2018 11:23:30.560000,21.752525252525253,45.0,24.0
01/01/2018 11:24:50.940000,21.98989898989899,45.0,23.0
01/01/2018 11:27:30.690000,21.126262626262626,45.0,23.0
01/01/2018 11:28:50.836666,21.848484848484848,45.0,23.0
01/01/2018 11:31:30.733333,22.090909090909093,46.0,23.0
01/01/2018 11:32:50.586666,21.48989898989899,46.0,23.0
01/01/2018 11:35:30.616666,21.595959595959595,46.0,23.0
01/01/2018 11:36:50.896666,21.247474747474747,46.0,23.0
01/01/2018 11:39:30.603333,22.030303030303028,46.0,23.0
01/01/2018 11:40:50.980000,22.161616161616163,46.0,23.0
01/01/2018 11:43:30.563333,21.570707070707073,46.0,23.0
01/01/2018 11:44:50.800000,20.949494949494948,46.0,23.0
01/01/2018 11:47:30.560000,22.18686868686869,46.0,23.0
01/01/2018 11:48:51.490000,21.873737373737374,46.0,23.0
01/01/2018 11:51:30.620000,22.272727272727273,46.0,23.0
01/01/2018 11:52:50.626666,22.525252525252526,46.0,23.0
01/01/2018 11:55:30.556666,21.151515151515152,46.0,23.0
01/01/2018 11:56:50.966666,21.222222222222225,46.0,23.0
01/01/2018 11:59:30.833333,22.21212121212121,46.0,23.0
01/01/2018 12:00:51.866666,22.47979797979798,46.0,23.0
01/01/2018 12:03:30.973333,21.151515151515152,46.0,23.0
01/01/2018 12:04:50.596666,21.333333333333336,46.0,23.0
01/01/2018 12:07:30.826666,20.681818181818183,46.0,23.0
01/01/2018 12:08:50.583333,22.161616161616163,46.0,23.0
01/01/2018 12:11:30.670000,21.595959595959595,46.0,23.0
01/01/2018 12:12:50.643333,21.065656565656568,46.0,23.0
01/01/2018 12:15:30.673333,23.0,46.0,23.0
01/01/2018 12:17:18.696666,24.242424242424242,46.0,23.0
01/01/2018 12:18:38.796666,22.035353535353536,46.0,23.0
01/01/2018 12:21:18.886666,21.63131313131313,46.0,23.0
01/01/2018 12:22:38.696666,21.792929292929294,46.0,23.0
01/01/2018 12:25:19.490000,21.873737373737374,46.0,23.0
01/01/2018 12:26:38.890000,20.98989898989899,46.0,23.0
01/01/2018 12:29:18.533333,22.085858585858585,46.0,23.0
01/01/2018 12:30:38.596666,21.777777777777775,46.0,23.0
01/01/2018 12:33:18.636666,21.18686868686869,47.0,23.0
01/01/2018 12:34:38.613333,20.88888888888889,47.0,23.0
01/01/2018 12:37:18.860000,21.151515151515152,47.0,23.0
01/01/2018 12:38:38.696666,20.62626262626263,47.0,23.0
01/01/2018 12:41:18.580000,22.181818181818183,47.0,23.0
01/01/2018 12:42:38.610000,21.72727272727273,46.0,23.0
01/01/2018 12:45:18.573333,22.090909090909093,46.0,23.0
01/01/2018 12:47:31.830000,21.883838383838384,46.0,23.0
01/01/2018 12:48:51.856666,22.126262626262626,46.0,23.0
01/01/2018 12:51:31.886666,21.964646464646467,46.0,23.0
01/01/2018 12:52:51.933333,21.742424242424242,46.0,23.0
01/01/2018 12:55:31.816666,22.36868686868687,46.0,23.0
01/01/2018 12:56:52.120000,21.979797979797983,47.0,23.0
01/01/2018 12:59:31.860000,22.075757575757578,47.0,23.0
01/01/2018 13:00:51.826666,22.232323232323235,47.0,23.0
01/01/2018 13:03:32.100000,22.28282828282828,47.0,23.0
