InstrumentName, Thornton B,,
01/01/2018 13:49:44.530000,78.65,58.0,18.0
01/01/2018 13:51:04.553333,81.26,58.0,18.0
01/01/2018 13:53:44.516666,81.98,58.0,17.0
01/01/2018 13:55:04.666666,81.67,59.0,17.0
01/01/2018 13:57:44.436666,70.88,59.0,18.0
01/01/2018 13:59:04.520000,62.09,60.0,18.0
01/01/2018 14:01:44.680000,54.2,59.0,18.0
01/01/2018 14:03:04.566666,55.74,60.0,18.0
01/01/2018 14:05:44.816666,60.3,60.0,18.0
01/01/2018 14:07:04.730000,52.62,61.0,18.0
01/01/2018 14:09:44.563333,52.27,60.0,18.0
01/01/2018 14:11:04.226666,58.38,60.0,18.0
01/01/2018 14:13:44.486666,65.63,60.0,18.0
01/01/2018 14:15:04.490000,63.29,60.0,19.0
01/01/2018 14:17:44.916666,66.42,59.0,18.0
01/01/2018 14:19:04.553333,71.6,60.0,18.0
01/01/2018 14:21:44.593333,58.57,60.0,18.0
01/01/2018 14:23:04.523333,58.52,60.0,18.0
01/01/2018 14:25:44.593333,59.9,59.0,19.0
01/01/2018 14:27:04.793333,59.12,59.0,19.0
01/01/2018 14:29:44.566666,68.1,59.0,19.0
01/01/2018 14:31:04.440000,68.05,59.0,19.0
01/01/2018 14:33:44.616666,80.07,59.0,20.0
01/01/2018 14:35:04.716666,78.48,59.0,20.0
01/01/2018 14:37:44.503333,82.33,58.0,20.0
01/01/2018 14:39:04.793333,81.68,58.0,20.0
01/01/2018 14:41:44.473333,74.37,58.0,22.0
01/01/2018 14:43:04.556666,67.63,57.0,21.0
01/01/2018 14:45:44.593333,50.71,58.0,21.0
01/01/2018 14:47:04.476666,56.58,58.0,22.0
01/01/2018 14:49:44.633333,49.83,56.0,21.0
01/01/2018 14:51:04.536666,52.58,56.0,22.0
01/01/2018 14:53:44.660000,49.67,56.0,22.0
01/01/2018 14:55:04.793333,50.05,56.0,21.0
01/01/2018 14:57:44.393333,51.58,56.0,21.0
01/01/2018 14:59:04.710000,51.48,56.0,21.0
01/01/2018 15:01:44.673333,51.54,56.0,21.0
01/01/2018 15:03:04.726666,50.08,57.0,21.0
01/01/2018 15:05:44.506666,52.68,57.0,21.0
01/01/2018 15:07:04.530000,50.35,57.0,21.0
01/01/2018 15:09:44.733333,49.2,56.0,21.0
01/01/2018 15:11:04.996666,52.95,56.0,21.0
01/01/2018 15:13:44.966666,51.29,57.0,22.0
01/01/2018 15:15:04.836666,51.22,56.0,22.0
01/01/2018 15:17:44.590000,50.76,55.0,22.0
01/01/2018 15:19:04.866666,55.26,55.0,21.0
01/01/2018 15:21:44.826666,55.79,56.0,22.0
01/01/2018 15:23:04.726666,51.32,56.0,23.0
01/01/2018 15:25:45.533333,55.8,55.0,23.0
01/01/2018 15:27:04.486666,55.21,55.0,24.0
01/01/2018 15:29:44.776666,56.26,54.0,22.0
01/01/2018 15:31:04.486666,64.97,55.0,22.0
01/01/2018 15:33:44.506666,62.68,55.0,22.0
01/01/2018 15:35:04.416666,64.0,55.0,21.0
01/01/2018 15:37:44.486666,65.1,56.0,21.0
01/01/2018 15:39:04.556666,59.85,56.0,21.0
01/01/2018 15:41:44.540000,59.22,56.0,21.0
01/01/2018 15:43:04.613333,61.07,56.0,22.0
01/01/2018 15:45:44.550000,53.64,55.0,21.0
01/01/2018 15:47:04.480000,55.5,57.0,22.0
01/01/2018 15:49:44.596666,61.74,57.0,23.0
01/01/2018 15:51:04.503333,70.12,56.0,24.0
01/01/2018 15:53:44.513333,74.29,56.0,22.0
01/01/2018 15:55:04.320000,65.58,55.0,21.0
01/01/2018 15:57:44.313333,71.07,56.0,22.0
01/01/2018 15:59:04.343333,85.47,55.0,21.0
01/01/2018 16:01:44.610000,88.03,55.0,22.0
01/01/2018 16:03:04.266666,77.9,55.0,21.0
01/01/2018 16:05:44.516666,73.33,56.0,21.0
01/01/2018 16:07:04.280000,85.28,56.0,22.0
01/01/2018 16:09:44.543333,63.12,56.0,22.0
01/01/2018 16:11:04.323333,67.47,57.0,23.0
01/01/2018 16:13:44.510000,95.85,56.0,21.0
01/01/2018 16:15:05.016666,78.95,56.0,21.0
01/01/2018 16:17:44.526666,84.41,56.0,20.0
01/01/2018 16:19:04.410000,83.09,57.0,20.0
01/01/2018 16:21:44.290000,81.67,58.0,20.0
01/01/2018 16:23:04.490000,102.16,58.0,20.0
01/01/2018 16:25:44.966666,58.57,58.0,20.0
01/01/2018 16:27:05.283333,58.17,59.0,20.0
01/01/2018 16:29:44.866666,52.3,58.0,21.0
01/01/2018 16:31:04.566666,51.89,58.0,22.0
01/01/2018 16:33:44.770000,55.03,57.0,21.0
01/01/2018 16:35:04.300000,59.28,57.0,21.0
01/01/2018 16:37:44.443333,59.28,58.0,22.0
01/01/2018 16:39:04.603333,61.33,57.0,21.0
01/01/2018 16:41:44.333333,63.72,58.0,23.0
01/01/2018 16:43:04.436666,57.5,57.0,22.0
01/01/2018 16:45:44.290000,82.61,56.0,23.0
01/01/2018 16:47:04.383333,75.0,57.0,24.0
01/01/2018 16:49:44.353333,93.27,57.0,25.0
01/01/2018 16:51:04.333333,75.59,55.0,23.0
01/01/2018 16:53:44.460000,71.83,56.0,22.0
01/01/2018 16:55:04.330000,77.92,56.0,22.0
01/01/2018 16:57:44.536666,66.07,56.0,23.0
01/01/2018 16:59:04.300000,67.42,56.0,23.0
01/01/2018 17:01:44.683333,71.74,56.0,22.0
01/01/2018 17:03:04.343333,69.81,56.0,21.0
01/01/2018 17:05:44.566666,69.79,57.0,22.0
01/01/2018 17:07:04.360000,71.35,57.0,23.0
01/01/2018 17:09:44.380000,70.69,56.0,22.0
01/01/2018 17:11:04.346666,69.7,56.0,21.0
01/01/2018 17:13:44.320000,70.81,57.0,21.0
01/01/2018 17:15:04.293333,73.3,58.0,23.0
01/01/2018 17:17:44.443333,87.26,55.0,24.0
01/01/2018 17:19:04.410000,65.02,55.0,22.0
01/01/2018 17:21:44.563333,64.02,56.0,22.0
01/01/2018 17:23:04.426666,74.35,56.0,21.0
01/01/2018 17:25:44.470000,64.48,57.0,24.0
01/01/2018 17:27:04.550000,56.53,55.0,22.0
01/01/2018 17:29:44.456666,77.93,56.0,22.0
01/01/2018 17:31:04.306666,87.49,56.0,22.0
01/01/2018 17:33:44.516666,61.56,56.0,22.0
01/01/2018 17:35:04.356666,77.88,56.0,22.0
01/01/2018 17:37:44.543333,101.8,57.0,21.0
01/01/2018 17:39:04.586666,89.37,57.0,22.0
01/01/2018 17:41:44.326666,94.9,57.0,22.0
01/01/2018 17:43:04.526666,70.5,57.0,22.0
01/01/2018 17:44:24.323333,101.21,56.0,22.0
01/01/2018 17:47:43.746666,71.67,56.0,22.0
01/01/2018 17:49:02.943333,68.08,56.0,22.0
01/01/2018 17:51:42.816666,77.49,56.0,22.0
01/01/2018 17:53:02.836666,91.26,56.0,22.0
01/01/2018 17:55:42.656666,72.83,57.0,23.0
01/01/2018 17:57:03.123333,74.21,57.0,24.0
01/01/2018 17:59:42.650000,81.6,55.0,23.0
01/01/2018 18:01:02.673333,99.69,56.0,25.0
01/01/2018 18:03:42.793333,61.42,55.0,25.0
01/01/2018 18:05:02.570000,61.56,54.0,23.0
01/01/2018 18:07:42.943333,72.05,55.0,24.0
01/01/2018 18:09:02.553333,69.64,54.0,23.0
01/01/2018 18:11:42.636666,53.53,55.0,23.0
01/01/2018 18:13:02.536666,54.26,55.0,23.0
01/01/2018 18:15:42.876666,56.45,55.0,23.0
01/01/2018 18:17:02.866666,58.21,55.0,23.0
01/01/2018 18:19:42.676666,54.14,55.0,23.0
01/01/2018 18:21:02.623333,60.66,56.0,23.0
01/01/2018 18:23:43.163333,65.21,55.0,23.0
01/01/2018 18:25:02.720000,64.02,55.0,24.0
01/01/2018 18:27:42.550000,58.72,56.0,25.0
01/01/2018 18:29:02.603333,51.7,55.0,26.0
01/01/2018 18:31:42.966666,61.02,54.0,24.0
01/01/2018 18:33:02.610000,56.67,55.0,24.0
01/01/2018 18:35:42.996666,55.86,54.0,24.0
01/01/2018 18:37:02.673333,55.43,55.0,25.0
01/01/2018 18:39:42.596666,50.16,54.0,25.0
01/01/2018 18:43:42.713333,54.59,54.0,25.0
01/01/2018 18:45:02.813333,56.43,53.0,24.0
01/01/2018 18:47:42.803333,56.88,54.0,24.0
01/01/2018 18:49:02.596666,51.81,54.0,24.0
01/01/2018 18:51:42.610000,54.51,54.0,24.0
01/01/2018 18:53:02.776666,52.81,55.0,25.0
01/01/2018 18:55:42.563333,52.05,54.0,25.0
01/01/2018 18:57:02.576666,51.7,53.0,26.0
01/01/2018 18:59:43.176666,53.86,53.0,24.0
01/01/2018 19:01:02.693333,54.21,53.0,24.0
01/01/2018 19:03:42.650000,52.26,54.0,25.0
01/01/2018 19:05:02.866666,50.88,54.0,25.0
01/01/2018 19:07:42.550000,50.26,53.0,25.0
01/01/2018 19:09:02.733333,57.98,54.0,25.0
01/01/2018 19:11:43.026666,51.86,53.0,25.0
01/01/2018 19:13:02.810000,51.49,53.0,24.0
01/01/2018 19:15:42.663333,50.47,54.0,27.0
01/01/2018 19:17:02.620000,42.49,53.0,27.0
01/01/2018 19:19:42.793333,57.0,53.0,25.0
01/01/2018 19:21:03.163333,55.57,53.0,25.0
01/01/2018 19:23:42.606666,61.0,54.0,26.0
01/01/2018 19:25:02.656666,54.47,53.0,25.0
01/01/2018 19:27:42.893333,44.24,53.0,28.0
01/01/2018 19:29:02.980000,46.19,53.0,29.0
01/01/2018 19:31:42.706666,52.95,52.0,26.0
01/01/2018 19:33:02.726666,53.62,52.0,28.0
01/01/2018 19:35:42.656666,52.05,52.0,28.0
01/01/2018 19:37:02.586666,48.7,50.0,28.0
01/01/2018 19:39:42.680000,50.12,51.0,29.0
01/01/2018 19:41:02.693333,59.19,51.0,30.0
01/01/2018 19:43:42.706666,82.86,50.0,29.0
01/01/2018 19:45:02.786666,74.16,49.0,30.0
01/01/2018 19:47:42.996666,61.05,48.0,29.0
01/01/2018 19:49:02.726666,63.19,48.0,28.0
01/01/2018 19:51:42.610000,72.41,49.0,27.0
01/01/2018 19:53:02.613333,72.7,50.0,28.0
01/01/2018 19:55:42.623333,65.65,48.0,27.0
01/01/2018 19:57:02.956666,65.35,49.0,27.0
01/01/2018 19:59:42.676666,63.41,51.0,28.0
01/01/2018 20:01:02.850000,63.05,50.0,30.0
01/01/2018 20:03:42.610000,67.02,48.0,32.0
01/01/2018 20:05:02.760000,53.95,46.0,31.0
01/01/2018 20:07:42.560000,53.23,47.0,29.0
01/01/2018 20:09:02.650000,50.23,47.0,30.0
01/01/2018 20:11:42.783333,48.91,46.0,31.0
01/01/2018 20:13:02.666666,53.19,47.0,33.0
01/01/2018 20:15:42.893333,50.4,46.0,33.0
01/01/2018 20:17:02.653333,40.84,45.0,34.0
01/01/2018 20:19:42.866666,40.84,43.0,34.0
01/01/2018 20:21:02.656666,39.4,43.0,33.0
01/01/2018 20:23:42.676666,51.51,43.0,34.0
01/01/2018 20:25:02.620000,46.65,43.0,35.0
01/01/2018 20:27:42.636666,49.25,41.0,33.0
01/01/2018 20:29:02.670000,49.6,43.0,34.0
01/01/2018 20:31:42.646666,52.12,42.0,36.0
01/01/2018 20:33:02.670000,53.3,41.0,36.0
01/01/2018 20:35:42.580000,68.07,41.0,37.0
01/01/2018 20:37:02.753333,52.32,40.0,37.0
01/01/2018 20:39:42.620000,47.77,39.0,38.0
01/01/2018 20:41:02.860000,46.72,38.0,36.0
01/01/2018 20:43:42.846666,46.93,39.0,38.0
01/01/2018 20:45:02.656666,44.21,38.0,38.0
01/01/2018 20:47:42.650000,46.77,38.0,37.0
01/01/2018 20:49:02.966666,45.45,38.0,37.0
01/01/2018 20:51:42.766666,45.81,38.0,38.0
01/01/2018 20:53:02.610000,47.39,37.0,38.0
01/01/2018 20:55:42.620000,48.42,37.0,38.0
01/01/2018 20:57:03.093333,46.88,37.0,38.0
01/01/2018 20:59:42.696666,48.4,36.0,37.0
01/01/2018 21:01:02.760000,49.95,37.0,38.0
01/01/2018 21:03:42.630000,51.26,37.0,38.0
01/01/2018 21:05:02.826666,50.07,37.0,37.0
01/01/2018 21:07:42.683333,93.74,36.0,38.0
01/01/2018 21:09:02.636666,69.05,36.0,37.0
01/01/2018 21:13:02.650000,76.05,37.0,37.0
01/01/2018 21:15:42.613333,62.91,36.0,35.0
01/01/2018 21:17:03.010000,83.0,38.0,33.0
01/01/2018 21:19:42.670000,53.14,39.0,33.0
01/01/2018 21:21:02.610000,49.09,39.0,34.0
01/01/2018 21:23:42.783333,45.64,39.0,34.0
01/01/2018 21:25:02.853333,48.91,39.0,33.0
01/01/2018 21:27:42.676666,48.74,41.0,32.0
01/01/2018 21:29:02.806666,50.17,41.0,31.0
01/01/2018 21:31:42.626666,50.42,42.0,31.0
01/01/2018 21:33:02.740000,51.35,42.0,31.0
01/01/2018 21:35:43.103333,62.33,43.0,31.0
01/01/2018 21:37:02.880000,60.98,43.0,30.0
01/01/2018 21:39:42.953333,71.34,44.0,31.0
01/01/2018 21:41:02.786666,77.51,44.0,32.0
01/01/2018 21:43:42.646666,78.34,43.0,33.0
01/01/2018 21:45:02.876666,74.8,43.0,33.0
01/01/2018 21:47:42.840000,68.23,42.0,32.0
01/01/2018 21:49:02.706666,59.34,42.0,32.0
01/01/2018 21:51:42.770000,76.86,43.0,32.0
01/01/2018 21:53:02.776666,73.19,43.0,32.0
01/01/2018 21:55:42.880000,97.84,43.0,32.0
01/01/2018 21:57:02.666666,86.58,42.0,32.0
01/01/2018 21:59:42.980000,58.61,43.0,31.0
01/01/2018 22:01:02.676666,65.14,43.0,31.0
01/01/2018 22:03:42.766666,66.07,44.0,31.0
01/01/2018 22:05:02.933333,72.12,44.0,31.0
01/01/2018 22:07:43.406666,112.0,45.0,30.0
01/01/2018 22:09:02.616666,90.57,45.0,30.0
01/01/2018 22:11:42.633333,102.72,45.0,30.0
01/01/2018 22:13:02.890000,141.07,45.0,30.0
01/01/2018 22:15:42.653333,149.21,44.0,32.0
01/01/2018 22:17:03.046666,147.48,44.0,31.0
01/01/2018 22:19:42.713333,143.33,44.0,31.0
01/01/2018 22:21:02.860000,143.0,45.0,31.0
01/01/2018 22:23:42.746666,148.15,45.0,30.0
01/01/2018 22:25:02.653333,144.27,46.0,30.0
01/01/2018 22:27:42.823333,145.52,46.0,31.0
01/01/2018 22:29:02.753333,140.47,45.0,31.0
01/01/2018 22:31:42.750000,155.79,45.0,31.0
01/01/2018 22:33:02.786666,154.42,45.0,30.0
01/01/2018 22:35:42.743333,157.09,46.0,30.0
01/01/2018 22:37:02.706666,143.12,46.0,29.0
01/01/2018 22:39:42.633333,72.07,46.0,29.0
01/01/2018 22:41:02.746666,69.63,47.0,29.0
01/01/2018 22:43:42.730000,70.58,47.0,29.0
01/01/2018 22:45:02.640000,70.27,47.0,29.0
01/01/2018 22:47:42.963333,62.65,47.0,29.0
01/01/2018 22:49:02.643333,69.67,47.0,29.0
01/01/2018 22:51:42.733333,73.7,48.0,28.0
01/01/2018 22:53:03.080000,64.41,48.0,28.0
01/01/2018 22:55:43.503333,57.7,48.0,29.0
01/01/2018 22:57:02.846666,58.07,48.0,28.0
01/01/2018 22:59:42.896666,56.77,49.0,29.0
01/01/2018 23:01:02.843333,57.0,48.0,28.0
01/01/2018 23:03:42.746666,52.67,48.0,28.0
01/01/2018 23:05:02.760000,55.63,48.0,28.0
01/01/2018 23:07:42.726666,55.93,48.0,29.0
01/01/2018 23:09:02.646666,55.4,48.0,28.0
01/01/2018 23:11:42.826666,56.49,48.0,29.0
01/01/2018 23:13:02.816666,60.02,49.0,29.0
01/01/2018 23:15:42.840000,54.9,48.0,29.0
01/01/2018 23:17:03.080000,57.09,48.0,29.0
01/01/2018 23:19:42.816666,59.05,48.0,29.0
01/01/2018 23:21:03.076666,61.63,48.0,28.0
01/01/2018 23:23:42.930000,58.4,49.0,28.0
01/01/2018 23:25:02.726666,63.37,49.0,28.0
01/01/2018 23:27:42.913333,65.81,50.0,27.0
01/01/2018 23:29:02.726666,68.79,51.0,27.0
01/01/2018 23:31:43.236666,65.21,51.0,26.0
01/01/2018 23:33:02.683333,68.53,52.0,26.0
01/01/2018 23:35:42.846666,77.16,53.0,25.0
01/01/2018 23:37:02.776666,82.33,54.0,25.0
01/01/2018 23:39:42.683333,85.47,54.0,26.0
01/01/2018 23:41:02.666666,74.77,54.0,25.0
01/01/2018 23:43:42.670000,66.48,55.0,25.0
01/01/2018 23:45:02.780000,62.84,55.0,25.0
01/01/2018 23:47:42.816666,55.91,56.0,25.0
01/01/2018 23:49:02.696666,57.43,55.0,25.0
