InstrumentName, Swansea (DEH),,
StartTime, 2018-01-01 00:00:00,,
EndTime, 2018-01-31 23:59:59,,
Date,PM2.5,humidity,temp_f
01/01/2018 01:15:15.910000,19.49,100.0,-221.0
01/01/2018 04:47:16.023333,17.72,100.0,-221.0
01/01/2018 04:48:36.066666,16.87,100.0,-221.0
01/01/2018 04:51:16.206666,16.0,100.0,-221.0
01/01/2018 04:52:35.926666,16.66,100.0,-221.0
01/01/2018 04:55:15.970000,19.75,100.0,-221.0
01/01/2018 04:56:36.146666,17.5,100.0,-221.0
01/01/2018 04:59:15.946666,18.32,100.0,-221.0
01/01/2018 05:00:35.933333,17.98,100.0,-221.0
01/01/2018 05:03:16.063333,19.63,100.0,-221.0
01/01/2018 05:05:55.956666,16.28,100.0,-221.0
01/01/2018 05:07:16.120000,18.55,100.0,-221.0
01/01/2018 05:08:36.150000,15.8,100.0,-221.0
01/01/2018 05:11:15.996666,16.71,100.0,-221.0
01/01/2018 05:12:36.156666,15.37,100.0,-221.0
01/01/2018 05:15:15.923333,17.83,100.0,-221.0
01/01/2018 05:16:36.163333,17.97,100.0,-221.0
01/01/2018 05:19:15.966666,17.56,100.0,-221.0
01/01/2018 07:53:56.983333,20.41,100.0,-221.0
01/01/2018 07:55:15.996666,18.87,100.0,-221.0
01/01/2018 07:56:36.090000,19.11,100.0,-221.0
01/01/2018 07:59:15.993333,19.54,100.0,-221.0
01/01/2018 08:00:36.106666,19.33,100.0,-221.0
01/01/2018 08:03:16.296666,20.56,100.0,-221.0
01/01/2018 08:04:36.020000,20.37,100.0,-221.0
01/01/2018 08:07:16.083333,20.59,100.0,-221.0
01/01/2018 08:08:35.970000,21.08,100.0,-221.0
01/01/2018 08:11:16.126666,19.9,100.0,-221.0
01/01/2018 08:12:36.150000,19.37,100.0,-221.0
01/01/2018 08:15:16.873333,22.05,100.0,-221.0
01/01/2018 08:16:36.190000,20.64,100.0,-221.0
01/01/2018 08:19:16.010000,22.0,100.0,-221.0
01/01/2018 08:20:36.070000,21.92,100.0,-221.0
01/01/2018 08:23:16.056666,22.2,100.0,-221.0
01/01/2018 08:24:36.153333,22.83,100.0,-221.0
01/01/2018 08:27:16.050000,22.7,100.0,-221.0
01/01/2018 08:28:36.220000,23.93,100.0,-221.0
01/01/2018 08:31:16.030000,28.05,100.0,-221.0
01/01/2018 08:32:36.046666,25.07,100.0,-221.0
01/01/2018 08:35:16.016666,30.5,100.0,-221.0
01/01/2018 08:36:36.180000,31.92,100.0,-221.0
01/01/2018 08:39:16.196666,33.78,100.0,-221.0
01/01/2018 08:40:35.990000,31.63,100.0,-221.0
01/01/2018 08:43:16.053333,35.33,100.0,-221.0
01/01/2018 08:44:36.136666,32.92,100.0,-221.0
01/01/2018 08:47:16.370000,29.76,100.0,-221.0
01/01/2018 08:48:36.096666,33.77,100.0,-221.0
01/01/2018 08:51:15.953333,32.59,100.0,-221.0
01/01/2018 08:52:35.950000,32.1,100.0,-221.0
01/01/2018 08:55:16.070000,33.8,100.0,-221.0
01/01/2018 08:56:36.176666,32.67,100.0,-221.0
01/01/2018 08:59:16.076666,32.9,100.0,-221.0
01/01/2018 09:00:36.216666,33.17,100.0,-221.0
01/01/2018 09:03:16.396666,37.89,100.0,-221.0
01/01/2018 09:04:36.066666,36.11,100.0,-221.0
01/01/2018 09:07:16.500000,40.61,100.0,-221.0
01/01/2018 09:08:36.046666,40.03,100.0,-221.0
01/01/2018 09:11:16.220000,35.6,100.0,-221.0
01/01/2018 09:12:35.960000,39.38,100.0,-221.0
01/01/2018 09:15:16.620000,36.44,100.0,-221.0
01/01/2018 09:16:36.063333,35.33,100.0,-221.0
01/01/2018 09:19:16.070000,40.78,100.0,-221.0
01/01/2018 09:20:36.076666,42.68,100.0,-221.0
01/01/2018 09:23:16.160000,42.62,100.0,-221.0
01/01/2018 09:24:36.096666,44.13,100.0,-221.0
01/01/2018 09:27:16.133333,39.7,100.0,-221.0
01/01/2018 09:28:36.136666,40.03,100.0,-221.0
01/01/2018 09:31:16.126666,42.16,100.0,-221.0
01/01/2018 09:32:35.936666,38.78,100.0,-221.0
01/01/2018 09:35:16.060000,46.66,100.0,-221.0
01/01/2018 09:36:36.100000,43.22,100.0,-221.0
01/01/2018 09:39:15.993333,51.72,100.0,-221.0
01/01/2018 09:40:36.050000,47.64,100.0,-221.0
01/01/2018 09:43:16.150000,39.92,100.0,-221.0
01/01/2018 09:44:36.023333,41.92,100.0,-221.0
01/01/2018 09:47:16.190000,38.4,100.0,-221.0
01/01/2018 09:48:36.106666,38.71,100.0,-221.0
01/01/2018 09:51:15.993333,41.51,100.0,-221.0
01/01/2018 09:52:36.083333,41.03,100.0,-221.0
01/01/2018 09:55:15.973333,44.66,100.0,-221.0
01/01/2018 09:56:35.950000,43.47,100.0,-221.0
01/01/2018 09:59:15.966666,45.58,100.0,-221.0
01/01/2018 10:00:35.956666,44.92,100.0,-221.0
01/01/2018 10:03:16.086666,42.03,100.0,-221.0
01/01/2018 10:04:36.173333,41.6,100.0,-221.0
01/01/2018 10:07:16.476666,37.62,100.0,-221.0
01/01/2018 10:08:36.183333,42.13,100.0,-221.0
01/01/2018 10:11:16.196666,43.15,100.0,-221.0
01/01/2018 10:12:36.166666,41.67,100.0,-221.0
01/01/2018 10:15:16.056666,42.38,100.0,-221.0
01/01/2018 10:16:36.126666,40.22,100.0,-221.0
01/01/2018 10:19:16.296666,42.74,100.0,-221.0
01/01/2018 10:20:36.156666,43.63,100.0,-221.0
01/01/2018 10:23:16.066666,41.85,100.0,-221.0
01/01/2018 10:24:36.173333,41.75,100.0,-221.0
01/01/2018 10:27:16.003333,42.87,100.0,-221.0
01/01/2018 10:28:36.126666,45.17,100.0,-221.0
01/01/2018 10:31:16.023333,39.33,100.0,-221.0
01/01/2018 10:32:36.086666,44.0,100.0,-221.0
01/01/2018 10:35:16.043333,40.42,100.0,-221.0
01/01/2018 10:36:36.020000,42.85,100.0,-221.0
01/01/2018 10:39:16.063333,42.85,100.0,-221.0
01/01/2018 10:40:36.166666,41.49,100.0,-221.0
01/01/2018 10:43:16.496666,40.9,100.0,-221.0
01/01/2018 10:44:36.566666,40.64,100.0,-221.0
01/01/2018 10:47:15.990000,40.05,100.0,-221.0
01/01/2018 10:48:36.260000,39.84,100.0,-221.0
01/01/2018 10:51:16.093333,40.0,100.0,-221.0
01/01/2018 10:52:36.030000,39.9,100.0,-221.0
01/01/2018 10:55:15.970000,40.12,100.0,-221.0
01/01/2018 10:56:36.106666,39.39,100.0,-221.0
01/01/2018 10:59:15.956666,38.83,100.0,-221.0
01/01/2018 11:00:36.016666,39.25,100.0,-221.0
01/01/2018 11:03:16.140000,36.73,100.0,-221.0
01/01/2018 11:04:36.056666,37.67,100.0,-221.0
01/01/2018 11:07:16.120000,42.0,100.0,-221.0
01/01/2018 11:08:36.170000,40.44,100.0,-221.0
01/01/2018 11:11:16.096666,37.97,100.0,-221.0
01/01/2018 11:12:36.223333,39.55,100.0,-221.0
01/01/2018 11:15:16.020000,40.82,100.0,-221.0
01/01/2018 11:16:36.023333,41.03,100.0,-221.0
01/01/2018 11:19:16.083333,39.11,100.0,-221.0
01/01/2018 11:20:36.193333,38.82,100.0,-221.0
01/01/2018 11:23:16.106666,36.72,100.0,-221.0
01/01/2018 11:24:36.076666,37.33,100.0,-221.0
01/01/2018 11:27:16.036666,37.35,100.0,-221.0
01/01/2018 11:28:36.220000,36.35,100.0,-221.0
01/01/2018 11:31:16.290000,40.24,100.0,-221.0
01/01/2018 11:32:36.066666,38.67,100.0,-221.0
01/01/2018 11:35:16.046666,37.26,100.0,-221.0
01/01/2018 11:36:36.210000,39.97,100.0,-221.0
01/01/2018 11:39:16.150000,38.87,100.0,-221.0
01/01/2018 11:40:36.126666,38.18,100.0,-221.0
01/01/2018 11:43:16.110000,41.85,100.0,-221.0
01/01/2018 11:44:36.136666,42.53,100.0,-221.0
01/01/2018 11:47:16.563333,37.95,100.0,-221.0
01/01/2018 11:48:36.676666,38.28,100.0,-221.0
01/01/2018 11:51:16.216666,39.08,100.0,-221.0
01/01/2018 11:52:36.120000,39.42,100.0,-221.0
01/01/2018 11:55:16.366666,40.03,100.0,-221.0
01/01/2018 11:56:36.043333,43.53,100.0,-221.0
01/01/2018 11:59:16.063333,39.03,100.0,-221.0
01/01/2018 12:00:36.383333,39.72,100.0,-221.0
01/01/2018 12:03:16.170000,39.42,100.0,-221.0
01/01/2018 12:04:36.166666,41.28,100.0,-221.0
01/01/2018 12:07:16.540000,40.6,100.0,-221.0
01/01/2018 12:08:36.056666,37.83,100.0,-221.0
01/01/2018 12:11:16.196666,37.13,100.0,-221.0
01/01/2018 12:12:36.190000,39.41,100.0,-221.0
01/01/2018 12:15:16.080000,39.08,100.0,-221.0
01/01/2018 12:16:36.246666,38.2,100.0,-221.0
01/01/2018 12:19:16.056666,34.62,100.0,-221.0
01/01/2018 12:20:36.050000,37.83,100.0,-221.0
01/01/2018 12:23:16.606666,38.13,100.0,-221.0
01/01/2018 12:24:36.070000,41.79,100.0,-221.0
01/01/2018 12:27:16.233333,38.9,100.0,-221.0
01/01/2018 12:28:36.086666,40.15,100.0,-221.0
01/01/2018 12:31:16.120000,43.6,100.0,-221.0
01/01/2018 12:32:36.330000,40.25,100.0,-221.0
01/01/2018 12:35:17.163333,41.28,100.0,-221.0
01/01/2018 12:36:36.130000,42.13,100.0,-221.0
01/01/2018 12:39:16.050000,38.68,100.0,-221.0
01/01/2018 12:40:36.070000,39.83,100.0,-221.0
01/01/2018 12:43:16.236666,40.0,100.0,-221.0
01/01/2018 12:44:36.166666,42.03,100.0,-221.0
01/01/2018 12:47:16.130000,39.54,100.0,-221.0
01/01/2018 12:48:36.186666,40.1,100.0,-221.0
01/01/2018 12:51:16.153333,37.37,100.0,-221.0
01/01/2018 12:52:36.093333,38.79,100.0,-221.0
01/01/2018 12:55:16.080000,35.79,100.0,-221.0
01/01/2018 12:56:36.146666,37.0,100.0,-221.0
01/01/2018 12:59:16.166666,38.6,100.0,-221.0
01/01/2018 13:00:36.070000,36.53,100.0,-221.0
01/01/2018 13:03:16.313333,35.3,100.0,-221.0
01/01/2018 13:04:36.216666,34.78,100.0,-221.0
01/01/2018 13:07:16.176666,36.51,100.0,-221.0
01/01/2018 13:08:36.036666,33.7,100.0,-221.0
01/01/2018 13:11:16.060000,35.47,100.0,-221.0
01/01/2018 13:12:36.666666,35.08,100.0,-221.0
01/01/2018 13:15:16.316666,32.64,100.0,-221.0
01/01/2018 13:16:36.466666,35.65,100.0,-221.0
01/01/2018 13:19:16.243333,34.97,100.0,-221.0
01/01/2018 13:20:36.170000,30.55,100.0,-221.0
01/01/2018 13:23:16.086666,38.33,100.0,-221.0
01/01/2018 13:24:36.313333,40.35,100.0,-221.0
01/01/2018 13:27:16.090000,40.47,100.0,-221.0
01/01/2018 13:28:36.100000,36.58,100.0,-221.0
01/01/2018 13:31:16.336666,41.5,100.0,-221.0
01/01/2018 13:32:36.176666,43.31,100.0,-221.0
01/01/2018 13:35:16.093333,40.44,100.0,-221.0
