InstrumentName, West Denver PA-II,,
StartTime, 2018-01-01 00:00:00,,
EndTime, 2018-01-31 23:59:59,,
Date,PM2.5,humidity,temp_f
01/01/2018 01:15:41.446666,21.88,38.0,31.0
01/01/2018 04:47:41.643333,22.56,39.0,29.0
01/01/2018 04:49:01.363333,21.93,39.0,29.0
01/01/2018 04:50:21.346666,21.81,39.0,29.0
01/01/2018 04:51:41.413333,24.05,39.0,29.0
01/01/2018 04:53:02.500000,21.95,39.0,29.0
01/01/2018 04:55:41.393333,21.17,39.0,29.0
01/01/2018 04:57:01.333333,20.69,39.0,29.0
01/01/2018 04:59:41.430000,21.69,39.0,29.0
01/01/2018 05:01:01.430000,19.41,39.0,29.0
01/01/2018 05:03:41.406666,23.22,39.0,29.0
01/01/2018 05:05:01.396666,21.31,39.0,29.0
01/01/2018 05:07:41.740000,20.83,39.0,29.0
01/01/2018 05:09:01.593333,22.1,39.0,29.0
01/01/2018 05:11:41.380000,20.51,39.0,29.0
01/01/2018 05:13:01.340000,21.71,39.0,29.0
01/01/2018 05:15:41.433333,21.0,39.0,29.0
01/01/2018 05:17:01.393333,23.63,39.0,29.0
01/01/2018 05:19:41.756666,23.18,39.0,29.0
01/01/2018 07:54:21.516666,36.39,41.0,29.0
01/01/2018 07:55:41.696666,37.17,41.0,29.0
01/01/2018 07:57:01.493333,34.78,41.0,29.0
01/01/2018 07:59:41.436666,33.78,41.0,29.0
01/01/2018 08:01:01.523333,32.53,41.0,29.0
01/01/2018 08:03:41.660000,35.45,41.0,29.0
01/01/2018 08:05:01.506666,34.76,41.0,29.0
01/01/2018 08:07:41.796666,34.34,41.0,29.0
01/01/2018 08:09:01.466666,33.9,41.0,29.0
01/01/2018 08:11:41.600000,33.62,41.0,29.0
01/01/2018 08:13:01.446666,33.43,41.0,29.0
01/01/2018 08:15:41.466666,33.0,41.0,29.0
01/01/2018 08:17:01.466666,32.21,42.0,29.0
01/01/2018 08:19:41.526666,33.48,42.0,29.0
01/01/2018 08:21:01.613333,33.62,42.0,29.0
01/01/2018 08:23:41.796666,35.46,41.0,29.0
01/01/2018 08:25:01.603333,33.98,41.0,29.0
01/01/2018 08:27:41.466666,34.45,41.0,29.0
01/01/2018 08:29:01.690000,37.88,42.0,29.0
01/01/2018 08:31:41.710000,36.71,42.0,29.0
01/01/2018 08:33:01.706666,36.12,42.0,29.0
01/01/2018 08:35:41.506666,36.05,42.0,29.0
01/01/2018 08:37:01.996666,38.37,42.0,29.0
01/01/2018 08:39:41.496666,38.0,42.0,29.0
01/01/2018 08:41:01.666666,39.07,41.0,29.0
01/01/2018 08:43:41.453333,37.75,41.0,29.0
01/01/2018 08:45:01.643333,37.75,41.0,29.0
01/01/2018 08:47:41.583333,38.39,41.0,29.0
01/01/2018 08:49:02.410000,40.32,41.0,29.0
01/01/2018 08:51:41.733333,42.22,42.0,29.0
01/01/2018 08:53:01.486666,41.59,42.0,29.0
01/01/2018 08:55:41.456666,42.05,42.0,29.0
01/01/2018 08:57:01.476666,40.66,42.0,29.0
01/01/2018 08:59:41.470000,43.26,42.0,29.0
01/01/2018 09:01:01.490000,42.59,42.0,29.0
01/01/2018 09:03:41.536666,42.24,42.0,29.0
01/01/2018 09:05:01.503333,42.98,42.0,29.0
01/01/2018 09:07:41.473333,42.03,42.0,29.0
01/01/2018 09:09:01.483333,42.55,42.0,29.0
01/01/2018 09:11:41.476666,41.1,42.0,30.0
01/01/2018 09:13:01.440000,41.25,42.0,30.0
01/01/2018 09:15:41.450000,42.26,42.0,30.0
01/01/2018 09:17:01.690000,42.55,42.0,30.0
01/01/2018 09:19:41.486666,40.02,42.0,30.0
01/01/2018 09:21:01.596666,41.13,42.0,29.0
01/01/2018 09:23:41.476666,44.22,42.0,29.0
01/01/2018 09:25:01.696666,42.37,42.0,30.0
01/01/2018 09:27:41.786666,42.34,42.0,29.0
01/01/2018 09:29:01.463333,41.45,42.0,29.0
01/01/2018 09:31:41.720000,43.1,42.0,30.0
01/01/2018 09:33:01.486666,42.12,42.0,30.0
01/01/2018 09:35:41.546666,42.33,42.0,30.0
01/01/2018 09:37:01.533333,42.2,42.0,30.0
01/01/2018 09:39:41.490000,41.74,42.0,30.0
01/01/2018 09:41:01.580000,42.19,42.0,29.0
01/01/2018 09:43:41.996666,41.19,42.0,29.0
01/01/2018 09:45:01.530000,40.6,42.0,29.0
01/01/2018 09:47:41.696666,41.61,42.0,29.0
01/01/2018 09:49:01.553333,41.95,42.0,29.0
01/01/2018 09:51:41.540000,42.17,42.0,30.0
01/01/2018 09:53:01.503333,42.86,42.0,29.0
01/01/2018 09:55:41.546666,41.55,42.0,29.0
01/01/2018 09:57:01.476666,41.51,42.0,29.0
01/01/2018 09:59:42.276666,39.6,41.0,29.0
01/01/2018 10:01:01.513333,41.76,41.0,29.0
01/01/2018 10:03:41.470000,39.78,41.0,29.0
01/01/2018 10:05:01.600000,43.31,41.0,29.0
01/01/2018 10:07:41.460000,39.98,41.0,29.0
01/01/2018 10:09:01.473333,41.6,41.0,29.0
01/01/2018 10:11:41.613333,39.56,41.0,29.0
01/01/2018 10:13:01.716666,41.05,41.0,29.0
01/01/2018 10:15:41.536666,40.74,41.0,29.0
01/01/2018 10:17:01.936666,41.4,41.0,29.0
01/01/2018 10:19:42.023333,41.21,41.0,29.0
01/01/2018 10:21:01.720000,42.29,41.0,29.0
01/01/2018 10:23:41.940000,41.12,41.0,29.0
01/01/2018 10:25:01.593333,41.62,41.0,29.0
01/01/2018 10:27:41.493333,40.21,41.0,29.0
01/01/2018 10:29:01.483333,41.76,41.0,29.0
01/01/2018 10:31:41.486666,41.52,41.0,29.0
01/01/2018 10:33:01.696666,42.95,41.0,29.0
01/01/2018 10:35:41.503333,41.83,41.0,29.0
01/01/2018 10:37:01.536666,39.22,41.0,29.0
01/01/2018 10:39:42.030000,40.02,41.0,29.0
01/01/2018 10:41:01.596666,41.32,41.0,29.0
01/01/2018 10:43:41.546666,40.68,41.0,29.0
01/01/2018 10:45:01.650000,40.6,41.0,29.0
01/01/2018 10:47:41.513333,40.67,41.0,29.0
01/01/2018 10:49:02.073333,39.22,41.0,29.0
01/01/2018 10:51:41.523333,41.76,41.0,29.0
01/01/2018 10:53:02.233333,41.49,41.0,29.0
01/01/2018 10:55:41.566666,39.73,41.0,29.0
01/01/2018 10:57:01.590000,40.98,41.0,29.0
01/01/2018 10:59:41.606666,40.39,41.0,29.0
01/01/2018 11:01:01.613333,42.12,41.0,29.0
01/01/2018 11:03:41.540000,40.67,41.0,29.0
01/01/2018 11:05:01.766666,39.8,41.0,29.0
01/01/2018 11:07:41.640000,41.26,41.0,29.0
01/01/2018 11:09:01.613333,38.66,41.0,29.0
01/01/2018 11:11:41.540000,42.05,41.0,29.0
01/01/2018 11:13:01.820000,41.24,41.0,29.0
01/01/2018 11:15:41.506666,39.53,41.0,29.0
01/01/2018 11:17:01.666666,42.97,41.0,29.0
01/01/2018 11:19:41.820000,40.85,41.0,29.0
01/01/2018 11:21:01.516666,41.26,41.0,29.0
01/01/2018 11:23:41.570000,39.98,42.0,28.0
01/01/2018 11:25:01.540000,41.65,42.0,29.0
01/01/2018 11:27:41.520000,40.9,42.0,28.0
01/01/2018 11:29:01.520000,40.6,42.0,28.0
01/01/2018 11:31:41.506666,39.02,42.0,28.0
01/01/2018 11:33:01.496666,41.37,42.0,28.0
01/01/2018 11:35:41.563333,40.59,42.0,28.0
01/01/2018 11:37:01.523333,40.88,42.0,28.0
01/01/2018 11:39:41.493333,40.26,42.0,28.0
01/01/2018 11:41:01.696666,41.67,42.0,28.0
01/01/2018 11:43:41.490000,42.32,42.0,28.0
01/01/2018 11:45:01.490000,43.02,42.0,28.0
01/01/2018 11:47:41.603333,40.81,42.0,28.0
01/01/2018 11:49:01.476666,42.27,42.0,28.0
01/01/2018 11:51:41.520000,39.61,42.0,28.0
01/01/2018 11:53:01.506666,40.74,42.0,28.0
01/01/2018 11:55:41.483333,41.73,43.0,28.0
01/01/2018 11:57:01.523333,39.44,43.0,28.0
01/01/2018 11:59:41.510000,41.51,43.0,28.0
01/01/2018 12:01:02.366666,39.69,43.0,28.0
01/01/2018 12:03:41.533333,42.38,43.0,28.0
01/01/2018 12:05:01.646666,40.69,43.0,28.0
01/01/2018 12:07:41.500000,42.59,43.0,28.0
01/01/2018 12:09:01.526666,42.86,43.0,27.0
01/01/2018 12:11:41.523333,42.62,43.0,27.0
01/01/2018 12:13:01.620000,42.49,43.0,27.0
01/01/2018 12:15:41.626666,44.9,44.0,27.0
01/01/2018 12:17:01.676666,44.17,44.0,27.0
01/01/2018 12:19:41.493333,45.5,44.0,27.0
01/01/2018 12:21:01.786666,44.49,44.0,27.0
01/01/2018 12:23:41.500000,45.6,44.0,27.0
01/01/2018 12:25:01.560000,43.29,44.0,27.0
01/01/2018 12:27:41.500000,43.38,44.0,27.0
01/01/2018 12:29:01.503333,44.63,44.0,27.0
01/01/2018 12:31:39.803333,42.6,44.0,27.0
01/01/2018 12:32:59.420000,40.9,44.0,27.0
01/01/2018 12:35:39.996666,43.4,44.0,27.0
01/01/2018 12:36:59.440000,42.35,44.0,27.0
01/01/2018 12:39:39.603333,42.6,44.0,27.0
01/01/2018 12:40:59.766666,42.1,44.0,27.0
01/01/2018 12:43:39.500000,41.6,44.0,27.0
01/01/2018 12:44:59.466666,44.12,44.0,27.0
01/01/2018 12:47:39.490000,42.07,44.0,27.0
01/01/2018 12:48:59.466666,42.44,44.0,27.0
01/01/2018 12:51:39.446666,43.62,44.0,27.0
01/01/2018 12:52:59.466666,42.29,44.0,27.0
01/01/2018 12:55:39.436666,42.93,44.0,27.0
01/01/2018 12:56:59.426666,41.88,44.0,27.0
01/01/2018 12:59:39.666666,44.6,44.0,27.0
01/01/2018 13:00:59.470000,41.9,44.0,27.0
01/01/2018 13:03:39.666666,43.86,45.0,27.0
01/01/2018 13:05:00.240000,41.79,45.0,27.0
01/01/2018 13:07:39.440000,42.49,45.0,27.0
01/01/2018 13:08:59.430000,42.24,45.0,26.0
01/01/2018 13:11:39.876666,43.02,45.0,27.0
01/01/2018 13:12:59.526666,43.17,45.0,27.0
01/01/2018 13:15:39.573333,42.44,45.0,27.0
01/01/2018 13:16:59.433333,41.98,46.0,27.0
01/01/2018 13:19:39.476666,44.08,46.0,27.0
01/01/2018 13:20:59.416666,42.9,46.0,27.0
01/01/2018 13:23:39.486666,42.22,46.0,27.0
01/01/2018 13:24:59.506666,42.17,46.0,27.0
01/01/2018 13:27:39.806666,43.64,45.0,27.0
01/01/2018 13:28:59.666666,40.56,45.0,27.0
01/01/2018 13:31:39.423333,40.41,45.0,27.0
01/01/2018 13:32:59.430000,42.8,45.0,27.0
01/01/2018 13:35:39.616666,42.21,46.0,27.0
01/01/2018 13:36:59.486666,41.36,46.0,27.0
01/01/2018 13:39:39.450000,41.9,46.0,26.0
01/01/2018 13:40:59.443333,40.21,46.0,27.0
01/01/2018 13:43:39.510000,43.05,46.0,27.0
01/01/2018 13:44:59.420000,43.81,45.0,27.0
01/01/2018 13:47:39.566666,43.81,45.0,27.0
