InstrumentName, Wash Park West B,,
StartTime, 2018-01-01 00:00:00,,
EndTime, 2018-01-31 23:59:59,,
Date,PM2.5,humidity,temp_f
01/01/2018 01:15:11.080000,23.83,42.0,25.0
01/01/2018 04:48:08.736666,22.43,43.0,23.0
01/01/2018 04:49:28.773333,22.57,43.0,23.0
01/01/2018 04:50:48.766666,23.33,43.0,23.0
01/01/2018 04:53:28.766666,21.14,43.0,23.0
01/01/2018 04:54:48.840000,19.81,43.0,23.0
01/01/2018 04:57:28.876666,20.53,43.0,23.0
01/01/2018 04:58:48.750000,20.58,43.0,23.0
01/01/2018 05:01:28.900000,21.07,43.0,23.0
01/01/2018 05:02:48.733333,20.65,43.0,23.0
01/01/2018 05:05:45.193333,19.27,43.0,23.0
01/01/2018 05:07:05.473333,20.69,43.0,23.0
01/01/2018 05:09:45.290000,18.86,43.0,23.0
01/01/2018 05:11:05.296666,19.4,43.0,23.0
01/01/2018 05:13:45.200000,18.95,42.0,23.0
01/01/2018 05:15:05.313333,20.29,42.0,23.0
01/01/2018 05:17:45.573333,19.86,42.0,23.0
01/01/2018 05:19:05.270000,20.0,42.0,23.0
01/01/2018 07:53:44.390000,34.57,44.0,24.0
01/01/2018 07:55:04.983333,37.77,44.0,24.0
01/01/2018 07:57:44.320000,38.95,44.0,24.0
01/01/2018 07:59:04.446666,38.51,44.0,24.0
01/01/2018 08:01:44.233333,39.88,44.0,24.0
01/01/2018 08:03:04.303333,39.2,44.0,24.0
01/01/2018 08:05:44.323333,39.14,44.0,24.0
01/01/2018 08:07:04.320000,38.58,44.0,24.0
01/01/2018 08:09:44.213333,39.21,44.0,24.0
01/01/2018 08:11:04.553333,39.83,44.0,24.0
01/01/2018 08:13:03.500000,42.0,44.0,24.0
01/01/2018 08:15:43.946666,39.0,44.0,24.0
01/01/2018 08:17:03.043333,40.93,44.0,24.0
01/01/2018 08:19:43.160000,43.4,44.0,24.0
01/01/2018 08:21:03.210000,41.95,44.0,24.0
01/01/2018 08:23:43.130000,41.93,44.0,24.0
01/01/2018 08:25:03.216666,43.02,44.0,24.0
01/01/2018 08:27:43.253333,43.74,45.0,24.0
01/01/2018 08:29:03.090000,41.67,45.0,24.0
01/01/2018 08:31:43.110000,42.27,45.0,24.0
01/01/2018 08:33:03.163333,38.23,45.0,24.0
01/01/2018 08:35:43.036666,41.78,45.0,24.0
01/01/2018 08:37:03.220000,41.95,46.0,24.0
01/01/2018 08:39:43.156666,41.67,46.0,24.0
01/01/2018 08:41:03.396666,42.93,46.0,24.0
01/01/2018 08:43:43.133333,42.42,46.0,24.0
01/01/2018 08:45:03.470000,40.81,46.0,24.0
01/01/2018 08:47:43.153333,42.77,46.0,24.0
01/01/2018 08:49:03.203333,43.19,46.0,24.0
01/01/2018 08:51:43.110000,43.8,46.0,24.0
01/01/2018 08:53:03.096666,44.07,46.0,24.0
01/01/2018 08:55:43.080000,42.93,46.0,24.0
01/01/2018 08:57:03.153333,43.07,46.0,24.0
01/01/2018 08:59:43.100000,42.85,46.0,24.0
01/01/2018 09:01:03.050000,43.33,45.0,24.0
01/01/2018 09:03:43.096666,43.71,46.0,24.0
01/01/2018 09:05:03.176666,42.54,46.0,24.0
01/01/2018 09:07:43.086666,40.23,46.0,24.0
01/01/2018 09:09:03.153333,42.12,46.0,24.0
01/01/2018 09:11:43.080000,41.03,45.0,24.0
01/01/2018 09:14:57.320000,40.33,45.0,24.0
01/01/2018 09:17:37.266666,39.53,45.0,24.0
01/01/2018 09:18:57.043333,40.6,45.0,24.0
01/01/2018 09:21:37.010000,40.51,45.0,24.0
01/01/2018 09:22:57.033333,40.33,45.0,24.0
01/01/2018 09:25:37.150000,40.17,45.0,24.0
01/01/2018 09:26:57.366666,40.05,45.0,24.0
01/01/2018 09:29:36.973333,39.1,45.0,24.0
01/01/2018 09:30:57.006666,38.05,45.0,24.0
01/01/2018 09:33:36.976666,39.09,45.0,24.0
01/01/2018 09:34:57.166666,39.05,45.0,24.0
01/01/2018 09:37:36.980000,38.48,45.0,24.0
01/01/2018 09:38:57.040000,41.67,45.0,24.0
01/01/2018 09:41:37.036666,41.2,45.0,24.0
01/01/2018 09:42:57.033333,41.45,45.0,24.0
01/01/2018 09:45:37.166666,40.6,45.0,24.0
01/01/2018 09:46:57.213333,40.29,45.0,24.0
01/01/2018 09:49:36.986666,42.44,45.0,24.0
01/01/2018 09:50:57.096666,43.05,45.0,24.0
01/01/2018 09:53:37.006666,43.3,45.0,24.0
01/01/2018 09:54:57.186666,42.42,45.0,24.0
01/01/2018 09:57:37.016666,41.78,45.0,24.0
01/01/2018 09:58:57.020000,43.21,45.0,24.0
01/01/2018 10:01:37.066666,42.91,45.0,24.0
01/01/2018 10:02:57.020000,43.62,45.0,24.0
01/01/2018 10:05:37.216666,43.49,45.0,24.0
01/01/2018 10:06:57.400000,41.9,45.0,24.0
01/01/2018 10:09:37.056666,41.97,45.0,24.0
01/01/2018 10:10:57.016666,42.14,45.0,24.0
01/01/2018 10:13:37.016666,43.31,45.0,24.0
01/01/2018 10:15:30.096666,44.33,45.0,24.0
01/01/2018 10:16:49.833333,43.4,45.0,24.0
01/01/2018 10:19:30.023333,41.14,45.0,24.0
01/01/2018 10:20:49.843333,43.12,45.0,24.0
01/01/2018 10:23:29.846666,44.39,45.0,24.0
01/01/2018 10:24:49.833333,41.07,45.0,24.0
01/01/2018 10:27:29.856666,43.77,45.0,24.0
01/01/2018 10:28:49.766666,40.86,45.0,24.0
01/01/2018 10:31:30.066666,42.16,45.0,24.0
01/01/2018 10:34:09.776666,42.17,45.0,24.0
01/01/2018 10:35:29.760000,42.07,45.0,24.0
01/01/2018 10:36:50.163333,41.38,45.0,24.0
01/01/2018 10:39:30.066666,43.51,45.0,24.0
01/01/2018 10:40:49.920000,42.21,45.0,24.0
01/01/2018 10:43:29.756666,44.93,45.0,24.0
01/01/2018 10:44:50.190000,43.44,45.0,24.0
01/01/2018 10:47:29.796666,44.12,45.0,24.0
01/01/2018 10:48:50.080000,42.67,45.0,24.0
01/01/2018 10:51:29.840000,42.0,45.0,24.0
01/01/2018 10:52:49.880000,42.98,45.0,24.0
01/01/2018 10:55:29.926666,43.25,46.0,24.0
01/01/2018 10:56:49.793333,42.81,45.0,24.0
01/01/2018 10:59:29.846666,41.76,45.0,24.0
01/01/2018 11:00:50.060000,43.0,45.0,24.0
01/01/2018 11:03:29.863333,42.7,45.0,24.0
01/01/2018 11:04:49.816666,41.69,45.0,24.0
01/01/2018 11:07:30.096666,42.57,45.0,23.0
01/01/2018 11:08:50.096666,43.88,45.0,24.0
01/01/2018 11:11:29.950000,42.29,45.0,24.0
01/01/2018 11:12:50.096666,40.88,45.0,24.0
01/01/2018 11:14:09.786666,42.12,45.0,24.0
01/01/2018 11:17:20.596666,43.0,45.0,24.0
01/01/2018 11:18:40.796666,42.71,45.0,24.0
01/01/2018 11:21:21.016666,42.74,45.0,24.0
01/01/2018 11:22:40.613333,40.79,45.0,24.0
01/01/2018 11:25:20.896666,43.26,45.0,23.0
01/01/2018 11:26:40.630000,41.95,45.0,23.0
01/01/2018 11:29:20.786666,40.41,45.0,23.0
01/01/2018 11:30:40.586666,41.83,46.0,23.0
01/01/2018 11:33:20.543333,39.98,46.0,23.0
01/01/2018 11:34:40.750000,41.64,46.0,23.0
01/01/2018 11:37:20.700000,42.67,46.0,23.0
01/01/2018 11:38:40.710000,41.27,46.0,23.0
01/01/2018 11:41:20.566666,41.37,46.0,23.0
01/01/2018 11:42:40.596666,43.0,46.0,23.0
01/01/2018 11:45:20.740000,41.69,46.0,23.0
01/01/2018 11:46:40.796666,42.61,46.0,23.0
01/01/2018 11:49:20.730000,42.46,46.0,23.0
01/01/2018 11:50:40.786666,43.37,46.0,23.0
01/01/2018 11:53:20.590000,40.4,46.0,23.0
01/01/2018 11:54:40.603333,42.34,46.0,23.0
01/01/2018 11:57:21.510000,43.07,46.0,23.0
01/01/2018 11:58:40.560000,41.58,46.0,23.0
01/01/2018 12:01:20.583333,40.47,46.0,23.0
01/01/2018 12:02:40.546666,41.14,46.0,23.0
01/01/2018 12:05:20.643333,40.85,46.0,23.0
01/01/2018 12:06:40.996666,42.66,46.0,23.0
01/01/2018 12:09:20.846666,41.21,46.0,23.0
01/01/2018 12:10:40.560000,39.17,46.0,23.0
01/01/2018 12:13:20.753333,42.02,46.0,23.0
01/01/2018 12:14:40.586666,40.66,46.0,23.0
01/01/2018 12:17:48.513333,43.8,46.0,23.0
01/01/2018 12:19:08.896666,42.71,46.0,23.0
01/01/2018 12:21:50.110000,41.59,46.0,23.0
01/01/2018 12:23:08.536666,40.93,46.0,23.0
01/01/2018 12:25:48.700000,41.15,46.0,23.0
01/01/2018 12:27:08.506666,38.69,46.0,23.0
01/01/2018 12:29:48.696666,40.24,46.0,23.0
01/01/2018 12:31:08.560000,43.14,46.0,23.0
01/01/2018 12:33:48.760000,39.21,46.0,23.0
01/01/2018 12:35:08.773333,39.32,47.0,23.0
01/01/2018 12:37:48.796666,41.0,47.0,23.0
01/01/2018 12:39:09.196666,38.81,47.0,23.0
01/01/2018 12:41:49.370000,41.67,47.0,23.0
01/01/2018 12:43:08.683333,42.85,47.0,23.0
01/01/2018 12:44:28.546666,43.58,46.0,23.0
01/01/2018 12:46:41.820000,47.2,47.0,23.0
01/01/2018 12:49:21.806666,40.38,46.0,23.0
01/01/2018 12:50:41.826666,42.67,46.0,23.0
01/01/2018 12:53:21.976666,42.95,46.0,23.0
01/01/2018 12:54:41.806666,40.98,46.0,23.0
01/01/2018 12:57:21.806666,40.56,47.0,23.0
01/01/2018 12:58:41.903333,41.95,46.0,23.0
01/01/2018 13:01:21.930000,42.93,47.0,23.0
01/01/2018 13:02:41.793333,41.02,47.0,23.0
01/01/2018 13:05:21.816666,40.45,47.0,23.0
01/01/2018 13:06:41.850000,40.09,47.0,23.0
01/01/2018 13:09:21.906666,42.02,47.0,23.0
01/01/2018 13:10:41.820000,41.98,47.0,23.0
01/01/2018 13:13:21.880000,40.81,47.0,23.0
01/01/2018 13:14:41.926666,38.88,47.0,23.0
01/01/2018 13:17:21.803333,43.52,47.0,23.0
01/01/2018 13:18:41.810000,41.26,47.0,23.0
01/01/2018 13:21:22.006666,42.71,47.0,23.0
01/01/2018 13:22:42.166666,43.05,47.0,23.0
01/01/2018 13:25:21.853333,42.88,47.0,23.0
01/01/2018 13:26:43.010000,39.93,47.0,23.0
01/01/2018 13:29:21.883333,40.57,47.0,23.0
01/01/2018 13:30:41.990000,41.49,47.0,23.0
01/01/2018 13:33:21.923333,41.27,47.0,23.0
01/01/2018 13:34:41.866666,39.36,47.0,23.0
01/01/2018 13:37:22.703333,42.5,47.0,23.0
01/01/2018 13:38:41.863333,41.1,47.0,23.0
01/01/2018 13:41:21.866666,41.26,47.0,23.0
01/01/2018 13:42:41.846666,42.38,48.0,23.0
01/01/2018 13:45:21.853333,41.52,48.0,23.0
01/01/2018 13:46:42.073333,40.19,48.0,23.0
01/01/2018 13:49:21.880000,40.38,48.0,23.0
01/01/2018 13:50:41.836666,41.6,48.0,22.0
