InstrumentName, Chatfield Park,
StartTime, 2018-01-01 00:00:00,
EndTime, 2018-01-31 23:59:59,
Date,O3,PM2.5
01/01/2018 03:00:00.000000,8.0,21.6
01/01/2018 06:00:00.000000,4.0,22.3
01/01/2018 07:00:00.000000,1.0,21.9
01/01/2018 08:00:00.000000,1.0,22.2
01/01/2018 09:00:00.000000,1.0,22.0
01/02/2018 18:00:00.000000,38.0,5.3
01/02/2018 19:00:00.000000,40.0,4.1
01/02/2018 20:00:00.000000,41.0,3.6
01/02/2018 21:00:00.000000,41.0,3.4
01/02/2018 22:00:00.000000,41.0,3.4
01/02/2018 23:00:00.000000,40.0,3.6
01/03/2018 00:00:00.000000,36.0,5.1
01/03/2018 01:00:00.000000,33.0,7.5
01/03/2018 02:00:00.000000,30.0,12.9
01/03/2018 03:00:00.000000,28.0,23.0
01/03/2018 04:00:00.000000,25.0,18.1
01/03/2018 05:00:00.000000,25.0,14.0
01/03/2018 06:00:00.000000,23.0,11.4
01/03/2018 07:00:00.000000,24.0,10.4
01/03/2018 08:00:00.000000,24.0,9.0
01/03/2018 09:00:00.000000,24.0,7.8
01/03/2018 10:00:00.000000,27.0,8.0
01/03/2018 11:00:00.000000,31.0,7.5
01/03/2018 12:00:00.000000,32.0,6.0
01/03/2018 13:00:00.000000,34.0,4.9
01/03/2018 14:00:00.000000,35.0,4.4
01/03/2018 15:00:00.000000,35.0,4.2
01/03/2018 16:00:00.000000,36.0,4.9
01/03/2018 17:00:00.000000,39.0,4.7
01/03/2018 18:00:00.000000,40.0,4.2
01/03/2018 19:00:00.000000,41.0,3.9
01/03/2018 20:00:00.000000,43.0,3.1
01/03/2018 21:00:00.000000,44.0,2.6
01/03/2018 22:00:00.000000,43.0,3.0
01/03/2018 23:00:00.000000,38.0,4.7
01/04/2018 00:00:00.000000,35.0,5.3
01/04/2018 01:00:00.000000,32.0,5.6
01/04/2018 02:00:00.000000,27.0,9.2
01/04/2018 03:00:00.000000,21.0,13.1
01/04/2018 04:00:00.000000,14.0,15.9
01/04/2018 05:00:00.000000,17.0,13.0
01/04/2018 06:00:00.000000,12.0,10.7
01/04/2018 07:00:00.000000,13.0,9.2
01/04/2018 08:00:00.000000,16.0,7.8
01/04/2018 09:00:00.000000,15.0,7.8
01/04/2018 10:00:00.000000,24.0,6.4
01/04/2018 11:00:00.000000,22.0,5.8
01/04/2018 12:00:00.000000,28.0,5.2
01/04/2018 13:00:00.000000,27.0,4.8
01/04/2018 14:00:00.000000,29.0,4.8
01/04/2018 15:00:00.000000,30.0,4.5
01/04/2018 16:00:00.000000,33.0,4.1
01/04/2018 17:00:00.000000,35.0,4.6
01/04/2018 18:00:00.000000,38.0,4.4
01/04/2018 19:00:00.000000,39.0,4.4
01/04/2018 20:00:00.000000,40.0,3.6
01/04/2018 21:00:00.000000,41.0,3.5
01/04/2018 22:00:00.000000,41.0,3.5
01/04/2018 23:00:00.000000,39.0,3.7
01/05/2018 00:00:00.000000,37.0,4.1
01/05/2018 01:00:00.000000,34.0,4.8
01/05/2018 02:00:00.000000,31.0,11.3
01/05/2018 03:00:00.000000,28.0,16.6
01/05/2018 04:00:00.000000,26.0,25.7
01/05/2018 05:00:00.000000,21.0,21.6
01/05/2018 06:00:00.000000,20.0,33.0
01/05/2018 07:00:00.000000,16.0,44.7
01/05/2018 08:00:00.000000,14.0,30.8
01/05/2018 09:00:00.000000,14.0,26.0
01/05/2018 10:00:00.000000,14.0,24.0
01/05/2018 11:00:00.000000,14.0,22.4
01/05/2018 12:00:00.000000,14.0,16.8
01/05/2018 13:00:00.000000,16.0,11.8
01/05/2018 14:00:00.000000,20.0,8.5
01/05/2018 15:00:00.000000,27.0,6.5
01/05/2018 16:00:00.000000,30.0,5.4
01/05/2018 17:00:00.000000,33.0,4.1
01/05/2018 18:00:00.000000,30.0,4.1
01/05/2018 19:00:00.000000,31.0,4.5
01/05/2018 20:00:00.000000,35.0,3.6
01/05/2018 21:00:00.000000,37.0,2.7
01/05/2018 22:00:00.000000,36.0,2.7
01/05/2018 23:00:00.000000,37.0,2.4
01/06/2018 00:00:00.000000,37.0,3.6
01/06/2018 01:00:00.000000,35.0,4.7
01/06/2018 02:00:00.000000,33.0,5.4
01/06/2018 03:00:00.000000,32.0,4.7
01/06/2018 04:00:00.000000,30.0,5.5
01/06/2018 05:00:00.000000,30.0,4.8
01/06/2018 06:00:00.000000,27.0,4.6
01/06/2018 07:00:00.000000,25.0,5.5
01/06/2018 08:00:00.000000,16.0,6.8
01/06/2018 09:00:00.000000,16.0,6.8
01/06/2018 10:00:00.000000,12.0,10.2
01/06/2018 11:00:00.000000,9.0,9.0
01/06/2018 12:00:00.000000,12.0,8.5
01/06/2018 13:00:00.000000,16.0,6.6
01/06/2018 14:00:00.000000,11.0,6.4
01/06/2018 15:00:00.000000,10.0,6.0
01/06/2018 16:00:00.000000,11.0,6.2
01/06/2018 17:00:00.000000,14.0,6.3
01/06/2018 18:00:00.000000,17.0,6.7
01/06/2018 19:00:00.000000,17.0,7.5
01/06/2018 20:00:00.000000,24.0,8.8
01/06/2018 21:00:00.000000,25.0,9.3
01/06/2018 22:00:00.000000,23.0,11.1
01/06/2018 23:00:00.000000,23.0,12.2
01/07/2018 00:00:00.000000,21.0,13.2
01/07/2018 01:00:00.000000,21.0,13.2
01/07/2018 02:00:00.000000,18.0,13.6
01/07/2018 03:00:00.000000,18.0,11.6
01/07/2018 04:00:00.000000,17.0,9.6
01/07/2018 05:00:00.000000,18.0,8.0
01/07/2018 06:00:00.000000,10.0,8.2
01/07/2018 07:00:00.000000,12.0,8.1
01/07/2018 08:00:00.000000,3.0,8.5
01/07/2018 09:00:00.000000,8.0,8.5
01/07/2018 10:00:00.000000,7.0,7.8
01/07/2018 11:00:00.000000,13.0,7.0
01/07/2018 12:00:00.000000,7.0,8.5
01/07/2018 13:00:00.000000,9.0,9.9
01/07/2018 14:00:00.000000,12.0,10.8
01/07/2018 15:00:00.000000,24.0,9.3
01/07/2018 16:00:00.000000,20.0,7.2
01/07/2018 17:00:00.000000,25.0,6.4
01/07/2018 18:00:00.000000,36.0,6.0
01/07/2018 19:00:00.000000,35.0,5.6
01/07/2018 20:00:00.000000,37.0,5.3
01/07/2018 21:00:00.000000,39.0,4.5
01/07/2018 22:00:00.000000,41.0,4.0
01/07/2018 23:00:00.000000,40.0,5.7
01/08/2018 00:00:00.000000,38.0,5.2
01/08/2018 01:00:00.000000,37.0,4.8
01/08/2018 02:00:00.000000,35.0,4.6
01/08/2018 03:00:00.000000,33.0,4.4
01/08/2018 04:00:00.000000,31.0,4.1
01/08/2018 05:00:00.000000,30.0,3.9
01/08/2018 06:00:00.000000,30.0,3.6
01/08/2018 07:00:00.000000,29.0,3.5
01/08/2018 08:00:00.000000,29.0,3.4
01/08/2018 09:00:00.000000,29.0,3.4
01/08/2018 10:00:00.000000,23.0,4.7
01/08/2018 11:00:00.000000,20.0,4.5
01/08/2018 12:00:00.000000,15.0,4.9
01/08/2018 13:00:00.000000,13.0,4.9
01/08/2018 14:00:00.000000,10.0,5.8
01/08/2018 15:00:00.000000,8.0,6.4
01/08/2018 16:00:00.000000,7.0,6.4
01/08/2018 17:00:00.000000,9.0,6.1
01/08/2018 18:00:00.000000,9.0,5.6
01/08/2018 19:00:00.000000,10.0,5.6
01/08/2018 20:00:00.000000,14.0,5.6
01/11/2018 20:00:00.000000,33.0,5.4
01/11/2018 21:00:00.000000,41.0,4.7
01/11/2018 22:00:00.000000,43.0,3.9
01/11/2018 23:00:00.000000,43.0,3.3
01/12/2018 00:00:00.000000,38.0,4.2
01/12/2018 01:00:00.000000,35.0,5.8
01/12/2018 02:00:00.000000,33.0,6.8
01/12/2018 03:00:00.000000,30.0,8.2
01/12/2018 04:00:00.000000,27.0,8.2
01/12/2018 05:00:00.000000,25.0,7.4
01/12/2018 06:00:00.000000,27.0,6.5
01/12/2018 07:00:00.000000,24.0,7.2
01/12/2018 08:00:00.000000,24.0,10.3
01/12/2018 09:00:00.000000,24.0,10.3
01/12/2018 10:00:00.000000,22.0,7.6
01/12/2018 11:00:00.000000,21.0,6.7
01/12/2018 12:00:00.000000,22.0,6.7
01/12/2018 13:00:00.000000,25.0,4.8
01/12/2018 14:00:00.000000,26.0,4.1
01/12/2018 15:00:00.000000,28.0,3.8
01/12/2018 16:00:00.000000,31.0,3.8
01/12/2018 17:00:00.000000,36.0,2.7
01/12/2018 18:00:00.000000,38.0,2.0
01/12/2018 19:00:00.000000,38.0,1.8
01/12/2018 20:00:00.000000,38.0,1.7
01/12/2018 21:00:00.000000,38.0,1.7
01/12/2018 22:00:00.000000,37.0,2.4
01/12/2018 23:00:00.000000,34.0,3.1
01/13/2018 00:00:00.000000,31.0,4.2
01/13/2018 01:00:00.000000,29.0,7.3
01/13/2018 02:00:00.000000,24.0,9.1
01/13/2018 03:00:00.000000,22.0,8.1
01/13/2018 04:00:00.000000,18.0,9.0
01/13/2018 05:00:00.000000,11.0,12.6
01/13/2018 06:00:00.000000,13.0,12.9
01/16/2018 07:00:00.000000,24.0,6.6
01/16/2018 08:00:00.000000,21.0,6.8
01/16/2018 09:00:00.000000,21.0,6.8
01/16/2018 10:00:00.000000,19.0,7.3
01/16/2018 11:00:00.000000,18.0,8.5
01/16/2018 12:00:00.000000,16.0,9.4
01/16/2018 13:00:00.000000,14.0,10.1
01/16/2018 14:00:00.000000,13.0,10.7
01/16/2018 15:00:00.000000,11.0,11.2
01/16/2018 16:00:00.000000,16.0,10.5
01/16/2018 17:00:00.000000,27.0,9.0
01/16/2018 18:00:00.000000,27.0,6.4
01/16/2018 19:00:00.000000,41.0,4.1
01/16/2018 20:00:00.000000,36.0,3.1
01/16/2018 21:00:00.000000,41.0,3.0
01/16/2018 22:00:00.000000,40.0,3.1
01/16/2018 23:00:00.000000,39.0,3.0
01/17/2018 00:00:00.000000,37.0,3.2
01/17/2018 01:00:00.000000,34.0,8.1
01/17/2018 02:00:00.000000,32.0,16.9
01/17/2018 03:00:00.000000,28.0,29.4
01/17/2018 04:00:00.000000,22.0,36.5
01/17/2018 05:00:00.000000,20.0,36.5
01/17/2018 06:00:00.000000,12.0,45.1
01/17/2018 07:00:00.000000,15.0,24.7
01/17/2018 08:00:00.000000,11.0,18.3
01/17/2018 09:00:00.000000,11.0,19.1
01/17/2018 10:00:00.000000,12.0,17.9
01/17/2018 11:00:00.000000,12.0,20.2
01/17/2018 12:00:00.000000,11.0,17.5
01/17/2018 13:00:00.000000,8.0,12.6
01/17/2018 14:00:00.000000,11.0,9.4
01/17/2018 15:00:00.000000,12.0,7.7
01/17/2018 16:00:00.000000,16.0,7.2
01/17/2018 17:00:00.000000,28.0,6.1
01/17/2018 18:00:00.000000,26.0,4.4
01/17/2018 19:00:00.000000,32.0,3.2
01/17/2018 20:00:00.000000,37.0,2.8
01/17/2018 21:00:00.000000,42.0,2.8
01/17/2018 22:00:00.000000,42.0,2.6
01/17/2018 23:00:00.000000,39.0,3.2
01/18/2018 00:00:00.000000,37.0,4.4
01/18/2018 01:00:00.000000,35.0,6.4
