InstrumentName, I-25 Globeville
StartTime, 2021-08-01 00:00:00
EndTime, 2021-09-01 00:00:00
Date,NO2,PM2.5
08/01/2021 00:00:00,16.0,34.3
08/01/2021 01:00:00,26.0,34.7
08/01/2021 02:00:00,28.0,29.8
08/01/2021 03:00:00,21.0,39.3
08/01/2021 04:00:00,,34.7
08/01/2021 05:00:00,22.0,34.5
08/01/2021 06:00:00,18.0,33.8
08/01/2021 07:00:00,22.0,34.2
08/01/2021 08:00:00,26.0,34.7
08/01/2021 09:00:00,17.0,35.2
08/01/2021 10:00:00,15.0,36.9
08/01/2021 11:00:00,20.0,36.7
08/01/2021 12:00:00,19.0,35.7
08/01/2021 13:00:00,15.0,36.6
08/01/2021 14:00:00,20.0,36.3
08/01/2021 15:00:00,11.0,32.4
08/01/2021 16:00:00,9.0,29.7
08/01/2021 17:00:00,9.0,29.1
08/01/2021 18:00:00,13.0,26.7
08/01/2021 19:00:00,5.0,25.7
08/01/2021 20:00:00,6.0,24.1
08/01/2021 21:00:00,6.0,23.0
08/01/2021 22:00:00,10.0,23.6
08/01/2021 23:00:00,6.0,26.4
08/02/2021 00:00:00,10.0,29.3
08/02/2021 01:00:00,16.0,34.4
08/02/2021 02:00:00,10.0,37.2
08/02/2021 03:00:00,9.0,35.9
08/02/2021 04:00:00,,35.7
08/02/2021 05:00:00,39.0,37.8
08/02/2021 06:00:00,40.0,40.0
08/02/2021 07:00:00,21.0,37.9
08/02/2021 08:00:00,21.0,35.7
08/02/2021 09:00:00,16.0,35.9
08/02/2021 10:00:00,21.0,36.0
08/02/2021 11:00:00,33.0,37.1
08/02/2021 12:00:00,36.0,41.0
08/02/2021 13:00:00,38.0,40.1
08/02/2021 14:00:00,32.0,39.3
08/02/2021 15:00:00,35.0,35.1
08/02/2021 16:00:00,32.0,33.9
08/02/2021 17:00:00,24.0,27.9
08/02/2021 18:00:00,17.0,22.0
08/02/2021 19:00:00,18.0,20.4
08/02/2021 20:00:00,,19.2
08/02/2021 21:00:00,,17.1
08/02/2021 22:00:00,16.0,16.3
08/02/2021 23:00:00,22.0,16.8
08/03/2021 00:00:00,38.0,18.8
08/03/2021 01:00:00,31.0,19.7
08/03/2021 02:00:00,24.0,12.8
08/03/2021 03:00:00,29.0,9.0
08/03/2021 04:00:00,,6.9
08/03/2021 05:00:00,23.0,7.7
08/03/2021 06:00:00,26.0,9.7
08/03/2021 07:00:00,29.0,8.4
08/03/2021 08:00:00,27.0,9.6
08/03/2021 09:00:00,21.0,9.8
08/03/2021 10:00:00,33.0,10.1
08/03/2021 11:00:00,35.0,14.1
08/03/2021 12:00:00,38.0,18.7
08/03/2021 13:00:00,47.0,18.6
08/03/2021 14:00:00,46.0,18.3
08/03/2021 15:00:00,39.0,16.9
08/03/2021 16:00:00,35.0,13.4
08/03/2021 17:00:00,25.0,9.3
08/03/2021 18:00:00,17.0,8.5
08/03/2021 19:00:00,15.0,9.7
08/03/2021 20:00:00,20.0,11.6
08/03/2021 21:00:00,29.0,10.7
08/03/2021 22:00:00,23.0,8.4
08/03/2021 23:00:00,26.0,9.7
08/04/2021 00:00:00,29.0,11.1
08/04/2021 01:00:00,14.0,11.8
08/04/2021 02:00:00,9.0,10.2
08/04/2021 03:00:00,19.0,7.8
08/04/2021 04:00:00,,8.0
08/04/2021 05:00:00,19.0,11.5
08/04/2021 06:00:00,16.0,11.0
08/04/2021 07:00:00,17.0,8.9
08/04/2021 08:00:00,18.0,6.3
08/04/2021 09:00:00,23.0,6.6
08/04/2021 10:00:00,22.0,6.7
08/04/2021 11:00:00,27.0,6.3
08/04/2021 12:00:00,26.0,8.4
08/04/2021 13:00:00,28.0,7.0
08/04/2021 14:00:00,31.0,8.0
08/04/2021 15:00:00,26.0,8.4
08/04/2021 16:00:00,21.0,11.2
08/04/2021 17:00:00,21.0,11.9
08/04/2021 18:00:00,18.0,13.4
08/04/2021 19:00:00,15.0,15.1
08/04/2021 20:00:00,15.0,15.7
08/04/2021 21:00:00,16.0,14.9
08/04/2021 22:00:00,17.0,15.5
08/04/2021 23:00:00,11.0,16.1
08/05/2021 00:00:00,7.0,17.7
08/05/2021 01:00:00,5.0,21.1
08/05/2021 02:00:00,21.0,23.9
08/05/2021 03:00:00,48.0,26.9
08/05/2021 04:00:00,,25.6
08/05/2021 05:00:00,32.0,28.6
08/05/2021 06:00:00,21.0,28.4
08/05/2021 07:00:00,22.0,37.7
08/05/2021 08:00:00,16.0,29.6
08/05/2021 09:00:00,18.0,30.2
08/05/2021 10:00:00,20.0,30.4
08/05/2021 11:00:00,36.0,31.0
08/05/2021 12:00:00,38.0,33.5
08/05/2021 13:00:00,42.0,34.4
08/05/2021 14:00:00,40.0,29.6
08/05/2021 15:00:00,31.0,24.4
08/05/2021 16:00:00,21.0,21.6
08/05/2021 17:00:00,12.0,19.0
08/05/2021 18:00:00,15.0,17.7
08/05/2021 19:00:00,12.0,18.4
08/05/2021 20:00:00,14.0,16.4
08/05/2021 21:00:00,7.0,16.7
08/05/2021 22:00:00,8.0,14.9
08/05/2021 23:00:00,11.0,14.6
08/06/2021 00:00:00,6.0,16.0
08/06/2021 01:00:00,13.0,15.5
08/06/2021 02:00:00,36.0,19.3
08/06/2021 03:00:00,18.0,21.2
08/06/2021 04:00:00,,21.9
08/06/2021 05:00:00,24.0,23.6
08/06/2021 06:00:00,24.0,24.9
08/06/2021 07:00:00,28.0,23.7
08/06/2021 08:00:00,19.0,24.0
08/06/2021 09:00:00,27.0,22.0
08/06/2021 10:00:00,23.0,23.6
08/06/2021 11:00:00,36.0,27.8
08/06/2021 12:00:00,40.0,26.5
08/06/2021 13:00:00,38.0,23.9
08/06/2021 14:00:00,41.0,22.8
08/06/2021 15:00:00,42.0,19.5
08/06/2021 16:00:00,33.0,16.1
08/06/2021 17:00:00,25.0,11.7
08/06/2021 18:00:00,14.0,11.7
08/06/2021 19:00:00,16.0,10.7
