InstrumentName, CAMP
StartTime, 2021-08-01 00:00:00
EndTime, 2021-09-01 00:00:00
Date,CO,NO2,O3,PM10,PM2.5,SO2
08/01/2021 00:00:00,0.366,7.0,54.0,27.1,26.7,0.0
08/01/2021 01:00:00,0.322,5.0,56.0,26.3,25.8,0.0
08/01/2021 02:00:00,0.348,6.0,55.0,25.6,25.0,0.0
08/01/2021 03:00:00,0.405,12.0,49.0,28.9,28.2,0.0
08/01/2021 04:00:00,0.453,,45.0,31.4,30.0,0.0
08/01/2021 05:00:00,0.419,9.0,44.0,32.0,30.8,0.0
08/01/2021 06:00:00,0.577,11.0,39.0,33.2,31.5,0.0
08/01/2021 07:00:00,0.388,8.0,39.0,32.3,30.6,0.0
08/01/2021 08:00:00,0.457,19.0,25.0,33.0,31.3,0.0
08/01/2021 09:00:00,0.432,27.0,13.0,34.0,32.2,0.0
08/01/2021 10:00:00,0.452,18.0,18.0,34.7,32.8,0.0
08/01/2021 11:00:00,0.398,12.0,21.0,32.5,30.8,0.0
08/01/2021 12:00:00,0.428,15.0,18.0,33.3,31.6,0.0
08/01/2021 13:00:00,0.376,14.0,21.0,35.1,32.9,0.0
08/01/2021 14:00:00,0.392,15.0,24.0,37.8,35.6,0.0
08/01/2021 15:00:00,0.394,9.0,45.0,38.5,36.8,0.0
08/01/2021 16:00:00,0.368,6.0,55.0,36.6,35.1,0.0
08/01/2021 17:00:00,0.402,6.0,62.0,35.9,34.6,0.0
08/01/2021 18:00:00,0.337,4.0,66.0,33.8,32.4,0.0
08/01/2021 19:00:00,0.358,4.0,68.0,34.9,33.7,0.0
08/01/2021 20:00:00,0.342,5.0,69.0,34.8,33.4,0.0
08/01/2021 21:00:00,0.338,5.0,70.0,34.3,32.8,0.0
08/01/2021 22:00:00,0.402,5.0,73.0,35.2,33.7,0.0
08/01/2021 23:00:00,0.446,6.0,73.0,36.8,35.3,0.0
08/02/2021 00:00:00,0.43,6.0,73.0,41.2,39.4,0.0
08/02/2021 01:00:00,0.457,10.0,70.0,42.6,40.5,0.0
08/02/2021 02:00:00,0.456,10.0,62.0,40.9,38.7,0.0
08/02/2021 03:00:00,0.487,11.0,53.0,43.5,40.2,0.0
08/02/2021 04:00:00,0.5,,38.0,48.7,42.7,0.0
08/02/2021 05:00:00,0.479,14.0,46.0,46.4,41.8,0.0
08/02/2021 06:00:00,0.42,11.0,46.0,42.1,39.2,0.0
08/02/2021 07:00:00,0.367,9.0,38.0,37.2,35.2,0.0
08/02/2021 08:00:00,0.334,7.0,39.0,35.8,34.1,0.0
08/02/2021 09:00:00,0.356,7.0,37.0,34.4,32.9,0.0
08/02/2021 10:00:00,0.317,8.0,33.0,33.0,31.4,0.0
08/02/2021 11:00:00,0.359,9.0,30.0,33.4,31.6,0.0
08/02/2021 12:00:00,0.45,14.0,24.0,35.4,32.6,0.0
08/02/2021 13:00:00,0.495,17.0,24.0,39.4,35.3,0.0
