InstrumentName, Chatfield Park
StartTime, 2021-08-01 00:00:00
EndTime, 2021-09-01 00:00:00
Date,O3,PM2.5
08/01/2021 00:00:00,67.0,24.1
08/01/2021 01:00:00,66.0,24.3
08/01/2021 02:00:00,58.0,22.7
08/01/2021 03:00:00,49.0,24.0
08/01/2021 04:00:00,50.0,25.8
08/01/2021 05:00:00,58.0,28.4
08/01/2021 06:00:00,49.0,27.0
08/01/2021 07:00:00,41.0,26.9
08/01/2021 08:00:00,37.0,26.1
08/01/2021 09:00:00,34.0,27.3
08/01/2021 10:00:00,34.0,26.2
08/01/2021 11:00:00,32.0,27.9
08/01/2021 12:00:00,27.0,29.3
08/01/2021 13:00:00,26.0,28.7
08/01/2021 14:00:00,29.0,30.3
08/01/2021 15:00:00,40.0,36.0
08/01/2021 16:00:00,63.0,41.9
08/01/2021 17:00:00,67.0,35.3
08/01/2021 18:00:00,67.0,34.1
08/01/2021 19:00:00,67.0,34.9
08/01/2021 20:00:00,69.0,34.0
08/01/2021 21:00:00,71.0,33.0
08/01/2021 22:00:00,72.0,33.0
08/01/2021 23:00:00,70.0,34.0
08/02/2021 00:00:00,70.0,35.2
08/02/2021 01:00:00,67.0,38.1
08/02/2021 02:00:00,50.0,37.4
08/02/2021 03:00:00,48.0,38.2
08/02/2021 04:00:00,47.0,40.7
08/02/2021 05:00:00,39.0,39.7
08/02/2021 06:00:00,40.0,39.8
08/02/2021 07:00:00,39.0,40.1
08/02/2021 08:00:00,35.0,37.8
08/02/2021 09:00:00,35.0,36.1
08/02/2021 10:00:00,34.0,35.4
08/02/2021 11:00:00,30.0,36.6
08/02/2021 12:00:00,24.0,34.6
08/02/2021 13:00:00,,33.1
08/02/2021 14:00:00,36.0,32.3
08/02/2021 15:00:00,41.0,32.5
08/02/2021 16:00:00,59.0,35.1
08/02/2021 17:00:00,65.0,
08/02/2021 18:00:00,67.0,29.2
08/02/2021 19:00:00,74.0,27.0
08/02/2021 20:00:00,80.0,27.2
08/02/2021 21:00:00,81.0,27.4
08/02/2021 22:00:00,79.0,27.1
08/02/2021 23:00:00,78.0,27.6
08/03/2021 00:00:00,77.0,28.8
08/03/2021 01:00:00,80.0,30.4
08/03/2021 02:00:00,66.0,27.2
08/03/2021 03:00:00,49.0,17.6
08/03/2021 04:00:00,53.0,19.4
08/03/2021 05:00:00,53.0,13.0
08/03/2021 06:00:00,47.0,16.2
08/03/2021 07:00:00,48.0,12.8
08/03/2021 08:00:00,50.0,9.8
08/03/2021 09:00:00,46.0,12.7
08/03/2021 10:00:00,45.0,12.4
08/03/2021 11:00:00,44.0,10.3
08/03/2021 12:00:00,41.0,12.0
08/03/2021 13:00:00,29.0,13.5
08/03/2021 14:00:00,33.0,13.9
08/03/2021 15:00:00,42.0,14.8
08/03/2021 16:00:00,52.0,14.0
08/03/2021 17:00:00,67.0,13.1
08/03/2021 18:00:00,71.0,12.2
08/03/2021 19:00:00,73.0,12.4
08/03/2021 20:00:00,72.0,
08/03/2021 21:00:00,62.0,
08/03/2021 22:00:00,59.0,
08/03/2021 23:00:00,57.0,9.9
08/04/2021 00:00:00,49.0,10.2
08/04/2021 01:00:00,45.0,10.1
08/04/2021 02:00:00,55.0,10.0
08/04/2021 03:00:00,55.0,10.6
08/04/2021 04:00:00,52.0,6.6
08/04/2021 05:00:00,43.0,5.2
08/04/2021 06:00:00,37.0,5.0
08/04/2021 07:00:00,28.0,4.1
08/04/2021 08:00:00,28.0,2.9
08/04/2021 09:00:00,28.0,3.0
08/04/2021 10:00:00,23.0,3.4
08/04/2021 11:00:00,20.0,4.2
08/04/2021 12:00:00,21.0,4.1
08/04/2021 13:00:00,21.0,4.4
08/04/2021 14:00:00,30.0,5.0
08/04/2021 15:00:00,52.0,7.2
08/04/2021 16:00:00,60.0,7.4
08/04/2021 17:00:00,68.0,9.4
08/04/2021 18:00:00,73.0,11.6
08/04/2021 19:00:00,74.0,16.4
08/04/2021 20:00:00,74.0,21.5
08/04/2021 21:00:00,72.0,22.4
08/04/2021 22:00:00,70.0,22.9
08/04/2021 23:00:00,73.0,24.4
08/05/2021 00:00:00,70.0,27.7
08/05/2021 01:00:00,66.0,35.7
08/05/2021 02:00:00,51.0,33.0
08/05/2021 03:00:00,47.0,28.4
08/05/2021 04:00:00,45.0,28.1
08/05/2021 05:00:00,43.0,29.0
08/05/2021 06:00:00,41.0,29.9
08/05/2021 07:00:00,37.0,29.9
08/05/2021 08:00:00,36.0,29.2
08/05/2021 09:00:00,36.0,29.3
08/05/2021 10:00:00,32.0,29.3
08/05/2021 11:00:00,32.0,30.8
08/05/2021 12:00:00,25.0,30.6
08/05/2021 13:00:00,27.0,29.9
08/05/2021 14:00:00,35.0,29.4
08/05/2021 15:00:00,43.0,27.8
08/05/2021 16:00:00,50.0,28.3
08/05/2021 17:00:00,58.0,29.5
08/05/2021 18:00:00,65.0,31.5
08/05/2021 19:00:00,67.0,32.2
08/05/2021 20:00:00,69.0,32.8
08/05/2021 21:00:00,68.0,31.4
08/05/2021 22:00:00,70.0,30.6
08/05/2021 23:00:00,69.0,30.8
08/06/2021 00:00:00,64.0,32.1
08/06/2021 01:00:00,57.0,34.0
08/06/2021 02:00:00,54.0,39.6
08/06/2021 03:00:00,49.0,36.6
08/06/2021 04:00:00,57.0,32.7
08/06/2021 05:00:00,62.0,31.6
08/06/2021 06:00:00,62.0,31.7
08/06/2021 07:00:00,59.0,32.2
08/06/2021 08:00:00,53.0,31.1
08/06/2021 09:00:00,48.0,29.3
08/06/2021 10:00:00,43.0,29.2
08/06/2021 11:00:00,42.0,28.3
08/06/2021 12:00:00,42.0,27.5
08/06/2021 13:00:00,38.0,25.7
08/06/2021 14:00:00,42.0,23.9
08/06/2021 15:00:00,45.0,22.1
08/06/2021 16:00:00,,21.1
08/06/2021 17:00:00,49.0,19.7
08/06/2021 18:00:00,55.0,17.3
08/06/2021 19:00:00,54.0,13.9
08/06/2021 20:00:00,53.0,13.3
08/06/2021 21:00:00,50.0,13.4
08/06/2021 22:00:00,56.0,12.6
08/06/2021 23:00:00,54.0,13.0
08/07/2021 00:00:00,50.0,12.8
08/07/2021 01:00:00,40.0,13.0
08/07/2021 02:00:00,39.0,13.9
08/07/2021 03:00:00,42.0,14.3
08/07/2021 04:00:00,46.0,14.5
08/07/2021 05:00:00,47.0,12.7
08/07/2021 06:00:00,38.0,13.8
08/07/2021 07:00:00,30.0,12.8
08/07/2021 08:00:00,31.0,11.4
08/07/2021 09:00:00,30.0,11.5
08/07/2021 10:00:00,27.0,11.0
08/07/2021 11:00:00,32.0,11.0
08/07/2021 12:00:00,33.0,10.5
08/07/2021 13:00:00,37.0,10.9
08/07/2021 14:00:00,37.0,11.6
08/07/2021 15:00:00,39.0,22.1
08/07/2021 16:00:00,44.0,31.4
08/07/2021 17:00:00,54.0,44.6
08/07/2021 18:00:00,57.0,37.2
08/07/2021 19:00:00,68.0,64.9
08/07/2021 20:00:00,72.0,68.7
08/07/2021 21:00:00,73.0,96.7
08/07/2021 22:00:00,63.0,124.1
08/07/2021 23:00:00,64.0,120.6
08/08/2021 00:00:00,62.0,111.6
08/08/2021 01:00:00,57.0,90.2
08/08/2021 02:00:00,49.0,93.4
08/08/2021 03:00:00,45.0,96.2
08/08/2021 04:00:00,43.0,89.9
08/08/2021 05:00:00,41.0,89.1
08/08/2021 06:00:00,36.0,92.9
08/08/2021 08:00:00,43.0,96.8
08/08/2021 09:00:00,46.0,95.9
08/08/2021 10:00:00,49.0,94.7
08/08/2021 11:00:00,49.0,94.5
08/08/2021 12:00:00,52.0,90.6
08/08/2021 13:00:00,53.0,86.9
08/08/2021 14:00:00,53.0,80.2
08/08/2021 15:00:00,55.0,74.2
08/08/2021 16:00:00,59.0,66.9
08/08/2021 17:00:00,70.0,45.4
08/08/2021 18:00:00,71.0,42.6
08/08/2021 19:00:00,72.0,41.1
08/08/2021 20:00:00,74.0,42.2
08/08/2021 21:00:00,77.0,44.0
08/08/2021 22:00:00,79.0,45.6
08/08/2021 23:00:00,79.0,44.8
08/09/2021 00:00:00,76.0,44.5
08/09/2021 01:00:00,66.0,45.2
08/09/2021 02:00:00,60.0,44.4
08/09/2021 03:00:00,58.0,44.0
08/09/2021 04:00:00,56.0,46.4
08/09/2021 05:00:00,53.0,48.2
08/09/2021 06:00:00,57.0,49.9
08/09/2021 07:00:00,53.0,45.5
08/09/2021 08:00:00,54.0,44.2
08/09/2021 09:00:00,54.0,40.3
