InstrumentName, Welby
StartTime, 2021-08-01 00:00:00
EndTime, 2021-09-01 00:00:00
Date,NO2,O3,PM10,SO2
08/01/2021 00:00:00,4.0,55.0,,0.0
08/01/2021 01:00:00,4.0,54.0,21.3,0.0
08/01/2021 02:00:00,7.0,45.0,58.0,0.0
08/01/2021 03:00:00,6.0,43.0,49.1,0.0
08/01/2021 04:00:00,,33.0,52.2,0.0
08/01/2021 05:00:00,12.0,32.0,45.1,0.0
08/01/2021 06:00:00,10.0,34.0,43.4,0.0
08/01/2021 07:00:00,11.0,24.0,49.2,0.0
08/01/2021 08:00:00,11.0,17.0,35.5,0.0
08/01/2021 09:00:00,7.0,20.0,30.3,0.0
08/01/2021 10:00:00,5.0,24.0,34.7,0.0
08/01/2021 11:00:00,6.0,15.0,40.1,0.0
08/01/2021 12:00:00,6.0,17.0,31.5,0.0
08/01/2021 13:00:00,5.0,23.0,56.9,0.0
08/01/2021 14:00:00,4.0,32.0,78.1,0.0
08/01/2021 15:00:00,3.0,51.0,58.9,0.0
08/01/2021 16:00:00,3.0,58.0,,0.0
08/01/2021 17:00:00,3.0,68.0,64.0,0.0
08/01/2021 18:00:00,3.0,70.0,75.1,0.0
08/01/2021 19:00:00,4.0,74.0,36.4,0.0
08/01/2021 20:00:00,3.0,74.0,55.3,0.0
08/01/2021 21:00:00,2.0,74.0,47.2,0.0
08/01/2021 22:00:00,2.0,77.0,48.3,0.0
08/01/2021 23:00:00,2.0,79.0,71.7,0.0
08/02/2021 00:00:00,2.0,78.0,80.8,0.0
08/02/2021 01:00:00,5.0,76.0,65.1,0.0
08/02/2021 02:00:00,8.0,61.0,80.1,0.0
08/02/2021 03:00:00,8.0,50.0,48.5,0.0
08/02/2021 04:00:00,,45.0,52.4,0.0
08/02/2021 05:00:00,13.0,31.0,129.1,0.0
08/02/2021 06:00:00,19.0,18.0,66.6,0.0
08/02/2021 07:00:00,20.0,19.0,76.6,0.0
08/02/2021 08:00:00,16.0,20.0,58.8,0.0
08/02/2021 09:00:00,19.0,16.0,54.5,0.0
08/02/2021 10:00:00,24.0,8.0,48.6,0.0
08/02/2021 11:00:00,24.0,9.0,58.2,0.0
08/02/2021 12:00:00,26.0,4.0,92.0,0.0
08/02/2021 13:00:00,27.0,8.0,84.6,0.0
08/02/2021 14:00:00,28.0,17.0,88.1,
08/02/2021 15:00:00,33.0,19.0,114.1,
08/02/2021 16:00:00,23.0,35.0,72.5,0.0
08/02/2021 17:00:00,12.0,52.0,53.7,0.0
08/02/2021 18:00:00,7.0,71.0,53.2,0.0
08/02/2021 19:00:00,6.0,82.0,64.3,0.0
08/02/2021 20:00:00,,83.0,40.7,0.0
08/02/2021 21:00:00,,79.0,45.9,0.0
08/02/2021 22:00:00,3.0,77.0,52.8,0.0
08/02/2021 23:00:00,8.0,70.0,48.5,0.0
08/03/2021 00:00:00,7.0,76.0,117.7,0.0
08/03/2021 01:00:00,7.0,77.0,61.4,0.0
08/03/2021 02:00:00,7.0,56.0,23.6,0.0
08/03/2021 03:00:00,4.0,49.0,12.5,0.0
08/03/2021 04:00:00,,42.0,22.4,0.0
08/03/2021 05:00:00,9.0,35.0,93.1,0.0
08/03/2021 06:00:00,6.0,39.0,15.4,0.0
08/03/2021 07:00:00,7.0,32.0,34.1,0.0
08/03/2021 08:00:00,12.0,28.0,17.3,0.0
08/03/2021 09:00:00,14.0,25.0,53.0,0.0
08/03/2021 10:00:00,15.0,20.0,65.9,0.0
08/03/2021 11:00:00,19.0,14.0,65.4,0.0
08/03/2021 12:00:00,24.0,8.0,89.5,0.0
08/03/2021 13:00:00,30.0,12.0,95.5,0.0
08/03/2021 14:00:00,16.0,28.0,,0.0
08/03/2021 15:00:00,9.0,41.0,24.4,0.0
08/03/2021 16:00:00,7.0,45.0,62.9,0.0
08/03/2021 17:00:00,4.0,54.0,39.6,0.0
08/03/2021 18:00:00,3.0,59.0,27.0,0.0
08/03/2021 19:00:00,3.0,62.0,33.1,0.0
08/03/2021 20:00:00,2.0,65.0,51.8,0.0
08/03/2021 21:00:00,4.0,61.0,51.4,0.0
08/03/2021 22:00:00,4.0,54.0,37.6,0.0
08/03/2021 23:00:00,5.0,53.0,37.5,0.0
08/04/2021 00:00:00,3.0,56.0,53.3,0.0
08/04/2021 01:00:00,3.0,56.0,46.8,0.0
08/04/2021 02:00:00,3.0,54.0,51.1,0.0
08/04/2021 03:00:00,1.0,47.0,33.7,0.0
08/04/2021 04:00:00,,44.0,56.4,0.0
08/04/2021 05:00:00,2.0,45.0,19.9,0.0
08/04/2021 06:00:00,4.0,39.0,48.2,0.0
08/04/2021 07:00:00,4.0,34.0,50.1,0.0
08/04/2021 08:00:00,4.0,37.0,53.5,0.0
08/04/2021 09:00:00,7.0,29.0,44.9,0.0
08/04/2021 10:00:00,10.0,23.0,59.6,0.0
08/04/2021 11:00:00,11.0,14.0,25.3,0.0
08/04/2021 12:00:00,18.0,7.0,13.6,0.0
08/04/2021 13:00:00,22.0,7.0,38.5,0.0
08/04/2021 14:00:00,14.0,25.0,46.1,0.0
08/04/2021 15:00:00,10.0,42.0,47.9,0.0
08/04/2021 16:00:00,10.0,48.0,27.6,0.0
08/04/2021 17:00:00,4.0,62.0,52.0,0.0
08/04/2021 18:00:00,2.0,62.0,,0.0
08/04/2021 19:00:00,2.0,64.0,49.9,0.0
08/04/2021 20:00:00,3.0,64.0,19.0,0.0
08/04/2021 21:00:00,3.0,65.0,63.0,0.0
08/04/2021 22:00:00,2.0,65.0,41.2,0.0
