InstrumentName, AUL Denver New (A06KSDHR),,,,,,,,,
StartTime, 2022-03-01 00:00:00,,,,,,,,,
EndTime, 2022-03-31 23:59:59,,,,,,,,,
Date,no2Conc,pm10ConcMass,pm10ConcNum,pm1ConcMass,pm1ConcNum,pm2_5ConcMass,pm2_5ConcMass_p,pm2_5ConcNum,relHumid,temperature
03/01/2022 00:00:03.000000,-5.34,1.92,0.88,0.0,0.79,0.0,6.37,0.83,16.3,16.89
03/01/2022 00:17:04.000000,-2.13,1.94,0.65,0.0,0.55,0.0,6.28,0.59,17.5,16.38
03/01/2022 00:34:05.000000,0.99,3.3,1.3,0.0,1.17,0.58,6.411,1.24,18.36,15.84
03/01/2022 00:51:06.000000,3.73,2.69,1.34,0.0,1.2,0.38,6.248,1.27,19.36,14.86
03/01/2022 01:08:07.000000,9.89,3.75,1.94,0.0,1.71,1.19,6.432,1.86,20.49,14.03
03/01/2022 01:25:08.000000,11.35,8.75,4.57,2.0,4.13,4.58,7.545,4.42,20.97,13.15
03/01/2022 01:42:09.000000,21.73,9.45,5.6,2.39,5.25,4.55,7.375,5.51,23.04,12.12
03/01/2022 01:59:10.000000,14.82,4.55,2.18,0.0,1.98,0.78,5.991,2.09,23.93,11.34
03/01/2022 02:16:12.000000,27.33,7.27,3.82,1.0,3.45,3.23,6.686,3.68,26.04,10.57
03/01/2022 02:33:13.000000,21.0,8.38,3.28,0.62,3.01,2.38,6.373,3.18,25.95,9.86
03/01/2022 02:50:15.000000,11.56,3.3,1.38,0.0,1.24,0.19,5.64,1.33,25.4,9.63
03/01/2022 03:07:17.000000,11.88,4.54,1.78,0.0,1.62,0.62,5.785,1.7,25.55,9.78
03/01/2022 03:24:18.000000,11.34,3.14,1.46,0.0,1.32,0.42,5.697,1.37,25.71,9.52
03/01/2022 03:41:20.000000,13.58,4.85,1.81,0.0,1.61,1.38,5.959,1.74,26.55,8.96
03/01/2022 03:58:22.000000,11.59,4.58,1.65,0.0,1.47,1.0,5.812,1.56,26.52,8.46
03/01/2022 04:15:23.000000,24.7,6.3,2.58,0.39,2.28,2.72,6.278,2.47,28.37,7.92
03/01/2022 04:32:25.000000,43.24,21.88,8.83,4.97,8.07,10.97,8.796,8.53,33.78,7.49
03/01/2022 04:49:27.000000,41.41,13.83,6.29,3.17,5.72,7.78,7.657,6.13,34.25,7.27
03/01/2022 05:06:30.000000,41.44,14.54,6.36,3.35,5.75,8.69,7.874,6.2,35.65,6.84
03/01/2022 05:23:32.000000,42.43,11.47,6.27,2.39,5.78,6.14,6.841,6.16,37.9,6.34
03/01/2022 05:40:34.000000,41.17,16.58,6.48,3.0,5.88,8.77,7.656,6.27,39.14,5.75
03/01/2022 05:57:36.000000,40.32,12.12,5.52,2.92,5.15,5.38,6.433,5.36,39.76,5.34
03/01/2022 06:14:39.000000,40.86,10.14,5.36,2.36,4.91,6.17,6.582,5.26,41.62,4.96
03/01/2022 06:31:42.000000,37.53,12.0,5.36,1.62,4.92,5.58,6.292,5.23,42.8,4.51
03/01/2022 06:48:44.000000,34.21,13.72,5.1,2.39,4.66,5.58,6.245,4.94,43.4,4.18
03/01/2022 07:05:47.000000,33.05,9.3,4.48,1.61,4.21,4.39,5.831,4.39,43.32,3.97
03/01/2022 07:22:50.000000,29.55,7.58,2.79,0.62,2.53,2.19,5.206,2.66,41.06,4.04
03/01/2022 07:39:53.000000,20.84,4.81,2.35,0.19,2.17,1.35,5.0,2.28,39.8,4.32
03/01/2022 07:56:56.000000,19.95,6.23,2.32,0.23,2.09,2.19,5.273,2.21,40.06,4.25
03/01/2022 08:13:58.000000,29.12,6.83,2.56,0.19,2.37,1.58,5.019,2.49,40.6,3.94
03/01/2022 08:31:01.000000,30.75,5.5,2.65,0.81,2.45,1.42,4.896,2.57,41.63,3.76
03/01/2022 08:48:03.000000,24.77,3.92,1.72,0.0,1.57,0.85,4.718,1.66,41.26,3.67
03/01/2022 09:05:06.000000,22.43,6.58,2.06,0.0,1.84,1.58,4.956,1.94,41.56,3.76
03/01/2022 09:22:09.000000,25.39,4.69,2.01,0.0,1.81,1.0,4.754,1.92,41.49,3.59
03/01/2022 09:39:12.000000,22.21,5.42,1.61,0.0,1.43,1.0,4.733,1.51,41.66,3.3
03/01/2022 09:56:14.000000,14.86,3.69,1.27,0.0,1.09,0.58,4.678,1.21,40.12,3.26
03/01/2022 10:13:17.000000,21.71,4.88,1.59,0.0,1.43,0.81,4.668,1.52,41.55,3.14
03/01/2022 10:30:20.000000,32.69,6.24,2.43,0.61,2.24,1.58,4.943,2.37,41.39,3.11
03/01/2022 10:47:22.000000,34.04,8.08,3.52,1.0,3.26,3.08,5.462,3.42,41.43,3.19
03/01/2022 11:04:24.000000,33.09,5.27,2.46,0.23,2.27,1.04,4.704,2.38,42.19,2.98
03/01/2022 11:21:27.000000,30.98,7.92,2.76,0.77,2.51,1.77,4.939,2.64,42.4,2.83
03/01/2022 11:38:29.000000,28.63,6.44,2.1,0.19,1.91,1.0,4.624,2.01,43.11,2.64
03/01/2022 11:55:31.000000,32.16,4.85,1.89,0.0,1.69,1.38,4.829,1.81,42.0,2.87
03/01/2022 12:12:34.000000,27.92,5.81,1.9,0.0,1.69,1.0,4.762,1.83,41.09,3.16
03/01/2022 12:29:36.000000,33.74,6.77,2.62,0.19,2.44,1.19,4.83,2.54,41.13,3.28
