InstrumentName, I-25 Globeville,,,,,
03/01/2022 03:26:00.000000,46.733333,52.886383,5.896429,18.738495,263.576216,1.88457
03/01/2022 03:27:00.000000,46.12,52.814148,4.571429,18.734222,309.528549,1.9580570000000002
03/01/2022 03:28:00.000000,45.26,52.763336,4.453571,18.808533,351.511221,2.9437990000000003
03/01/2022 03:29:00.000000,44.35,52.73642,5.74375,18.731934,283.942902,1.567725
03/01/2022 03:30:00.000000,43.916667,52.707581,5.164286,18.711029,157.788591,1.260107
03/01/2022 03:31:00.000000,43.716667,52.821014,4.7,18.685699,255.929156,1.220801
03/01/2022 03:32:00.000000,43.916667,52.83255,3.789286,18.660675,222.235026,1.145264
03/01/2022 03:33:00.000000,43.566667,52.794647,4.982143,18.658997,290.888412,1.0
03/01/2022 03:34:00.000000,43.05,52.841064,6.539286,18.738495,245.355628,1.5325199999999999
03/01/2022 03:35:00.000000,42.7,52.813873,6.025,18.684326,276.800318,1.7902339999999999
03/01/2022 03:36:00.000000,43.016667,52.697693,7.039286,18.916718,272.035693,1.902686
03/01/2022 03:37:00.000000,43.466667,52.585632,6.356627,18.950745,305.538734,1.768359
03/01/2022 03:38:00.000000,43.216667,52.490051,4.960714,18.994537,262.775094,1.212939
03/01/2022 03:39:00.000000,42.516667,52.420837,4.725,18.99118,332.704972,1.0
03/01/2022 03:40:00.000000,42.283333,52.388428,5.4125,19.018341,287.819502,2.050684
03/01/2022 03:41:00.000000,42.466667,52.436493,5.2,18.89505,287.90797,2.259521
03/01/2022 03:42:00.000000,42.733333,52.454895,5.203571,18.968903,288.286909,2.059229
03/01/2022 03:43:00.000000,42.533333,52.400787,4.935714,18.975159,274.735905,3.134521
03/01/2022 03:44:00.000000,42.433333,52.293945,4.153012,19.080444,270.783503,1.777588
03/01/2022 03:45:00.000000,42.766667,52.297791,6.531325,19.172913,261.307351,1.947803
03/01/2022 03:46:00.000000,36.28,52.336792,5.660714,19.170166,262.863831,1.91123
03/01/2022 03:47:00.000000,0.15,52.347504,4.592857,19.222809,233.160208,1.5267089999999999
03/01/2022 03:48:00.000000,0.283333,52.354919,4.837975,19.234253,233.665913,3.067188
03/01/2022 03:49:00.000000,0.3,52.301636,5.95,19.208313,235.066806,2.620117
03/01/2022 03:50:00.000000,0.2,52.232697,6.896429,19.119049,248.399722,1.347607
03/01/2022 03:51:00.000000,0.133333,52.217041,5.24375,19.114319,246.337775,3.308496
03/01/2022 03:52:00.000000,0.066667,52.202759,4.285714,19.015442,235.663385,2.9044920000000003
03/01/2022 03:53:00.000000,0.0,52.286255,3.725,18.937164,241.369588,2.849805
03/01/2022 03:54:00.000000,-9999.0,52.360962,3.882143,18.872772,242.577097,2.190479
03/01/2022 03:55:00.000000,-9999.0,52.470551,4.514286,18.827606,244.380424,1.626855
03/01/2022 03:56:00.000000,5.983333,52.566406,6.789286,18.767792,260.792135,2.032227
03/01/2022 03:57:00.000000,15.116667,52.635345,6.457143,18.596741,254.103343,1.0
03/01/2022 03:58:00.000000,4.316667,52.677094,5.028571,18.608948,264.42808,2.396582
03/01/2022 03:59:00.000000,9.733333,52.658417,5.346429,18.649536,209.324756,2.593115
03/01/2022 04:00:00.000000,9.9,52.712524,7.710714,18.60376,284.528146,1.0
03/01/2022 04:01:00.000000,9.566667,52.767456,8.782143,18.5177,243.957092,2.000781
03/01/2022 04:02:00.000000,9.45,52.78009,6.614286,18.41333,283.094136,1.076904
03/01/2022 04:03:00.000000,9.55,52.792175,6.035714,18.444153,262.641024,1.0
03/01/2022 04:04:00.000000,8.966667,52.757568,4.892857,18.359924,299.899284,1.255664
03/01/2022 04:05:00.000000,8.366667,52.670776,5.321429,18.409668,312.767533,1.4706540000000001
03/01/2022 04:06:00.000000,7.266667,52.561188,5.291892,18.484589,306.811686,1.690771
03/01/2022 04:07:00.000000,6.733333,52.525757,4.035714,18.558441,272.29224,1.442285
03/01/2022 04:08:00.000000,5.433333,52.482086,4.339286,18.527771,306.148703,2.1453610000000003
03/01/2022 04:09:00.000000,4.05,52.447479,5.271429,18.71347,267.035226,1.949854
03/01/2022 04:10:00.000000,2.8,52.397217,5.881481,18.969818,192.230075,2.187061
03/01/2022 04:11:00.000000,1.85,52.418915,7.046429,19.059998,178.173573,2.575684
03/01/2022 04:12:00.000000,1.55,52.437866,7.292771,18.884216,207.662057,1.16167
03/01/2022 04:13:00.000000,0.9,52.378815,5.810714,19.038788,198.599871,3.057959
03/01/2022 04:14:00.000000,0.283333,52.144257,7.360241,19.56369,197.287893,3.901855
03/01/2022 04:15:00.000000,0.5,51.864105,7.721687,19.979492,182.967579,4.9022950000000005
03/01/2022 04:16:00.000000,3.783333,51.693268,6.553012,20.224396,181.478934,4.966553
03/01/2022 04:17:00.000000,197.916666,51.212067,11.742857,20.828186,174.49614,3.996191
03/01/2022 04:18:00.000000,376.75,50.69516,10.665,20.927826,170.460106,3.126318
03/01/2022 04:19:00.000000,382.016666,50.026642,6.177778,21.659485,168.909773,3.918262
03/01/2022 04:20:00.000000,384.066666,49.57373,7.8125,21.85968,165.060388,4.227246
03/01/2022 04:21:00.000000,383.966666,49.392181,8.122892,22.275177,172.054055,4.5481929999999995
03/01/2022 04:22:00.000000,384.1,49.303192,7.96506,22.794128,170.357142,3.393945
03/01/2022 04:23:00.000000,384.45,49.47348,10.245122,22.916656,169.074059,2.74248
03/01/2022 04:24:00.000000,385.25,50.029938,9.1,22.33728,154.534838,1.0
03/01/2022 04:25:00.000000,385.566666,49.949188,8.12561,22.676636,187.8788,1.409131
03/01/2022 04:26:00.000000,646.95,49.734131,9.6,22.726685,180.042481,2.253369
03/01/2022 04:27:00.000000,117.1,49.639923,8.689286,22.80069,172.270402,1.0
03/01/2022 04:28:00.000000,0.633333,49.734131,11.007143,22.700745,184.171998,1.566357
03/01/2022 04:29:00.000000,-9999.0,49.932434,11.985714,22.624298,179.765537,4.078564
03/01/2022 04:30:00.000000,-9999.0,50.24527,13.256627,22.36734,203.575058,2.870996
03/01/2022 04:31:00.000000,0.0,50.819305,11.682143,21.857239,210.228127,3.420947
03/01/2022 04:32:00.000000,0.0,51.04837,8.407407,21.493317,194.03619,1.2707030000000001
03/01/2022 04:33:00.000000,0.0,51.150818,8.921429,21.59494,186.049257,5.976904
03/01/2022 04:34:00.000000,0.033333,51.277435,11.610714,21.436707,193.788401,5.535303
03/01/2022 04:35:00.000000,0.1,51.284302,11.717857,21.422516,200.22626,5.573242
03/01/2022 04:36:00.000000,0.04,51.345276,9.464286,21.160217,193.780474,4.927246
03/01/2022 04:37:00.000000,40.566667,51.208496,10.5,21.173035,199.013976,2.941748
03/01/2022 04:38:00.000000,55.9,51.118958,12.87625,21.15686,193.716136,4.744384999999999
03/01/2022 04:39:00.000000,56.916667,51.038208,11.917857,21.086975,229.338294,2.75
03/01/2022 04:40:00.000000,55.833333,50.971191,10.575,21.103455,209.963177,2.233203
03/01/2022 04:41:00.000000,54.8,50.993164,13.846429,21.386505,198.873681,2.3921390000000002
03/01/2022 04:42:00.000000,53.916667,51.057434,11.522892,21.497894,193.695609,5.150781
03/01/2022 04:43:00.000000,53.05,51.157959,9.182143,21.267029,213.001097,3.863232
03/01/2022 04:44:00.000000,44.85,51.151917,12.185714,21.600586,197.082446,4.497607
03/01/2022 04:45:00.000000,54.333333,50.369141,11.746429,22.614532,175.87392,4.832568
03/01/2022 04:46:00.000000,47.75,49.267761,13.667857,24.028107,170.773419,3.085645
03/01/2022 04:47:00.000000,47.25,48.699768,13.181481,24.894501,165.987858,1.0
03/01/2022 04:48:00.000000,47.1,48.209229,9.94625,25.575348,187.030716,1.8110840000000001
03/01/2022 04:49:00.000000,46.916667,48.452301,11.221053,25.287567,197.988057,4.219043
03/01/2022 04:50:00.000000,47.133333,48.558594,12.071429,25.038238,202.417236,2.8262210000000003
03/01/2022 04:51:00.000000,47.116667,48.717896,13.21875,24.863373,204.523472,2.925684
03/01/2022 04:52:00.000000,47.18,48.928284,14.560714,24.551636,222.847354,2.083838
03/01/2022 04:53:00.000000,47.766667,49.053253,12.065854,24.426209,224.004531,1.238232
03/01/2022 04:54:00.000000,47.783333,48.976898,8.667857,24.663483,188.444386,1.162012
03/01/2022 04:55:00.000000,47.916667,48.838745,9.046429,24.877258,191.663146,2.7619629999999997
03/01/2022 04:56:00.000000,47.883333,48.884613,11.425,25.075775,203.84621,4.177686
03/01/2022 04:57:00.000000,48.4,48.738495,12.025,25.312439,196.278038,3.79624
03/01/2022 04:58:00.000000,48.583333,48.705261,9.664286,25.026489,223.384242,1.000684
03/01/2022 04:59:00.000000,48.7,48.5737,9.560714,25.062805,226.563487,1.0
03/01/2022 05:00:00.000000,48.083333,48.345459,10.357143,25.272308,229.593222,2.816309
03/01/2022 05:01:00.000000,47.816667,48.096893,17.3,25.624786,218.805357,2.6002929999999997
03/01/2022 05:02:00.000000,48.133333,47.922211,16.062195,25.983978,206.564772,3.293115
03/01/2022 05:03:00.000000,47.766667,47.752472,10.342857,26.198364,201.386333,2.486816
03/01/2022 05:04:00.000000,46.95,47.728851,11.542857,26.607452,188.509512,4.1253910000000005
03/01/2022 05:05:00.000000,49.38,47.684357,10.707143,26.831604,181.328245,2.643018
03/01/2022 05:06:00.000000,53.666667,47.521759,10.089286,26.987244,175.169321,1.399902
03/01/2022 05:07:00.000000,47.566667,47.369598,12.625,27.223755,167.637987,1.278906
03/01/2022 05:08:00.000000,47.633333,47.262482,11.735714,27.411896,155.475931,3.091455
03/01/2022 05:09:00.000000,47.433333,47.131195,10.978313,27.738434,172.353458,3.297559
03/01/2022 05:10:00.000000,46.983333,47.112244,10.2,28.157745,171.617389,4.170166
03/01/2022 05:11:00.000000,46.8,47.066925,10.66747,28.077484,173.680689,3.782568
03/01/2022 05:12:00.000000,44.533333,46.930969,11.0,28.662048,198.605872,4.615527
03/01/2022 05:13:00.000000,46.266667,46.997162,12.164286,28.910614,186.859288,6.669727
03/01/2022 05:14:00.000000,44.716667,47.104279,13.696341,28.578278,200.396181,6.354248
03/01/2022 05:15:00.000000,43.833333,47.112244,12.342857,28.610321,201.784651,5.176758
03/01/2022 05:16:00.000000,49.333333,46.961731,9.242857,28.566528,199.269962,4.310986
03/01/2022 05:17:00.000000,47.083333,46.857636,8.592857,28.737427,193.758255,5.440625
03/01/2022 05:18:00.000000,46.216667,46.79776,10.577778,28.653809,202.400861,4.991504
03/01/2022 05:19:00.000000,46.116667,46.700531,10.559494,28.842255,197.573308,4.173926
03/01/2022 05:20:00.000000,45.92,46.595062,11.367089,29.260193,199.255303,4.9217770000000005
03/01/2022 05:21:00.000000,46.05,46.569519,11.221429,29.329926,215.18428,4.5854490000000006
03/01/2022 05:22:00.000000,45.766667,46.397583,9.664286,29.415527,219.627823,4.27749
03/01/2022 05:23:00.000000,45.583333,46.124298,10.432143,29.657074,220.303298,4.222461
03/01/2022 05:24:00.000000,45.583333,46.09491,10.160714,29.873596,228.090544,4.1828129999999994
03/01/2022 05:25:00.000000,45.516667,45.98175,7.270588,30.124146,237.46882,3.404199
03/01/2022 05:26:00.000000,45.95,45.803223,7.967857,30.553528,237.109364,4.696875
03/01/2022 05:27:00.000000,62.616667,45.666718,9.446429,30.815979,238.060683,4.454541
03/01/2022 05:28:00.000000,44.05,45.610687,11.385366,31.130615,234.358078,4.395068
03/01/2022 05:29:00.000000,52.55,45.605743,11.385714,31.341644,230.359266,4.668506
03/01/2022 05:30:00.000000,43.933333,45.564545,11.828571,31.432587,224.756817,4.238184
03/01/2022 05:31:00.000000,46.58,45.595581,14.035714,31.634003,237.629379,3.0125
03/01/2022 05:32:00.000000,48.066667,45.559875,15.25,31.641022,237.179489,1.249512
03/01/2022 05:33:00.000000,47.133333,45.490387,13.907317,31.612183,232.383921,4.5399899999999995
03/01/2022 05:34:00.000000,46.7,45.560974,9.957143,31.576324,229.623067,5.31416
03/01/2022 05:35:00.000000,46.466667,45.492584,9.439286,31.476837,223.272709,6.231543
03/01/2022 05:36:00.000000,46.283333,45.363495,10.6,31.527649,230.651509,5.93623
03/01/2022 05:37:00.000000,45.416667,45.322021,9.903571,31.688477,229.398953,5.184961
03/01/2022 05:38:00.000000,44.916667,45.237152,9.353571,31.824127,231.038793,4.177686
03/01/2022 05:39:00.000000,44.583333,45.141846,7.915663,31.990601,238.466979,5.353125
03/01/2022 05:40:00.000000,45.666667,45.038025,7.63012,32.347961,231.604901,3.087354
03/01/2022 05:41:00.000000,47.38,44.955078,7.375,32.397552000000005,230.903782,2.22124
03/01/2022 05:42:00.000000,42.216667,44.896851,7.417857,32.364288,236.480901,3.395313
03/01/2022 05:43:00.000000,46.1,45.018524,8.728571,32.243896,235.270141,1.469287
03/01/2022 05:44:00.000000,42.683333,45.156128,8.588525,32.033478,226.45102,3.083594
03/01/2022 05:45:00.000000,44.1,45.127014,11.889286,31.908356,226.205146,2.888428
03/01/2022 05:46:00.000000,44.3,45.201721,12.535714,31.761108,218.131256,3.100684
03/01/2022 05:47:00.000000,44.1,45.259949,12.382143,31.598145,219.915265,3.415137
03/01/2022 05:48:00.000000,43.816667,45.23056,11.8425,31.486298,222.782669,3.555615
03/01/2022 05:49:00.000000,40.383333,45.198425,14.315789,31.560913,205.630576,3.944922
03/01/2022 05:50:00.000000,48.283333,45.211609,14.074074,31.478058,204.860189,5.40542
03/01/2022 05:51:00.000000,41.6,45.268188,9.390361,31.436096,204.237425,6.736719
03/01/2022 05:52:00.000000,42.066667,45.191559,7.932143,31.437164,206.799796,6.919922
03/01/2022 05:53:00.000000,41.816667,45.023193,7.592857,31.538635,206.919183,6.387402
03/01/2022 05:54:00.000000,41.766667,44.815277,7.44875,31.81955,204.378351,6.650244
03/01/2022 05:55:00.000000,41.3,44.742218,7.507143,32.150054999999995,209.423985,6.65332
03/01/2022 05:56:00.000000,40.86,44.641144,8.873684,32.312561,201.591385,7.044678
03/01/2022 05:57:00.000000,35.216667,44.531006,8.996429,32.541595,214.460689,6.84541
03/01/2022 05:58:00.000000,45.316667,44.422516,13.871429,32.581726,220.727029,5.47002
03/01/2022 05:59:00.000000,39.5,44.418945,13.075,32.671752999999995,223.142188,6.08833
03/01/2022 06:00:00.000000,38.583333,44.418945,8.414286,32.730194,230.376546,6.331006
03/01/2022 06:01:00.000000,45.283333,44.36731,7.653846,32.88324,243.327678,5.429346
03/01/2022 06:02:00.000000,38.2,44.144287,6.8,33.043304,246.087922,5.767725
03/01/2022 06:03:00.000000,38.683333,44.014099,6.18125,33.171326,238.421621,5.568115
03/01/2022 06:04:00.000000,38.816667,43.911926,6.011688,33.34726,232.586743,5.693896
03/01/2022 06:05:00.000000,38.916667,44.030304,5.175,33.072906,223.577001,6.487891
03/01/2022 06:06:00.000000,38.383333,44.194275,5.23012,32.858978,224.442149,6.172412
03/01/2022 06:07:00.000000,37.7,44.25058,5.373239,32.762848000000005,220.610997,6.083545
03/01/2022 06:08:00.000000,36.916667,44.37912,6.025,32.558228,220.042443,6.474219
03/01/2022 06:09:00.000000,35.7,44.482391,7.768293,32.257629,216.892943,7.160205
03/01/2022 06:10:00.000000,35.02,44.490631,6.931707,32.209869,215.396258,8.622754
03/01/2022 06:11:00.000000,33.3,44.295349,5.707143,32.462554999999995,210.878732,9.276611
03/01/2022 06:12:00.000000,32.083333,44.034149,6.114634,32.922302,208.610675,10.653711
03/01/2022 06:13:00.000000,31.233333,43.802887,7.310714,33.391663,209.725382,8.053662
03/01/2022 06:14:00.000000,30.633333,43.694672,6.385714,33.712708,212.167119,7.570361
03/01/2022 06:15:00.000000,30.733333,43.618042,4.357831,33.928925,204.395632,8.476807
03/01/2022 06:16:00.000000,49.5,43.440063,6.49759,34.395996,205.487768,7.59668
03/01/2022 06:17:00.000000,38.12,43.269226,7.725,34.713226,204.538749,6.848145
03/01/2022 06:18:00.000000,32.35,43.313446,5.51875,34.69278,202.22735,8.184229
03/01/2022 06:19:00.000000,38.916667,43.263183,6.360241,34.804016,197.906837,8.925244
03/01/2022 06:20:00.000000,38.316667,43.158539,5.903571,34.893585,200.043833,9.025391
03/01/2022 06:21:00.000000,37.283333,43.033295,5.178571,35.083862,203.414936,8.861328
03/01/2022 06:22:00.000000,36.333333,42.967926,5.717857,35.212646,199.303436,9.060596
03/01/2022 06:23:00.000000,35.15,42.895416,6.103571,35.47464,199.146849,8.775537
03/01/2022 06:24:00.000000,33.866667,42.774841,5.514286,35.853973,195.859767,8.665479000000001
03/01/2022 06:25:00.000000,32.783333,42.674866,5.632143,36.169983,192.093016,8.172949
03/01/2022 06:26:00.000000,32.133333,42.559509,5.712195,36.453644,191.532412,7.472266
03/01/2022 06:27:00.000000,32.0,42.562256,5.114286,36.607147,192.237847,6.550781
03/01/2022 06:28:00.000000,32.15,42.532593,5.744444,36.766144,190.890965,6.805078
03/01/2022 06:29:00.000000,32.916667,42.592743,6.314286,36.570984,199.54089,6.560352
03/01/2022 06:30:00.000000,33.366667,42.749023,6.128916,36.282593,205.621965,5.763623
03/01/2022 06:31:00.000000,35.7,42.765778,8.317857,36.368347,193.99587,6.235986
03/01/2022 06:32:00.000000,46.166667,42.650696,6.964286,36.531769,191.724424,5.790283
03/01/2022 06:33:00.000000,44.533333,42.6474,5.882143,36.449829,187.795402,7.352979
03/01/2022 06:34:00.000000,37.683333,42.688049,8.63012,36.339355,191.673576,7.791162
03/01/2022 06:35:00.000000,37.183333,42.713043,9.128395,36.142059,196.968901,7.24873
03/01/2022 06:36:00.000000,38.916667,42.742981,6.282143,35.914398,200.122269,7.033398
03/01/2022 06:37:00.000000,38.15,42.780334,4.707595,35.88739,200.282287,6.330664
03/01/2022 06:38:00.000000,37.4,42.822083,5.629268,35.779205,206.977509,6.789355
03/01/2022 06:39:00.000000,36.716667,42.807526,5.480488,35.6875,211.575196,5.790625
03/01/2022 06:40:00.000000,34.016667,42.855042,6.171429,35.558716,213.847389,6.151221
03/01/2022 06:41:00.000000,44.68,42.894043,6.725,35.39743,205.051818,6.018945
03/01/2022 06:42:00.000000,32.75,42.859985,5.810714,35.23172,209.156113,7.034082
03/01/2022 06:43:00.000000,30.7,42.802582,4.764286,35.263,208.952782,7.862598
03/01/2022 06:44:00.000000,30.2,42.621582,4.942857,35.691315,199.699415,7.23335
03/01/2022 06:45:00.000000,32.15,42.509796,5.392857,35.832916,196.292125,8.233105
03/01/2022 06:46:00.000000,41.5,42.482056,5.3,35.829407,199.186226,7.836621
03/01/2022 06:47:00.000000,31.083333,42.479584,4.451807,35.881439,197.76768,8.054687999999999
03/01/2022 06:48:00.000000,30.983333,42.546875,4.944444,35.691772,202.454559,8.561572
03/01/2022 06:49:00.000000,30.35,42.662231,5.363158,35.370575,204.138331,8.607372999999999
03/01/2022 06:50:00.000000,30.033333,42.736664,4.396203,34.917694,204.060779,10.875537
03/01/2022 06:51:00.000000,29.116667,42.712769,3.749351,34.69873,205.957865,10.606543
03/01/2022 06:52:00.000000,27.9,42.629547,3.707407,34.723907,199.774387,9.810498
03/01/2022 06:53:00.000000,27.416667,42.537537,3.685714,34.754883,198.910977,9.595166
03/01/2022 06:54:00.000000,28.4,42.46228,5.642857,35.070282,197.238154,9.494336
03/01/2022 06:55:00.000000,29.133333,42.504578,6.160714,34.926086,196.823818,9.190137
03/01/2022 06:56:00.000000,23.816667,42.458984,4.25,35.065552,195.396823,8.913281
03/01/2022 06:57:00.000000,23.916667,42.54303,3.278571,34.879242,196.915699,10.156738
03/01/2022 06:58:00.000000,24.233333,42.579834,5.303571,34.962097,195.171784,9.068457
03/01/2022 06:59:00.000000,25.433333,42.596588,5.338554,34.909302,197.480943,9.523047
03/01/2022 07:00:00.000000,27.033333,42.65097,3.439286,34.75,201.601561,8.778271
03/01/2022 07:01:00.000000,29.05,42.779681,3.835714,34.365304,206.859986,7.941406
03/01/2022 07:02:00.000000,30.8,42.95639,4.755696,34.058167,210.185969,9.204834
03/01/2022 07:03:00.000000,32.233333,43.1091,5.409756,33.660828,207.340247,9.632422
03/01/2022 07:04:00.000000,33.966667,43.182159,6.617857,33.606812,220.667379,6.419189
03/01/2022 07:05:00.000000,35.716667,43.081909,5.678571,33.628632,220.74552,4.812744
03/01/2022 07:06:00.000000,44.6,42.914368,3.457143,33.762604,222.027544,6.121826
03/01/2022 07:07:00.000000,40.866667,42.835266,3.945,33.744141,213.173833,4.731055
03/01/2022 07:08:00.000000,39.416667,42.833344,5.55,33.790375,205.736731,5.184277
03/01/2022 07:09:00.000000,39.016667,42.84845,5.503571,33.644043,201.362416,6.842334
03/01/2022 07:10:00.000000,37.916667,42.809448,3.828571,33.585144,203.539301,7.203955
03/01/2022 07:11:00.000000,36.516667,42.710022,4.185714,33.630768,206.407032,6.827979
03/01/2022 07:12:00.000000,34.6,42.664703,4.76988,33.671051,207.333034,7.748096
03/01/2022 07:13:00.000000,32.15,42.722931,4.724096,33.645569,196.186033,8.284033
03/01/2022 07:14:00.000000,29.68,42.638611,4.516867,33.884827,197.701405,8.017773
03/01/2022 07:15:00.000000,27.183333,42.664154,4.535714,33.613831,198.166433,8.64668
03/01/2022 07:16:00.000000,24.85,42.750122,4.625,33.293549,198.388045,8.879785
