InstrumentName, NJH,
StartTime, 2022-03-01 00:00:00,
EndTime, 2022-03-31 23:59:59,
Date,81102,PM2.5 - Local Conditions
03/01/2022 02:16:00.000000,41.921399,6.512974
03/01/2022 02:17:00.000000,39.666921,6.339574
03/01/2022 02:18:00.000000,41.01504,6.306304
03/01/2022 02:19:00.000000,42.894901,6.274772
03/01/2022 02:20:00.000000,42.036026,6.170964
03/01/2022 02:21:00.000000,41.516344,6.094319
03/01/2022 02:22:00.000000,41.423948,6.084685
03/01/2022 02:23:00.000000,43.810794,5.890123
03/01/2022 02:24:00.000000,43.816008,5.794106
03/01/2022 02:25:00.000000,41.048375,5.724778
03/01/2022 02:26:00.000000,42.099004,5.680559
03/01/2022 02:27:00.000000,44.971787,5.7033
03/01/2022 02:28:00.000000,44.879671,5.900862
03/01/2022 02:29:00.000000,39.019228,5.873647
03/01/2022 02:30:00.000000,36.142908,5.862224
03/01/2022 02:31:00.000000,36.130422,5.908916
03/01/2022 02:32:00.000000,36.344453,5.900968
03/01/2022 02:33:00.000000,34.641583,5.813373
03/01/2022 02:34:00.000000,32.24115,5.890387
03/01/2022 02:35:00.000000,32.040974,5.984141
03/01/2022 02:36:00.000000,32.424242,6.009461
03/01/2022 02:37:00.000000,30.765109,6.0202
03/01/2022 02:38:00.000000,27.052198,6.040256
03/01/2022 02:39:00.000000,26.570514,5.94924
03/01/2022 02:40:00.000000,26.631738,5.932763
03/01/2022 02:41:00.000000,28.486032,5.978034
03/01/2022 02:42:00.000000,29.637587,6.002881
03/01/2022 02:43:00.000000,29.332516,5.986983
03/01/2022 02:44:00.000000,31.023897,6.066314
03/01/2022 02:45:00.000000,30.700633,6.075526
03/01/2022 02:46:00.000000,29.77779,5.998354
03/01/2022 02:47:00.000000,32.258644,6.040625
03/01/2022 02:48:00.000000,31.873824,6.12185
03/01/2022 02:49:00.000000,32.068651,6.143749
03/01/2022 02:50:00.000000,32.824746,6.222447
03/01/2022 02:51:00.000000,33.021288,6.252558
03/01/2022 02:52:00.000000,30.487822,6.17765
03/01/2022 02:53:00.000000,30.763638,6.096003
03/01/2022 02:54:00.000000,31.048272,6.044836
03/01/2022 02:55:00.000000,30.170696,5.958399
03/01/2022 02:56:00.000000,30.668847,5.906863
03/01/2022 02:57:00.000000,30.812654,5.873173
03/01/2022 02:58:00.000000,29.183998,5.765048
03/01/2022 02:59:00.000000,28.597564,5.607546
03/01/2022 03:00:00.000000,30.347818,5.566223
03/01/2022 03:01:00.000000,31.271118,5.431619
03/01/2022 03:02:00.000000,29.975508,5.331285
03/01/2022 03:03:00.000000,30.597444,5.319283
03/01/2022 03:04:00.000000,28.926259,5.316493
03/01/2022 03:05:00.000000,27.703913,5.244269
03/01/2022 03:06:00.000000,26.821303,5.273696
03/01/2022 03:07:00.000000,27.767179,5.409089
03/01/2022 03:08:00.000000,29.409972,5.51574
03/01/2022 03:09:00.000000,31.448738,5.667504
03/01/2022 03:10:00.000000,32.069373,5.701142
03/01/2022 03:11:00.000000,30.297688,5.629129
03/01/2022 03:12:00.000000,32.628473,5.847432
03/01/2022 03:13:00.000000,38.75634,6.008935
03/01/2022 03:14:00.000000,42.221416,6.101267
03/01/2022 03:15:00.000000,45.796313,6.322571
03/01/2022 03:16:00.000000,48.183464,6.458911
03/01/2022 03:17:00.000000,50.103724,6.537346
03/01/2022 03:18:00.000000,49.878016,6.460859
03/01/2022 03:19:00.000000,49.020811,6.345259
03/01/2022 03:20:00.000000,45.418121,6.134694
03/01/2022 03:21:00.000000,44.204981,6.075052
03/01/2022 03:22:00.000000,43.106618,5.968927
03/01/2022 03:23:00.000000,40.191658,5.696351
03/01/2022 03:24:00.000000,35.454082,5.487156
03/01/2022 03:25:00.000000,30.527514,5.370029
03/01/2022 03:26:00.000000,27.054727,5.078766
03/01/2022 03:27:00.000000,26.940061,4.969693
03/01/2022 03:28:00.000000,34.32044,4.90326
03/01/2022 03:29:00.000000,35.692405,4.941583
03/01/2022 03:30:00.000000,35.185266,5.009753
03/01/2022 03:31:00.000000,36.885092,5.107981
03/01/2022 03:32:00.000000,38.903628,5.167097
03/01/2022 03:33:00.000000,40.758101,5.259114
03/01/2022 03:34:00.000000,41.667727,5.329706
03/01/2022 03:35:00.000000,41.457745,5.34334
03/01/2022 03:36:00.000000,42.995379,5.452728
03/01/2022 03:37:00.000000,44.308126,5.625128
03/01/2022 03:38:00.000000,44.27823,5.67619
03/01/2022 03:39:00.000000,38.011952,5.636656
03/01/2022 03:40:00.000000,35.338801,5.572013
03/01/2022 03:41:00.000000,34.561499,5.498158
03/01/2022 03:42:00.000000,33.660811,5.44778
03/01/2022 03:43:00.000000,33.323239,5.467731
03/01/2022 03:44:00.000000,32.918192,5.51874
03/01/2022 03:45:00.000000,32.027615,5.486208
03/01/2022 03:46:00.000000,30.378868,5.550536
03/01/2022 03:47:00.000000,29.015128,5.447043
03/01/2022 03:48:00.000000,27.518892,5.299016
03/01/2022 03:49:00.000000,26.66289,5.294857
03/01/2022 03:50:00.000000,25.08418,5.301806
03/01/2022 03:51:00.000000,24.405132,5.237584
03/01/2022 03:52:00.000000,23.538168,5.181311
03/01/2022 03:53:00.000000,22.941661,5.244111
03/01/2022 03:54:00.000000,21.600351,5.185996
03/01/2022 03:55:00.000000,21.030163,5.168413
03/01/2022 03:56:00.000000,21.178312,5.160623
03/01/2022 03:57:00.000000,22.083581,5.160043
03/01/2022 03:58:00.000000,22.11488,5.212264
03/01/2022 03:59:00.000000,23.735887,5.217843
03/01/2022 04:00:00.000000,24.83907,5.147568
03/01/2022 04:01:00.000000,23.955792,5.073805
03/01/2022 04:02:00.000000,23.282898,5.078187
03/01/2022 04:03:00.000000,23.517179,5.095242
03/01/2022 04:04:00.000000,23.619476,5.028335
03/01/2022 04:05:00.000000,24.608295,5.060289
03/01/2022 04:06:00.000000,24.085175,5.10177
03/01/2022 04:07:00.000000,27.456236,5.237373
03/01/2022 04:08:00.000000,27.997815,5.28475
03/01/2022 04:09:00.000000,28.965516,5.295068
03/01/2022 04:10:00.000000,29.625556,5.405772
03/01/2022 04:11:00.000000,30.383677,5.528163
03/01/2022 04:12:00.000000,31.681234,5.631656
03/01/2022 04:13:00.000000,34.117407,5.794527
03/01/2022 04:14:00.000000,34.984048,5.887123
03/01/2022 04:15:00.000000,35.329288,6.024516
03/01/2022 04:16:00.000000,34.478448,6.081
03/01/2022 04:17:00.000000,35.596345,6.120797
03/01/2022 04:18:00.000000,31.281992,6.04373
03/01/2022 04:19:00.000000,32.40104,6.130746
03/01/2022 04:20:00.000000,34.815417,6.313411
03/01/2022 04:21:00.000000,33.560562,6.467966
