InstrumentName, Northfield HS New (A9C1WMD6),,,,,,,,,
StartTime, 2022-03-01 00:00:00,,,,,,,,,
EndTime, 2022-03-31 23:59:59,,,,,,,,,
Date,no2Conc,pm10ConcMass,pm10ConcNum,pm1ConcMass,pm1ConcNum,pm2_5ConcMass,pm2_5ConcMass_p,pm2_5ConcNum,relHumid,temperature
03/01/2022 00:02:42.000000,24.82,4.12,4.39,0.81,4.19,2.96,7.197,4.31,19.91,17.39
03/01/2022 00:19:53.000000,26.4,2.55,3.33,0.39,3.16,1.75,6.732,3.27,20.48,17.01
03/01/2022 00:37:05.000000,22.41,1.54,2.38,0.0,2.25,1.54,6.74,2.33,18.73,16.37
03/01/2022 00:54:16.000000,19.04,1.17,1.4,0.0,1.25,1.17,6.474,1.34,20.2,14.92
03/01/2022 01:11:27.000000,22.36,3.81,2.84,0.19,2.64,2.54,6.823,2.76,21.49,13.57
03/01/2022 01:28:38.000000,26.33,3.54,4.02,1.0,3.82,3.54,7.064,3.96,22.67,12.56
03/01/2022 01:45:49.000000,23.31,2.15,1.64,0.0,1.5,1.77,6.412,1.58,22.99,11.97
03/01/2022 02:03:01.000000,32.97,9.42,5.84,2.19,5.44,6.35,7.885,5.73,24.41,11.23
03/01/2022 02:20:12.000000,29.54,3.33,2.47,0.39,2.3,2.36,6.462,2.4,24.82,10.7
03/01/2022 02:37:24.000000,32.03,3.38,2.83,0.62,2.69,2.73,6.513,2.77,25.82,10.2
03/01/2022 02:54:35.000000,27.57,7.31,4.36,1.23,4.03,4.73,7.151,4.26,26.39,9.62
03/01/2022 03:11:47.000000,26.82,5.15,3.45,1.0,3.24,4.12,6.811,3.37,28.17,8.96
03/01/2022 03:28:59.000000,28.16,4.91,3.08,0.81,2.89,3.17,6.396,3.01,29.18,8.19
03/01/2022 03:46:11.000000,33.39,5.15,2.93,0.62,2.7,3.35,6.474,2.84,28.66,7.77
03/01/2022 04:03:22.000000,40.94,8.55,5.02,1.45,4.61,6.19,7.357,4.91,30.3,7.71
03/01/2022 04:20:34.000000,45.83,13.96,7.23,3.38,6.68,9.04,8.195,7.09,32.52,7.27
03/01/2022 04:37:46.000000,48.13,11.27,6.67,3.04,6.28,7.58,7.693,6.53,32.33,7.02
03/01/2022 04:54:58.000000,46.61,11.69,7.65,3.62,7.14,10.04,8.335,7.54,35.58,6.57
03/01/2022 05:12:10.000000,47.56,11.31,7.49,3.81,7.02,9.15,7.939,7.4,36.6,5.79
03/01/2022 05:29:22.000000,45.56,10.05,7.44,4.19,7.01,9.08,7.804,7.36,38.18,5.29
03/01/2022 05:46:33.000000,41.21,9.31,6.06,2.0,5.7,7.58,7.31,6.0,37.67,5.14
03/01/2022 06:03:46.000000,38.56,10.04,6.14,2.42,5.78,7.35,7.212,6.06,37.88,4.96
03/01/2022 06:20:57.000000,37.38,8.92,6.36,3.38,5.99,7.46,7.191,6.26,38.87,4.94
03/01/2022 06:38:10.000000,33.06,9.08,6.62,3.0,6.2,8.42,7.548,6.53,38.45,4.97
03/01/2022 06:55:22.000000,28.58,7.61,4.45,1.64,4.26,4.64,6.258,4.37,38.16,4.96
03/01/2022 07:12:34.000000,25.81,7.12,3.3,0.81,3.02,4.54,6.285,3.2,37.08,4.9
03/01/2022 07:29:46.000000,24.91,4.73,3.62,0.81,3.37,3.77,6.041,3.54,36.7,4.88
03/01/2022 07:46:58.000000,27.66,5.31,3.63,1.19,3.36,4.5,6.232,3.54,37.63,4.72
03/01/2022 08:04:10.000000,21.34,4.12,2.0,0.0,1.83,3.12,5.774,1.92,37.23,4.59
03/01/2022 08:21:22.000000,20.69,4.11,2.54,0.58,2.32,3.52,5.915,2.45,37.09,4.43
03/01/2022 08:38:33.000000,21.08,6.5,2.45,0.19,2.27,3.88,5.989,2.37,37.88,4.32
03/01/2022 08:55:45.000000,21.99,3.69,2.33,0.23,2.15,3.69,5.942,2.26,37.54,4.28
03/01/2022 09:12:57.000000,19.37,3.31,2.29,0.0,2.13,2.92,5.705,2.24,37.13,4.42
03/01/2022 09:30:09.000000,16.69,2.77,2.01,0.0,1.86,2.73,5.659,1.93,36.66,4.19
03/01/2022 09:47:21.000000,14.63,1.75,1.43,0.0,1.32,1.75,5.43,1.37,35.01,4.53
03/01/2022 10:04:33.000000,16.25,2.31,1.13,0.0,1.01,1.54,5.395,1.06,34.47,4.7
03/01/2022 10:21:45.000000,14.81,2.69,1.49,0.0,1.38,1.92,5.554,1.42,34.08,4.83
03/01/2022 10:38:57.000000,14.56,3.5,1.59,0.0,1.47,2.15,5.658,1.5,33.75,4.96
03/01/2022 10:56:09.000000,20.71,3.54,1.8,0.23,1.62,2.54,5.773,1.74,34.08,4.96
03/01/2022 11:13:21.000000,19.99,3.33,1.38,0.0,1.25,2.55,5.746,1.29,34.47,4.73
03/01/2022 11:30:33.000000,20.83,2.88,1.59,0.0,1.48,1.54,5.341,1.53,35.29,4.55
03/01/2022 11:47:44.000000,28.54,3.08,1.89,0.0,1.73,2.88,5.678,1.82,37.2,4.16
03/01/2022 12:04:56.000000,27.57,2.77,1.91,0.0,1.8,2.54,5.489,1.83,38.3,3.98
03/01/2022 12:22:08.000000,22.29,2.5,1.39,0.0,1.26,1.73,5.269,1.32,37.3,4.0
03/01/2022 12:39:20.000000,24.53,4.69,2.17,0.0,1.99,2.94,5.678,2.09,37.45,4.0
03/01/2022 12:56:32.000000,22.35,2.54,1.82,0.23,1.68,2.54,5.567,1.76,37.0,4.01
03/01/2022 13:13:45.000000,29.84,3.69,1.74,0.0,1.55,2.73,5.572,1.65,37.99,3.97
03/01/2022 13:30:57.000000,30.62,2.62,1.55,0.0,1.43,2.35,5.402,1.48,38.53,3.77
03/01/2022 13:48:09.000000,39.33,3.88,2.04,0.0,1.89,3.12,5.726,1.97,38.56,3.71
03/01/2022 14:05:22.000000,32.86,2.92,2.28,0.0,2.14,2.73,5.639,2.22,37.82,3.81
03/01/2022 14:22:34.000000,34.23,5.88,3.59,0.81,3.39,4.72,6.3,3.54,38.55,4.26
03/01/2022 14:39:46.000000,32.0,5.96,3.52,1.0,3.33,4.88,6.645,3.42,34.91,6.12
03/01/2022 14:56:59.000000,25.17,3.58,2.81,0.62,2.66,2.73,6.235,2.75,30.49,7.92
03/01/2022 15:14:10.000000,23.61,2.73,1.79,0.23,1.61,2.54,6.26,1.72,29.77,9.18
03/01/2022 15:31:22.000000,18.08,3.69,2.21,0.0,2.09,2.54,6.47,2.15,27.01,10.33
03/01/2022 15:48:34.000000,21.77,5.15,2.73,0.42,2.48,3.19,6.672,2.63,27.86,11.12
03/01/2022 16:05:46.000000,19.28,3.69,2.65,0.19,2.46,3.12,6.737,2.56,26.87,11.91
03/01/2022 16:22:58.000000,19.44,3.92,2.55,0.19,2.33,2.54,6.592,2.44,26.69,13.11
03/01/2022 16:40:09.000000,20.69,3.08,2.42,0.38,2.24,2.31,6.648,2.35,25.02,14.06
03/01/2022 16:57:21.000000,19.76,4.19,3.07,0.58,2.86,2.94,6.962,2.96,24.1,15.14
03/01/2022 17:14:32.000000,15.56,3.46,2.16,0.19,1.95,2.12,6.739,2.09,23.56,15.9
03/01/2022 17:31:43.000000,8.17,1.54,1.67,0.0,1.52,1.15,6.662,1.61,19.84,16.8
03/01/2022 17:48:55.000000,6.71,1.15,1.43,0.0,1.28,1.15,6.675,1.38,20.03,17.47
03/01/2022 18:06:06.000000,11.17,1.58,1.49,0.0,1.35,1.15,6.742,1.42,19.29,18.05
03/01/2022 18:23:17.000000,14.84,1.17,1.57,0.0,1.44,1.17,6.762,1.51,19.54,18.83
03/01/2022 18:40:28.000000,14.46,1.54,1.22,0.0,1.14,0.96,6.785,1.16,18.31,19.41
03/01/2022 18:57:39.000000,4.31,0.96,1.52,0.0,1.38,0.96,6.991,1.44,15.1,19.72
03/01/2022 19:14:50.000000,5.34,1.15,1.35,0.0,1.24,1.15,7.049,1.29,15.43,20.05
03/01/2022 19:32:01.000000,13.54,1.36,1.49,0.0,1.36,1.17,7.001,1.42,16.49,20.3
03/01/2022 19:49:12.000000,10.69,1.15,1.28,0.0,1.15,1.15,7.071,1.21,15.37,20.54
03/01/2022 20:06:23.000000,13.78,1.17,1.38,0.0,1.27,1.17,6.999,1.32,16.8,20.74
03/01/2022 20:23:34.000000,13.05,0.97,1.14,0.0,1.02,0.97,7.077,1.08,14.51,20.97
03/01/2022 20:40:45.000000,11.53,1.17,1.12,0.0,0.99,0.97,7.109,1.03,14.25,21.42
03/01/2022 20:57:55.000000,13.86,1.19,1.07,0.0,0.95,1.15,7.177,1.01,14.39,21.8
03/01/2022 21:15:06.000000,11.15,0.97,0.79,0.0,0.7,0.97,7.182,0.73,13.52,22.2
03/01/2022 21:32:17.000000,8.67,0.96,1.01,0.0,0.93,0.96,7.163,0.94,14.13,22.78
