"","model_name","EVAL_SITE","CORR_SITE","MAX","MIN","MEDIAN","AVG","STDEV","NROWS"
"1","wide_Bruce Randolph (CS19) CAMP State Site lm met","wide_Bruce Randolph (CS19).csv","CAMP State Site lm met",119.499922639191,1.57964257309323,8.59687654652195,11.2624260039245,6.72988724161605,79716
"2","wide_CEC Early College (CS31) CAMP State Site lm met","wide_CEC Early College (CS31).csv","CAMP State Site lm met",45.8561820278316,3.49357839759488,8.6142925259281,10.7092903606667,5.50712158039914,31035
"3","wide_Centennial (CS12) CAMP State Site lm met","wide_Centennial (CS12).csv","CAMP State Site lm met",55.8323250397518,2.3245833589056,8.22059840479262,10.1102795476126,5.12916848922915,55698
"4","wide_College View Elem (A2JCKC55_2.3) CAMP State Site lm met","wide_College View Elem (A2JCKC55_2.3).csv","CAMP State Site lm met",113.999008883217,2.00946863205409,7.90642915656386,10.7312599971347,7.54024885956948,62312
"5","wide_Collegiate Prep (CS33) CAMP State Site lm met","wide_Collegiate Prep (CS33).csv","CAMP State Site lm met",42.6680343271538,2.96479669878522,7.93545831557042,9.74449043342808,5.00264595310723,30385
"6","wide_Columbian Elem (CS23) CAMP State Site lm met","wide_Columbian Elem (CS23).csv","CAMP State Site lm met",120.168382707354,2.83789893918652,9.24368930748807,11.7722530637697,6.8827122369455,110010
"7","wide_Columbine Elem (CS22) CAMP State Site lm met","wide_Columbine Elem (CS22).csv","CAMP State Site lm met",111.227195192618,2.83922067895964,8.07177310428845,10.3509125268055,5.99352344925185,118224
"8","wide_Denver Montessori High (CS27) CAMP State Site lm met","wide_Denver Montessori High (CS27).csv","CAMP State Site lm met",104.809872136313,2.33843401630227,8.34952201611297,10.476584636434,5.89511697530241,116358
"9","wide_Emily Griffith HS (CS28) CAMP State Site lm met","wide_Emily Griffith HS (CS28).csv","CAMP State Site lm met",34.7402190417175,3.54272182595058,8.01292144223611,9.63800310010514,4.66830297838074,39636
"10","wide_Farrell B Howell (CS25) CAMP State Site lm met","wide_Farrell B Howell (CS25).csv","CAMP State Site lm met",131.198046627486,2.25779939431516,8.06195065411981,10.3989118910947,6.26052889327207,120534
"11","wide_Garden Place (CS8) CAMP State Site lm met","wide_Garden Place (CS8).csv","CAMP State Site lm met",113.976000124242,1.02195667857108,8.13616822405671,10.2176732510748,6.23993480863359,134472
"12","wide_Gust (CS15) CAMP State Site lm met","wide_Gust (CS15).csv","CAMP State Site lm met",102.877376627496,2.51878200022172,7.81302758872642,9.78792507018748,5.4214527141861,135468
"13","wide_JFK High School (AKLZ678D_3.2) CAMP State Site lm met","wide_JFK High School (AKLZ678D_3.2).csv","CAMP State Site lm met",112.087729494309,1.10874402514886,8.30891554572839,10.9609845859086,7.15260499637364,29880
"14","wide_Joe Shoemaker (CS21) CAMP State Site lm met","wide_Joe Shoemaker (CS21).csv","CAMP State Site lm met",107.779947202629,2.04837170542915,7.57587172550818,9.85069842848131,5.93295220559734,120588
"15","wide_Manual HS (CS9) CAMP State Site lm met","wide_Manual HS (CS9).csv","CAMP State Site lm met",102.39329426112,0.602155190360854,7.26389724740762,9.15230693092905,6.14104674225215,115344
"16","wide_Merrill Middle School (CJ_002) CAMP State Site lm met","wide_Merrill Middle School (CJ_002).csv","CAMP State Site lm met",39.0417277718377,2.04285050053648,7.5090615149385,8.9851689285612,4.59956490609352,18085
"17","wide_MLK HS (CS32) CAMP State Site lm met","wide_MLK HS (CS32).csv","CAMP State Site lm met",49.1777876093421,2.6882632712193,7.67857025839952,9.51711266116445,5.11366185067671,30955
"18","wide_MSLA (CS34) CAMP State Site lm met","wide_MSLA (CS34).csv","CAMP State Site lm met",36.1696883445438,3.60692295131015,8.62514907291128,10.6740691911277,5.42893776197356,18055
"19","wide_Newlon Elementary (CJ_001) CAMP State Site lm met","wide_Newlon Elementary (CJ_001).csv","CAMP State Site lm met",45.0453062154918,2.46566307277257,7.80293138129211,9.65643949825176,5.02348810784531,17725
"20","wide_Northeast Early (CS10) CAMP State Site lm met","wide_Northeast Early (CS10).csv","CAMP State Site lm met",117.732622063762,0.99916309811857,8.33774399155636,10.2277908334787,5.81343524028922,133878
"21","wide_Northfield HS (A88W8NWB_3.4) CAMP State Site lm met","wide_Northfield HS (A88W8NWB_3.4).csv","CAMP State Site lm met",108.030716875344,2.55919383206113,8.38735405515239,11.1609462313582,7.13110250232956,30848
"22","wide_Palmer Elementary (AFL5CTX2_2.1) CAMP State Site lm met","wide_Palmer Elementary (AFL5CTX2_2.1).csv","CAMP State Site lm met",45.7070631795291,2.25786941351765,7.61541773439954,9.63540780322565,5.55724306631852,34820
"23","wide_Prep Academy (CS17) CAMP State Site lm met","wide_Prep Academy (CS17).csv","CAMP State Site lm met",111.872494741126,2.3145939360187,8.29375534671603,10.5437969147506,6.15027603302409,130680
"24","wide_Sabin (CS11) CAMP State Site lm met","wide_Sabin (CS11).csv","CAMP State Site lm met",110.497982055015,0.881905136126891,6.98655604872483,8.88559026691748,5.98843597256748,122688
"25","wide_Sandra Todd-Williams Academy (CJ_004) CAMP State Site lm met","wide_Sandra Todd-Williams Academy (CJ_004).csv","CAMP State Site lm met",22.2223067460239,2.18551228035467,7.4473214458324,7.97918493298593,2.9534299193633,3720
"26","wide_South High (CS18) CAMP State Site lm met","wide_South High (CS18).csv","CAMP State Site lm met",109.55332168974,2.2560026996093,8.31492347371565,10.611015164993,6.07742419722701,125838
"27","wide_STRIVE Prep Kepner (AWCJB9CN_2.2) CAMP State Site lm met","wide_STRIVE Prep Kepner (AWCJB9CN_2.2).csv","CAMP State Site lm met",49.3366841496452,2.92504663635518,8.07733964910157,10.3007187076117,5.93717519949769,13492
"28","wide_STRIVE Prep Smart (CS35) CAMP State Site lm met","wide_STRIVE Prep Smart (CS35).csv","CAMP State Site lm met",40.6375666438923,3.65134903045699,8.03292357990322,9.96231024595669,4.98036154659573,30990
"29","wide_Swansea Elementary (CS7) CAMP State Site lm met","wide_Swansea Elementary (CS7).csv","CAMP State Site lm met",121.762688648367,0.941004569641261,7.84594893448793,10.0324945967146,6.59689410159849,137052
"30","wide_University Park Elem (CS26) CAMP State Site lm met","wide_University Park Elem (CS26).csv","CAMP State Site lm met",111.936321201474,2.83609317675574,8.09913232220147,10.4429540557998,6.03018389733579,117786
"31","wide_University Prep-Steele (CS20) CAMP State Site lm met","wide_University Prep-Steele (CS20).csv","CAMP State Site lm met",104.219620021535,2.12946880565666,7.83224734587445,9.70853910405545,5.34608573887985,131172
"32","wide_Bruce Randolph (CS19) I-25 Denver State Site lm met","wide_Bruce Randolph (CS19).csv","I-25 Denver State Site lm met",112.466822507379,0.587058375872724,5.47825895991009,8.18035588129885,6.61871038969136,79716
"33","wide_CEC Early College (CS31) I-25 Denver State Site lm met","wide_CEC Early College (CS31).csv","I-25 Denver State Site lm met",42.2509500758252,1.77034882183657,5.49844280966407,7.57328033391266,5.42588761012531,31035
"34","wide_Centennial (CS12) I-25 Denver State Site lm met","wide_Centennial (CS12).csv","I-25 Denver State Site lm met",51.7443329746632,0.994920163901062,5.12877921444482,7.04561417514527,4.99423730174335,55698
"35","wide_College View Elem (A2JCKC55_2.3) I-25 Denver State Site lm met","wide_College View Elem (A2JCKC55_2.3).csv","I-25 Denver State Site lm met",108.641754172508,0.817048518237544,4.95341802585716,7.85227136135795,7.42141386177977,62312
"36","wide_Collegiate Prep (CS33) I-25 Denver State Site lm met","wide_Collegiate Prep (CS33).csv","I-25 Denver State Site lm met",39.0893550224516,1.37383596421537,4.67431173747256,6.56753091274543,4.9149463860752,30385
"37","wide_Columbian Elem (CS23) I-25 Denver State Site lm met","wide_Columbian Elem (CS23).csv","I-25 Denver State Site lm met",113.071220095971,1.282084984864,6.16001816667711,8.64035924067058,6.72930661673838,110010
"38","wide_Columbine Elem (CS22) I-25 Denver State Site lm met","wide_Columbine Elem (CS22).csv","I-25 Denver State Site lm met",104.460694962058,1.23957158610683,4.98915789163833,7.28869479603339,5.86197840953409,118224
"39","wide_Denver Montessori High (CS27) I-25 Denver State Site lm met","wide_Denver Montessori High (CS27).csv","I-25 Denver State Site lm met",98.2229611326516,1.00982343690163,5.28431856490994,7.42132817951165,5.75869913343197,116358
"40","wide_Emily Griffith HS (CS28) I-25 Denver State Site lm met","wide_Emily Griffith HS (CS28).csv","I-25 Denver State Site lm met",30.8429447297084,1.69124010093477,4.69029043212725,6.40331473354042,4.53770130420951,39636
