"","model_name","EVAL_SITE","CORR_SITE","MAX","MIN","MEDIAN","AVG","STDEV","NROWS"
"1","wide_Bruce Randolph (CS19) CAMP State Site rft age","wide_Bruce Randolph (CS19).csv","CAMP State Site rft age",58.34565,1.58529166666667,8.30594166666667,10.2951551161799,6.88337804577032,79716
"2","wide_CEC Early College (CS31) CAMP State Site rft age","wide_CEC Early College (CS31).csv","CAMP State Site rft age",32.0752236652237,2.55833333333333,9.83755,10.8000732323935,4.91209545835483,31035
"3","wide_Centennial (CS12) CAMP State Site rft age","wide_Centennial (CS12).csv","CAMP State Site rft age",51.6498904761905,1.18795,6.8795,8.35956471490405,5.60913986195996,55698
"4","wide_College View Elem (A2JCKC55_2.3) CAMP State Site rft age","wide_College View Elem (A2JCKC55_2.3).csv","CAMP State Site rft age",59.1820666666667,1.39067222222222,7.64458333333333,9.92649096408616,7.48286279221577,62312
"5","wide_Collegiate Prep (CS33) CAMP State Site rft age","wide_Collegiate Prep (CS33).csv","CAMP State Site rft age",27.6087333333334,2.47536666666667,9.04093333333333,10.0355228508059,4.64626485305878,30385
"6","wide_Columbian Elem (CS23) CAMP State Site rft age","wide_Columbian Elem (CS23).csv","CAMP State Site rft age",58.5388666666667,1.35123571428571,8.62076666666667,10.5593528205525,6.97093087452929,110010
"7","wide_Columbine Elem (CS22) CAMP State Site rft age","wide_Columbine Elem (CS22).csv","CAMP State Site rft age",58.0098666666667,1.0709,7.1925625,9.14218331063025,6.52335467978912,118224
"8","wide_Denver Montessori High (CS27) CAMP State Site rft age","wide_Denver Montessori High (CS27).csv","CAMP State Site rft age",57.7875333333334,0.980469047619048,7.58313333333333,9.31852612869341,6.4063820358657,116358
"9","wide_Emily Griffith HS (CS28) CAMP State Site rft age","wide_Emily Griffith HS (CS28).csv","CAMP State Site rft age",40.4752333333333,1.13845,5.636225,7.50125840926238,5.74664900246202,39636
"10","wide_Farrell B Howell (CS25) CAMP State Site rft age","wide_Farrell B Howell (CS25).csv","CAMP State Site rft age",57.8859,0.976669047619047,7.05459166666667,9.11720224447754,6.5858323050642,120534
"11","wide_Garden Place (CS8) CAMP State Site rft age","wide_Garden Place (CS8).csv","CAMP State Site rft age",65.4530333333334,0.898112698412699,7.492125,9.14488555558841,6.17906550857128,134472
"12","wide_Gust (CS15) CAMP State Site rft age","wide_Gust (CS15).csv","CAMP State Site rft age",66.2731833333333,1.17221666666667,6.5288,8.48943583467464,6.04017150918695,135468
"13","wide_JFK High School (AKLZ678D_3.2) CAMP State Site rft age","wide_JFK High School (AKLZ678D_3.2).csv","CAMP State Site rft age",57.5982833333333,1.72604166666667,7.65302424242424,9.43795005298012,6.89091079961496,29880
"14","wide_Joe Shoemaker (CS21) CAMP State Site rft age","wide_Joe Shoemaker (CS21).csv","CAMP State Site rft age",58.7393666666667,1.06130238095238,6.54615,8.73255541340809,6.50854008043296,120588
"15","wide_Manual HS (CS9) CAMP State Site rft age","wide_Manual HS (CS9).csv","CAMP State Site rft age",58.8607500000001,0.825309047619048,6.90123333333334,8.65979005706905,6.49511112479955,115344
"16","wide_Merrill Middle School (CJ_002) CAMP State Site rft age","wide_Merrill Middle School (CJ_002).csv","CAMP State Site rft age",34.4588833333333,2.23888684210526,8.26800833333333,9.78391845848912,5.70156094579379,18085
"17","wide_MLK HS (CS32) CAMP State Site rft age","wide_MLK HS (CS32).csv","CAMP State Site rft age",32.877153968254,2.40606666666667,8.52761666666667,9.69262374278481,4.75747059896739,30955
"18","wide_MSLA (CS34) CAMP State Site rft age","wide_MSLA (CS34).csv","CAMP State Site rft age",37.75395,1.35511666666667,9.23895,10.0994564610779,6.14106294435991,18055
"19","wide_Newlon Elementary (CJ_001) CAMP State Site rft age","wide_Newlon Elementary (CJ_001).csv","CAMP State Site rft age",36.16325,2.02281666666667,11.2504,11.480863085524,5.93964018634398,17725
"20","wide_Northeast Early (CS10) CAMP State Site rft age","wide_Northeast Early (CS10).csv","CAMP State Site rft age",64.2186333333334,0.638962698412699,6.98903333333334,8.41411830588727,5.59838193354687,133878
"21","wide_Northfield HS (A88W8NWB_3.4) CAMP State Site rft age","wide_Northfield HS (A88W8NWB_3.4).csv","CAMP State Site rft age",58.016,2.0303803030303,7.41111666666667,9.41613390670321,7.11445245722183,30848
"22","wide_Palmer Elementary (AFL5CTX2_2.1) CAMP State Site rft age","wide_Palmer Elementary (AFL5CTX2_2.1).csv","CAMP State Site rft age",45.5442333333333,1.56288333333333,8.70011666666667,9.87684388603682,6.36929933934167,34820
"23","wide_Prep Academy (CS17) CAMP State Site rft age","wide_Prep Academy (CS17).csv","CAMP State Site rft age",69.0384333333334,1.03016904761905,7.30986547619048,9.19422934630812,6.51664871603059,130680
"24","wide_Sabin (CS11) CAMP State Site rft age","wide_Sabin (CS11).csv","CAMP State Site rft age",66.8143833333333,0.595866666666667,5.65344166666667,7.89634115235017,6.79711839288858,122688
"25","wide_Sandra Todd-Williams Academy (CJ_004) CAMP State Site rft age","wide_Sandra Todd-Williams Academy (CJ_004).csv","CAMP State Site rft age",16.9327833333333,2.71616184210526,6.26089166666667,7.35697159983598,2.99758084598867,3720
"26","wide_South High (CS18) CAMP State Site rft age","wide_South High (CS18).csv","CAMP State Site rft age",58.73655,1.19082222222222,7.52446666666667,9.44515117831338,6.54141554833692,125838
"27","wide_STRIVE Prep Kepner (AWCJB9CN_2.2) CAMP State Site rft age","wide_STRIVE Prep Kepner (AWCJB9CN_2.2).csv","CAMP State Site rft age",42.6827761904762,1.46015555555556,11.8220611111111,12.3628379346839,6.3023943488045,13492
"28","wide_STRIVE Prep Smart (CS35) CAMP State Site rft age","wide_STRIVE Prep Smart (CS35).csv","CAMP State Site rft age",26.4266833333333,2.88388333333333,9.24865277777778,10.2140414670995,4.75790108257603,30990
"29","wide_Swansea Elementary (CS7) CAMP State Site rft age","wide_Swansea Elementary (CS7).csv","CAMP State Site rft age",67.4068047619048,0.737816666666667,7.41334166666667,9.28645953913298,6.63259435730104,137052
"30","wide_University Park Elem (CS26) CAMP State Site rft age","wide_University Park Elem (CS26).csv","CAMP State Site rft age",59.3484333333334,1.04298571428571,7.39870238095238,9.26605841584389,6.45540418917723,117786
"31","wide_University Prep-Steele (CS20) CAMP State Site rft age","wide_University Prep-Steele (CS20).csv","CAMP State Site rft age",58.4452833333334,1.09548571428571,6.27608333333333,8.35310811750862,6.02772342965687,131172
"32","wide_Bruce Randolph (CS19) I-25 Denver State Site rft age","wide_Bruce Randolph (CS19).csv","I-25 Denver State Site rft age",62.8108666666667,0.563466666666666,5.42784166666667,7.95686917183979,6.93148204844182,79716
"33","wide_CEC Early College (CS31) I-25 Denver State Site rft age","wide_CEC Early College (CS31).csv","I-25 Denver State Site rft age",32.2793333333333,1.2142,5.15095833333333,6.72106487491082,4.72965528761031,31035
