"","model_name","EVAL_SITE","CORR_SITE","MAX","MIN","MEDIAN","AVG","STDEV","NROWS"
"1","wide_Bruce Randolph (CS19) CAMP State Site rft met","wide_Bruce Randolph (CS19).csv","CAMP State Site rft met",76.8930166666667,1.1776,8.23806666666666,10.1609877076512,6.99339575582702,79716
"2","wide_CEC Early College (CS31) CAMP State Site rft met","wide_CEC Early College (CS31).csv","CAMP State Site rft met",41.7146333333333,1.29408333333333,8.49123333333333,9.82778594143894,5.93073423608729,31035
"3","wide_Centennial (CS12) CAMP State Site rft met","wide_Centennial (CS12).csv","CAMP State Site rft met",63.3516,0.926666666666667,7.90116666666666,9.26709490997908,5.77788861826836,55698
"4","wide_College View Elem (A2JCKC55_2.3) CAMP State Site rft met","wide_College View Elem (A2JCKC55_2.3).csv","CAMP State Site rft met",77.8519000000001,1.01978333333333,7.70135833333333,9.99939209484082,7.94303956448231,62312
"5","wide_Collegiate Prep (CS33) CAMP State Site rft met","wide_Collegiate Prep (CS33).csv","CAMP State Site rft met",42.2091166666667,0.9019,7.19673333333333,8.62661759599076,5.52358980103334,30385
"6","wide_Columbian Elem (CS23) CAMP State Site rft met","wide_Columbian Elem (CS23).csv","CAMP State Site rft met",77.6611333333334,0.999983333333333,9.06511666666667,10.7272603157277,7.06547041846926,110010
"7","wide_Columbine Elem (CS22) CAMP State Site rft met","wide_Columbine Elem (CS22).csv","CAMP State Site rft met",77.2166333333334,0.882133333333333,7.65644583333334,9.34987273134491,6.56927167648765,118224
"8","wide_Denver Montessori High (CS27) CAMP State Site rft met","wide_Denver Montessori High (CS27).csv","CAMP State Site rft met",77.3036333333334,0.9984,7.98438333333334,9.5367830360443,6.4716454844633,116358
"9","wide_Emily Griffith HS (CS28) CAMP State Site rft met","wide_Emily Griffith HS (CS28).csv","CAMP State Site rft met",41.9216166666667,1.2142,7.08184166666667,8.49903205438807,5.79825929731322,39636
"10","wide_Farrell B Howell (CS25) CAMP State Site rft met","wide_Farrell B Howell (CS25).csv","CAMP State Site rft met",77.2975166666667,0.8845,7.45138333333333,9.29501275424143,6.74144146203402,120534
"11","wide_Garden Place (CS8) CAMP State Site rft met","wide_Garden Place (CS8).csv","CAMP State Site rft met",76.9976333333334,0.794916666666666,7.95413333333333,9.73261265791732,6.78283118960396,134472
"12","wide_Gust (CS15) CAMP State Site rft met","wide_Gust (CS15).csv","CAMP State Site rft met",76.7075166666667,0.97735,7.08576666666667,8.65503378152309,6.02182568735118,135468
"13","wide_JFK High School (AKLZ678D_3.2) CAMP State Site rft met","wide_JFK High School (AKLZ678D_3.2).csv","CAMP State Site rft met",76.6344333333334,1.6247,7.68446666666667,10.0045465588686,7.88253121935139,29880
"14","wide_Joe Shoemaker (CS21) CAMP State Site rft met","wide_Joe Shoemaker (CS21).csv","CAMP State Site rft met",76.9521500000001,0.88585,6.91565,8.83739854511385,6.65812074986941,120588
"15","wide_Manual HS (CS9) CAMP State Site rft met","wide_Manual HS (CS9).csv","CAMP State Site rft met",77.0924333333334,0.425333333333333,6.9629,8.88485528330399,6.97348170021652,115344
"16","wide_Merrill Middle School (CJ_002) CAMP State Site rft met","wide_Merrill Middle School (CJ_002).csv","CAMP State Site rft met",28.7734833333333,1.21476666666667,6.7685,8.10473382986856,5.17436127630192,18085
"17","wide_MLK HS (CS32) CAMP State Site rft met","wide_MLK HS (CS32).csv","CAMP State Site rft met",43.2857833333333,1.01155,6.61228333333334,8.24287135665829,5.82546599205473,30955
"18","wide_MSLA (CS34) CAMP State Site rft met","wide_MSLA (CS34).csv","CAMP State Site rft met",42.7962166666667,1.11578333333333,9.01568333333333,10.3741643631592,6.28190958213616,18055
"19","wide_Newlon Elementary (CJ_001) CAMP State Site rft met","wide_Newlon Elementary (CJ_001).csv","CAMP State Site rft met",40.5685166666667,1.53403333333333,7.47299166666666,8.84876500280866,5.36536945037579,17725
"20","wide_Northeast Early (CS10) CAMP State Site rft met","wide_Northeast Early (CS10).csv","CAMP State Site rft met",76.9815833333334,0.546283333333334,7.86925,9.28646713821156,6.18056972988806,133878
"21","wide_Northfield HS (A88W8NWB_3.4) CAMP State Site rft met","wide_Northfield HS (A88W8NWB_3.4).csv","CAMP State Site rft met",77.4490500000001,1.6394,7.96173333333333,10.2382336746516,8.02143025557788,30848
"22","wide_Palmer Elementary (AFL5CTX2_2.1) CAMP State Site rft met","wide_Palmer Elementary (AFL5CTX2_2.1).csv","CAMP State Site rft met",44.1141666666667,1.64318333333333,7.0392,8.73293670074636,6.10801892885913,34820
"23","wide_Prep Academy (CS17) CAMP State Site rft met","wide_Prep Academy (CS17).csv","CAMP State Site rft met",78.7961166666667,0.90865,7.81768333333333,9.42804073404954,6.52767733044164,130680
