InstrumentName, Chatfield Park,
StartTime, 2020-08-01 00:00:00,
EndTime, 2020-08-31 23:59:59,
Date,O3,PM2.5
08/01/2020 00:00:00.000000,58.0,
08/01/2020 01:00:00.000000,54.0,
08/01/2020 02:00:00.000000,50.0,
08/01/2020 03:00:00.000000,51.0,
08/01/2020 04:00:00.000000,40.0,
08/01/2020 05:00:00.000000,41.0,
08/01/2020 06:00:00.000000,44.0,
08/01/2020 07:00:00.000000,32.0,
08/01/2020 08:00:00.000000,26.0,
08/01/2020 09:00:00.000000,26.0,
08/01/2020 10:00:00.000000,25.0,
08/01/2020 11:00:00.000000,23.0,
08/01/2020 12:00:00.000000,23.0,
08/01/2020 13:00:00.000000,24.0,
08/01/2020 14:00:00.000000,34.0,
08/01/2020 15:00:00.000000,40.0,
08/01/2020 16:00:00.000000,52.0,
08/01/2020 17:00:00.000000,61.0,
08/01/2020 18:00:00.000000,60.0,
08/01/2020 19:00:00.000000,61.0,
08/01/2020 20:00:00.000000,62.0,
08/01/2020 21:00:00.000000,61.0,
08/01/2020 22:00:00.000000,63.0,
08/01/2020 23:00:00.000000,58.0,
08/02/2020 00:00:00.000000,56.0,
08/02/2020 01:00:00.000000,53.0,
08/02/2020 02:00:00.000000,50.0,
08/02/2020 03:00:00.000000,48.0,
08/02/2020 04:00:00.000000,41.0,
08/02/2020 05:00:00.000000,37.0,
08/02/2020 06:00:00.000000,46.0,
08/02/2020 07:00:00.000000,50.0,
08/02/2020 08:00:00.000000,48.0,
08/02/2020 09:00:00.000000,43.0,
08/02/2020 10:00:00.000000,39.0,
08/02/2020 11:00:00.000000,36.0,
08/02/2020 12:00:00.000000,32.0,
08/02/2020 13:00:00.000000,36.0,
08/02/2020 14:00:00.000000,40.0,
08/02/2020 15:00:00.000000,45.0,
08/02/2020 16:00:00.000000,52.0,
08/02/2020 17:00:00.000000,59.0,
08/02/2020 18:00:00.000000,68.0,
08/02/2020 19:00:00.000000,74.0,
08/02/2020 20:00:00.000000,75.0,
08/02/2020 21:00:00.000000,76.0,
08/02/2020 22:00:00.000000,73.0,
08/02/2020 23:00:00.000000,70.0,
08/03/2020 00:00:00.000000,65.0,
08/03/2020 01:00:00.000000,53.0,
08/03/2020 02:00:00.000000,50.0,
08/03/2020 03:00:00.000000,46.0,
08/03/2020 04:00:00.000000,43.0,
08/03/2020 05:00:00.000000,41.0,
08/03/2020 06:00:00.000000,43.0,
08/03/2020 07:00:00.000000,44.0,
08/03/2020 08:00:00.000000,39.0,
08/03/2020 09:00:00.000000,35.0,
08/03/2020 10:00:00.000000,31.0,
08/03/2020 11:00:00.000000,28.0,
08/03/2020 12:00:00.000000,23.0,
08/03/2020 13:00:00.000000,24.0,
08/15/2020 00:00:00.000000,55.0,10.3
08/15/2020 01:00:00.000000,53.0,8.6
08/15/2020 02:00:00.000000,42.0,10.4
08/15/2020 03:00:00.000000,38.0,8.1
08/15/2020 04:00:00.000000,36.0,9.7
08/15/2020 05:00:00.000000,34.0,8.1
08/15/2020 06:00:00.000000,32.0,8.2
08/15/2020 07:00:00.000000,33.0,8.0
08/15/2020 08:00:00.000000,32.0,8.0
08/15/2020 09:00:00.000000,32.0,8.1
08/15/2020 10:00:00.000000,32.0,8.2
08/15/2020 11:00:00.000000,32.0,8.9
08/15/2020 12:00:00.000000,30.0,9.6
08/15/2020 13:00:00.000000,31.0,10.1
08/15/2020 14:00:00.000000,34.0,10.7
08/15/2020 15:00:00.000000,42.0,10.5
08/15/2020 16:00:00.000000,47.0,10.4
08/15/2020 17:00:00.000000,56.0,18.5
08/15/2020 18:00:00.000000,62.0,21.6
08/15/2020 19:00:00.000000,68.0,19.8
08/15/2020 20:00:00.000000,76.0,26.5
08/15/2020 21:00:00.000000,73.0,25.7
08/15/2020 22:00:00.000000,71.0,22.2
08/15/2020 23:00:00.000000,66.0,17.5
08/16/2020 00:00:00.000000,63.0,15.2
08/16/2020 01:00:00.000000,45.0,16.8
08/16/2020 02:00:00.000000,50.0,16.7
08/16/2020 03:00:00.000000,43.0,18.0
08/16/2020 04:00:00.000000,42.0,16.8
08/16/2020 05:00:00.000000,45.0,16.8
08/16/2020 06:00:00.000000,46.0,15.4
08/16/2020 07:00:00.000000,44.0,17.0
08/16/2020 08:00:00.000000,41.0,17.1
08/16/2020 09:00:00.000000,39.0,16.7
08/16/2020 10:00:00.000000,39.0,16.7
