InstrumentName, NJH
StartTime, 2020-08-01 00:00:00
EndTime, 2020-08-31 23:59:59
Date,PM2.5
08/01/2020 00:00:00.000000,5.5
08/01/2020 01:00:00.000000,7.3
08/01/2020 02:00:00.000000,8.3
08/01/2020 03:00:00.000000,5.8
08/01/2020 04:00:00.000000,4.4
08/01/2020 05:00:00.000000,5.7
08/01/2020 06:00:00.000000,3.9
08/01/2020 07:00:00.000000,4.9
08/01/2020 08:00:00.000000,5.4
08/01/2020 09:00:00.000000,5.3
08/01/2020 10:00:00.000000,6.0
08/01/2020 11:00:00.000000,6.4
08/01/2020 12:00:00.000000,6.8
08/01/2020 13:00:00.000000,6.9
08/01/2020 14:00:00.000000,7.3
08/01/2020 15:00:00.000000,7.6
08/01/2020 16:00:00.000000,7.3
08/01/2020 17:00:00.000000,6.4
08/01/2020 18:00:00.000000,6.9
08/01/2020 19:00:00.000000,6.6
08/01/2020 20:00:00.000000,7.0
08/01/2020 21:00:00.000000,7.4
08/01/2020 22:00:00.000000,7.4
08/01/2020 23:00:00.000000,7.4
08/02/2020 00:00:00.000000,6.5
08/02/2020 01:00:00.000000,6.9
08/02/2020 02:00:00.000000,6.5
08/02/2020 03:00:00.000000,7.2
08/02/2020 04:00:00.000000,8.1
08/02/2020 05:00:00.000000,8.9
08/02/2020 06:00:00.000000,7.9
08/02/2020 07:00:00.000000,7.3
08/02/2020 08:00:00.000000,6.3
08/02/2020 09:00:00.000000,5.2
08/02/2020 10:00:00.000000,5.9
08/02/2020 11:00:00.000000,7.5
08/02/2020 12:00:00.000000,7.2
08/02/2020 13:00:00.000000,10.2
08/02/2020 14:00:00.000000,11.2
08/02/2020 15:00:00.000000,11.2
08/02/2020 16:00:00.000000,10.3
08/02/2020 17:00:00.000000,9.3
08/02/2020 18:00:00.000000,9.8
08/02/2020 19:00:00.000000,8.6
08/02/2020 20:00:00.000000,8.5
08/02/2020 21:00:00.000000,8.9
08/02/2020 22:00:00.000000,8.9
08/02/2020 23:00:00.000000,9.2
08/03/2020 00:00:00.000000,9.8
08/03/2020 01:00:00.000000,8.3
08/03/2020 02:00:00.000000,8.2
08/03/2020 03:00:00.000000,8.2
08/03/2020 04:00:00.000000,8.5
08/03/2020 05:00:00.000000,9.0
08/03/2020 06:00:00.000000,8.6
08/03/2020 07:00:00.000000,9.1
08/03/2020 08:00:00.000000,9.3
08/03/2020 09:00:00.000000,9.7
08/03/2020 10:00:00.000000,9.4
08/03/2020 11:00:00.000000,9.7
08/03/2020 12:00:00.000000,9.9
08/03/2020 13:00:00.000000,11.2
08/03/2020 14:00:00.000000,10.5
08/03/2020 15:00:00.000000,9.7
08/03/2020 16:00:00.000000,10.6
08/03/2020 17:00:00.000000,10.3
08/03/2020 18:00:00.000000,10.6
08/03/2020 19:00:00.000000,10.2
08/03/2020 20:00:00.000000,9.7
08/03/2020 21:00:00.000000,11.2
08/03/2020 22:00:00.000000,10.9
08/03/2020 23:00:00.000000,11.6
08/04/2020 00:00:00.000000,10.3
08/04/2020 01:00:00.000000,6.6
08/04/2020 02:00:00.000000,5.5
08/04/2020 03:00:00.000000,5.6
08/04/2020 04:00:00.000000,6.3
08/04/2020 05:00:00.000000,7.1
08/04/2020 06:00:00.000000,6.9
08/04/2020 07:00:00.000000,6.5
08/04/2020 08:00:00.000000,7.7
08/04/2020 09:00:00.000000,7.9
08/04/2020 10:00:00.000000,8.0
08/04/2020 11:00:00.000000,8.1
08/04/2020 12:00:00.000000,8.4
08/04/2020 13:00:00.000000,9.8
08/04/2020 14:00:00.000000,12.9
08/04/2020 15:00:00.000000,11.2
08/04/2020 16:00:00.000000,9.4
08/04/2020 17:00:00.000000,9.9
08/04/2020 18:00:00.000000,11.1
08/04/2020 19:00:00.000000,12.3
08/04/2020 20:00:00.000000,12.8
08/04/2020 21:00:00.000000,11.6
08/04/2020 22:00:00.000000,11.7
08/04/2020 23:00:00.000000,10.7
08/05/2020 00:00:00.000000,9.4
08/05/2020 01:00:00.000000,9.6
08/05/2020 02:00:00.000000,8.3
08/05/2020 03:00:00.000000,8.7
08/05/2020 04:00:00.000000,8.9
08/05/2020 05:00:00.000000,8.6
08/05/2020 06:00:00.000000,9.0
08/05/2020 07:00:00.000000,8.9
08/05/2020 08:00:00.000000,8.7
08/05/2020 09:00:00.000000,9.1
08/05/2020 10:00:00.000000,9.7
08/05/2020 11:00:00.000000,10.3
