InstrumentName, Boulder-CU/Athens
StartTime, 2020-08-01 00:00:00
EndTime, 2020-08-31 23:59:59
Date,PM2.5
08/15/2020 00:00:00.000000,1.5
08/15/2020 01:00:00.000000,4.9
08/15/2020 02:00:00.000000,3.7
08/15/2020 03:00:00.000000,4.4
08/15/2020 04:00:00.000000,2.0
08/15/2020 05:00:00.000000,2.5
08/15/2020 06:00:00.000000,3.8
08/15/2020 07:00:00.000000,3.1
08/15/2020 08:00:00.000000,2.3
08/15/2020 09:00:00.000000,0.9
08/15/2020 10:00:00.000000,3.1
08/15/2020 11:00:00.000000,3.4
08/15/2020 12:00:00.000000,6.3
08/15/2020 13:00:00.000000,8.9
08/15/2020 14:00:00.000000,8.7
08/15/2020 15:00:00.000000,7.9
08/15/2020 16:00:00.000000,5.9
08/15/2020 17:00:00.000000,14.1
08/15/2020 18:00:00.000000,19.6
08/15/2020 19:00:00.000000,22.1
08/15/2020 20:00:00.000000,21.1
08/15/2020 21:00:00.000000,15.8
08/15/2020 22:00:00.000000,13.0
08/15/2020 23:00:00.000000,9.3
08/16/2020 00:00:00.000000,3.3
                
