InstrumentName, Canary-DN-1,,,,,,
StartTime, 2020-08-01 00:00:00,,,,,,
EndTime, 2020-08-31 23:59:59,,,,,,
Date,IH,IT,P,TVOC,TVOC_Cal,WD,WS
08/05/2020 16:37:01.000000,31.24,79.83,842.85,0.386,,180.0,0.0
08/05/2020 16:38:00.000000,31.25,79.83,842.81,0.381,,180.0,0.0
08/05/2020 16:39:01.000000,31.24,79.83,842.83,0.361,,180.0,0.0
08/05/2020 16:40:02.000000,31.24,79.83,842.83,0.411,,180.0,0.0
08/05/2020 16:41:01.000000,31.24,79.83,842.81,0.373,,180.0,0.0
08/05/2020 16:42:01.000000,31.23,79.84,842.72,0.365,,180.0,0.0
08/05/2020 16:43:02.000000,31.24,79.86,842.69,0.393,,180.0,0.0
08/05/2020 16:44:00.000000,31.24,79.88,842.7,0.383,,180.0,0.0
08/05/2020 16:45:00.000000,31.26,79.86,842.69,0.379,,180.0,0.0
08/05/2020 16:46:01.000000,31.26,79.84,842.67,0.386,,180.0,0.0
08/05/2020 16:47:00.000000,31.26,79.84,842.65,0.387,,180.0,0.0
08/05/2020 16:48:01.000000,31.26,79.84,842.65,0.377,,180.0,0.0
08/05/2020 16:49:02.000000,31.24,79.88,842.66,0.371,,180.0,0.0
08/05/2020 16:50:01.000000,31.14,80.01,842.78,0.381,,180.0,0.0
08/05/2020 16:51:00.000000,31.09,80.06,842.75,0.388,,180.0,0.0
08/05/2020 16:52:01.000000,31.07,80.11,842.72,0.362,,180.0,0.0
08/05/2020 16:53:01.000000,31.0,80.19,842.75,0.36,,180.0,0.0
08/05/2020 16:54:02.000000,30.97,80.2,842.69,0.391,,180.0,0.0
08/05/2020 16:55:01.000000,30.98,80.19,842.66,0.392,,180.0,0.0
08/05/2020 16:56:01.000000,30.97,80.2,842.69,0.393,,180.0,0.0
08/05/2020 16:57:01.000000,31.0,80.19,842.66,0.341,,180.0,0.0
08/05/2020 16:58:01.000000,31.02,80.15,842.55,0.344,,180.0,0.0
08/05/2020 16:59:02.000000,31.05,80.13,842.57,0.38,,180.0,0.0
08/05/2020 17:00:28.000000,31.08,80.13,842.54,0.375,,180.0,0.0
08/05/2020 17:01:01.000000,31.01,80.22,842.51,0.382,,180.0,0.0
08/05/2020 17:02:01.000000,30.96,80.24,842.54,0.39,,180.0,0.0
08/05/2020 17:03:02.000000,30.96,80.26,842.55,0.362,,180.0,0.0
08/05/2020 17:04:01.000000,30.92,80.31,842.67,0.374,,180.0,0.0
08/05/2020 17:05:02.000000,30.93,80.31,842.66,0.381,,180.0,0.0
08/05/2020 17:06:01.000000,30.95,80.29,842.64,0.364,,180.0,0.0
08/05/2020 17:07:01.000000,31.0,80.26,842.65,0.35,,180.0,0.0
08/05/2020 17:08:01.000000,31.04,80.24,842.62,0.372,,180.0,0.0
08/05/2020 17:09:01.000000,31.09,80.24,842.6,0.382,,180.0,0.0
08/05/2020 17:10:00.000000,31.1,80.22,842.63,0.371,,180.0,0.0
08/05/2020 17:11:00.000000,31.05,80.24,842.62,0.395,,180.0,0.0
08/05/2020 17:12:01.000000,31.03,80.26,842.62,0.349,,56.2,0.0
08/05/2020 17:13:02.000000,31.02,80.28,842.51,0.372,,180.0,0.0
08/05/2020 17:14:02.000000,31.05,80.24,842.5,0.338,,180.0,0.0
08/05/2020 17:15:01.000000,31.08,80.24,842.49,0.343,,180.0,0.0
08/05/2020 17:16:00.000000,31.07,80.26,842.5,0.39,,180.0,0.0
08/05/2020 17:17:01.000000,31.09,80.22,842.48,0.349,,180.0,0.0
08/05/2020 17:18:02.000000,31.11,80.2,842.47,0.341,,180.0,0.0
08/05/2020 17:19:02.000000,31.12,80.2,842.58,0.396,,180.0,0.0
08/05/2020 17:20:02.000000,31.19,80.22,842.55,0.391,,73.2,0.0
08/05/2020 17:21:01.000000,31.16,80.24,842.53,0.352,,180.0,0.0
08/05/2020 17:22:01.000000,31.15,80.26,842.54,0.39,,180.0,0.0
08/05/2020 17:23:00.000000,31.11,80.29,842.51,0.33,,180.0,0.0
08/05/2020 17:24:01.000000,31.08,80.33,842.5,0.385,,180.0,0.0
08/05/2020 17:25:03.000000,31.08,80.33,842.49,0.368,,180.0,0.0
08/05/2020 17:26:01.000000,31.1,80.31,842.48,0.408,,180.0,0.0
08/05/2020 17:27:00.000000,31.12,80.28,842.45,0.406,,180.0,0.0
08/05/2020 17:28:02.000000,31.16,80.24,842.43,0.411,,180.0,0.0
08/05/2020 17:29:00.000000,31.16,80.22,842.38,0.382,,180.0,0.0
08/05/2020 17:30:01.000000,31.19,80.22,842.3,0.368,,180.0,0.0
08/05/2020 17:31:01.000000,31.24,80.19,842.27,0.333,,180.0,0.0
08/05/2020 17:32:01.000000,31.27,80.19,842.27,0.388,,180.0,0.0
08/05/2020 17:33:02.000000,31.28,80.17,842.25,0.367,,180.0,0.0
08/05/2020 17:34:01.000000,31.28,80.17,842.22,0.363,,180.0,0.0
08/05/2020 17:35:01.000000,31.3,80.17,842.37,0.369,,180.0,0.0
08/05/2020 17:36:00.000000,31.37,80.19,842.36,0.359,,180.0,0.0
08/05/2020 17:37:01.000000,31.36,80.2,842.29,0.367,,180.0,0.0
08/05/2020 17:38:02.000000,31.36,80.2,842.36,0.359,,180.0,0.0
08/05/2020 17:39:01.000000,31.34,80.2,842.31,0.372,,180.0,0.0
08/05/2020 17:40:00.000000,31.3,80.28,842.33,0.356,,180.0,0.0
08/05/2020 17:41:01.000000,31.24,80.33,842.29,0.356,,180.0,0.0
08/05/2020 17:42:02.000000,31.23,80.33,842.28,0.357,,180.0,0.0
08/05/2020 17:43:01.000000,31.24,80.31,842.27,0.344,,180.0,0.0
08/05/2020 17:44:01.000000,31.24,80.31,842.27,0.365,,56.59,0.01
08/05/2020 17:45:01.000000,31.19,80.38,842.25,0.353,,180.0,0.0
08/05/2020 17:46:02.000000,31.17,80.38,842.22,0.393,,180.0,0.0
08/05/2020 17:47:01.000000,31.15,80.38,842.21,0.333,,180.0,0.0
08/05/2020 17:48:02.000000,31.13,80.4,842.18,0.354,,180.0,0.0
08/05/2020 17:49:01.000000,31.12,80.4,842.18,0.321,,180.0,0.0
08/05/2020 17:50:01.000000,31.14,80.4,842.04,0.371,,180.0,0.0
08/05/2020 17:51:01.000000,31.19,80.37,842.05,0.384,,180.0,0.0
08/05/2020 17:52:00.000000,31.21,80.35,841.98,0.373,,180.0,0.0
08/05/2020 17:53:01.000000,31.23,80.31,841.99,0.375,,180.0,0.0
08/05/2020 17:54:01.000000,31.24,80.29,842.05,0.32,,180.0,0.0
08/05/2020 17:55:01.000000,31.28,80.28,842.06,0.339,,180.0,0.0
08/05/2020 17:56:03.000000,31.3,80.26,842.02,0.346,,180.0,0.0
08/05/2020 17:57:02.000000,31.31,80.24,841.96,0.368,,180.0,0.0
08/05/2020 17:58:01.000000,31.31,80.24,842.0,0.348,,180.0,0.0
08/05/2020 17:59:00.000000,31.31,80.24,841.95,0.353,,180.0,0.0
08/05/2020 18:00:27.000000,31.3,80.28,841.94,0.333,,45.7,0.0
08/05/2020 18:01:01.000000,31.19,80.37,841.96,0.358,,180.0,0.0
08/05/2020 18:02:03.000000,31.08,80.51,841.97,0.357,,48.1,0.0
08/05/2020 18:03:00.000000,30.97,80.58,841.96,0.405,,180.0,0.0
08/05/2020 18:04:01.000000,30.93,80.62,841.92,0.381,,180.0,0.0
08/05/2020 18:05:00.000000,30.92,80.6,841.9,0.41,,180.0,0.0
08/05/2020 18:06:01.000000,30.92,80.58,841.84,0.351,,180.0,0.0
08/05/2020 18:07:00.000000,30.88,80.56,841.85,0.325,,74.2,0.0
08/05/2020 18:08:01.000000,30.83,80.6,841.78,0.364,,180.0,0.0
08/05/2020 18:09:01.000000,30.76,80.6,841.76,0.378,,180.0,0.0
08/05/2020 18:10:01.000000,30.75,80.62,841.78,0.356,,180.0,0.0
08/05/2020 18:11:01.000000,30.78,80.6,841.78,0.34,,48.1,0.0
08/05/2020 18:12:01.000000,30.82,80.55,841.74,0.39,,180.0,0.0
08/05/2020 18:13:02.000000,30.87,80.49,841.75,0.355,,180.0,0.0
08/05/2020 18:14:01.000000,30.81,80.46,841.75,0.349,,180.0,0.0
08/05/2020 18:15:01.000000,30.75,80.49,841.74,0.37,,180.0,0.0
08/05/2020 18:16:02.000000,30.68,80.51,841.74,0.374,,180.0,0.0
08/05/2020 18:17:02.000000,30.7,80.51,841.64,0.365,,180.0,0.0
08/05/2020 18:18:02.000000,30.68,80.49,841.63,0.351,,180.0,0.0
08/05/2020 18:19:01.000000,30.71,80.46,841.75,0.358,,180.0,0.0
08/05/2020 18:20:01.000000,30.72,80.4,841.74,0.391,,126.2,0.0
08/05/2020 18:21:03.000000,30.72,80.37,841.72,0.361,,180.0,0.0
08/05/2020 18:22:01.000000,30.72,80.35,841.76,0.36,,46.5,0.0
08/05/2020 18:23:02.000000,30.74,80.31,841.7,0.369,,51.9,0.0
08/05/2020 18:24:01.000000,30.67,80.29,841.73,0.351,,126.2,0.0
08/05/2020 18:25:02.000000,30.67,80.28,841.73,0.352,,126.2,0.0
08/05/2020 18:26:00.000000,30.58,80.31,841.77,0.35,,180.0,0.0
08/05/2020 18:27:01.000000,30.54,80.33,841.69,0.342,,85.5,0.0
08/05/2020 18:28:02.000000,30.48,80.29,841.58,0.352,,180.0,0.0
08/05/2020 18:29:02.000000,30.46,80.26,841.64,0.35,,127.62,0.02
08/05/2020 18:30:00.000000,30.45,80.24,841.59,0.34,,124.85,0.01
08/05/2020 18:31:00.000000,30.48,80.22,841.56,0.318,,135.0,0.0
08/05/2020 18:32:01.000000,30.51,80.19,841.68,0.315,,46.5,0.0
08/05/2020 18:33:01.000000,30.48,80.17,841.67,0.345,,135.0,0.0
08/05/2020 18:34:02.000000,30.44,80.13,841.68,0.353,,135.0,0.0
08/05/2020 18:35:03.000000,30.44,80.11,841.62,0.332,,135.0,0.0
08/05/2020 18:36:02.000000,30.41,80.1,841.59,0.383,,135.0,0.0
08/05/2020 18:37:01.000000,30.39,80.08,841.6,0.348,,135.0,0.0
08/05/2020 18:38:00.000000,30.37,80.1,841.58,0.369,,135.0,0.0
08/05/2020 18:39:02.000000,30.36,80.08,841.57,0.367,,135.0,0.0
08/05/2020 18:40:01.000000,30.26,80.04,841.38,0.36,,135.0,0.0
08/05/2020 18:41:00.000000,30.24,80.02,841.34,0.374,,125.3,0.0
08/05/2020 18:42:01.000000,30.26,80.02,841.31,0.33,,135.0,0.0
08/05/2020 18:43:01.000000,30.12,80.06,841.3,0.357,,135.0,0.0
08/05/2020 18:44:02.000000,30.03,80.06,841.28,0.361,,135.0,0.0
08/05/2020 18:45:01.000000,29.97,80.06,841.25,0.35,,135.0,0.0
08/05/2020 18:46:00.000000,29.96,80.04,841.34,0.353,,121.3,0.01
08/05/2020 18:47:02.000000,29.89,80.01,841.28,0.347,,90.0,0.0
08/05/2020 18:48:02.000000,29.9,79.99,841.3,0.371,,90.0,0.0
08/05/2020 18:49:01.000000,29.91,79.97,841.31,0.368,,90.0,0.0
08/05/2020 18:50:02.000000,29.83,79.93,841.23,0.337,,91.68,0.01
08/05/2020 18:51:02.000000,29.86,79.92,841.23,0.329,,90.0,0.0
08/05/2020 18:52:01.000000,29.85,79.9,841.24,0.33,,90.0,0.0
08/05/2020 18:53:01.000000,29.86,79.9,841.25,0.378,,125.3,0.0
08/05/2020 18:54:00.000000,29.81,79.9,841.13,0.317,,90.0,0.0
08/05/2020 18:55:01.000000,29.81,79.88,841.12,0.35,,124.25,0.01
08/05/2020 18:56:02.000000,29.85,79.88,841.15,0.359,,180.0,0.0
08/05/2020 18:57:01.000000,29.79,79.86,841.13,0.36,,121.75,0.02
08/05/2020 18:58:02.000000,29.75,79.86,841.22,0.353,,153.43,0.0
08/05/2020 18:59:02.000000,29.73,79.86,841.21,0.333,,153.43,0.0
08/05/2020 19:00:27.000000,29.65,79.86,841.25,0.342,,153.43,0.0
08/05/2020 19:01:01.000000,29.62,79.99,841.27,0.344,,126.2,0.0
08/05/2020 19:02:01.000000,29.55,80.01,841.27,0.347,,122.2,0.0
08/05/2020 19:03:02.000000,29.49,80.01,841.26,0.379,,127.1,0.0
08/05/2020 19:04:01.000000,29.39,79.99,841.22,0.362,,153.43,0.0
08/05/2020 19:05:02.000000,29.43,79.95,841.2,0.374,,123.8,0.01
08/05/2020 19:06:03.000000,29.4,79.95,841.2,0.37,,180.0,0.0
08/05/2020 19:07:02.000000,29.39,79.92,841.16,0.367,,180.0,0.0
08/05/2020 19:08:01.000000,29.43,79.9,841.13,0.377,,126.76,0.02
08/05/2020 19:09:02.000000,29.42,79.9,841.12,0.379,,198.43,0.0
08/05/2020 19:10:02.000000,29.39,79.88,841.08,0.352,,134.04,0.01
08/05/2020 19:11:02.000000,29.44,79.88,841.08,0.348,,90.52,0.01
08/05/2020 19:12:01.000000,29.42,79.86,841.05,0.334,,126.2,0.0
08/05/2020 19:13:01.000000,29.45,79.86,840.96,0.34,,206.57,0.0
08/05/2020 19:14:02.000000,29.43,79.84,840.97,0.35,,124.65,0.01
08/05/2020 19:15:00.000000,29.45,79.83,840.9,0.352,,213.69,0.0
08/05/2020 19:16:02.000000,29.45,79.84,840.89,0.35,,126.2,0.0
08/05/2020 19:17:00.000000,29.42,79.86,840.9,0.344,,213.69,0.0
08/05/2020 19:18:00.000000,29.43,79.84,840.87,0.332,,123.0,0.0
08/05/2020 19:19:02.000000,29.44,79.84,840.85,0.337,,213.69,0.0
08/05/2020 19:20:01.000000,29.46,79.84,840.86,0.336,,213.69,0.0
08/05/2020 19:21:02.000000,29.44,79.83,840.86,0.339,,121.3,0.0
08/05/2020 19:22:01.000000,29.42,79.83,840.85,0.35,,125.3,0.0
08/05/2020 19:23:02.000000,29.4,79.83,840.8,0.345,,206.57,0.0
08/05/2020 19:24:01.000000,29.36,79.83,840.79,0.352,,206.57,0.0
08/05/2020 19:25:01.000000,29.36,79.81,840.8,0.338,,113.04,0.02
08/05/2020 19:27:03.000000,29.36,79.81,840.84,0.338,,140.19,0.0
08/05/2020 19:28:02.000000,29.34,79.81,840.78,0.355,,140.19,0.0
08/05/2020 19:29:01.000000,29.3,79.83,840.8,0.351,,125.3,0.0
08/05/2020 19:30:01.000000,29.22,79.83,840.81,0.342,,140.19,0.0
08/05/2020 19:31:02.000000,29.23,79.83,840.8,0.334,,125.05,0.01
08/05/2020 19:32:01.000000,29.19,79.83,840.76,0.37,,126.2,0.0
08/05/2020 19:33:02.000000,29.08,79.86,840.75,0.345,,124.65,0.01
08/05/2020 19:34:02.000000,29.07,79.88,840.77,0.342,,113.96,0.0
08/05/2020 19:35:01.000000,29.01,79.86,840.81,0.337,,121.3,0.0
08/05/2020 19:36:01.000000,29.04,79.88,840.81,0.348,,113.96,0.0
08/05/2020 19:37:02.000000,28.95,79.86,840.83,0.34,,113.96,0.0
08/05/2020 19:38:01.000000,28.9,79.86,840.79,0.323,,113.96,0.0
08/05/2020 19:39:02.000000,28.88,79.86,840.77,0.34,,131.4,0.01
08/05/2020 19:40:02.000000,28.79,79.88,840.76,0.332,,113.96,0.0
08/05/2020 19:41:01.000000,28.73,79.88,840.72,0.326,,129.15,0.01
08/05/2020 19:42:02.000000,28.79,79.92,840.74,0.346,,108.43,0.0
08/05/2020 19:43:03.000000,28.68,79.93,840.67,0.342,,108.43,0.0
08/05/2020 19:44:01.000000,28.54,79.92,840.63,0.348,,121.3,0.0
08/05/2020 19:45:02.000000,28.59,79.93,840.61,0.318,,108.43,0.0
08/05/2020 19:46:01.000000,28.51,79.92,840.6,0.34,,108.43,0.0
08/05/2020 19:47:02.000000,28.3,79.93,840.54,0.344,,101.17,0.01
08/05/2020 19:48:01.000000,28.3,79.93,840.51,0.315,,116.57,0.0
08/05/2020 19:49:01.000000,28.3,79.92,840.52,0.358,,116.57,0.0
08/05/2020 19:50:00.000000,28.2,79.92,840.46,0.341,,121.3,0.0
08/05/2020 19:51:00.000000,28.04,79.92,840.48,0.323,,116.57,0.0
08/05/2020 19:52:01.000000,28.0,79.9,840.44,0.328,,116.57,0.0
08/05/2020 19:53:00.000000,27.93,79.88,840.49,0.349,,116.57,0.0
08/05/2020 19:54:02.000000,27.89,79.86,840.4,0.331,,125.78,0.01
08/05/2020 19:55:02.000000,27.9,79.86,840.46,0.355,,116.57,0.0
08/05/2020 19:56:02.000000,27.89,79.86,840.44,0.332,,116.57,0.0
08/05/2020 19:57:02.000000,27.83,79.84,840.49,0.37,,116.57,0.0
08/05/2020 19:58:02.000000,27.83,79.84,840.46,0.383,,116.57,0.0
08/05/2020 19:59:02.000000,27.65,79.88,840.51,0.375,,116.57,0.0
08/05/2020 20:00:00.000000,27.59,79.99,840.54,0.335,,116.57,0.0
08/05/2020 20:01:02.000000,27.49,80.13,840.54,0.342,,116.57,0.0
08/05/2020 20:02:01.000000,27.38,80.2,840.52,0.319,,116.57,0.0
08/05/2020 20:03:01.000000,27.19,80.24,840.52,0.318,,98.4,0.01
08/05/2020 20:04:01.000000,27.1,80.22,840.52,0.373,,113.2,0.0
08/05/2020 20:05:02.000000,27.01,80.19,840.51,0.327,,85.87,0.01
08/05/2020 20:06:01.000000,26.97,80.15,840.48,0.37,,135.1,0.0
08/05/2020 20:07:00.000000,27.1,80.11,840.46,0.359,,105.95,0.0
08/05/2020 20:08:01.000000,27.08,80.08,840.46,0.34,,105.95,0.0
08/05/2020 20:09:02.000000,27.07,80.04,840.45,0.343,,105.95,0.0
08/05/2020 20:10:01.000000,27.07,80.02,840.44,0.348,,105.95,0.0
08/05/2020 20:11:02.000000,27.04,79.99,840.41,0.336,,129.3,0.01
08/05/2020 20:12:02.000000,27.08,79.97,840.44,0.332,,116.57,0.0
08/05/2020 20:13:01.000000,27.11,79.95,840.38,0.341,,116.57,0.0
08/05/2020 20:14:01.000000,27.15,79.92,840.36,0.338,,56.9,0.0
08/05/2020 20:15:01.000000,27.12,79.92,840.37,0.339,,100.63,0.01
08/05/2020 20:16:02.000000,27.12,79.92,840.32,0.335,,113.2,0.0
08/05/2020 20:17:00.000000,27.13,79.9,840.33,0.339,,53.3,0.0
08/05/2020 20:18:01.000000,27.05,79.9,840.3,0.334,,123.8,0.0
08/05/2020 20:19:01.000000,27.05,79.92,840.31,0.339,,124.56,0.01
08/05/2020 20:20:02.000000,27.07,79.92,840.35,0.337,,127.91,0.01
08/05/2020 20:21:01.000000,26.99,79.95,840.34,0.338,,124.6,0.01
08/05/2020 20:22:02.000000,26.96,79.93,840.32,0.339,,125.3,0.01
08/05/2020 20:23:00.000000,26.94,79.93,840.31,0.333,,56.2,0.0
08/05/2020 20:24:02.000000,26.92,79.93,840.26,0.33,,122.01,0.0
08/05/2020 20:25:00.000000,27.01,79.92,840.26,0.341,,125.3,0.0
08/05/2020 20:26:01.000000,27.02,79.92,840.24,0.332,,122.01,0.0
08/05/2020 20:27:02.000000,26.96,79.9,840.2,0.337,,122.01,0.0
08/05/2020 20:28:02.000000,26.99,79.9,840.15,0.332,,122.01,0.0
08/05/2020 20:29:00.000000,26.94,79.93,840.12,0.347,,122.01,0.0
08/05/2020 20:30:00.000000,26.85,80.06,840.03,0.373,,128.8,0.0
08/05/2020 20:31:00.000000,26.78,80.1,840.01,0.359,,127.07,0.01
08/05/2020 20:32:02.000000,26.74,80.11,839.96,0.34,,135.0,0.0
08/05/2020 20:33:01.000000,26.74,80.13,839.95,0.336,,121.3,0.0
08/05/2020 20:34:01.000000,26.68,80.13,839.94,0.336,,135.0,0.0
08/05/2020 20:35:02.000000,26.66,80.1,839.94,0.334,,135.0,0.0
08/05/2020 20:36:02.000000,26.63,80.06,839.91,0.337,,135.0,0.0
08/05/2020 20:37:01.000000,26.64,80.02,839.9,0.333,,121.3,0.01
08/05/2020 20:38:02.000000,26.67,80.01,839.88,0.332,,135.0,0.0
08/05/2020 20:39:02.000000,26.69,80.01,839.86,0.375,,135.0,0.0
08/05/2020 20:40:00.000000,26.69,80.01,839.86,0.305,,135.0,0.0
08/05/2020 20:41:01.000000,26.69,80.04,839.91,0.317,,135.0,0.0
08/05/2020 20:42:02.000000,26.61,80.02,839.91,0.36,,129.86,0.01
08/05/2020 20:43:01.000000,26.61,80.01,839.92,0.306,,127.1,0.0
08/05/2020 20:44:00.000000,26.67,80.01,839.88,0.342,,123.69,0.0
08/05/2020 20:45:01.000000,26.63,79.99,839.85,0.338,,123.69,0.0
08/05/2020 20:46:02.000000,26.63,79.97,839.89,0.312,,123.69,0.0
08/05/2020 20:47:01.000000,26.65,79.99,839.87,0.318,,123.69,0.0
08/05/2020 20:48:02.000000,26.64,79.97,839.91,0.317,,123.69,0.0
08/05/2020 20:49:00.000000,26.64,79.97,839.9,0.317,,126.2,0.0
08/05/2020 20:50:02.000000,26.64,79.95,839.83,0.299,,122.58,0.01
08/05/2020 20:51:01.000000,26.63,79.97,839.83,0.308,,122.62,0.01
08/05/2020 20:52:01.000000,26.67,79.97,839.82,0.315,,251.57,0.0
08/05/2020 20:53:02.000000,26.62,79.97,839.8,0.358,,251.57,0.0
08/05/2020 20:54:02.000000,26.53,79.97,839.75,0.355,,121.3,0.0
08/05/2020 20:55:02.000000,26.57,79.97,839.72,0.364,,251.57,0.0
08/05/2020 20:56:02.000000,26.57,79.99,839.68,0.36,,251.57,0.0
08/05/2020 20:57:02.000000,26.49,79.99,839.68,0.3,,251.57,0.0
08/05/2020 20:58:01.000000,26.53,79.99,839.68,0.349,,251.57,0.0
08/05/2020 20:59:01.000000,26.56,79.99,839.67,0.32,,128.8,0.0
08/05/2020 21:00:01.000000,26.48,80.02,839.66,0.337,,251.57,0.0
08/05/2020 21:01:01.000000,26.33,80.15,839.64,0.358,,133.42,0.01
08/05/2020 21:02:02.000000,26.26,80.22,839.64,0.324,,126.66,0.01
08/05/2020 21:03:01.000000,26.25,80.22,839.62,0.298,,90.0,0.0
08/05/2020 21:04:01.000000,26.3,80.2,839.64,0.298,,90.0,0.0
