InstrumentName, CAMP,,,,,
StartTime, 2019-10-01 00:00:00,,,,,
EndTime, 2019-10-31 23:59:59,,,,,
Date,CO,NO2,O3,PM10,PM2.5,SO2
10/01/2019 00:00:00.000000,0.2,8.0,39.0,28.0,6.2,1.0
10/01/2019 01:00:00.000000,0.2,7.0,33.0,26.0,6.2,1.0
10/01/2019 02:00:00.000000,0.1,5.0,31.0,21.0,6.5,1.0
10/01/2019 03:00:00.000000,0.1,5.0,27.0,17.0,6.4,1.0
10/01/2019 04:00:00.000000,0.1,5.0,21.0,16.0,6.4,0.0
10/01/2019 05:00:00.000000,0.1,,21.0,14.0,6.3,1.0
10/01/2019 06:00:00.000000,0.1,3.0,22.0,13.0,6.3,0.0
10/01/2019 07:00:00.000000,0.1,4.0,22.0,15.0,6.3,0.0
10/01/2019 08:00:00.000000,0.1,4.0,22.0,17.0,6.4,0.0
10/01/2019 09:00:00.000000,0.1,4.0,20.0,14.0,6.5,0.0
10/01/2019 10:00:00.000000,0.1,6.0,19.0,13.0,6.9,0.0
10/01/2019 11:00:00.000000,0.2,6.0,17.0,10.0,6.7,0.0
10/01/2019 12:00:00.000000,0.2,7.0,18.0,8.0,6.0,1.0
10/01/2019 13:00:00.000000,0.3,8.0,14.0,5.0,3.7,
10/01/2019 14:00:00.000000,0.3,7.0,13.0,3.0,2.5,1.0
10/01/2019 15:00:00.000000,0.3,8.0,8.0,3.0,2.7,1.0
10/01/2019 16:00:00.000000,0.2,9.0,6.0,6.0,4.4,1.0
10/01/2019 17:00:00.000000,0.3,9.0,7.0,8.0,6.0,1.0
10/01/2019 18:00:00.000000,0.2,8.0,5.0,10.0,6.9,1.0
10/01/2019 19:00:00.000000,0.2,8.0,9.0,11.0,6.7,1.0
10/01/2019 20:00:00.000000,0.3,8.0,8.0,12.0,6.3,1.0
10/01/2019 21:00:00.000000,0.3,7.0,5.0,14.0,6.8,1.0
10/01/2019 22:00:00.000000,0.3,11.0,5.0,15.0,7.5,1.0
10/01/2019 23:00:00.000000,0.3,11.0,8.0,15.0,8.9,1.0
10/02/2019 00:00:00.000000,0.3,10.0,10.0,14.0,8.8,1.0
10/02/2019 01:00:00.000000,0.2,10.0,4.0,11.0,7.9,1.0
10/02/2019 02:00:00.000000,0.2,8.0,4.0,7.0,5.5,0.0
10/02/2019 03:00:00.000000,0.1,6.0,4.0,4.0,3.6,0.0
10/02/2019 04:00:00.000000,0.1,6.0,5.0,3.0,2.3,0.0
10/02/2019 05:00:00.000000,0.1,,3.0,1.0,1.5,0.0
10/02/2019 06:00:00.000000,0.1,4.0,2.0,1.0,1.1,0.0
10/02/2019 07:00:00.000000,0.1,4.0,3.0,0.0,1.1,0.0
10/02/2019 08:00:00.000000,0.1,3.0,5.0,0.0,0.7,0.0
10/02/2019 09:00:00.000000,0.1,4.0,5.0,0.0,0.6,0.0
10/02/2019 10:00:00.000000,0.1,4.0,4.0,0.0,0.7,0.0
10/02/2019 11:00:00.000000,0.2,6.0,5.0,1.0,0.9,0.0
10/02/2019 12:00:00.000000,0.3,9.0,4.0,1.0,1.2,1.0
10/02/2019 13:00:00.000000,0.3,9.0,2.0,1.0,1.6,1.0
10/02/2019 14:00:00.000000,0.4,7.0,8.0,2.0,1.8,1.0
10/02/2019 15:00:00.000000,0.3,8.0,6.0,3.0,3.0,1.0
10/02/2019 16:00:00.000000,0.3,10.0,2.0,6.0,5.0,1.0
10/02/2019 17:00:00.000000,0.3,6.0,3.0,7.0,5.6,1.0
10/02/2019 18:00:00.000000,0.3,7.0,8.0,7.0,6.1,1.0
10/02/2019 19:00:00.000000,0.3,10.0,9.0,14.0,9.0,1.0
10/02/2019 20:00:00.000000,0.3,13.0,11.0,19.0,11.0,1.0
10/02/2019 21:00:00.000000,0.2,12.0,12.0,21.0,10.2,1.0
10/02/2019 22:00:00.000000,0.2,12.0,15.0,21.0,9.7,1.0
10/02/2019 23:00:00.000000,0.4,14.0,15.0,19.0,8.6,1.0
10/03/2019 00:00:00.000000,0.3,14.0,16.0,18.0,7.2,1.0
10/03/2019 01:00:00.000000,0.3,14.0,16.0,18.0,7.8,0.0
10/03/2019 02:00:00.000000,0.2,15.0,15.0,21.0,9.6,0.0
10/03/2019 03:00:00.000000,0.3,22.0,13.0,23.0,10.7,0.0
10/03/2019 04:00:00.000000,0.2,17.0,13.0,20.0,11.0,0.0
10/03/2019 05:00:00.000000,0.2,,12.0,20.0,10.8,0.0
10/03/2019 06:00:00.000000,0.1,6.0,13.0,16.0,9.6,0.0
10/03/2019 07:00:00.000000,0.1,3.0,15.0,12.0,9.6,0.0
10/03/2019 08:00:00.000000,0.1,4.0,15.0,11.0,8.9,0.0
10/03/2019 09:00:00.000000,0.1,4.0,17.0,10.0,8.8,0.0
10/03/2019 10:00:00.000000,0.2,6.0,16.0,10.0,8.4,0.0
10/03/2019 11:00:00.000000,0.2,10.0,15.0,10.0,7.2,0.0
10/03/2019 12:00:00.000000,0.3,10.0,13.0,9.0,6.4,0.0
10/03/2019 13:00:00.000000,0.4,20.0,10.0,20.0,7.2,1.0
10/03/2019 14:00:00.000000,0.3,17.0,10.0,20.0,7.1,1.0
10/03/2019 15:00:00.000000,0.3,12.0,10.0,18.0,7.5,0.0
10/03/2019 16:00:00.000000,0.3,14.0,10.0,20.0,9.3,1.0
10/03/2019 17:00:00.000000,0.2,13.0,14.0,21.0,11.5,0.0
10/03/2019 18:00:00.000000,0.2,10.0,16.0,21.0,12.8,0.0
10/03/2019 19:00:00.000000,0.2,11.0,26.0,23.0,13.0,0.0
10/03/2019 20:00:00.000000,0.2,11.0,26.0,25.0,12.8,0.0
10/03/2019 21:00:00.000000,0.3,14.0,31.0,31.0,12.5,1.0
10/03/2019 22:00:00.000000,0.3,13.0,34.0,31.0,12.2,1.0
10/03/2019 23:00:00.000000,0.3,19.0,36.0,31.0,11.7,1.0
10/04/2019 00:00:00.000000,0.4,23.0,30.0,30.7,13.6,1.0
10/04/2019 01:00:00.000000,0.4,26.0,24.0,37.1,17.2,1.0
10/04/2019 02:00:00.000000,0.3,24.0,18.0,30.0,11.2,1.0
10/04/2019 03:00:00.000000,0.4,27.0,9.0,27.2,12.0,1.0
10/04/2019 04:00:00.000000,0.3,21.0,18.0,23.7,12.0,0.0
10/04/2019 05:00:00.000000,0.3,,19.0,18.6,10.6,0.0
10/04/2019 06:00:00.000000,0.3,25.0,10.0,22.2,11.0,0.0
10/04/2019 07:00:00.000000,0.5,30.0,1.0,27.6,-999.0,1.0
10/04/2019 08:00:00.000000,0.5,31.0,0.0,24.5,13.1,1.0
10/04/2019 09:00:00.000000,0.3,31.0,2.0,30.1,16.4,1.0
10/04/2019 10:00:00.000000,0.2,13.0,12.0,21.9,11.2,0.0
10/04/2019 11:00:00.000000,0.2,17.0,9.0,17.5,8.7,0.0
10/04/2019 12:00:00.000000,0.3,22.0,4.0,19.2,8.4,1.0
10/04/2019 13:00:00.000000,0.5,28.0,1.0,23.1,9.5,1.0
10/04/2019 14:00:00.000000,0.8,26.0,4.0,38.3,14.0,2.0
10/04/2019 15:00:00.000000,0.5,26.0,8.0,48.7,16.7,2.0
10/04/2019 16:00:00.000000,0.5,28.0,10.0,72.1,19.9,2.0
10/04/2019 17:00:00.000000,0.3,17.0,18.0,40.5,13.9,1.0
10/04/2019 18:00:00.000000,0.3,18.0,20.0,50.4,13.3,1.0
10/04/2019 19:00:00.000000,0.4,21.0,24.0,56.1,14.3,2.0
10/04/2019 20:00:00.000000,0.3,19.0,32.0,48.0,11.4,1.0
10/04/2019 21:00:00.000000,0.3,19.0,39.0,45.9,10.5,1.0
10/04/2019 22:00:00.000000,0.4,22.0,42.0,52.9,13.6,1.0
10/04/2019 23:00:00.000000,0.4,26.0,39.0,52.4,14.8,1.0
10/05/2019 00:00:00.000000,0.5,33.0,30.0,51.1,16.0,1.0
10/05/2019 01:00:00.000000,0.6,43.0,15.0,52.3,17.6,1.0
10/05/2019 02:00:00.000000,0.7,45.0,11.0,45.1,19.5,1.0
10/05/2019 03:00:00.000000,1.0,49.0,3.0,55.3,24.0,1.0
10/05/2019 04:00:00.000000,1.2,51.0,1.0,60.3,27.2,2.0
10/05/2019 05:00:00.000000,0.9,,8.0,61.6,22.5,1.0
10/05/2019 06:00:00.000000,0.2,11.0,27.0,42.2,8.9,1.0
10/05/2019 07:00:00.000000,0.1,7.0,26.0,30.4,,1.0
10/05/2019 08:00:00.000000,0.1,7.0,31.0,27.6,5.3,0.0
10/05/2019 09:00:00.000000,0.1,6.0,33.0,27.1,5.2,0.0
10/05/2019 10:00:00.000000,0.1,10.0,30.0,27.1,5.5,0.0
10/05/2019 11:00:00.000000,0.1,6.0,33.0,24.4,5.0,0.0
10/05/2019 12:00:00.000000,0.1,6.0,39.0,24.9,5.8,0.0
10/05/2019 13:00:00.000000,0.2,23.0,22.0,33.7,6.1,1.0
10/05/2019 14:00:00.000000,0.2,15.0,26.0,28.1,5.2,0.0
10/05/2019 15:00:00.000000,0.2,8.0,33.0,27.2,5.6,0.0
10/05/2019 16:00:00.000000,0.1,5.0,37.0,25.3,4.3,0.0
10/05/2019 17:00:00.000000,0.1,4.0,41.0,21.1,3.5,0.0
10/05/2019 18:00:00.000000,0.1,4.0,43.0,19.4,3.5,0.0
10/05/2019 19:00:00.000000,0.2,4.0,45.0,17.5,3.4,0.0
10/05/2019 20:00:00.000000,0.2,4.0,45.0,18.9,3.7,0.0
10/05/2019 21:00:00.000000,0.1,3.0,45.0,18.6,4.2,0.0
10/05/2019 22:00:00.000000,0.2,4.0,47.0,20.2,4.2,0.0
10/05/2019 23:00:00.000000,0.1,4.0,45.0,31.1,5.0,0.0
10/06/2019 00:00:00.000000,0.2,5.0,41.0,27.6,5.6,0.0
10/06/2019 01:00:00.000000,0.2,9.0,36.0,27.2,6.2,1.0
10/06/2019 02:00:00.000000,0.2,7.0,35.0,24.9,5.7,0.0
10/06/2019 03:00:00.000000,0.3,13.0,27.0,26.3,6.9,0.0
10/06/2019 04:00:00.000000,0.2,15.0,24.0,25.0,5.6,0.0
10/06/2019 05:00:00.000000,0.2,,27.0,23.1,5.0,0.0
10/06/2019 06:00:00.000000,0.2,19.0,20.0,22.4,4.4,0.0
10/06/2019 07:00:00.000000,0.2,16.0,20.0,15.0,,0.0
10/06/2019 08:00:00.000000,0.1,13.0,25.0,11.5,2.9,0.0
10/06/2019 09:00:00.000000,0.1,9.0,29.0,11.2,2.4,0.0
10/06/2019 10:00:00.000000,0.1,10.0,28.0,12.4,2.4,0.0
10/06/2019 11:00:00.000000,0.1,6.0,34.0,8.9,2.3,0.0
10/06/2019 12:00:00.000000,0.1,8.0,33.0,5.5,2.2,0.0
10/06/2019 13:00:00.000000,0.1,10.0,27.0,5.4,2.3,0.0
10/06/2019 14:00:00.000000,0.1,5.0,30.0,6.1,2.1,0.0
10/06/2019 15:00:00.000000,0.1,4.0,33.0,6.6,2.5,0.0
10/06/2019 16:00:00.000000,0.1,2.0,38.0,4.9,2.2,0.0
10/06/2019 17:00:00.000000,0.1,3.0,39.0,4.5,1.8,0.0
10/06/2019 18:00:00.000000,0.1,2.0,42.0,2.4,1.6,0.0
10/06/2019 19:00:00.000000,0.1,3.0,43.0,5.1,2.2,0.0
10/06/2019 20:00:00.000000,0.1,3.0,47.0,4.7,2.6,0.0
10/06/2019 21:00:00.000000,0.1,3.0,48.0,5.8,2.4,0.0
10/06/2019 22:00:00.000000,0.1,3.0,49.0,7.4,2.4,0.0
10/06/2019 23:00:00.000000,0.2,5.0,47.0,7.2,2.6,0.0
10/07/2019 00:00:00.000000,0.3,13.0,37.0,12.9,4.4,0.0
10/07/2019 01:00:00.000000,0.3,17.0,30.0,14.6,5.2,0.0
10/07/2019 02:00:00.000000,0.3,20.0,23.0,17.2,5.7,0.0
10/07/2019 03:00:00.000000,0.5,38.0,4.0,25.3,8.5,0.0
10/07/2019 04:00:00.000000,0.3,27.0,15.0,15.3,6.5,0.0
10/07/2019 05:00:00.000000,0.3,,23.0,13.5,5.2,0.0
10/07/2019 06:00:00.000000,0.2,14.0,27.0,9.6,4.2,0.0
10/07/2019 07:00:00.000000,0.4,35.0,2.0,18.1,,1.0
10/07/2019 08:00:00.000000,0.2,20.0,16.0,11.9,4.9,0.0
10/07/2019 09:00:00.000000,0.1,16.0,19.0,9.9,3.9,0.0
10/07/2019 10:00:00.000000,0.2,15.0,22.0,11.2,4.2,0.0
10/07/2019 11:00:00.000000,0.3,23.0,14.0,13.8,5.1,0.0
10/07/2019 12:00:00.000000,0.8,37.0,0.0,26.5,8.8,2.0
10/07/2019 13:00:00.000000,0.9,37.0,1.0,31.2,9.5,2.0
10/07/2019 14:00:00.000000,,32.0,7.0,34.6,9.2,
10/07/2019 15:00:00.000000,0.4,28.0,17.0,45.4,8.8,
10/07/2019 16:00:00.000000,0.3,21.0,26.0,26.1,5.4,0.0
10/07/2019 17:00:00.000000,0.3,12.0,35.0,14.6,4.1,0.0
10/07/2019 18:00:00.000000,0.2,10.0,31.0,12.7,2.8,0.0
