InstrumentName, Chatfield Park,
StartTime, 2019-10-01 00:00:00,
EndTime, 2019-10-31 23:59:59,
Date,O3,PM2.5
10/01/2019 00:00:00.000000,50.0,6.7
10/01/2019 01:00:00.000000,43.0,6.6
10/01/2019 02:00:00.000000,40.0,6.3
10/01/2019 03:00:00.000000,37.0,6.5
10/01/2019 04:00:00.000000,32.0,6.2
10/01/2019 05:00:00.000000,27.0,6.1
10/01/2019 06:00:00.000000,25.0,6.5
10/01/2019 07:00:00.000000,26.0,6.8
10/01/2019 08:00:00.000000,26.0,6.8
10/01/2019 09:00:00.000000,23.0,7.7
10/01/2019 10:00:00.000000,22.0,8.2
10/01/2019 11:00:00.000000,21.0,8.6
10/01/2019 12:00:00.000000,20.0,8.7
10/01/2019 13:00:00.000000,21.0,9.5
10/01/2019 14:00:00.000000,16.0,8.7
10/01/2019 15:00:00.000000,13.0,5.4
10/01/2019 16:00:00.000000,10.0,4.3
10/01/2019 17:00:00.000000,8.0,5.3
10/01/2019 18:00:00.000000,15.0,6.8
10/01/2019 19:00:00.000000,13.0,7.5
10/01/2019 20:00:00.000000,13.0,8.5
10/01/2019 21:00:00.000000,8.0,8.9
10/01/2019 22:00:00.000000,8.0,8.6
10/01/2019 23:00:00.000000,7.0,8.1
10/02/2019 00:00:00.000000,7.0,8.8
10/02/2019 01:00:00.000000,7.0,9.8
10/02/2019 02:00:00.000000,7.0,8.5
10/02/2019 03:00:00.000000,7.0,5.8
10/02/2019 04:00:00.000000,7.0,4.2
10/02/2019 05:00:00.000000,7.0,3.1
10/02/2019 06:00:00.000000,6.0,2.4
10/02/2019 07:00:00.000000,7.0,1.7
10/02/2019 08:00:00.000000,6.0,1.7
10/02/2019 09:00:00.000000,5.0,0.9
10/02/2019 10:00:00.000000,5.0,0.9
10/02/2019 11:00:00.000000,5.0,0.9
10/02/2019 12:00:00.000000,5.0,1.0
10/02/2019 13:00:00.000000,9.0,1.4
10/02/2019 14:00:00.000000,5.0,1.7
10/02/2019 15:00:00.000000,10.0,1.9
10/02/2019 16:00:00.000000,5.0,2.4
10/02/2019 17:00:00.000000,7.0,3.3
10/02/2019 18:00:00.000000,10.0,4.3
10/02/2019 19:00:00.000000,11.0,5.3
10/02/2019 20:00:00.000000,14.0,6.5
10/02/2019 21:00:00.000000,18.0,8.5
10/02/2019 22:00:00.000000,21.0,9.5
10/02/2019 23:00:00.000000,23.0,9.3
10/03/2019 00:00:00.000000,23.0,8.4
10/03/2019 01:00:00.000000,23.0,7.6
10/03/2019 02:00:00.000000,22.0,7.6
10/03/2019 03:00:00.000000,21.0,9.1
10/03/2019 04:00:00.000000,20.0,10.4
10/03/2019 05:00:00.000000,21.0,11.4
10/03/2019 06:00:00.000000,19.0,12.2
10/03/2019 07:00:00.000000,19.0,11.5
10/03/2019 08:00:00.000000,19.0,11.5
10/03/2019 09:00:00.000000,17.0,9.1
10/03/2019 10:00:00.000000,15.0,9.0
10/03/2019 11:00:00.000000,16.0,9.3
10/03/2019 12:00:00.000000,13.0,9.8
10/03/2019 13:00:00.000000,12.0,10.2
10/03/2019 14:00:00.000000,11.0,10.9
10/03/2019 15:00:00.000000,12.0,10.8
10/03/2019 16:00:00.000000,13.0,10.9
10/03/2019 17:00:00.000000,19.0,11.7
10/03/2019 18:00:00.000000,24.0,12.0
10/03/2019 19:00:00.000000,29.0,13.3
10/03/2019 20:00:00.000000,34.0,14.0
10/03/2019 21:00:00.000000,39.0,14.1
10/03/2019 22:00:00.000000,42.0,13.4
10/03/2019 23:00:00.000000,43.0,15.6
10/04/2019 00:00:00.000000,42.0,15.6
10/04/2019 01:00:00.000000,37.0,14.1
10/04/2019 02:00:00.000000,32.0,15.3
10/04/2019 03:00:00.000000,29.0,14.1
10/04/2019 04:00:00.000000,28.0,13.3
10/04/2019 05:00:00.000000,25.0,11.7
10/04/2019 06:00:00.000000,26.0,6.8
10/04/2019 07:00:00.000000,20.0,7.7
10/04/2019 08:00:00.000000,19.0,-999.0
10/04/2019 09:00:00.000000,19.0,6.2
10/04/2019 10:00:00.000000,18.0,4.7
10/04/2019 11:00:00.000000,14.0,4.9
10/04/2019 12:00:00.000000,9.0,5.6
10/04/2019 13:00:00.000000,8.0,8.2
10/04/2019 14:00:00.000000,14.0,10.4
10/04/2019 15:00:00.000000,21.0,10.4
10/04/2019 16:00:00.000000,23.0,-999.0
10/04/2019 17:00:00.000000,21.0,0.0
10/04/2019 18:00:00.000000,24.0,0.0
10/04/2019 19:00:00.000000,30.0,0.0
10/04/2019 20:00:00.000000,33.0,0.0
10/04/2019 21:00:00.000000,39.0,0.0
10/04/2019 22:00:00.000000,46.0,0.0
10/04/2019 23:00:00.000000,45.0,0.0
10/05/2019 00:00:00.000000,36.0,0.0
10/05/2019 01:00:00.000000,31.0,0.0
10/05/2019 02:00:00.000000,22.0,0.0
10/05/2019 03:00:00.000000,23.0,0.0
10/05/2019 04:00:00.000000,21.0,0.0
10/05/2019 05:00:00.000000,27.0,0.0
10/05/2019 06:00:00.000000,14.0,0.0
10/05/2019 07:00:00.000000,32.0,0.0
10/05/2019 08:00:00.000000,33.0,0.0
10/05/2019 09:00:00.000000,32.0,0.0
10/05/2019 10:00:00.000000,34.0,0.0
10/05/2019 11:00:00.000000,30.0,0.0
10/05/2019 12:00:00.000000,24.0,0.0
10/05/2019 13:00:00.000000,21.0,0.0
10/05/2019 14:00:00.000000,20.0,0.0
10/05/2019 15:00:00.000000,27.0,0.0
10/05/2019 16:00:00.000000,34.0,0.0
10/05/2019 17:00:00.000000,43.0,0.0
10/05/2019 18:00:00.000000,45.0,0.0
10/05/2019 19:00:00.000000,47.0,0.0
10/05/2019 20:00:00.000000,48.0,0.0
10/05/2019 21:00:00.000000,50.0,0.0
10/05/2019 22:00:00.000000,51.0,0.0
10/05/2019 23:00:00.000000,52.0,0.0
10/06/2019 00:00:00.000000,44.0,0.0
10/06/2019 01:00:00.000000,40.0,0.0
10/06/2019 02:00:00.000000,37.0,0.0
10/06/2019 03:00:00.000000,35.0,0.0
10/06/2019 04:00:00.000000,33.0,0.0
10/06/2019 05:00:00.000000,32.0,0.0
10/06/2019 06:00:00.000000,32.0,0.0
10/06/2019 07:00:00.000000,29.0,0.0
10/06/2019 08:00:00.000000,27.0,0.0
10/06/2019 09:00:00.000000,35.0,0.0
10/06/2019 10:00:00.000000,37.0,0.0
10/06/2019 11:00:00.000000,36.0,0.0
10/06/2019 12:00:00.000000,36.0,0.0
10/06/2019 13:00:00.000000,36.0,0.0
10/06/2019 14:00:00.000000,36.0,0.0
10/06/2019 15:00:00.000000,36.0,0.0
10/06/2019 16:00:00.000000,39.0,0.0
10/06/2019 17:00:00.000000,40.0,0.0
10/06/2019 18:00:00.000000,44.0,0.0
10/06/2019 19:00:00.000000,46.0,0.0
10/06/2019 20:00:00.000000,48.0,0.0
10/06/2019 21:00:00.000000,50.0,0.0
10/06/2019 22:00:00.000000,51.0,0.0
10/06/2019 23:00:00.000000,50.0,0.0
10/07/2019 00:00:00.000000,46.0,0.0
10/07/2019 01:00:00.000000,45.0,0.0
10/07/2019 02:00:00.000000,42.0,0.0
10/07/2019 03:00:00.000000,33.0,0.0
10/07/2019 04:00:00.000000,36.0,0.0
10/07/2019 05:00:00.000000,34.0,0.0
10/07/2019 06:00:00.000000,33.0,0.0
10/07/2019 07:00:00.000000,32.0,0.0
10/07/2019 08:00:00.000000,32.0,0.0
10/07/2019 09:00:00.000000,33.0,0.0
10/07/2019 10:00:00.000000,32.0,0.0
10/07/2019 11:00:00.000000,33.0,0.0
10/07/2019 12:00:00.000000,29.0,0.0
10/07/2019 13:00:00.000000,26.0,0.0
10/07/2019 14:00:00.000000,,0.0
10/07/2019 15:00:00.000000,37.0,0.0
10/07/2019 16:00:00.000000,42.0,0.0
10/07/2019 17:00:00.000000,47.0,
10/07/2019 18:00:00.000000,46.0,
10/07/2019 19:00:00.000000,52.0,
10/07/2019 20:00:00.000000,56.0,
10/07/2019 21:00:00.000000,63.0,
10/07/2019 22:00:00.000000,64.0,
10/07/2019 23:00:00.000000,62.0,
10/08/2019 00:00:00.000000,54.0,
10/08/2019 01:00:00.000000,51.0,
10/08/2019 02:00:00.000000,49.0,
10/08/2019 03:00:00.000000,46.0,
10/08/2019 04:00:00.000000,42.0,
10/08/2019 05:00:00.000000,38.0,
10/08/2019 06:00:00.000000,39.0,
10/08/2019 07:00:00.000000,40.0,
10/08/2019 08:00:00.000000,31.0,
10/08/2019 09:00:00.000000,40.0,
10/08/2019 10:00:00.000000,38.0,
10/08/2019 11:00:00.000000,37.0,
10/08/2019 12:00:00.000000,34.0,
10/08/2019 13:00:00.000000,34.0,
10/08/2019 14:00:00.000000,37.0,
10/08/2019 15:00:00.000000,48.0,
10/08/2019 16:00:00.000000,47.0,
10/08/2019 17:00:00.000000,48.0,
10/08/2019 18:00:00.000000,55.0,
10/08/2019 19:00:00.000000,55.0,
10/08/2019 20:00:00.000000,57.0,
10/08/2019 21:00:00.000000,58.0,
10/08/2019 22:00:00.000000,59.0,
10/08/2019 23:00:00.000000,57.0,
10/09/2019 00:00:00.000000,49.0,
10/09/2019 01:00:00.000000,44.0,
10/09/2019 02:00:00.000000,45.0,
10/09/2019 03:00:00.000000,44.0,
10/09/2019 04:00:00.000000,43.0,
10/09/2019 05:00:00.000000,38.0,
10/09/2019 06:00:00.000000,36.0,
10/09/2019 07:00:00.000000,40.0,
10/10/2019 01:00:00.000000,20.0,
10/10/2019 02:00:00.000000,18.0,
10/10/2019 03:00:00.000000,15.0,
10/10/2019 04:00:00.000000,15.0,
10/10/2019 05:00:00.000000,14.0,
10/10/2019 06:00:00.000000,15.0,
10/10/2019 07:00:00.000000,16.0,
10/10/2019 08:00:00.000000,18.0,
10/10/2019 09:00:00.000000,15.0,
10/10/2019 10:00:00.000000,16.0,
10/10/2019 11:00:00.000000,19.0,
10/10/2019 12:00:00.000000,19.0,
10/10/2019 13:00:00.000000,21.0,
10/10/2019 14:00:00.000000,24.0,
10/10/2019 15:00:00.000000,25.0,
10/10/2019 16:00:00.000000,26.0,
10/10/2019 17:00:00.000000,27.0,
10/10/2019 18:00:00.000000,27.0,
10/10/2019 19:00:00.000000,25.0,
10/10/2019 20:00:00.000000,25.0,
10/10/2019 21:00:00.000000,26.0,
10/10/2019 22:00:00.000000,25.0,
10/10/2019 23:00:00.000000,24.0,
10/11/2019 00:00:00.000000,21.0,
10/11/2019 01:00:00.000000,13.0,
10/11/2019 02:00:00.000000,17.0,
10/11/2019 03:00:00.000000,16.0,
10/11/2019 04:00:00.000000,14.0,
10/11/2019 05:00:00.000000,14.0,
10/11/2019 06:00:00.000000,17.0,
10/11/2019 07:00:00.000000,14.0,
10/11/2019 08:00:00.000000,13.0,
10/11/2019 09:00:00.000000,10.0,
10/11/2019 10:00:00.000000,10.0,
10/11/2019 11:00:00.000000,20.0,
10/11/2019 12:00:00.000000,22.0,
10/11/2019 13:00:00.000000,23.0,
10/11/2019 14:00:00.000000,26.0,
10/11/2019 15:00:00.000000,28.0,
10/11/2019 16:00:00.000000,33.0,
10/11/2019 17:00:00.000000,41.0,
10/11/2019 18:00:00.000000,45.0,
10/11/2019 19:00:00.000000,49.0,
10/11/2019 20:00:00.000000,50.0,
10/11/2019 21:00:00.000000,50.0,
10/11/2019 22:00:00.000000,51.0,
10/11/2019 23:00:00.000000,48.0,
10/12/2019 00:00:00.000000,38.0,
10/12/2019 01:00:00.000000,33.0,
10/12/2019 02:00:00.000000,32.0,
10/12/2019 03:00:00.000000,29.0,
10/12/2019 04:00:00.000000,27.0,
10/12/2019 05:00:00.000000,22.0,
10/12/2019 06:00:00.000000,20.0,
10/12/2019 07:00:00.000000,25.0,
10/12/2019 08:00:00.000000,24.0,
10/12/2019 09:00:00.000000,23.0,
10/12/2019 10:00:00.000000,12.0,
10/12/2019 11:00:00.000000,9.0,
10/12/2019 12:00:00.000000,13.0,
10/12/2019 13:00:00.000000,20.0,
10/12/2019 14:00:00.000000,24.0,
10/12/2019 15:00:00.000000,31.0,
10/12/2019 16:00:00.000000,44.0,
10/12/2019 17:00:00.000000,50.0,
10/12/2019 18:00:00.000000,53.0,
10/12/2019 19:00:00.000000,54.0,
10/12/2019 20:00:00.000000,52.0,
10/12/2019 21:00:00.000000,55.0,
10/12/2019 22:00:00.000000,56.0,
10/12/2019 23:00:00.000000,53.0,
10/13/2019 00:00:00.000000,45.0,
10/13/2019 01:00:00.000000,41.0,
10/13/2019 02:00:00.000000,39.0,
10/13/2019 03:00:00.000000,36.0,
10/13/2019 04:00:00.000000,34.0,
10/13/2019 05:00:00.000000,30.0,
10/13/2019 06:00:00.000000,26.0,
10/13/2019 07:00:00.000000,29.0,
10/13/2019 08:00:00.000000,30.0,
10/13/2019 09:00:00.000000,16.0,
10/13/2019 10:00:00.000000,18.0,
10/13/2019 11:00:00.000000,26.0,
10/13/2019 12:00:00.000000,28.0,
10/13/2019 13:00:00.000000,30.0,
10/13/2019 14:00:00.000000,27.0,
10/13/2019 15:00:00.000000,36.0,
