InstrumentName, I-25 Denver,,
StartTime, 2019-10-01 00:00:00,,
EndTime, 2019-10-31 23:59:59,,
Date,CO,NO2,PM2.5
10/01/2019 00:00:00.000000,0.2,10.0,5.5
10/01/2019 01:00:00.000000,0.2,9.0,5.5
10/01/2019 02:00:00.000000,0.2,10.0,5.4
10/01/2019 03:00:00.000000,0.2,11.0,5.8
10/01/2019 04:00:00.000000,0.2,,5.9
10/01/2019 05:00:00.000000,0.1,7.0,5.9
10/01/2019 06:00:00.000000,0.1,7.0,5.8
10/01/2019 07:00:00.000000,,,6.3
10/01/2019 08:00:00.000000,0.1,5.0,6.8
10/01/2019 09:00:00.000000,0.1,7.0,6.8
10/01/2019 10:00:00.000000,0.2,13.0,6.5
10/01/2019 11:00:00.000000,0.1,5.0,6.5
10/01/2019 12:00:00.000000,0.1,7.0,3.7
10/01/2019 13:00:00.000000,0.2,9.0,3.4
10/01/2019 14:00:00.000000,0.2,9.0,3.4
10/01/2019 15:00:00.000000,0.6,16.0,5.9
10/01/2019 16:00:00.000000,0.5,14.0,5.9
10/01/2019 17:00:00.000000,0.5,13.0,7.1
10/01/2019 18:00:00.000000,0.4,14.0,7.9
10/01/2019 19:00:00.000000,0.5,16.0,7.5
10/01/2019 20:00:00.000000,0.5,16.0,12.6
10/01/2019 21:00:00.000000,0.5,15.0,10.3
10/01/2019 22:00:00.000000,0.4,13.0,10.3
10/01/2019 23:00:00.000000,0.2,10.0,8.5
10/02/2019 00:00:00.000000,0.2,8.0,8.5
10/02/2019 01:00:00.000000,0.1,8.0,5.2
10/02/2019 02:00:00.000000,0.1,7.0,3.3
10/02/2019 03:00:00.000000,0.1,6.0,2.0
10/02/2019 04:00:00.000000,0.1,,1.3
10/02/2019 05:00:00.000000,0.1,5.0,1.0
10/02/2019 06:00:00.000000,0.1,4.0,0.7
10/02/2019 07:00:00.000000,,,0.7
10/02/2019 08:00:00.000000,0.1,5.0,0.6
10/02/2019 09:00:00.000000,0.1,4.0,0.5
10/02/2019 10:00:00.000000,0.1,4.0,0.5
10/02/2019 11:00:00.000000,0.4,10.0,0.6
10/02/2019 12:00:00.000000,0.3,10.0,1.1
10/02/2019 13:00:00.000000,0.2,7.0,1.3
10/02/2019 14:00:00.000000,0.5,12.0,1.3
10/02/2019 15:00:00.000000,0.4,13.0,4.0
10/02/2019 16:00:00.000000,0.4,12.0,6.6
10/02/2019 17:00:00.000000,0.5,13.0,7.2
10/02/2019 18:00:00.000000,0.4,14.0,9.6
10/02/2019 19:00:00.000000,0.5,21.0,9.6
10/02/2019 20:00:00.000000,0.5,23.0,11.7
10/02/2019 21:00:00.000000,0.3,19.0,9.5
10/02/2019 22:00:00.000000,0.4,21.0,9.5
10/02/2019 23:00:00.000000,0.4,22.0,6.8
10/03/2019 00:00:00.000000,0.3,22.0,7.0
10/03/2019 01:00:00.000000,0.4,19.0,7.0
10/03/2019 02:00:00.000000,0.4,19.0,8.4
10/03/2019 03:00:00.000000,0.3,19.0,9.9
10/03/2019 04:00:00.000000,0.3,,9.9
10/03/2019 05:00:00.000000,0.1,6.0,8.6
10/03/2019 06:00:00.000000,0.1,4.0,8.6
10/03/2019 07:00:00.000000,,,7.7
10/03/2019 08:00:00.000000,0.1,11.0,8.0
10/03/2019 09:00:00.000000,0.2,14.0,8.4
10/03/2019 10:00:00.000000,0.3,14.0,8.4
10/03/2019 11:00:00.000000,0.7,23.0,8.6
10/03/2019 12:00:00.000000,0.7,27.0,8.5
10/03/2019 13:00:00.000000,0.8,22.0,8.5
10/03/2019 14:00:00.000000,0.5,19.0,8.1
10/03/2019 15:00:00.000000,0.3,15.0,8.1
10/03/2019 16:00:00.000000,0.4,16.0,9.7
10/03/2019 17:00:00.000000,0.4,18.0,14.0
10/03/2019 18:00:00.000000,0.4,18.0,14.0
10/03/2019 19:00:00.000000,0.4,24.0,15.8
10/03/2019 20:00:00.000000,0.5,28.0,15.6
10/03/2019 21:00:00.000000,0.5,33.0,14.2
10/03/2019 22:00:00.000000,0.6,35.0,13.0
10/03/2019 23:00:00.000000,0.8,37.0,13.6
10/04/2019 00:00:00.000000,0.7,41.0,-999.0
10/04/2019 01:00:00.000000,0.7,41.0,-999.0
10/04/2019 02:00:00.000000,0.7,38.0,-999.0
10/04/2019 03:00:00.000000,0.7,31.0,-999.0
10/04/2019 04:00:00.000000,0.6,,-999.0
10/04/2019 05:00:00.000000,0.5,27.0,14.8
10/04/2019 06:00:00.000000,0.7,28.0,19.7
10/04/2019 07:00:00.000000,,,-999.0
10/04/2019 08:00:00.000000,0.5,24.0,15.6
10/04/2019 09:00:00.000000,0.4,20.0,13.6
10/04/2019 10:00:00.000000,0.6,22.0,13.4
10/04/2019 11:00:00.000000,1.0,26.0,13.0
10/04/2019 12:00:00.000000,1.2,29.0,-999.0
10/04/2019 13:00:00.000000,1.2,27.0,13.0
10/04/2019 14:00:00.000000,0.7,27.0,13.0
10/04/2019 15:00:00.000000,0.8,32.0,17.4
10/04/2019 16:00:00.000000,0.7,38.0,20.1
10/04/2019 17:00:00.000000,0.5,26.0,18.8
10/04/2019 18:00:00.000000,0.4,25.0,15.4
10/04/2019 19:00:00.000000,0.5,31.0,14.7
10/04/2019 20:00:00.000000,0.5,30.0,13.5
10/04/2019 21:00:00.000000,0.7,34.0,12.4
10/04/2019 22:00:00.000000,0.8,40.0,12.9
10/04/2019 23:00:00.000000,0.7,42.0,12.2
10/05/2019 00:00:00.000000,0.8,48.0,14.0
10/05/2019 01:00:00.000000,1.2,56.0,17.7
10/05/2019 02:00:00.000000,1.0,50.0,19.3
10/05/2019 03:00:00.000000,1.2,51.0,21.0
10/05/2019 04:00:00.000000,1.0,48.0,22.0
10/05/2019 05:00:00.000000,0.9,,18.7
10/05/2019 06:00:00.000000,0.1,13.0,9.0
10/05/2019 07:00:00.000000,0.2,12.0,5.7
10/05/2019 08:00:00.000000,0.2,16.0,4.7
10/05/2019 09:00:00.000000,0.1,23.0,4.6
10/05/2019 10:00:00.000000,0.2,23.0,5.5
10/05/2019 11:00:00.000000,0.2,24.0,5.2
10/05/2019 12:00:00.000000,0.2,25.0,6.2
10/05/2019 13:00:00.000000,0.4,32.0,5.8
10/05/2019 14:00:00.000000,0.2,22.0,6.6
10/05/2019 15:00:00.000000,0.1,10.0,5.5
10/05/2019 16:00:00.000000,0.1,3.0,4.5
10/05/2019 17:00:00.000000,0.1,4.0,3.6
10/05/2019 18:00:00.000000,0.1,2.0,3.5
10/05/2019 19:00:00.000000,0.1,2.0,3.3
10/05/2019 20:00:00.000000,0.1,2.0,3.2
10/05/2019 21:00:00.000000,0.1,2.0,5.6
10/05/2019 22:00:00.000000,0.1,3.0,3.7
10/05/2019 23:00:00.000000,0.1,5.0,4.2
10/06/2019 00:00:00.000000,0.2,10.0,5.9
10/06/2019 01:00:00.000000,0.2,14.0,5.0
10/06/2019 02:00:00.000000,0.4,20.0,4.7
10/06/2019 03:00:00.000000,0.7,25.0,7.1
10/06/2019 04:00:00.000000,0.4,18.0,4.8
10/06/2019 05:00:00.000000,0.3,,4.0
10/06/2019 06:00:00.000000,0.2,12.0,3.4
10/06/2019 07:00:00.000000,0.3,15.0,4.4
10/06/2019 08:00:00.000000,0.4,15.0,4.6
10/06/2019 09:00:00.000000,0.1,5.0,2.4
10/06/2019 10:00:00.000000,0.1,6.0,2.1
10/06/2019 11:00:00.000000,0.1,11.0,2.1
10/06/2019 12:00:00.000000,0.2,12.0,1.9
10/06/2019 13:00:00.000000,0.3,13.0,2.2
10/06/2019 14:00:00.000000,0.3,13.0,2.6
10/06/2019 15:00:00.000000,0.2,11.0,1.9
10/06/2019 16:00:00.000000,0.2,4.0,1.4
10/06/2019 17:00:00.000000,0.2,5.0,1.3
10/06/2019 18:00:00.000000,0.2,5.0,1.7
10/06/2019 19:00:00.000000,0.2,3.0,2.0
10/06/2019 20:00:00.000000,0.2,3.0,2.1
10/06/2019 21:00:00.000000,0.2,3.0,2.0
10/06/2019 22:00:00.000000,0.1,2.0,1.9
10/06/2019 23:00:00.000000,0.2,3.0,2.2
10/07/2019 00:00:00.000000,0.2,5.0,2.6
10/07/2019 01:00:00.000000,0.2,8.0,3.5
10/07/2019 02:00:00.000000,0.4,20.0,6.7
10/07/2019 03:00:00.000000,0.8,35.0,10.0
10/07/2019 04:00:00.000000,0.6,35.0,8.1
10/07/2019 05:00:00.000000,0.5,,5.9
10/07/2019 06:00:00.000000,0.4,25.0,5.2
10/07/2019 07:00:00.000000,0.4,26.0,6.3
10/07/2019 08:00:00.000000,0.4,27.0,5.3
10/07/2019 09:00:00.000000,0.4,24.0,9.7
10/07/2019 10:00:00.000000,0.4,28.0,12.7
10/07/2019 11:00:00.000000,0.7,32.0,9.0
10/07/2019 12:00:00.000000,1.2,39.0,8.3
10/07/2019 13:00:00.000000,1.2,37.0,11.0
10/07/2019 14:00:00.000000,,41.0,10.8
10/07/2019 15:00:00.000000,0.4,29.0,7.2
10/07/2019 16:00:00.000000,0.3,21.0,7.9
10/07/2019 17:00:00.000000,0.4,18.0,5.1
10/07/2019 18:00:00.000000,0.2,16.0,4.9
10/07/2019 19:00:00.000000,0.3,14.0,3.4
10/07/2019 20:00:00.000000,0.4,26.0,3.1
10/07/2019 21:00:00.000000,0.2,,3.0
10/07/2019 22:00:00.000000,0.2,,2.4
10/07/2019 23:00:00.000000,0.2,12.0,2.1
10/08/2019 00:00:00.000000,0.6,40.0,6.8
10/08/2019 01:00:00.000000,1.1,60.0,10.1
10/08/2019 02:00:00.000000,1.1,60.0,10.8
10/08/2019 03:00:00.000000,1.0,55.0,10.2
10/08/2019 04:00:00.000000,1.1,51.0,12.2
10/08/2019 05:00:00.000000,0.9,,10.3
10/08/2019 06:00:00.000000,0.6,44.0,11.3
10/08/2019 07:00:00.000000,0.4,40.0,8.3
10/08/2019 08:00:00.000000,0.5,35.0,7.6
10/08/2019 09:00:00.000000,0.4,35.0,7.6
10/08/2019 10:00:00.000000,0.3,40.0,7.4
10/08/2019 11:00:00.000000,0.7,38.0,8.5
10/08/2019 12:00:00.000000,0.9,41.0,9.8
10/08/2019 13:00:00.000000,1.3,46.0,14.7
10/08/2019 14:00:00.000000,1.2,47.0,20.6
10/08/2019 15:00:00.000000,0.9,47.0,
10/08/2019 16:00:00.000000,0.5,39.0,
10/08/2019 17:00:00.000000,0.3,23.0,
10/08/2019 18:00:00.000000,0.1,9.0,3.8
10/08/2019 19:00:00.000000,0.2,15.0,3.5
10/08/2019 20:00:00.000000,0.2,13.0,5.3
10/08/2019 21:00:00.000000,0.1,12.0,4.4
10/08/2019 22:00:00.000000,0.1,11.0,3.8
10/08/2019 23:00:00.000000,0.2,13.0,4.4
10/09/2019 00:00:00.000000,0.3,18.0,4.9
10/09/2019 01:00:00.000000,1.2,56.0,10.8
10/09/2019 02:00:00.000000,1.3,54.0,11.5
10/09/2019 03:00:00.000000,1.1,52.0,12.2
10/09/2019 04:00:00.000000,0.7,50.0,10.5
10/09/2019 05:00:00.000000,0.6,,8.3
10/09/2019 06:00:00.000000,0.4,38.0,7.9
10/09/2019 07:00:00.000000,0.6,39.0,9.1
10/10/2019 01:00:00.000000,0.2,9.0,7.9
10/10/2019 02:00:00.000000,0.1,8.0,5.1
10/10/2019 03:00:00.000000,0.1,7.0,5.9
10/10/2019 04:00:00.000000,0.1,6.0,4.2
10/10/2019 05:00:00.000000,0.1,,1.6
10/10/2019 06:00:00.000000,0.1,5.0,1.5
10/10/2019 07:00:00.000000,0.1,5.0,1.3
10/10/2019 08:00:00.000000,0.1,6.0,1.6
10/10/2019 09:00:00.000000,0.1,8.0,2.1
10/10/2019 10:00:00.000000,0.1,7.0,1.5
10/10/2019 11:00:00.000000,0.2,9.0,1.5
10/10/2019 12:00:00.000000,0.2,16.0,5.3
10/10/2019 13:00:00.000000,0.2,15.0,20.9
10/10/2019 14:00:00.000000,0.2,17.0,56.2
10/10/2019 15:00:00.000000,0.2,19.0,
10/10/2019 16:00:00.000000,0.2,18.0,0.0
10/10/2019 17:00:00.000000,0.2,16.0,
10/10/2019 18:00:00.000000,0.3,16.0,
10/10/2019 19:00:00.000000,0.2,12.0,0.0
10/10/2019 20:00:00.000000,0.1,10.0,0.0
10/10/2019 21:00:00.000000,0.2,12.0,0.0
10/10/2019 22:00:00.000000,0.3,16.0,0.0
10/10/2019 23:00:00.000000,0.3,16.0,0.0
10/11/2019 00:00:00.000000,0.4,20.0,0.0
10/11/2019 01:00:00.000000,0.4,20.0,0.0
10/11/2019 02:00:00.000000,0.5,26.0,0.0
10/11/2019 03:00:00.000000,0.6,29.0,0.0
10/11/2019 04:00:00.000000,0.5,29.0,0.0
10/11/2019 05:00:00.000000,0.3,,0.0
10/11/2019 06:00:00.000000,0.3,22.0,0.0
10/11/2019 07:00:00.000000,0.2,17.0,0.0
10/11/2019 08:00:00.000000,0.3,22.0,0.0
10/11/2019 09:00:00.000000,0.3,23.0,0.0
10/11/2019 10:00:00.000000,0.3,26.0,0.0
10/11/2019 11:00:00.000000,0.4,28.0,0.0
