InstrumentName, Swansea (DEH) B,,
04/01/2018 02:10:37.156666,10.51,58.0,37.0
04/01/2018 02:14:37.950000,10.13,58.0,37.0
04/01/2018 02:15:57.276666,8.79,58.0,37.0
04/01/2018 02:23:04.333333,9.0,59.0,37.0
04/01/2018 02:25:44.233333,8.88,59.0,37.0
04/01/2018 02:29:44.586666,8.71,59.0,36.0
04/01/2018 02:32:24.526666,8.2,60.0,37.0
04/01/2018 02:35:04.630000,9.32,59.0,36.0
04/01/2018 02:38:11.026666,8.0,60.0,35.0
04/01/2018 02:40:50.783333,10.05,60.0,35.0
04/01/2018 02:43:30.943333,9.16,61.0,36.0
04/01/2018 02:47:30.750000,8.24,61.0,35.0
04/01/2018 02:50:10.743333,8.51,60.0,35.0
04/01/2018 02:52:50.896666,6.73,60.0,35.0
04/01/2018 02:55:30.846666,8.11,60.0,35.0
04/01/2018 02:59:31.073333,5.49,60.0,35.0
04/01/2018 03:02:10.680000,6.32,61.0,35.0
04/01/2018 03:04:51.313333,6.89,61.0,35.0
04/01/2018 03:07:30.793333,7.7,60.0,35.0
04/01/2018 03:11:31.120000,7.79,60.0,35.0
04/01/2018 03:14:11.166666,8.92,60.0,35.0
04/01/2018 03:16:51.036666,7.03,60.0,36.0
04/01/2018 03:19:30.883333,6.86,60.0,36.0
04/01/2018 03:23:30.953333,7.45,59.0,35.0
04/01/2018 03:26:11.383333,5.08,60.0,35.0
04/01/2018 03:28:51.113333,6.0,59.0,36.0
04/01/2018 03:31:30.966666,6.64,59.0,35.0
04/01/2018 03:35:31.196666,6.24,59.0,35.0
04/01/2018 03:38:10.973333,6.25,59.0,35.0
04/01/2018 03:40:50.780000,6.08,59.0,35.0
04/01/2018 03:43:30.776666,7.59,60.0,35.0
04/01/2018 03:47:31.090000,8.05,60.0,35.0
04/01/2018 03:50:10.700000,7.42,60.0,36.0
04/01/2018 03:52:50.666666,6.19,59.0,35.0
04/01/2018 03:55:30.706666,5.97,59.0,35.0
04/01/2018 03:59:30.680000,7.82,59.0,35.0
04/01/2018 04:02:10.760000,7.53,59.0,35.0
04/01/2018 04:04:50.823333,6.17,59.0,35.0
04/01/2018 04:07:30.916666,8.77,59.0,35.0
04/01/2018 04:11:30.713333,4.41,59.0,36.0
04/01/2018 04:14:10.833333,6.49,58.0,35.0
04/01/2018 04:16:51.070000,7.55,59.0,35.0
04/01/2018 04:19:30.820000,7.24,59.0,34.0
04/01/2018 04:23:30.870000,6.81,60.0,34.0
04/01/2018 04:26:10.680000,6.97,60.0,34.0
04/01/2018 04:28:51.036666,7.05,60.0,34.0
04/01/2018 04:31:30.730000,7.62,60.0,34.0
04/01/2018 04:35:30.976666,6.43,61.0,33.0
04/01/2018 04:38:10.863333,7.95,61.0,34.0
04/01/2018 04:40:50.900000,8.7,60.0,33.0
04/01/2018 04:43:31.073333,8.3,60.0,33.0
04/01/2018 04:47:30.880000,8.08,60.0,32.0
04/01/2018 04:50:10.746666,7.87,61.0,33.0
04/01/2018 04:52:50.820000,7.54,60.0,33.0
04/01/2018 04:55:31.036666,8.38,61.0,33.0
04/01/2018 04:59:31.176666,7.0,61.0,33.0
04/01/2018 05:02:10.910000,6.84,60.0,33.0
04/01/2018 05:04:51.176666,8.67,60.0,33.0
04/01/2018 05:07:31.110000,7.9,60.0,32.0
04/01/2018 05:11:30.920000,6.37,61.0,33.0
04/01/2018 05:14:11.170000,6.34,60.0,33.0
04/01/2018 05:16:51.026666,6.91,60.0,33.0
04/01/2018 05:19:30.976666,8.0,59.0,33.0
04/01/2018 05:23:30.943333,7.81,59.0,33.0
04/01/2018 05:26:11.026666,8.61,59.0,32.0
04/01/2018 05:28:51.220000,9.9,60.0,32.0
04/01/2018 05:31:30.923333,7.17,59.0,32.0
04/01/2018 05:35:30.936666,9.58,59.0,32.0
04/01/2018 05:38:10.946666,9.03,60.0,32.0
04/01/2018 05:40:51.333333,8.23,59.0,33.0
04/01/2018 05:43:31.343333,8.59,59.0,32.0
04/01/2018 05:47:30.886666,8.42,59.0,32.0
04/01/2018 05:50:10.870000,5.39,59.0,33.0
04/01/2018 05:52:51.116666,8.76,59.0,33.0
04/01/2018 05:55:31.116666,5.97,59.0,33.0
04/01/2018 05:59:31.750000,8.61,59.0,32.0
04/01/2018 06:02:11.030000,7.66,59.0,32.0
04/01/2018 06:04:51.176666,5.95,60.0,32.0
04/01/2018 06:07:31.303333,7.79,59.0,32.0
04/01/2018 06:11:31.046666,8.81,59.0,32.0
04/01/2018 06:14:10.986666,9.66,59.0,32.0
04/01/2018 06:16:50.923333,7.76,60.0,32.0
04/01/2018 06:19:31.530000,8.46,60.0,32.0
04/01/2018 06:23:30.880000,7.74,60.0,32.0
04/01/2018 06:26:11.393333,8.72,60.0,32.0
04/01/2018 06:28:51.376666,7.19,60.0,32.0
04/01/2018 06:31:31.283333,8.22,60.0,32.0
04/01/2018 06:35:31.146666,8.78,60.0,31.0
04/01/2018 06:38:11.116666,10.14,60.0,31.0
04/01/2018 06:40:51.546666,8.33,60.0,31.0
04/01/2018 06:43:31.433333,7.49,60.0,33.0
04/01/2018 06:47:31.333333,9.59,60.0,32.0
04/01/2018 06:50:11.150000,8.32,60.0,32.0
04/01/2018 06:52:51.106666,9.33,60.0,32.0
04/01/2018 06:55:31.170000,7.21,60.0,33.0
04/01/2018 06:59:31.426666,4.78,59.0,34.0
04/01/2018 07:02:12.020000,8.0,59.0,33.0
04/01/2018 07:04:51.176666,8.38,59.0,32.0
04/01/2018 07:07:31.130000,9.05,60.0,31.0
04/01/2018 07:11:31.260000,6.29,61.0,33.0
04/01/2018 07:14:11.146666,6.89,60.0,33.0
04/01/2018 07:16:51.163333,9.71,60.0,33.0
04/01/2018 07:19:31.336666,9.78,60.0,32.0
04/01/2018 07:23:31.226666,8.03,59.0,32.0
04/01/2018 07:26:11.676666,7.86,60.0,33.0
04/01/2018 07:28:51.136666,9.37,59.0,33.0
04/01/2018 07:31:31.333333,4.84,59.0,34.0
04/01/2018 07:35:31.213333,8.34,59.0,33.0
04/01/2018 07:38:11.103333,7.85,59.0,33.0
04/01/2018 07:40:52.020000,7.29,59.0,33.0
04/01/2018 07:43:31.286666,6.68,59.0,34.0
04/01/2018 07:47:31.256666,8.86,59.0,32.0
04/01/2018 07:50:11.176666,7.39,59.0,33.0
04/01/2018 07:52:50.933333,10.97,59.0,32.0
04/01/2018 07:55:30.840000,6.97,59.0,34.0
04/01/2018 07:59:31.060000,8.26,59.0,33.0
04/01/2018 08:02:11.296666,7.81,59.0,33.0
04/01/2018 08:04:51.223333,5.73,59.0,33.0
04/01/2018 08:07:31.266666,7.56,59.0,33.0
04/01/2018 08:11:31.140000,8.13,59.0,34.0
04/01/2018 08:14:11.146666,6.61,59.0,33.0
04/01/2018 08:16:51.390000,5.91,58.0,34.0
04/01/2018 08:19:31.200000,7.84,58.0,33.0
04/01/2018 08:23:31.243333,7.24,58.0,33.0
04/01/2018 08:26:11.416666,7.3,58.0,34.0
04/01/2018 08:28:51.183333,8.97,58.0,34.0
04/01/2018 08:31:31.110000,7.53,58.0,33.0
04/01/2018 08:35:31.286666,6.29,58.0,34.0
04/01/2018 08:38:11.076666,6.6,58.0,34.0
04/01/2018 08:40:51.146666,6.71,58.0,34.0
04/01/2018 08:43:31.426666,8.22,58.0,35.0
04/01/2018 08:47:30.930000,7.16,56.0,34.0
04/01/2018 08:50:11.143333,7.69,57.0,33.0
04/01/2018 08:52:51.130000,7.89,58.0,34.0
04/01/2018 08:55:31.046666,7.55,58.0,34.0
04/01/2018 08:59:30.880000,6.92,57.0,34.0
04/01/2018 09:02:11.346666,8.49,58.0,34.0
04/01/2018 09:04:51.166666,8.16,57.0,34.0
04/01/2018 09:07:31.073333,6.33,58.0,35.0
04/01/2018 09:11:31.126666,6.64,57.0,35.0
04/01/2018 09:14:10.983333,7.47,57.0,35.0
04/01/2018 09:16:51.426666,7.89,57.0,35.0
04/01/2018 09:19:30.976666,6.58,57.0,35.0
04/01/2018 09:23:31.200000,8.26,57.0,34.0
04/01/2018 09:26:11.716666,6.85,57.0,34.0
04/01/2018 09:28:51.480000,7.45,58.0,35.0
04/01/2018 09:31:31.520000,6.62,58.0,33.0
04/01/2018 09:35:31.386666,7.97,58.0,35.0
04/01/2018 09:38:11.246666,6.61,58.0,34.0
04/01/2018 09:40:51.140000,8.55,58.0,34.0
04/01/2018 09:43:31.033333,7.26,58.0,35.0
04/01/2018 09:47:31.006666,9.59,58.0,35.0
04/01/2018 09:50:11.040000,6.84,58.0,35.0
04/01/2018 09:52:52.120000,8.78,58.0,34.0
04/01/2018 09:55:31.176666,9.0,59.0,34.0
04/01/2018 09:59:31.096666,8.42,59.0,34.0
04/01/2018 10:02:10.966666,10.41,59.0,35.0
04/01/2018 10:04:51.136666,8.62,59.0,35.0
04/01/2018 10:07:30.940000,10.05,59.0,34.0
04/01/2018 10:11:31.016666,9.26,60.0,34.0
04/01/2018 10:14:11.253333,9.13,60.0,35.0
04/01/2018 10:16:51.026666,8.8,60.0,34.0
04/01/2018 10:19:31.330000,8.3,61.0,34.0
04/01/2018 10:23:31.043333,9.56,61.0,34.0
04/01/2018 10:26:11.046666,9.15,61.0,34.0
04/01/2018 10:28:51.100000,9.56,61.0,34.0
04/01/2018 10:31:30.893333,8.46,61.0,35.0
04/01/2018 10:35:31.206666,8.56,60.0,35.0
04/01/2018 10:38:10.876666,8.42,60.0,35.0
04/01/2018 10:40:51.136666,9.03,59.0,35.0
04/01/2018 10:43:31.216666,11.51,60.0,34.0
04/01/2018 10:47:31.136666,9.68,60.0,35.0
04/01/2018 10:50:10.943333,10.29,60.0,34.0
04/01/2018 10:52:50.876666,9.97,60.0,34.0
04/01/2018 10:55:31.096666,8.84,60.0,34.0
04/01/2018 10:59:30.896666,10.36,61.0,33.0
04/01/2018 11:02:11.206666,10.74,62.0,33.0
04/01/2018 11:04:51.003333,12.37,63.0,33.0
04/01/2018 11:07:30.900000,10.89,64.0,33.0
04/01/2018 11:11:31.053333,10.37,64.0,33.0
04/01/2018 11:14:10.940000,11.0,65.0,32.0
04/01/2018 11:16:50.986666,11.32,65.0,32.0
04/01/2018 11:19:31.276666,11.47,66.0,31.0
04/01/2018 11:23:31.420000,11.71,67.0,32.0
04/01/2018 11:26:11.470000,12.9,67.0,31.0
04/01/2018 11:28:51.206666,13.86,68.0,31.0
04/01/2018 11:31:31.133333,14.3,69.0,31.0
04/01/2018 11:35:31.040000,11.16,69.0,31.0
04/01/2018 11:38:10.916666,10.84,69.0,30.0
04/01/2018 11:40:51.296666,12.39,69.0,31.0
04/01/2018 11:43:31.043333,11.82,70.0,30.0
04/01/2018 11:47:31.403333,12.37,70.0,31.0
04/01/2018 11:50:11.130000,11.95,70.0,31.0
04/01/2018 11:52:50.913333,12.58,70.0,31.0
04/01/2018 11:55:31.140000,10.67,70.0,31.0
04/01/2018 11:59:31.066666,9.84,70.0,31.0
04/01/2018 12:02:11.570000,11.03,70.0,31.0
04/01/2018 12:04:51.326666,9.72,70.0,31.0
04/01/2018 12:07:31.016666,11.53,70.0,31.0
04/01/2018 12:11:31.066666,13.33,70.0,31.0
04/01/2018 12:14:10.940000,10.72,70.0,31.0
04/01/2018 12:15:30.946666,12.57,69.0,31.0
04/01/2018 12:19:47.656666,11.6,70.0,31.0
04/01/2018 12:22:27.563333,13.28,70.0,31.0
04/01/2018 12:26:27.543333,13.51,70.0,31.0
04/01/2018 12:29:07.496666,12.25,70.0,31.0
04/01/2018 12:31:47.553333,11.44,70.0,32.0
04/01/2018 12:34:27.623333,11.61,70.0,31.0
04/01/2018 12:38:27.533333,11.37,70.0,31.0
04/01/2018 12:41:07.410000,12.5,70.0,31.0
04/01/2018 12:43:47.556666,12.39,71.0,31.0
04/01/2018 12:46:28.336666,12.06,71.0,32.0
04/01/2018 12:50:27.856666,9.92,70.0,32.0
04/01/2018 12:53:07.866666,13.38,69.0,33.0
04/01/2018 12:55:47.616666,10.7,68.0,34.0
04/01/2018 12:58:27.853333,14.0,66.0,33.0
04/01/2018 13:02:27.996666,11.46,66.0,35.0
04/01/2018 13:05:08.140000,10.46,65.0,36.0
04/01/2018 13:07:47.660000,10.59,64.0,37.0
04/01/2018 13:10:27.853333,11.92,63.0,37.0
04/01/2018 13:14:27.936666,10.27,61.0,37.0
04/01/2018 13:17:07.756666,13.51,61.0,38.0
04/01/2018 13:19:47.696666,8.71,60.0,38.0
04/01/2018 13:22:27.650000,12.44,60.0,37.0
04/01/2018 13:26:27.846666,10.94,59.0,38.0
04/01/2018 13:29:07.490000,16.59,58.0,38.0
04/01/2018 13:31:47.933333,12.95,58.0,38.0
04/01/2018 13:34:27.766666,12.32,58.0,38.0
04/01/2018 13:38:27.693333,13.38,57.0,38.0
04/01/2018 13:41:07.990000,10.24,57.0,38.0
04/01/2018 13:43:47.670000,12.33,57.0,38.0
04/01/2018 13:46:28.256666,13.86,57.0,38.0
04/01/2018 13:50:27.846666,12.5,57.0,37.0
04/01/2018 13:53:07.703333,13.78,57.0,38.0
04/01/2018 13:55:47.710000,14.16,57.0,38.0
04/01/2018 13:58:27.626666,16.26,57.0,39.0
04/01/2018 14:02:27.930000,16.87,56.0,39.0
04/01/2018 14:05:07.736666,16.83,56.0,39.0
04/01/2018 14:08:03.276666,15.79,55.0,40.0
04/01/2018 14:10:27.740000,18.13,54.0,40.0
04/01/2018 14:14:27.490000,18.83,53.0,37.0
04/01/2018 14:17:07.620000,17.94,56.0,40.0
04/01/2018 14:19:47.593333,16.42,55.0,40.0
04/01/2018 14:22:27.590000,16.45,54.0,41.0
04/01/2018 14:26:27.556666,14.49,53.0,42.0
04/01/2018 14:29:07.680000,14.58,53.0,42.0
04/01/2018 14:31:47.666666,15.44,52.0,42.0
04/01/2018 14:34:27.576666,15.23,51.0,43.0
04/01/2018 14:38:27.806666,10.38,50.0,43.0
04/01/2018 14:41:07.550000,12.0,50.0,42.0
04/01/2018 14:43:47.743333,15.82,50.0,43.0
04/01/2018 14:46:27.623333,16.34,49.0,43.0
04/01/2018 14:50:27.616666,9.97,48.0,43.0
04/01/2018 14:53:07.926666,11.11,48.0,44.0
04/01/2018 14:55:47.716666,13.11,49.0,44.0
04/01/2018 14:58:27.583333,15.58,48.0,44.0
04/01/2018 15:02:27.626666,16.43,47.0,45.0
04/01/2018 15:05:08.006666,16.26,46.0,45.0
04/01/2018 15:07:47.490000,16.81,47.0,45.0
04/01/2018 15:10:27.693333,12.74,47.0,44.0
04/01/2018 15:14:28.016666,14.05,47.0,45.0
04/01/2018 15:17:07.700000,14.12,46.0,46.0
04/01/2018 15:19:47.666666,14.89,45.0,46.0
04/01/2018 15:22:27.626666,11.82,44.0,47.0
04/01/2018 15:26:27.856666,14.68,44.0,47.0
04/01/2018 15:29:07.500000,12.29,43.0,47.0
04/01/2018 15:31:47.526666,12.55,43.0,48.0
04/01/2018 15:34:27.923333,15.03,43.0,48.0
04/01/2018 15:38:27.480000,13.89,43.0,48.0
04/01/2018 15:41:07.596666,11.65,43.0,47.0
04/01/2018 15:43:47.676666,14.3,43.0,49.0
04/01/2018 15:46:27.510000,16.05,42.0,49.0
04/01/2018 15:50:27.816666,16.39,41.0,49.0
04/01/2018 15:53:07.493333,14.59,41.0,48.0
04/01/2018 15:55:47.780000,16.97,41.0,49.0
04/01/2018 15:58:27.930000,18.63,40.0,47.0
04/01/2018 16:02:28.340000,18.4,40.0,50.0
04/01/2018 16:05:08.186666,19.27,40.0,48.0
04/01/2018 16:07:47.516666,18.03,41.0,48.0
04/01/2018 16:10:27.986666,18.62,41.0,50.0
04/01/2018 16:14:27.780000,17.59,41.0,50.0
04/01/2018 16:17:07.963333,19.13,40.0,50.0
04/01/2018 16:19:47.973333,21.76,41.0,48.0
04/01/2018 16:22:27.600000,20.13,41.0,50.0
04/01/2018 16:26:27.813333,23.61,44.0,47.0
04/01/2018 16:29:07.576666,20.49,42.0,50.0
04/01/2018 16:31:47.933333,19.06,43.0,48.0
04/01/2018 16:34:27.940000,23.11,43.0,47.0
04/01/2018 16:38:27.786666,22.76,43.0,49.0
04/01/2018 16:41:07.886666,21.66,41.0,50.0
04/01/2018 16:43:47.496666,23.59,41.0,49.0
04/01/2018 16:47:47.683333,23.03,42.0,50.0
04/01/2018 16:50:27.543333,24.28,41.0,48.0
04/01/2018 16:53:07.606666,21.08,42.0,49.0
04/01/2018 16:55:47.643333,22.95,42.0,45.0
04/01/2018 16:58:27.716666,24.13,46.0,46.0
04/01/2018 17:02:27.810000,25.16,45.0,46.0
04/01/2018 17:05:07.686666,23.82,45.0,46.0
04/01/2018 17:07:47.593333,25.06,45.0,46.0
04/01/2018 17:10:27.733333,25.42,45.0,47.0
04/01/2018 17:14:27.760000,23.57,45.0,47.0
04/01/2018 17:17:07.750000,22.63,45.0,47.0
04/01/2018 17:19:48.046666,23.53,45.0,47.0
04/01/2018 17:23:47.666666,25.41,46.0,46.0
04/01/2018 17:26:27.650000,23.5,46.0,47.0
04/01/2018 17:29:07.636666,23.79,46.0,48.0
04/01/2018 17:31:47.900000,25.71,45.0,46.0
04/01/2018 17:34:27.950000,24.87,45.0,46.0
04/01/2018 17:38:27.746666,25.34,46.0,47.0
04/01/2018 17:41:07.696666,22.94,47.0,45.0
04/01/2018 17:43:47.683333,21.76,46.0,46.0
04/01/2018 17:46:27.900000,22.31,47.0,48.0
04/01/2018 17:50:27.690000,18.73,47.0,44.0
04/01/2018 17:53:07.740000,18.57,47.0,44.0
04/01/2018 17:55:47.600000,18.22,47.0,47.0
04/01/2018 17:58:27.786666,17.69,45.0,47.0
04/01/2018 18:02:27.923333,18.21,45.0,47.0
04/01/2018 18:05:07.890000,16.44,44.0,48.0
04/01/2018 18:07:48.176666,17.77,43.0,47.0
04/01/2018 18:10:27.730000,17.74,43.0,47.0
04/01/2018 18:14:27.580000,17.65,43.0,49.0
04/01/2018 18:17:07.846666,19.05,43.0,48.0
04/01/2018 18:19:48.313333,14.74,43.0,47.0
04/01/2018 18:22:27.676666,17.53,43.0,48.0
04/01/2018 18:26:27.603333,15.51,41.0,49.0
04/01/2018 18:29:07.660000,15.89,41.0,49.0
04/01/2018 18:31:47.626666,16.81,41.0,49.0
04/01/2018 18:35:47.643333,16.42,40.0,49.0
04/01/2018 18:38:27.603333,17.39,41.0,50.0
04/01/2018 18:41:07.610000,13.77,39.0,54.0
04/01/2018 18:43:47.743333,14.38,37.0,53.0
04/01/2018 18:46:27.603333,16.28,39.0,51.0
04/01/2018 18:50:27.670000,17.21,39.0,53.0
04/01/2018 18:53:07.626666,15.58,37.0,51.0
04/01/2018 18:55:48.053333,15.6,37.0,53.0
04/01/2018 18:58:27.646666,15.95,35.0,58.0
04/01/2018 19:02:27.660000,17.67,34.0,54.0
04/01/2018 19:05:07.920000,17.47,33.0,59.0
04/01/2018 19:07:47.690000,18.13,34.0,54.0
04/01/2018 19:10:27.783333,19.02,34.0,53.0
04/01/2018 19:14:27.846666,14.2,33.0,58.0
04/01/2018 19:17:07.996666,18.42,33.0,55.0
04/01/2018 19:19:47.970000,18.37,34.0,53.0
04/01/2018 19:22:28.343333,15.08,33.0,56.0
04/01/2018 19:26:27.716666,14.94,33.0,59.0
04/01/2018 19:29:07.626666,17.39,31.0,54.0
04/01/2018 19:31:47.930000,17.47,35.0,55.0
04/01/2018 19:34:27.720000,15.26,33.0,57.0
04/01/2018 19:38:28.243333,19.05,33.0,55.0
04/01/2018 19:41:07.683333,17.3,33.0,55.0
04/01/2018 19:43:47.740000,17.28,33.0,56.0
04/01/2018 19:46:27.743333,16.97,33.0,57.0
04/01/2018 19:50:27.776666,17.59,34.0,55.0
04/01/2018 19:53:07.950000,21.36,35.0,54.0
04/01/2018 19:55:47.676666,19.56,35.0,55.0
04/01/2018 19:58:27.730000,19.27,34.0,56.0
04/01/2018 20:02:27.650000,19.92,35.0,54.0
04/01/2018 20:05:07.820000,18.28,35.0,54.0
04/01/2018 20:07:47.670000,17.38,35.0,57.0
04/01/2018 20:10:27.696666,15.28,32.0,60.0
04/01/2018 20:14:27.696666,15.62,31.0,58.0
04/01/2018 20:17:07.800000,16.37,33.0,59.0
04/01/2018 20:19:47.826666,19.02,33.0,56.0
04/01/2018 20:22:28.036666,16.86,35.0,54.0
04/01/2018 20:26:27.836666,20.74,35.0,54.0
04/01/2018 20:29:07.830000,18.17,35.0,56.0
04/01/2018 20:31:47.790000,19.97,34.0,57.0
04/01/2018 20:34:27.676666,17.75,33.0,57.0
04/01/2018 20:38:27.746666,19.41,36.0,55.0
04/01/2018 20:41:07.876666,26.37,36.0,54.0
04/01/2018 20:43:47.636666,18.67,36.0,54.0
04/01/2018 20:46:27.670000,16.86,33.0,57.0
04/01/2018 20:50:27.790000,19.13,35.0,56.0
04/01/2018 20:53:08.103333,17.89,35.0,57.0
04/01/2018 20:55:47.706666,18.54,34.0,56.0
04/01/2018 20:58:28.146666,20.0,35.0,56.0
04/01/2018 21:02:27.646666,20.9,34.0,56.0
04/01/2018 21:05:07.723333,21.87,34.0,55.0
04/01/2018 21:07:47.786666,17.92,35.0,57.0
04/01/2018 21:10:27.846666,22.79,35.0,56.0
04/01/2018 21:14:27.750000,18.38,34.0,59.0
04/01/2018 21:17:07.776666,17.94,32.0,58.0
04/01/2018 21:19:48.373333,18.67,33.0,57.0
04/01/2018 21:22:27.903333,18.5,32.0,57.0
04/01/2018 21:26:27.880000,19.75,34.0,56.0
04/01/2018 21:29:07.776666,20.26,34.0,57.0
04/01/2018 21:31:47.676666,17.43,34.0,57.0
04/01/2018 21:34:27.926666,18.5,33.0,57.0
04/01/2018 21:38:27.663333,19.3,34.0,57.0
04/01/2018 21:41:07.640000,17.06,34.0,58.0
04/01/2018 21:43:47.713333,13.95,32.0,61.0
04/01/2018 21:46:27.850000,17.53,29.0,65.0
04/01/2018 21:50:28.046666,13.03,30.0,63.0
04/01/2018 21:53:07.933333,15.26,29.0,62.0
04/01/2018 21:55:48.273333,19.05,32.0,58.0
04/01/2018 21:58:27.793333,15.65,33.0,58.0
04/01/2018 22:02:27.840000,16.36,32.0,58.0
04/01/2018 22:05:07.720000,13.38,31.0,62.0
04/01/2018 22:07:48.056666,16.95,31.0,60.0
04/01/2018 22:10:27.720000,26.41,33.0,58.0
04/01/2018 22:14:28.050000,13.38,30.0,60.0
04/01/2018 22:17:07.670000,16.06,32.0,60.0
04/01/2018 22:19:47.786666,16.22,32.0,59.0
04/01/2018 22:23:47.670000,14.24,32.0,58.0
04/01/2018 22:26:27.636666,14.23,33.0,59.0
04/01/2018 22:29:07.643333,12.95,32.0,59.0
04/01/2018 22:31:47.713333,15.16,32.0,59.0
04/01/2018 22:35:47.700000,15.03,32.0,59.0
04/01/2018 22:38:27.840000,14.73,31.0,62.0
04/01/2018 22:41:07.866666,15.05,31.0,62.0
04/01/2018 22:43:47.706666,13.65,31.0,60.0
04/01/2018 22:46:28.066666,10.86,31.0,62.0
04/01/2018 22:50:27.753333,15.03,33.0,58.0
04/01/2018 22:53:07.993333,13.67,32.0,60.0
04/01/2018 22:55:47.760000,12.44,32.0,60.0
04/01/2018 22:58:27.806666,12.92,32.0,59.0
04/01/2018 23:02:27.693333,11.77,33.0,58.0
04/01/2018 23:05:07.756666,11.75,33.0,59.0
04/01/2018 23:07:47.736666,12.95,33.0,60.0
04/01/2018 23:10:27.666666,10.79,32.0,60.0
04/01/2018 23:14:28.030000,11.1,32.0,59.0
04/01/2018 23:17:07.786666,9.86,33.0,60.0
04/01/2018 23:19:47.873333,10.63,31.0,64.0
04/01/2018 23:22:27.913333,8.97,31.0,60.0
04/01/2018 23:26:27.843333,11.46,33.0,59.0
04/01/2018 23:29:07.793333,10.85,33.0,58.0
04/01/2018 23:31:47.740000,11.97,32.0,61.0
04/01/2018 23:34:27.840000,7.87,31.0,60.0
04/01/2018 23:38:27.880000,8.19,32.0,59.0
04/01/2018 23:41:08.010000,9.55,32.0,62.0
04/01/2018 23:43:47.836666,10.59,31.0,60.0
04/01/2018 23:46:27.913333,9.19,32.0,59.0
04/01/2018 23:50:27.796666,8.38,32.0,62.0
04/01/2018 23:53:07.846666,8.05,31.0,61.0
04/01/2018 23:55:48.046666,6.82,31.0,59.0
04/01/2018 23:58:28.030000,9.43,31.0,60.0
04/02/2018 00:02:27.846666,9.08,31.0,60.0
04/02/2018 00:05:07.753333,7.05,31.0,62.0
04/02/2018 00:07:47.800000,8.45,30.0,62.0
04/02/2018 00:10:27.780000,7.18,30.0,63.0
04/02/2018 00:14:27.920000,6.87,30.0,62.0
04/02/2018 00:17:07.846666,6.64,29.0,64.0
04/02/2018 00:19:47.883333,8.08,29.0,62.0
04/02/2018 00:22:27.776666,6.37,29.0,62.0
04/02/2018 00:26:27.760000,7.29,30.0,61.0
04/02/2018 00:29:07.773333,7.42,30.0,61.0
04/02/2018 00:31:48.273333,8.81,30.0,61.0
04/02/2018 00:34:27.843333,10.1,31.0,60.0
04/02/2018 00:38:27.863333,8.2,32.0,59.0
04/02/2018 00:41:07.776666,8.08,33.0,59.0
04/02/2018 00:43:47.843333,7.13,32.0,59.0
04/02/2018 00:46:27.790000,7.11,32.0,60.0
04/02/2018 00:50:27.716666,6.07,31.0,59.0
