InstrumentName, Woods Park,,
StartTime, 2018-04-01 00:00:00,,
EndTime, 2018-04-30 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
04/01/2018 00:01:56.000000,2.67,3.37,3.37
04/01/2018 00:04:36.000000,2.67,3.65,3.45
04/01/2018 00:08:36.000000,2.52,3.43,3.43
04/01/2018 00:11:16.000000,3.1,4.22,4.05
04/01/2018 00:13:56.000000,2.77,3.65,3.65
04/01/2018 00:16:36.000000,2.9,4.61,3.98
04/01/2018 00:20:36.000000,3.2,4.2,4.2
04/01/2018 00:23:16.000000,2.24,3.57,2.95
04/01/2018 00:25:56.000000,3.17,3.92,3.92
04/01/2018 00:28:37.000000,3.05,4.32,3.93
04/01/2018 00:32:36.000000,3.32,3.9,3.9
04/01/2018 00:35:16.000000,4.46,6.34,5.83
04/01/2018 00:37:56.000000,3.68,4.93,4.63
04/01/2018 00:40:36.000000,4.27,5.07,5.07
04/01/2018 00:44:36.000000,3.74,4.62,4.62
04/01/2018 00:47:16.000000,4.14,5.5,5.36
04/01/2018 00:49:56.000000,3.88,5.51,5.44
04/01/2018 00:52:36.000000,3.21,4.84,4.84
04/01/2018 00:56:36.000000,3.24,4.41,4.41
04/01/2018 00:59:16.000000,3.2,3.93,3.93
04/01/2018 01:01:56.000000,2.88,3.85,3.61
04/01/2018 01:04:37.000000,2.34,4.41,3.56
04/01/2018 01:08:36.000000,2.95,3.58,3.58
04/01/2018 01:11:17.000000,2.88,4.22,3.83
04/01/2018 01:13:56.000000,2.79,4.33,4.1
04/01/2018 01:16:36.000000,3.07,4.1,4.1
04/01/2018 01:20:36.000000,2.53,3.37,3.37
04/01/2018 01:23:16.000000,2.75,4.05,3.62
04/01/2018 01:25:56.000000,3.03,4.57,4.12
04/01/2018 01:28:36.000000,7.71,10.2,9.93
04/01/2018 01:32:36.000000,9.12,12.39,12.02
04/01/2018 01:35:16.000000,8.55,12.18,11.15
04/01/2018 01:37:56.000000,9.02,11.41,11.05
04/01/2018 01:40:36.000000,8.62,10.57,10.07
04/01/2018 01:44:36.000000,7.98,11.41,10.95
04/01/2018 01:47:16.000000,9.49,11.71,11.51
04/01/2018 01:49:56.000000,9.85,13.13,12.54
04/01/2018 01:52:36.000000,9.74,12.95,12.6
04/01/2018 01:56:36.000000,9.07,11.93,11.55
04/01/2018 01:59:16.000000,8.43,10.82,10.68
04/01/2018 02:01:56.000000,8.05,10.1,9.9
04/01/2018 02:04:36.000000,7.72,10.57,9.88
04/01/2018 02:08:36.000000,9.05,11.33,10.88
