InstrumentName, West Denver PA-II B,,
StartTime, 2018-04-01 00:00:00,,
EndTime, 2018-04-30 23:59:59,,
Date,PM2.5,humidity,temp_f
04/01/2018 00:02:07.786666,5.53,31.0,62.0
04/01/2018 00:04:47.830000,5.48,31.0,62.0
04/01/2018 00:07:27.780000,5.77,32.0,61.0
04/01/2018 00:11:27.790000,5.74,32.0,61.0
04/01/2018 00:14:07.843333,7.02,32.0,61.0
04/01/2018 00:16:48.540000,6.51,32.0,60.0
04/01/2018 00:19:27.780000,6.52,32.0,60.0
04/01/2018 00:23:27.920000,6.17,33.0,60.0
04/01/2018 00:26:07.776666,6.19,33.0,59.0
04/01/2018 00:28:47.800000,6.19,33.0,59.0
04/01/2018 00:31:27.780000,6.8,34.0,58.0
04/01/2018 00:35:27.880000,7.3,34.0,58.0
04/01/2018 00:38:07.773333,6.4,35.0,58.0
04/01/2018 00:40:47.783333,5.91,35.0,58.0
04/01/2018 00:43:27.833333,6.79,35.0,57.0
04/01/2018 00:47:27.776666,5.95,35.0,57.0
04/01/2018 00:50:07.780000,6.79,35.0,57.0
04/01/2018 00:52:47.983333,6.59,35.0,57.0
04/01/2018 00:55:27.836666,7.45,35.0,56.0
04/01/2018 00:59:27.820000,8.0,35.0,56.0
04/01/2018 01:02:07.843333,8.43,35.0,56.0
04/01/2018 01:04:47.793333,7.93,35.0,56.0
04/01/2018 01:07:27.810000,8.79,35.0,55.0
04/01/2018 01:11:27.906666,8.13,35.0,55.0
04/01/2018 01:14:07.823333,8.51,35.0,55.0
04/01/2018 01:16:47.796666,7.5,35.0,54.0
04/01/2018 01:19:27.830000,8.12,35.0,54.0
04/01/2018 01:23:27.773333,8.93,36.0,53.0
04/01/2018 01:26:08.303333,9.98,35.0,53.0
04/01/2018 01:28:47.826666,9.07,36.0,53.0
04/01/2018 01:31:27.940000,10.02,36.0,53.0
04/01/2018 01:35:27.783333,9.51,36.0,52.0
04/01/2018 01:38:07.806666,9.93,36.0,52.0
04/01/2018 01:40:47.776666,8.93,36.0,52.0
04/01/2018 01:43:27.856666,9.58,36.0,51.0
04/01/2018 01:47:27.916666,10.18,37.0,51.0
04/01/2018 01:50:08.180000,9.7,37.0,50.0
04/01/2018 01:52:47.966666,8.59,37.0,50.0
04/01/2018 01:55:27.780000,9.51,37.0,50.0
04/01/2018 01:59:27.820000,8.6,38.0,50.0
04/01/2018 02:02:07.783333,9.22,38.0,50.0
04/01/2018 02:04:47.783333,8.55,37.0,50.0
04/01/2018 02:07:27.810000,9.14,37.0,50.0
