InstrumentName, The GrowHaus,,
StartTime, 2018-04-01 00:00:00,,
EndTime, 2018-04-30 23:59:59,,
Date,PM2.5,humidity,temp_f
04/16/2018 22:32:05.506666,4.0,17.0,97.33333333333333
04/16/2018 22:34:46.410000,1.26,17.0,97.33333333333333
04/16/2018 22:38:45.533333,1.46,16.0,100.0
04/16/2018 22:41:25.553333,1.4,15.0,101.33333333333333
04/16/2018 22:44:05.563333,0.93,15.0,101.33333333333333
04/16/2018 22:46:45.556666,1.19,15.0,102.66666666666667
04/16/2018 22:49:25.656666,1.65,14.0,102.66666666666667
04/16/2018 22:53:25.606666,1.32,14.0,104.0
04/16/2018 22:56:05.573333,0.86,14.0,104.0
04/16/2018 22:58:45.546666,1.29,14.0,105.33333333333333
04/16/2018 23:02:46.006666,1.26,14.0,105.33333333333333
04/16/2018 23:05:26.010000,1.41,14.0,105.33333333333333
04/16/2018 23:08:05.586666,1.29,14.0,105.33333333333333
04/16/2018 23:10:49.333333,0.5,13.0,105.33333333333333
04/16/2018 23:13:25.563333,2.0,13.0,105.33333333333333
04/16/2018 23:17:25.626666,0.91,13.0,105.33333333333333
04/16/2018 23:20:05.586666,1.09,13.0,105.33333333333333
04/16/2018 23:22:45.906666,0.76,13.0,106.66666666666667
04/16/2018 23:25:28.626666,1.44,13.0,105.33333333333333
04/16/2018 23:28:05.610000,1.57,13.0,105.33333333333333
04/16/2018 23:32:05.653333,1.85,13.0,106.66666666666667
04/16/2018 23:34:45.636666,1.8,13.0,105.33333333333333
04/16/2018 23:38:45.626666,2.39,13.0,105.33333333333333
04/16/2018 23:41:25.826666,2.24,13.0,105.33333333333333
04/16/2018 23:44:05.660000,1.81,13.0,106.66666666666667
04/16/2018 23:46:45.656666,1.6,13.0,105.33333333333333
04/16/2018 23:49:25.680000,1.17,12.0,105.33333333333333
04/16/2018 23:53:25.736666,1.68,12.0,105.33333333333333
04/16/2018 23:56:05.753333,1.33,12.0,105.33333333333333
04/16/2018 23:58:45.636666,1.11,12.0,105.33333333333333
04/17/2018 00:02:45.740000,2.33,13.0,105.33333333333333
04/17/2018 00:05:25.643333,1.59,13.0,105.33333333333333
04/17/2018 00:08:05.663333,2.42,14.0,105.33333333333333
04/17/2018 00:10:45.656666,8.34,17.0,104.0
04/17/2018 00:14:45.643333,9.1,18.0,102.66666666666667
04/17/2018 00:17:25.650000,13.1,20.0,101.33333333333333
04/17/2018 00:20:05.656666,12.12,19.0,102.66666666666667
04/17/2018 00:22:45.713333,12.69,20.0,101.33333333333333
04/17/2018 00:26:45.666666,13.76,22.0,98.66666666666667
