InstrumentName, I-25 Globeville,
StartTime, 2018-04-01 00:00:00,
EndTime, 2018-04-30 23:59:59,
Date,NO2,PM2.5
04/01/2018 00:00:00.000000,4.0,4.2
04/01/2018 01:00:00.000000,4.0,5.3
04/01/2018 02:00:00.000000,3.0,5.5
04/01/2018 03:00:00.000000,4.0,5.3
04/01/2018 04:00:00.000000,4.0,5.2
04/01/2018 05:00:00.000000,,5.6
04/01/2018 06:00:00.000000,4.0,6.0
04/01/2018 07:00:00.000000,5.0,6.3
04/01/2018 08:00:00.000000,5.0,6.2
04/01/2018 09:00:00.000000,5.0,6.3
04/01/2018 10:00:00.000000,7.0,6.5
04/01/2018 11:00:00.000000,8.0,7.0
04/01/2018 12:00:00.000000,9.0,8.1
04/01/2018 13:00:00.000000,13.0,9.9
04/01/2018 14:00:00.000000,16.0,11.2
04/01/2018 15:00:00.000000,9.0,11.1
04/01/2018 16:00:00.000000,9.0,11.5
04/01/2018 17:00:00.000000,9.0,12.3
04/01/2018 18:00:00.000000,5.0,11.1
04/01/2018 19:00:00.000000,10.0,10.9
04/01/2018 20:00:00.000000,9.0,10.9
04/01/2018 21:00:00.000000,13.0,11.1
04/01/2018 22:00:00.000000,12.0,10.5
04/01/2018 23:00:00.000000,16.0,9.7
04/02/2018 00:00:00.000000,22.0,8.5
04/02/2018 01:00:00.000000,,8.5
04/02/2018 11:00:00.000000,39.0,13.7
04/02/2018 12:00:00.000000,40.0,14.1
04/02/2018 13:00:00.000000,45.0,17.0
04/02/2018 14:00:00.000000,51.0,19.6
04/02/2018 15:00:00.000000,54.0,23.0
04/02/2018 16:00:00.000000,61.0,25.4
04/02/2018 17:00:00.000000,52.0,23.6
04/02/2018 18:00:00.000000,32.0,15.6
04/02/2018 19:00:00.000000,25.0,11.4
04/02/2018 20:00:00.000000,27.0,8.8
04/02/2018 21:00:00.000000,32.0,6.7
04/02/2018 22:00:00.000000,27.0,5.3
04/02/2018 23:00:00.000000,21.0,4.5
04/03/2018 00:00:00.000000,18.0,4.0
04/03/2018 01:00:00.000000,23.0,4.2
04/03/2018 02:00:00.000000,26.0,4.5
04/03/2018 03:00:00.000000,16.0,4.4
04/03/2018 04:00:00.000000,24.0,4.7
04/03/2018 05:00:00.000000,,5.1
04/03/2018 06:00:00.000000,4.0,3.9
04/03/2018 07:00:00.000000,3.0,2.7
04/03/2018 08:00:00.000000,6.0,2.7
04/03/2018 09:00:00.000000,11.0,3.3
04/03/2018 10:00:00.000000,14.0,3.7
04/03/2018 11:00:00.000000,17.0,4.4
04/03/2018 12:00:00.000000,26.0,5.9
