InstrumentName, Lake Arbot,,
04/01/2018 02:14:14.123333,11.25,37.0,46.0
04/01/2018 02:16:54.073333,10.45,37.0,46.0
04/01/2018 02:19:34.096666,10.83,37.0,46.0
04/01/2018 02:23:34.080000,10.0,37.0,46.0
04/01/2018 02:26:14.076666,10.34,37.0,46.0
04/01/2018 02:28:54.080000,10.66,37.0,46.0
04/01/2018 02:31:34.186666,10.59,37.0,46.0
04/01/2018 02:35:34.263333,11.0,37.0,46.0
04/01/2018 02:38:14.193333,9.83,37.0,46.0
04/01/2018 02:40:54.140000,10.34,37.0,45.0
04/01/2018 02:43:34.143333,9.62,37.0,45.0
04/01/2018 02:47:34.113333,8.83,37.0,45.0
04/01/2018 02:50:14.100000,9.67,38.0,45.0
04/01/2018 02:52:54.156666,9.13,38.0,45.0
04/01/2018 02:55:34.143333,9.88,38.0,45.0
04/01/2018 02:59:34.146666,8.81,38.0,45.0
04/01/2018 03:02:14.296666,9.03,38.0,45.0
04/01/2018 03:04:54.150000,9.93,38.0,45.0
04/01/2018 03:07:34.213333,8.38,38.0,44.0
04/01/2018 03:11:34.156666,9.14,38.0,44.0
04/01/2018 03:14:14.153333,9.95,39.0,44.0
04/01/2018 03:16:54.156666,10.21,38.0,44.0
04/01/2018 03:19:34.183333,9.81,38.0,44.0
04/01/2018 03:23:34.323333,7.4,38.0,44.0
04/01/2018 03:26:14.166666,8.43,39.0,44.0
04/01/2018 03:28:54.153333,8.62,38.0,44.0
04/01/2018 03:31:34.166666,8.86,39.0,44.0
04/01/2018 03:35:34.146666,8.69,39.0,44.0
04/01/2018 03:38:14.186666,7.31,39.0,44.0
04/01/2018 03:40:54.210000,8.12,39.0,43.0
04/01/2018 03:43:34.266666,7.76,39.0,44.0
04/01/2018 03:47:34.283333,7.81,39.0,43.0
04/01/2018 03:50:14.330000,8.85,39.0,43.0
04/01/2018 03:52:54.206666,8.68,39.0,43.0
04/01/2018 03:55:34.273333,7.88,39.0,43.0
04/01/2018 03:59:34.173333,7.05,39.0,43.0
04/01/2018 04:02:14.216666,7.27,39.0,43.0
04/01/2018 04:04:54.176666,7.87,39.0,43.0
04/01/2018 04:07:34.223333,7.88,39.0,43.0
04/01/2018 04:11:34.420000,7.4,38.0,43.0
04/01/2018 04:14:14.216666,8.67,39.0,43.0
04/01/2018 04:16:54.223333,8.34,39.0,43.0
04/01/2018 04:19:34.653333,7.3,39.0,43.0
04/01/2018 04:23:34.246666,7.95,39.0,42.0
04/01/2018 04:26:14.243333,7.92,40.0,42.0
04/01/2018 04:28:54.696666,8.75,39.0,43.0
04/01/2018 04:31:34.273333,8.81,39.0,43.0
04/01/2018 04:35:34.280000,8.52,39.0,42.0
04/01/2018 04:38:14.213333,8.69,39.0,42.0
04/01/2018 04:40:54.266666,7.38,39.0,42.0
04/01/2018 04:43:34.226666,7.64,39.0,42.0
04/01/2018 04:47:34.710000,7.86,39.0,42.0
04/01/2018 04:50:14.206666,9.1,40.0,41.0
04/01/2018 04:52:54.236666,8.1,40.0,41.0
04/01/2018 04:55:34.246666,9.47,40.0,41.0
04/01/2018 04:59:34.656666,8.9,40.0,41.0
04/01/2018 05:02:14.250000,8.49,40.0,41.0
04/01/2018 05:04:54.270000,8.12,40.0,41.0
04/01/2018 05:07:34.843333,10.2,40.0,41.0
04/01/2018 05:11:34.753333,10.5,40.0,41.0
04/01/2018 05:14:14.676666,8.9,40.0,41.0
04/01/2018 05:16:54.630000,14.46,40.0,40.0
04/01/2018 05:19:34.680000,14.71,40.0,41.0
04/01/2018 05:23:34.596666,9.88,40.0,40.0
04/01/2018 05:26:14.583333,8.98,40.0,40.0
04/01/2018 05:28:54.690000,10.56,40.0,40.0
04/01/2018 05:31:34.543333,12.24,40.0,40.0
04/01/2018 05:35:34.753333,11.73,40.0,40.0
04/01/2018 05:38:14.716666,11.48,40.0,40.0
04/01/2018 05:40:54.730000,10.88,40.0,39.0
04/01/2018 05:43:34.260000,10.43,41.0,39.0
04/01/2018 05:47:34.273333,10.2,41.0,39.0
04/01/2018 05:50:14.303333,11.46,41.0,39.0
04/01/2018 05:52:54.286666,10.6,40.0,39.0
04/01/2018 05:55:34.783333,10.86,41.0,39.0
04/01/2018 05:59:34.310000,10.83,41.0,39.0
04/01/2018 06:02:14.343333,10.16,41.0,39.0
04/01/2018 06:04:54.320000,11.67,40.0,39.0
04/01/2018 06:07:34.356666,11.19,41.0,39.0
04/01/2018 06:11:34.276666,10.26,41.0,39.0
04/01/2018 06:14:14.736666,9.9,41.0,39.0
04/01/2018 06:16:54.443333,11.0,40.0,39.0
04/01/2018 06:19:34.346666,9.69,41.0,39.0
04/01/2018 06:23:34.280000,11.51,41.0,38.0
04/01/2018 06:26:14.343333,10.0,41.0,38.0
04/01/2018 06:28:54.286666,11.1,41.0,38.0
04/01/2018 06:31:34.373333,9.56,41.0,38.0
04/01/2018 06:35:34.316666,10.95,42.0,38.0
04/01/2018 06:38:14.323333,10.05,42.0,38.0
04/01/2018 06:40:54.360000,11.81,41.0,38.0
04/01/2018 06:43:34.430000,11.19,42.0,38.0
04/01/2018 06:47:34.360000,11.59,42.0,38.0
04/01/2018 06:50:14.556666,10.75,42.0,38.0
04/01/2018 06:52:54.380000,11.69,42.0,38.0
04/01/2018 06:55:34.350000,11.68,42.0,38.0
04/01/2018 06:59:34.826666,12.44,42.0,38.0
04/01/2018 07:02:14.406666,10.7,42.0,38.0
04/01/2018 07:04:54.780000,11.02,42.0,38.0
04/01/2018 07:07:34.433333,12.03,42.0,38.0
04/01/2018 07:11:34.350000,11.69,42.0,38.0
04/01/2018 07:14:14.343333,11.93,42.0,38.0
04/01/2018 07:16:54.336666,10.32,42.0,38.0
04/01/2018 07:19:34.350000,11.3,42.0,38.0
04/01/2018 07:23:34.400000,10.93,42.0,38.0
04/01/2018 07:26:14.350000,11.5,42.0,38.0
04/01/2018 07:28:54.390000,11.13,42.0,38.0
04/01/2018 07:31:34.396666,11.32,42.0,38.0
04/01/2018 07:35:34.356666,11.38,41.0,38.0
04/01/2018 07:38:14.436666,11.79,42.0,38.0
04/01/2018 07:40:54.480000,12.95,42.0,37.0
04/01/2018 07:43:34.480000,12.05,42.0,37.0
04/01/2018 07:47:34.446666,11.69,43.0,38.0
04/01/2018 07:50:14.386666,11.61,42.0,37.0
04/01/2018 07:52:54.386666,11.83,43.0,38.0
04/01/2018 07:55:34.536666,11.76,43.0,37.0
04/01/2018 07:59:34.380000,12.02,43.0,37.0
04/01/2018 08:02:14.576666,12.02,43.0,38.0
04/01/2018 08:04:54.606666,12.58,43.0,37.0
04/01/2018 08:07:34.476666,12.52,43.0,37.0
04/01/2018 08:11:34.586666,12.45,43.0,37.0
04/01/2018 08:14:14.383333,11.49,43.0,37.0
04/01/2018 08:16:54.490000,12.36,43.0,37.0
04/01/2018 08:19:34.393333,11.93,43.0,37.0
04/01/2018 08:23:34.443333,12.43,43.0,37.0
04/01/2018 08:26:14.680000,13.07,44.0,37.0
04/01/2018 08:28:54.463333,12.48,44.0,37.0
04/01/2018 08:31:34.420000,12.3,44.0,37.0
04/01/2018 08:35:34.426666,12.46,44.0,37.0
04/01/2018 08:38:14.510000,12.73,44.0,37.0
04/01/2018 08:40:54.466666,11.82,44.0,37.0
04/01/2018 08:43:34.440000,12.32,44.0,37.0
04/01/2018 08:47:34.583333,11.88,44.0,38.0
04/01/2018 08:50:14.423333,12.56,44.0,38.0
04/01/2018 08:52:54.470000,11.79,43.0,38.0
04/01/2018 08:55:34.453333,12.85,43.0,38.0
04/01/2018 08:59:34.453333,11.83,43.0,38.0
04/01/2018 09:02:14.596666,11.95,44.0,38.0
04/01/2018 09:04:54.513333,11.51,43.0,38.0
04/01/2018 09:07:34.590000,11.29,43.0,38.0
04/01/2018 09:11:34.996666,13.15,43.0,38.0
04/01/2018 09:14:14.483333,13.1,43.0,38.0
04/01/2018 09:16:54.440000,12.02,43.0,38.0
04/01/2018 09:19:34.586666,12.71,43.0,38.0
04/01/2018 09:23:35.026666,12.37,43.0,38.0
04/01/2018 09:26:14.493333,12.41,43.0,38.0
04/01/2018 09:28:54.500000,13.33,43.0,38.0
04/01/2018 09:31:34.546666,13.31,43.0,38.0
04/01/2018 09:35:34.520000,13.24,43.0,38.0
04/01/2018 09:38:14.510000,13.4,43.0,38.0
04/01/2018 09:40:54.540000,13.08,44.0,38.0
04/01/2018 09:43:34.486666,12.48,43.0,38.0
04/01/2018 09:47:34.486666,12.32,44.0,38.0
04/01/2018 09:50:14.496666,11.98,44.0,38.0
04/01/2018 09:52:54.556666,13.05,44.0,38.0
04/01/2018 09:55:34.483333,12.67,44.0,38.0
04/01/2018 09:59:34.606666,12.57,43.0,38.0
04/01/2018 10:02:14.546666,13.19,44.0,38.0
04/01/2018 10:04:54.630000,12.71,44.0,38.0
04/01/2018 10:07:34.630000,13.62,44.0,38.0
04/01/2018 10:11:34.496666,14.59,44.0,38.0
04/01/2018 10:14:14.536666,13.37,44.0,38.0
04/01/2018 10:16:54.603333,13.39,44.0,38.0
04/01/2018 10:19:34.556666,13.79,44.0,38.0
04/01/2018 10:23:34.590000,14.12,44.0,38.0
04/01/2018 10:26:14.603333,13.52,44.0,38.0
04/01/2018 10:28:54.620000,14.79,44.0,38.0
04/01/2018 10:31:34.563333,14.8,44.0,38.0
04/01/2018 10:35:34.530000,16.19,44.0,38.0
04/01/2018 10:38:14.556666,13.9,44.0,38.0
04/01/2018 10:40:54.716666,13.66,44.0,38.0
04/01/2018 10:43:34.603333,13.15,44.0,38.0
04/01/2018 10:47:34.603333,12.76,44.0,38.0
04/01/2018 10:50:14.530000,14.4,44.0,38.0
04/01/2018 10:52:54.910000,13.56,44.0,38.0
04/01/2018 10:55:34.526666,13.85,44.0,38.0
04/01/2018 10:59:34.540000,13.57,45.0,38.0
04/01/2018 11:02:14.563333,14.5,45.0,38.0
04/01/2018 11:04:54.646666,14.43,45.0,38.0
04/01/2018 11:07:34.686666,15.05,45.0,38.0
04/01/2018 11:11:34.566666,15.1,45.0,38.0
04/01/2018 11:14:14.593333,15.66,46.0,38.0
04/01/2018 11:16:54.553333,13.37,45.0,38.0
04/01/2018 11:19:35.623333,13.44,46.0,38.0
04/01/2018 11:23:34.590000,14.69,46.0,38.0
04/01/2018 11:26:14.606666,15.85,46.0,38.0
04/01/2018 11:28:54.566666,13.98,46.0,38.0
04/01/2018 11:31:34.560000,13.93,46.0,38.0
04/01/2018 11:35:34.716666,16.05,46.0,38.0
04/01/2018 11:38:14.576666,13.33,46.0,38.0
04/01/2018 11:40:54.656666,14.1,46.0,38.0
04/01/2018 11:43:34.643333,13.9,47.0,38.0
04/01/2018 11:47:34.576666,13.66,46.0,38.0
04/01/2018 11:50:14.576666,14.71,47.0,37.0
04/01/2018 11:52:54.573333,14.64,47.0,37.0
04/01/2018 11:55:34.610000,14.95,47.0,37.0
04/01/2018 11:59:34.596666,14.93,47.0,37.0
04/01/2018 12:02:14.716666,14.73,47.0,37.0
04/01/2018 12:04:54.730000,15.54,47.0,37.0
04/01/2018 12:07:34.596666,15.74,47.0,37.0
04/01/2018 12:11:34.696666,17.17,48.0,37.0
04/01/2018 12:14:14.676666,14.6,47.0,37.0
04/01/2018 12:16:54.616666,14.56,48.0,37.0
04/01/2018 12:19:34.740000,15.43,48.0,37.0
04/01/2018 12:23:34.686666,15.38,48.0,37.0
04/01/2018 12:26:14.720000,15.73,48.0,37.0
04/01/2018 12:28:54.650000,16.62,48.0,37.0
04/01/2018 12:31:34.650000,15.23,48.0,37.0
04/01/2018 12:35:34.656666,16.51,48.0,37.0
04/01/2018 12:38:14.656666,15.52,48.0,37.0
04/01/2018 12:40:54.696666,15.07,48.0,37.0
04/01/2018 12:43:34.653333,16.31,48.0,37.0
04/01/2018 12:47:34.660000,16.05,48.0,37.0
04/01/2018 12:50:14.763333,15.9,48.0,37.0
04/01/2018 12:52:54.793333,15.66,48.0,37.0
04/01/2018 12:55:34.676666,15.17,48.0,37.0
04/01/2018 12:59:34.680000,15.98,48.0,37.0
04/01/2018 13:02:14.690000,16.37,48.0,37.0
04/01/2018 13:04:54.676666,17.85,48.0,37.0
04/01/2018 13:07:34.643333,17.42,49.0,37.0
04/01/2018 13:11:34.646666,17.84,48.0,37.0
04/01/2018 13:14:14.666666,18.64,49.0,38.0
04/01/2018 13:16:54.733333,22.0,49.0,37.0
04/01/2018 13:19:34.710000,20.02,49.0,37.0
04/01/2018 13:23:34.663333,21.49,49.0,38.0
04/01/2018 13:26:14.786666,17.07,49.0,38.0
04/01/2018 13:28:54.693333,18.52,49.0,38.0
04/01/2018 13:31:34.683333,17.84,49.0,38.0
04/01/2018 13:35:35.076666,17.98,49.0,38.0
04/01/2018 13:38:14.823333,16.9,48.0,37.0
04/01/2018 13:40:54.756666,20.6,48.0,38.0
04/01/2018 13:43:34.900000,19.67,48.0,38.0
04/01/2018 13:47:34.683333,22.44,48.0,39.0
04/01/2018 13:50:14.926666,21.45,47.0,39.0
04/01/2018 13:52:54.820000,22.17,47.0,39.0
04/01/2018 13:55:34.736666,22.62,46.0,40.0
04/01/2018 13:59:34.786666,21.73,46.0,40.0
04/01/2018 14:02:14.946666,21.74,45.0,41.0
04/01/2018 14:04:54.796666,20.24,45.0,41.0
04/01/2018 14:07:34.770000,22.29,45.0,41.0
04/01/2018 14:11:34.706666,21.59,44.0,41.0
04/01/2018 14:14:14.720000,22.3,44.0,41.0
04/01/2018 14:16:54.723333,21.8,44.0,42.0
04/01/2018 14:19:34.823333,20.07,43.0,42.0
04/01/2018 14:23:34.720000,22.02,43.0,43.0
04/01/2018 14:26:14.743333,20.86,42.0,43.0
04/01/2018 14:28:54.796666,21.85,42.0,43.0
04/01/2018 14:31:34.743333,20.78,41.0,44.0
04/01/2018 14:35:34.726666,23.4,40.0,44.0
04/01/2018 14:38:14.790000,21.71,40.0,44.0
04/01/2018 14:40:54.830000,20.51,40.0,45.0
04/01/2018 14:43:34.920000,22.62,39.0,46.0
04/01/2018 14:47:35.030000,20.76,38.0,46.0
04/01/2018 14:50:14.776666,22.29,37.0,47.0
04/01/2018 14:52:54.873333,20.88,37.0,47.0
04/01/2018 14:55:34.896666,19.61,37.0,47.0
04/01/2018 14:59:34.786666,20.34,36.0,47.0
04/01/2018 15:02:14.800000,20.15,36.0,48.0
04/01/2018 15:04:54.896666,20.97,36.0,47.0
04/01/2018 15:07:34.746666,20.24,36.0,48.0
04/01/2018 15:11:34.796666,20.16,36.0,48.0
04/01/2018 15:14:15.646666,20.02,36.0,48.0
04/01/2018 15:16:54.756666,21.78,35.0,48.0
04/01/2018 15:19:34.970000,20.33,35.0,48.0
04/01/2018 15:23:34.883333,21.63,34.0,49.0
04/01/2018 15:26:14.933333,21.59,34.0,49.0
04/01/2018 15:28:54.903333,20.62,34.0,50.0
04/01/2018 15:31:34.930000,20.67,33.0,51.0
04/01/2018 15:35:34.880000,20.8,33.0,51.0
04/01/2018 15:38:14.820000,21.3,32.0,51.0
04/01/2018 15:40:54.920000,20.44,32.0,52.0
04/01/2018 15:43:35.076666,19.98,33.0,52.0
04/01/2018 15:47:34.896666,20.8,31.0,53.0
04/01/2018 15:50:14.796666,20.9,30.0,53.0
04/01/2018 15:52:54.890000,20.0,30.0,54.0
04/01/2018 15:55:34.813333,22.02,30.0,54.0
04/01/2018 15:59:34.800000,22.9,31.0,54.0
04/01/2018 16:02:14.923333,22.31,30.0,55.0
04/01/2018 16:04:54.856666,21.61,30.0,55.0
04/01/2018 16:07:34.820000,22.79,30.0,56.0
04/01/2018 16:11:35.326666,21.48,29.0,56.0
04/01/2018 16:14:14.876666,22.2,29.0,57.0
04/01/2018 16:16:54.900000,22.49,29.0,57.0
04/01/2018 16:19:34.920000,21.64,28.0,57.0
04/01/2018 16:23:34.826666,20.9,28.0,57.0
04/01/2018 16:26:14.933333,23.02,29.0,58.0
04/01/2018 16:28:54.996666,22.31,28.0,58.0
04/01/2018 16:31:34.936666,21.37,28.0,58.0
04/01/2018 16:35:34.906666,22.95,27.0,58.0
04/01/2018 16:38:14.960000,22.69,27.0,58.0
04/01/2018 16:40:54.970000,22.17,28.0,59.0
04/01/2018 16:43:34.856666,21.67,27.0,59.0
04/01/2018 16:47:35.023333,21.63,27.0,59.0
04/01/2018 16:50:14.853333,21.98,28.0,59.0
04/01/2018 16:52:54.940000,21.64,27.0,59.0
04/01/2018 16:55:34.923333,19.74,27.0,59.0
04/01/2018 16:59:34.870000,21.9,28.0,60.0
04/01/2018 17:02:15.033333,21.37,27.0,60.0
04/01/2018 17:04:54.990000,22.07,26.0,60.0
04/01/2018 17:07:35.790000,21.32,27.0,60.0
04/01/2018 17:11:34.916666,21.46,27.0,60.0
04/01/2018 17:14:15.006666,21.49,27.0,60.0
04/01/2018 17:16:54.926666,23.56,26.0,60.0
04/01/2018 17:19:35.130000,21.35,26.0,60.0
04/01/2018 17:23:34.996666,20.67,26.0,60.0
04/01/2018 17:26:15.070000,20.54,27.0,60.0
04/01/2018 17:28:55.010000,19.61,27.0,60.0
04/01/2018 17:31:34.903333,19.68,27.0,60.0
04/01/2018 17:35:35.046666,18.7,27.0,59.0
04/01/2018 17:38:15.326666,19.45,27.0,59.0
04/01/2018 17:40:54.976666,19.26,27.0,59.0
04/01/2018 17:43:34.966666,20.32,27.0,59.0
04/01/2018 17:47:35.006666,19.62,27.0,59.0
04/01/2018 17:50:15.046666,19.43,28.0,60.0
04/01/2018 17:52:55.046666,18.31,27.0,59.0
04/01/2018 17:55:34.993333,16.79,27.0,59.0
04/01/2018 17:59:34.946666,18.29,28.0,59.0
04/01/2018 18:02:15.330000,18.5,27.0,59.0
04/01/2018 18:04:55.043333,17.16,28.0,59.0
04/01/2018 18:07:35.403333,19.37,28.0,60.0
04/01/2018 18:11:35.033333,16.33,27.0,60.0
04/01/2018 18:14:15.106666,18.02,28.0,59.0
04/01/2018 18:16:55.073333,17.2,28.0,60.0
04/01/2018 18:19:35.000000,15.81,28.0,60.0
04/01/2018 18:23:35.040000,17.3,27.0,60.0
04/01/2018 18:26:15.220000,17.52,27.0,60.0
04/01/2018 18:28:55.043333,17.0,27.0,60.0
04/01/2018 18:31:35.203333,17.88,26.0,59.0
04/01/2018 18:35:35.186666,18.19,27.0,59.0
04/01/2018 18:38:15.026666,17.34,27.0,59.0
04/01/2018 18:40:54.973333,18.65,28.0,60.0
04/01/2018 18:43:35.000000,16.43,27.0,59.0
04/01/2018 18:47:35.086666,17.43,28.0,60.0
04/01/2018 18:50:14.986666,17.64,26.0,60.0
04/01/2018 18:52:55.000000,18.05,26.0,60.0
04/01/2018 18:55:35.183333,18.31,27.0,60.0
04/01/2018 18:59:35.066666,17.61,25.0,60.0
04/01/2018 19:02:15.933333,17.83,27.0,61.0
04/01/2018 19:04:55.000000,17.3,25.0,61.0
04/01/2018 19:07:35.200000,17.9,26.0,61.0
04/01/2018 19:11:35.040000,17.32,26.0,61.0
04/01/2018 19:14:15.030000,16.97,27.0,61.0
04/01/2018 19:16:55.000000,17.54,26.0,61.0
04/01/2018 19:19:35.146666,18.15,25.0,60.0
04/01/2018 19:23:35.190000,16.95,26.0,61.0
04/01/2018 19:26:15.050000,17.83,25.0,61.0
04/01/2018 19:28:55.136666,17.54,24.0,61.0
04/01/2018 19:31:35.090000,18.5,25.0,61.0
04/01/2018 19:35:35.226666,18.88,26.0,61.0
04/01/2018 19:38:15.136666,17.27,25.0,61.0
04/01/2018 19:40:55.136666,17.73,25.0,61.0
04/01/2018 19:43:35.026666,17.43,25.0,61.0
04/01/2018 19:47:35.063333,18.2,26.0,61.0
04/01/2018 19:50:15.090000,16.77,27.0,61.0
04/01/2018 19:52:55.083333,18.05,26.0,61.0
04/01/2018 19:55:35.096666,17.44,26.0,62.0
04/01/2018 19:59:35.230000,17.79,25.0,62.0
04/01/2018 20:02:15.096666,17.55,25.0,62.0
04/01/2018 20:04:55.163333,18.14,25.0,62.0
04/01/2018 20:07:35.233333,18.14,25.0,62.0
04/01/2018 20:11:35.056666,16.57,25.0,62.0
04/01/2018 20:14:15.096666,18.05,26.0,63.0
04/01/2018 20:16:55.066666,17.24,24.0,63.0
04/01/2018 20:19:35.236666,18.74,24.0,62.0
04/01/2018 20:23:35.090000,18.32,24.0,61.0
04/01/2018 20:26:15.206666,18.46,25.0,62.0
04/01/2018 20:28:55.136666,18.51,26.0,63.0
04/01/2018 20:31:35.140000,17.74,26.0,63.0
04/01/2018 20:35:35.086666,17.29,25.0,63.0
04/01/2018 20:38:15.126666,18.33,25.0,63.0
04/01/2018 20:40:55.190000,17.44,24.0,63.0
04/01/2018 20:43:35.126666,19.2,24.0,63.0
04/01/2018 20:47:35.130000,18.48,25.0,63.0
04/01/2018 20:50:15.326666,17.88,24.0,63.0
04/01/2018 20:52:55.320000,18.63,24.0,63.0
04/01/2018 20:55:35.880000,18.66,23.0,63.0
04/01/2018 20:59:35.303333,19.1,23.0,63.0
04/01/2018 21:02:15.143333,18.79,24.0,63.0
04/01/2018 21:04:55.330000,18.85,23.0,64.0
04/01/2018 21:07:35.196666,20.62,24.0,64.0
04/01/2018 21:11:35.273333,18.71,24.0,64.0
04/01/2018 21:14:15.146666,19.4,23.0,64.0
04/01/2018 21:16:55.136666,19.37,23.0,64.0
04/01/2018 21:19:35.163333,18.55,23.0,64.0
04/01/2018 21:23:35.136666,18.98,23.0,63.0
04/01/2018 21:26:15.250000,18.86,23.0,63.0
04/01/2018 21:28:55.190000,18.6,23.0,64.0
04/01/2018 21:31:35.330000,19.98,24.0,64.0
04/01/2018 21:35:35.330000,17.36,23.0,63.0
04/01/2018 21:38:15.236666,18.0,23.0,64.0
04/01/2018 21:40:55.320000,19.07,22.0,64.0
04/01/2018 21:43:35.206666,21.38,22.0,64.0
04/01/2018 21:47:35.246666,18.8,22.0,63.0
04/01/2018 21:50:15.240000,19.73,22.0,63.0
04/01/2018 21:52:55.213333,18.73,23.0,63.0
04/01/2018 21:55:35.173333,20.21,23.0,63.0
04/01/2018 21:59:35.276666,19.22,23.0,63.0
04/01/2018 22:02:15.266666,18.51,24.0,63.0
04/01/2018 22:04:55.256666,19.17,24.0,63.0
04/01/2018 22:07:35.243333,19.27,23.0,63.0
04/01/2018 22:11:35.326666,18.29,23.0,63.0
04/01/2018 22:14:15.263333,19.39,23.0,63.0
04/01/2018 22:16:55.216666,18.39,24.0,63.0
04/01/2018 22:19:35.233333,17.41,23.0,63.0
04/01/2018 22:23:35.200000,19.74,24.0,63.0
04/01/2018 22:26:17.410000,17.9,23.0,63.0
04/01/2018 22:28:55.216666,19.26,24.0,62.0
04/01/2018 22:31:35.206666,16.8,24.0,63.0
04/01/2018 22:35:35.756666,17.67,24.0,63.0
04/01/2018 22:38:15.323333,16.69,25.0,63.0
04/01/2018 22:40:55.353333,17.15,24.0,64.0
04/01/2018 22:43:35.276666,17.55,23.0,63.0
04/01/2018 22:47:35.223333,16.29,23.0,63.0
04/01/2018 22:50:15.296666,17.27,23.0,63.0
04/01/2018 22:52:55.273333,15.61,23.0,63.0
04/01/2018 22:55:35.270000,15.76,23.0,63.0
04/01/2018 22:59:35.326666,15.74,23.0,63.0
04/01/2018 23:02:15.340000,15.79,23.0,63.0
04/01/2018 23:04:55.443333,16.25,23.0,63.0
04/01/2018 23:07:35.530000,15.39,24.0,63.0
04/01/2018 23:11:35.246666,13.86,24.0,63.0
04/01/2018 23:14:15.333333,13.83,24.0,63.0
04/01/2018 23:16:55.343333,14.21,24.0,62.0
04/01/2018 23:19:35.260000,14.71,24.0,62.0
04/01/2018 23:23:35.263333,14.93,24.0,62.0
04/01/2018 23:26:15.423333,40.48,25.0,62.0
04/01/2018 23:28:55.346666,31.12,24.0,62.0
04/01/2018 23:31:35.306666,14.79,24.0,62.0
04/01/2018 23:35:35.276666,14.74,24.0,62.0
04/01/2018 23:38:15.283333,12.41,24.0,62.0
04/01/2018 23:40:55.310000,12.52,24.0,62.0
04/01/2018 23:43:35.456666,11.79,25.0,62.0
04/01/2018 23:47:35.326666,12.93,25.0,62.0
04/01/2018 23:50:15.386666,11.33,25.0,62.0
04/01/2018 23:52:55.323333,12.48,25.0,62.0
04/01/2018 23:55:35.306666,11.4,25.0,62.0
04/01/2018 23:59:35.400000,11.88,24.0,62.0
04/02/2018 00:02:15.346666,11.12,24.0,62.0
04/02/2018 00:04:55.336666,11.67,24.0,62.0
04/02/2018 00:07:35.310000,12.69,25.0,62.0
04/02/2018 00:11:35.340000,12.66,25.0,62.0
04/02/2018 00:14:15.363333,11.62,25.0,62.0
04/02/2018 00:16:55.343333,11.62,25.0,62.0
04/02/2018 00:19:35.486666,11.0,25.0,62.0
04/02/2018 00:23:35.366666,11.07,25.0,62.0
04/02/2018 00:26:15.963333,10.56,25.0,62.0
04/02/2018 00:28:55.366666,11.76,25.0,62.0
04/02/2018 00:31:35.403333,11.24,26.0,62.0
04/02/2018 00:35:35.446666,11.26,26.0,62.0
04/02/2018 00:38:15.420000,12.12,25.0,62.0
04/02/2018 00:40:55.446666,11.1,26.0,62.0
04/02/2018 00:43:35.406666,10.14,26.0,61.0
04/02/2018 00:47:35.440000,10.0,26.0,61.0
