InstrumentName, Welby,,,
StartTime, 2018-04-01 00:00:00,,,
EndTime, 2018-04-30 23:59:59,,,
Date,NO2,O3,PM10,SO2
04/01/2018 00:00:00.000000,1.0,33.0,9.0,0.0
04/01/2018 01:00:00.000000,1.0,31.0,7.0,0.0
04/01/2018 02:00:00.000000,1.0,28.0,6.0,0.0
04/01/2018 03:00:00.000000,1.0,27.0,4.0,0.0
04/01/2018 04:00:00.000000,1.0,26.0,3.0,0.0
04/01/2018 05:00:00.000000,,26.0,2.0,0.0
04/01/2018 06:00:00.000000,0.0,26.0,3.0,0.0
04/01/2018 07:00:00.000000,1.0,26.0,3.0,0.0
04/01/2018 08:00:00.000000,3.0,26.0,3.0,0.0
04/01/2018 09:00:00.000000,3.0,24.0,5.0,0.0
04/01/2018 10:00:00.000000,3.0,22.0,6.0,0.0
04/01/2018 11:00:00.000000,2.0,21.0,7.0,0.0
04/01/2018 12:00:00.000000,3.0,20.0,8.0,0.0
04/01/2018 13:00:00.000000,6.0,19.0,9.0,0.0
04/01/2018 14:00:00.000000,9.0,18.0,11.0,0.0
04/01/2018 15:00:00.000000,8.0,19.0,13.0,0.0
04/01/2018 16:00:00.000000,7.0,19.0,14.0,0.0
04/01/2018 17:00:00.000000,5.0,20.0,12.0,0.0
04/01/2018 18:00:00.000000,4.0,22.0,10.0,0.0
04/01/2018 19:00:00.000000,4.0,25.0,11.0,0.0
04/01/2018 20:00:00.000000,3.0,30.0,12.0,0.0
04/01/2018 21:00:00.000000,3.0,31.0,12.0,0.0
04/01/2018 22:00:00.000000,2.0,33.0,11.0,0.0
04/01/2018 23:00:00.000000,2.0,35.0,9.0,0.0
04/02/2018 00:00:00.000000,3.0,36.0,9.0,0.0
04/02/2018 01:00:00.000000,,36.0,9.0,
04/02/2018 11:00:00.000000,25.0,0.0,15.0,0.0
04/02/2018 12:00:00.000000,30.0,0.0,23.0,1.0
04/02/2018 13:00:00.000000,33.0,0.0,32.0,2.0
04/02/2018 14:00:00.000000,39.0,3.0,41.0,2.0
04/02/2018 15:00:00.000000,44.0,5.0,50.0,3.0
04/02/2018 16:00:00.000000,47.0,5.0,57.0,3.0
04/02/2018 17:00:00.000000,34.0,17.0,38.0,1.0
04/02/2018 18:00:00.000000,8.0,46.0,23.0,0.0
04/02/2018 19:00:00.000000,2.0,50.0,20.0,0.0
04/02/2018 20:00:00.000000,2.0,49.0,17.0,0.0
04/02/2018 21:00:00.000000,3.0,48.0,15.0,0.0
04/02/2018 22:00:00.000000,4.0,48.0,15.0,0.0
