InstrumentName, Highland
StartTime, 2018-04-01 00:00:00
EndTime, 2018-04-30 23:59:59
Date,O3
04/01/2018 00:00:00.000000,39.0
04/01/2018 01:00:00.000000,33.0
04/01/2018 02:00:00.000000,30.0
04/01/2018 03:00:00.000000,30.0
04/01/2018 04:00:00.000000,28.0
04/01/2018 05:00:00.000000,27.0
04/01/2018 06:00:00.000000,27.0
04/01/2018 07:00:00.000000,27.0
04/01/2018 08:00:00.000000,25.0
04/01/2018 09:00:00.000000,25.0
04/01/2018 10:00:00.000000,23.0
04/01/2018 11:00:00.000000,22.0
04/01/2018 12:00:00.000000,16.0
04/01/2018 13:00:00.000000,18.0
04/01/2018 14:00:00.000000,19.0
04/01/2018 15:00:00.000000,21.0
04/01/2018 16:00:00.000000,21.0
04/01/2018 17:00:00.000000,26.0
04/01/2018 18:00:00.000000,27.0
04/01/2018 19:00:00.000000,30.0
04/01/2018 20:00:00.000000,33.0
04/01/2018 21:00:00.000000,38.0
04/01/2018 22:00:00.000000,41.0
04/01/2018 23:00:00.000000,42.0
04/02/2018 00:00:00.000000,43.0
04/02/2018 01:00:00.000000,43.0
04/02/2018 11:00:00.000000,15.0
04/02/2018 12:00:00.000000,9.0
04/02/2018 13:00:00.000000,26.0
04/02/2018 14:00:00.000000,38.0
04/02/2018 15:00:00.000000,32.0
04/02/2018 16:00:00.000000,53.0
04/02/2018 17:00:00.000000,57.0
04/02/2018 18:00:00.000000,52.0
04/02/2018 19:00:00.000000,55.0
04/02/2018 20:00:00.000000,56.0
04/02/2018 21:00:00.000000,55.0
04/02/2018 22:00:00.000000,55.0
04/02/2018 23:00:00.000000,56.0
04/03/2018 00:00:00.000000,57.0
04/03/2018 01:00:00.000000,57.0
04/03/2018 02:00:00.000000,57.0
04/03/2018 03:00:00.000000,56.0
04/03/2018 04:00:00.000000,57.0
04/03/2018 05:00:00.000000,49.0
04/03/2018 06:00:00.000000,45.0
04/03/2018 07:00:00.000000,38.0
04/03/2018 08:00:00.000000,37.0
04/03/2018 09:00:00.000000,37.0
04/03/2018 10:00:00.000000,37.0
04/03/2018 11:00:00.000000,39.0
04/03/2018 12:00:00.000000,41.0
04/03/2018 13:00:00.000000,45.0
04/03/2018 14:00:00.000000,48.0
04/03/2018 15:00:00.000000,48.0
04/03/2018 16:00:00.000000,50.0
04/03/2018 17:00:00.000000,50.0
04/03/2018 18:00:00.000000,51.0
04/03/2018 19:00:00.000000,51.0
04/03/2018 20:00:00.000000,52.0
04/03/2018 21:00:00.000000,53.0
04/03/2018 22:00:00.000000,53.0
