InstrumentName, APCD,,
StartTime, 2018-04-01 00:00:00,,
EndTime, 2018-04-30 23:59:59,,
Date,PM2.5,humidity,temp_f
04/01/2018 00:02:14.680000,9.89,50.0,47.0
04/01/2018 00:04:54.593333,9.63,50.0,47.0
04/01/2018 00:07:34.286666,8.68,50.0,48.0
04/01/2018 00:11:38.043333,7.62,49.0,47.0
04/01/2018 00:14:14.753333,7.49,50.0,47.0
04/01/2018 00:16:54.366666,9.21,51.0,46.0
04/01/2018 00:19:34.610000,7.92,52.0,45.0
04/01/2018 00:23:37.236666,7.1,54.0,47.0
04/01/2018 00:26:14.680000,10.08,52.0,45.0
04/01/2018 00:28:54.410000,9.87,53.0,45.0
04/01/2018 00:31:36.806666,9.53,53.0,45.0
04/01/2018 00:35:34.543333,8.76,53.0,45.0
04/01/2018 00:38:14.690000,9.84,53.0,45.0
04/01/2018 00:40:54.673333,9.03,53.0,45.0
04/01/2018 00:43:37.643333,7.83,53.0,45.0
04/01/2018 00:47:37.816666,8.7,53.0,45.0
04/01/2018 00:50:14.666666,9.54,53.0,44.0
04/01/2018 00:52:54.396666,9.47,54.0,44.0
04/01/2018 00:55:34.866666,10.9,52.0,44.0
04/01/2018 00:59:34.386666,9.35,51.0,44.0
04/01/2018 01:02:17.046666,11.09,51.0,43.0
04/01/2018 01:04:54.560000,12.3,51.0,43.0
04/01/2018 01:07:35.276666,12.65,51.0,42.0
04/01/2018 01:11:34.506666,11.49,52.0,43.0
04/01/2018 01:14:14.760000,13.08,53.0,42.0
04/01/2018 01:16:54.383333,13.63,53.0,41.0
04/01/2018 01:19:34.496666,13.05,53.0,41.0
04/01/2018 01:23:34.883333,13.68,54.0,41.0
04/01/2018 01:26:14.620000,14.81,55.0,40.0
04/01/2018 01:28:54.496666,13.81,56.0,39.0
04/01/2018 01:31:34.356666,15.66,57.0,38.0
04/01/2018 01:35:34.376666,15.19,57.0,38.0
04/01/2018 01:38:14.500000,13.66,57.0,39.0
04/01/2018 01:40:57.160000,15.28,57.0,38.0
04/01/2018 01:43:34.460000,13.7,57.0,38.0
04/01/2018 01:47:34.573333,13.74,57.0,37.0
04/01/2018 01:50:15.533333,13.12,57.0,37.0
04/01/2018 01:52:54.576666,13.36,57.0,37.0
04/01/2018 01:55:34.763333,12.0,58.0,38.0
04/01/2018 01:59:34.560000,13.49,58.0,38.0
04/01/2018 02:02:14.416666,11.06,57.0,37.0
04/01/2018 02:04:55.023333,12.64,58.0,38.0
04/01/2018 02:07:34.430000,14.03,58.0,36.0
04/01/2018 02:11:35.246666,14.31,59.0,36.0
