InstrumentName, Woods Park B,,
StartTime, 2022-01-01 00:00:00,,
EndTime, 2022-01-31 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
01/01/2022 00:01:51.000000,2.03,2.97,2.43
01/01/2022 00:03:51.000000,1.84,3.04,2.18
01/01/2022 00:05:51.000000,1.78,3.14,2.53
01/01/2022 00:07:51.000000,1.79,3.05,2.75
01/01/2022 00:09:51.000000,1.91,2.32,2.28
01/01/2022 00:11:51.000000,1.91,2.42,2.42
01/01/2022 00:13:51.000000,1.95,3.65,2.87
01/01/2022 00:15:51.000000,1.77,2.48,2.36
01/01/2022 00:17:51.000000,2.14,3.07,2.64
01/01/2022 00:19:52.000000,2.15,3.73,3.05
01/01/2022 00:21:52.000000,2.2,2.63,2.54
01/01/2022 00:23:52.000000,2.24,3.41,3.03
01/01/2022 00:25:52.000000,1.95,3.73,2.73
01/01/2022 00:27:52.000000,1.88,3.21,2.64
01/01/2022 00:31:52.000000,1.65,2.51,2.25
01/01/2022 00:33:52.000000,1.42,3.22,2.83
01/01/2022 00:35:52.000000,1.47,2.24,2.24
01/01/2022 00:37:52.000000,1.93,3.19,2.41
01/01/2022 00:39:52.000000,1.93,3.18,2.6
01/01/2022 00:41:52.000000,1.59,2.58,2.29
01/01/2022 00:43:52.000000,1.85,2.85,2.41
01/01/2022 00:45:52.000000,2.0,3.35,2.6
01/01/2022 00:47:52.000000,2.02,4.12,2.88
01/01/2022 00:49:52.000000,2.17,2.86,2.86
01/01/2022 00:51:52.000000,2.49,3.88,3.47
01/01/2022 00:53:52.000000,2.65,3.77,3.19
01/01/2022 00:55:52.000000,2.5,3.86,3.59
01/01/2022 00:57:52.000000,2.64,3.8,3.56
01/01/2022 00:59:52.000000,2.71,4.36,3.45
01/01/2022 01:01:52.000000,2.52,4.97,3.78
01/01/2022 01:03:52.000000,2.51,3.88,3.53
01/01/2022 01:05:52.000000,2.48,4.53,3.88
01/01/2022 01:07:52.000000,2.07,4.17,3.07
01/01/2022 01:09:52.000000,2.1,3.49,2.92
01/01/2022 01:11:52.000000,2.12,3.54,3.18
01/01/2022 01:13:52.000000,2.21,3.0,2.84
01/01/2022 01:15:52.000000,1.92,2.61,2.46
01/01/2022 01:17:52.000000,1.84,2.86,2.38
01/01/2022 01:19:52.000000,2.18,3.32,3.0
01/01/2022 01:21:53.000000,2.0,3.08,2.95
01/01/2022 01:23:53.000000,2.24,3.47,3.05
01/01/2022 01:25:53.000000,2.67,4.11,3.7
01/01/2022 01:27:53.000000,2.84,5.28,3.83
01/01/2022 01:31:53.000000,2.98,4.24,3.69
01/01/2022 01:33:53.000000,3.14,5.67,4.82
01/01/2022 01:35:53.000000,2.91,5.25,3.91
01/01/2022 01:37:53.000000,3.2,4.37,4.03
01/01/2022 01:39:53.000000,3.1,5.9,4.46
01/01/2022 01:41:52.000000,3.1,4.33,3.78
01/01/2022 01:43:52.000000,2.89,5.53,4.68
01/01/2022 01:45:53.000000,2.84,4.21,3.91
01/01/2022 01:47:52.000000,2.59,3.51,3.41
01/01/2022 01:49:52.000000,2.8,4.69,3.46
01/01/2022 01:51:53.000000,2.46,4.2,3.61
01/01/2022 01:53:53.000000,2.96,5.18,4.09
01/01/2022 01:55:53.000000,2.95,5.73,4.65
01/01/2022 01:57:53.000000,3.28,5.91,5.0
01/01/2022 01:59:52.000000,4.64,6.4,6.16
01/01/2022 02:03:52.000000,3.08,6.08,4.93
01/01/2022 02:05:53.000000,4.05,6.63,5.93
