InstrumentName, I-25 Denver,,
StartTime, 2022-01-01 00:00:00,,
EndTime, 2022-01-31 23:59:59,,
Date,CO,NO2,PM2.5
01/01/2022 00:00:00.000000,0.149,8.0,14.3
01/01/2022 01:00:00.000000,0.146,7.0,36.8
01/01/2022 02:00:00.000000,0.165,11.0,12.4
01/01/2022 03:00:00.000000,0.191,17.0,7.7
01/01/2022 04:00:00.000000,0.208,,7.9
01/01/2022 05:00:00.000000,0.164,12.0,7.3
01/01/2022 06:00:00.000000,0.201,16.0,10.2
01/01/2022 07:00:00.000000,0.18,13.0,6.9
01/01/2022 08:00:00.000000,0.203,16.0,13.1
01/01/2022 10:00:00.000000,0.195,16.0,8.6
01/01/2022 11:00:00.000000,0.198,19.0,7.5
01/01/2022 12:00:00.000000,0.22,21.0,5.8
01/01/2022 13:00:00.000000,0.195,22.0,6.2
01/01/2022 14:00:00.000000,0.209,22.0,4.5
01/01/2022 15:00:00.000000,0.229,22.0,5.3
01/01/2022 16:00:00.000000,0.23,18.0,5.6
01/01/2022 17:00:00.000000,0.257,18.0,6.4
01/01/2022 18:00:00.000000,0.248,14.0,5.1
01/01/2022 19:00:00.000000,0.26,13.0,5.8
01/01/2022 20:00:00.000000,0.295,19.0,9.2
01/01/2022 21:00:00.000000,0.3,17.0,7.8
01/01/2022 22:00:00.000000,0.305,20.0,8.4
01/01/2022 23:00:00.000000,0.347,28.0,9.2
01/02/2022 00:00:00.000000,0.469,45.0,9.0
01/02/2022 02:00:00.000000,0.743,41.0,19.7
01/02/2022 03:00:00.000000,0.921,34.0,14.5
01/02/2022 04:00:00.000000,1.049,,12.6
01/02/2022 05:00:00.000000,1.23,36.0,10.4
01/02/2022 06:00:00.000000,0.37,36.0,7.4
01/02/2022 07:00:00.000000,0.312,31.0,4.9
01/02/2022 08:00:00.000000,0.232,30.0,3.1
01/02/2022 10:00:00.000000,0.508,45.0,5.6
01/02/2022 11:00:00.000000,0.477,44.0,4.7
01/02/2022 12:00:00.000000,0.289,33.0,2.7
01/02/2022 13:00:00.000000,0.358,42.0,3.4
01/02/2022 14:00:00.000000,0.414,42.0,3.8
01/02/2022 15:00:00.000000,0.366,30.0,3.1
01/02/2022 16:00:00.000000,0.235,15.0,2.8
01/02/2022 17:00:00.000000,0.242,13.0,4.0
01/02/2022 18:00:00.000000,0.303,15.0,7.4
01/02/2022 19:00:00.000000,0.33,15.0,6.6
01/02/2022 20:00:00.000000,0.342,17.0,5.6
01/02/2022 21:00:00.000000,0.249,12.0,1.9
01/02/2022 22:00:00.000000,0.356,19.0,2.5
01/02/2022 23:00:00.000000,0.333,26.0,2.4
01/03/2022 00:00:00.000000,0.582,43.0,3.5
01/03/2022 01:00:00.000000,0.951,48.0,7.4
01/03/2022 03:00:00.000000,0.99,48.0,7.9
01/03/2022 04:00:00.000000,0.994,,7.9
01/03/2022 05:00:00.000000,1.151,45.0,8.8
01/03/2022 06:00:00.000000,1.114,44.0,10.3
01/03/2022 07:00:00.000000,0.971,46.0,9.5
01/03/2022 08:00:00.000000,0.921,45.0,11.5
01/03/2022 10:00:00.000000,0.749,45.0,6.5
01/03/2022 11:00:00.000000,0.835,47.0,6.2
01/03/2022 12:00:00.000000,0.855,48.0,5.1
01/03/2022 13:00:00.000000,1.155,48.0,5.4
01/03/2022 14:00:00.000000,1.571,53.0,8.0
01/03/2022 15:00:00.000000,1.462,52.0,7.2
01/03/2022 16:00:00.000000,2.054,60.0,10.5
