InstrumentName, Chatfield Park,
StartTime, 2022-01-01 00:00:00,
EndTime, 2022-01-31 23:59:59,
Date,O3,PM2.5
01/01/2022 00:00:00.000000,35.0,7.6
01/01/2022 01:00:00.000000,24.0,8.5
01/01/2022 02:00:00.000000,18.0,10.1
01/01/2022 03:00:00.000000,18.0,11.9
01/01/2022 04:00:00.000000,17.0,11.0
01/01/2022 05:00:00.000000,15.0,11.4
01/01/2022 06:00:00.000000,16.0,11.6
01/01/2022 07:00:00.000000,15.0,10.1
01/01/2022 08:00:00.000000,17.0,9.3
01/01/2022 10:00:00.000000,18.0,9.3
01/01/2022 11:00:00.000000,15.0,10.8
01/01/2022 12:00:00.000000,15.0,12.0
01/01/2022 13:00:00.000000,14.0,12.5
01/01/2022 14:00:00.000000,19.0,8.0
01/01/2022 15:00:00.000000,21.0,7.1
01/01/2022 16:00:00.000000,23.0,7.5
01/01/2022 17:00:00.000000,26.0,8.3
01/01/2022 18:00:00.000000,27.0,8.4
01/01/2022 19:00:00.000000,27.0,8.4
01/01/2022 20:00:00.000000,28.0,9.4
01/01/2022 21:00:00.000000,28.0,10.0
01/01/2022 22:00:00.000000,26.0,10.6
01/01/2022 23:00:00.000000,22.0,12.7
01/02/2022 00:00:00.000000,18.0,13.0
01/02/2022 01:00:00.000000,15.0,13.6
01/02/2022 02:00:00.000000,19.0,12.3
01/02/2022 03:00:00.000000,20.0,11.2
01/02/2022 04:00:00.000000,21.0,9.0
01/02/2022 05:00:00.000000,15.0,6.9
01/02/2022 06:00:00.000000,22.0,6.0
01/02/2022 07:00:00.000000,26.0,5.4
01/02/2022 08:00:00.000000,36.0,3.4
01/02/2022 10:00:00.000000,29.0,3.4
01/02/2022 11:00:00.000000,25.0,3.2
01/02/2022 12:00:00.000000,26.0,2.9
01/02/2022 13:00:00.000000,38.0,2.3
01/02/2022 14:00:00.000000,37.0,2.0
01/02/2022 15:00:00.000000,36.0,2.2
01/02/2022 16:00:00.000000,35.0,3.0
01/02/2022 17:00:00.000000,38.0,2.7
01/02/2022 18:00:00.000000,44.0,1.5
01/02/2022 19:00:00.000000,47.0,0.8
01/02/2022 20:00:00.000000,47.0,0.6
01/02/2022 21:00:00.000000,47.0,0.6
01/02/2022 22:00:00.000000,46.0,0.6
01/02/2022 23:00:00.000000,42.0,0.7
01/03/2022 00:00:00.000000,42.0,1.5
01/03/2022 01:00:00.000000,42.0,1.8
01/03/2022 02:00:00.000000,41.0,1.3
01/03/2022 03:00:00.000000,46.0,0.9
01/03/2022 04:00:00.000000,45.0,0.8
01/03/2022 05:00:00.000000,46.0,0.8
01/03/2022 06:00:00.000000,46.0,0.9
01/03/2022 07:00:00.000000,46.0,1.0
01/03/2022 08:00:00.000000,46.0,0.8
01/03/2022 10:00:00.000000,38.0,1.2
01/03/2022 11:00:00.000000,36.0,1.2
01/03/2022 12:00:00.000000,33.0,2.2
01/03/2022 13:00:00.000000,31.0,1.7
01/03/2022 14:00:00.000000,28.0,1.6
01/03/2022 15:00:00.000000,29.0,1.9
01/03/2022 16:00:00.000000,30.0,1.8
01/03/2022 17:00:00.000000,40.0,1.2
01/03/2022 18:00:00.000000,37.0,2.5
01/03/2022 19:00:00.000000,45.0,1.1
01/03/2022 20:00:00.000000,47.0,1.4
01/03/2022 21:00:00.000000,46.0,1.6
01/03/2022 22:00:00.000000,41.0,2.0
01/03/2022 23:00:00.000000,36.0,2.4
01/04/2022 00:00:00.000000,33.0,3.5
