InstrumentName, Welby,,,
StartTime, 2022-01-01 00:00:00,,,
EndTime, 2022-01-31 23:59:59,,,
Date,NO2,O3,PM10,SO2
01/01/2022 00:00:00.000000,3.0,22.0,7.1,0.0
01/01/2022 01:00:00.000000,2.0,17.0,5.3,0.0
01/01/2022 02:00:00.000000,4.0,17.0,13.7,0.0
01/01/2022 03:00:00.000000,4.0,18.0,10.4,0.0
01/01/2022 04:00:00.000000,,17.0,8.8,0.0
01/01/2022 05:00:00.000000,5.0,21.0,7.1,0.0
01/01/2022 06:00:00.000000,3.0,23.0,3.0,0.0
01/01/2022 07:00:00.000000,2.0,23.0,5.5,1.0
01/01/2022 08:00:00.000000,3.0,22.0,10.0,0.0
01/01/2022 10:00:00.000000,4.0,25.0,6.1,0.0
01/01/2022 11:00:00.000000,5.0,25.0,5.2,0.0
01/01/2022 12:00:00.000000,5.0,25.0,7.9,0.0
01/01/2022 13:00:00.000000,3.0,27.0,9.8,0.0
01/01/2022 14:00:00.000000,4.0,27.0,8.9,0.0
01/01/2022 15:00:00.000000,3.0,28.0,11.3,0.0
01/01/2022 16:00:00.000000,5.0,26.0,17.2,0.0
01/01/2022 17:00:00.000000,5.0,27.0,9.2,0.0
01/01/2022 18:00:00.000000,5.0,28.0,7.5,0.0
01/01/2022 19:00:00.000000,3.0,30.0,13.5,0.0
01/01/2022 20:00:00.000000,3.0,31.0,19.8,0.0
01/01/2022 21:00:00.000000,4.0,30.0,7.9,0.0
01/01/2022 22:00:00.000000,6.0,29.0,7.8,0.0
01/01/2022 23:00:00.000000,11.0,23.0,9.3,0.0
01/02/2022 00:00:00.000000,14.0,19.0,5.9,0.0
01/02/2022 01:00:00.000000,32.0,4.0,9.2,0.0
01/02/2022 02:00:00.000000,38.0,0.0,15.5,0.0
01/02/2022 03:00:00.000000,40.0,1.0,19.2,0.0
01/02/2022 04:00:00.000000,,1.0,21.3,1.0
01/02/2022 05:00:00.000000,35.0,0.0,15.0,0.0
01/02/2022 06:00:00.000000,36.0,0.0,13.7,0.0
01/02/2022 07:00:00.000000,39.0,0.0,12.9,3.0
01/02/2022 08:00:00.000000,41.0,0.0,11.7,1.0
01/02/2022 10:00:00.000000,42.0,1.0,8.6,0.0
01/02/2022 11:00:00.000000,39.0,4.0,6.1,0.0
01/02/2022 12:00:00.000000,45.0,0.0,9.5,0.0
01/02/2022 13:00:00.000000,45.0,0.0,13.6,0.0
01/02/2022 14:00:00.000000,47.0,2.0,17.7,0.0
01/02/2022 15:00:00.000000,45.0,6.0,24.7,0.0
01/02/2022 16:00:00.000000,40.0,14.0,28.3,0.0
01/02/2022 17:00:00.000000,34.0,17.0,51.5,0.0
01/02/2022 18:00:00.000000,33.0,20.0,95.7,0.0
01/02/2022 19:00:00.000000,27.0,25.0,100.4,0.0
01/02/2022 20:00:00.000000,28.0,25.0,114.0,0.0
01/02/2022 21:00:00.000000,17.0,32.0,,0.0
01/02/2022 22:00:00.000000,12.0,33.0,12.8,0.0
01/02/2022 23:00:00.000000,25.0,19.0,21.4,0.0
01/03/2022 00:00:00.000000,42.0,1.0,31.1,0.0
01/03/2022 01:00:00.000000,41.0,0.0,23.0,0.0
01/03/2022 02:00:00.000000,41.0,0.0,15.7,0.0
01/03/2022 03:00:00.000000,42.0,0.0,18.0,0.0
01/03/2022 04:00:00.000000,,0.0,16.0,1.0
01/03/2022 05:00:00.000000,42.0,0.0,17.4,1.0
01/03/2022 06:00:00.000000,42.0,0.0,17.8,1.0
