InstrumentName, Woods Park,,
StartTime, 2022-01-01 00:00:00,,
EndTime, 2022-01-31 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
01/01/2022 00:01:49.000000,2.71,3.66,3.62
01/01/2022 00:03:49.000000,2.73,3.59,3.46
01/01/2022 00:05:49.000000,3.03,4.38,4.26
01/01/2022 00:07:49.000000,2.75,3.51,3.51
01/01/2022 00:09:49.000000,2.59,3.73,3.39
01/01/2022 00:11:49.000000,3.18,4.39,4.16
01/01/2022 00:13:49.000000,2.88,4.84,4.29
01/01/2022 00:15:49.000000,3.08,4.47,4.19
01/01/2022 00:17:49.000000,2.63,4.05,3.71
01/01/2022 00:19:49.000000,2.89,4.21,3.93
01/01/2022 00:21:49.000000,2.77,4.25,3.88
01/01/2022 00:23:49.000000,2.84,4.31,4.19
01/01/2022 00:25:49.000000,2.11,3.25,3.16
01/01/2022 00:27:49.000000,2.74,3.84,3.67
01/01/2022 00:31:49.000000,2.72,3.88,3.88
01/01/2022 00:33:49.000000,2.0,3.48,3.43
01/01/2022 00:35:49.000000,2.66,3.91,3.72
01/01/2022 00:37:49.000000,2.53,3.76,3.71
01/01/2022 00:39:49.000000,2.84,4.07,4.0
01/01/2022 00:41:49.000000,2.79,4.21,3.81
01/01/2022 00:43:49.000000,2.91,4.57,4.14
01/01/2022 00:45:49.000000,3.17,4.85,4.32
01/01/2022 00:47:49.000000,3.37,4.4,4.28
01/01/2022 00:49:49.000000,2.96,4.12,4.04
01/01/2022 00:51:49.000000,3.11,4.28,4.28
01/01/2022 00:53:49.000000,3.59,5.24,5.07
01/01/2022 00:55:49.000000,4.1,5.73,5.56
01/01/2022 00:57:49.000000,4.24,5.72,5.33
01/01/2022 00:59:49.000000,3.91,5.47,5.26
01/01/2022 01:01:49.000000,3.32,4.92,4.66
01/01/2022 01:03:49.000000,3.4,4.88,4.55
01/01/2022 01:05:49.000000,3.43,4.82,4.7
01/01/2022 01:07:49.000000,3.37,5.28,5.19
01/01/2022 01:09:49.000000,3.19,4.58,4.39
01/01/2022 01:11:49.000000,3.39,4.51,4.19
01/01/2022 01:13:49.000000,3.33,4.78,4.34
01/01/2022 01:15:49.000000,3.0,4.09,4.0
01/01/2022 01:17:49.000000,3.09,4.65,4.25
01/01/2022 01:19:50.000000,3.48,5.28,4.75
01/01/2022 01:21:50.000000,3.42,5.04,4.42
01/01/2022 01:23:50.000000,3.46,5.24,4.73
01/01/2022 01:25:50.000000,3.32,4.92,4.88
01/01/2022 01:27:50.000000,3.93,5.5,5.36
01/01/2022 01:31:50.000000,3.53,5.29,5.1
01/01/2022 01:33:50.000000,3.5,5.85,5.52
01/01/2022 01:35:50.000000,3.92,5.14,5.0
01/01/2022 01:37:50.000000,3.68,5.14,4.93
01/01/2022 01:39:50.000000,4.57,6.48,6.09
01/01/2022 01:41:50.000000,4.27,5.97,5.73
01/01/2022 01:43:50.000000,4.05,5.31,5.29
01/01/2022 01:45:50.000000,3.64,5.33,5.22
01/01/2022 01:47:50.000000,3.84,5.58,5.14
01/01/2022 01:49:50.000000,3.83,5.54,5.25
01/01/2022 01:51:50.000000,3.98,6.16,5.43
01/01/2022 01:53:50.000000,3.74,5.59,5.43
01/01/2022 01:55:50.000000,3.88,6.57,5.5
01/01/2022 01:57:50.000000,4.58,6.32,6.32
01/01/2022 01:59:50.000000,5.78,8.58,8.18
01/01/2022 02:03:50.000000,4.59,6.52,6.34
01/01/2022 02:05:50.000000,5.02,6.66,6.26
