InstrumentName, MSLA (CS34),,,,,,,,,,,,
StartTime, 2022-01-01 00:00:00,,,,,,,,,,,,
EndTime, 2022-01-31 23:59:59,,,,,,,,,,,,
Date,*Lat,*Lon,B,Hmdty,P,PM10,PM1_0,Sig,Temp,WD,WS,pm25_p,pm25_r
01/01/2022 12:14:07.000000,39.7083,-105.01193,11.75,52.81,829.71,12.84,7.68,-78.0,13.99,-1.0,-1.0,11.492,11.67
01/01/2022 12:21:13.000000,39.70835,-105.01193,11.683,53.13,829.7,15.37,10.02,-78.0,13.88,-1.0,-1.0,13.272,13.93
01/01/2022 12:33:06.000000,39.70829,-105.01194,11.669,52.3,829.91,10.52,7.06,-77.0,14.21,-1.0,-1.0,10.108,9.91
01/01/2022 12:40:17.000000,39.70831,-105.01192,11.746,52.31,829.85,11.82,6.72,-78.0,14.09,-1.0,-1.0,10.439,10.33
01/01/2022 12:47:13.000000,39.70831,-105.01192,11.659,52.92,830.03,7.64,4.8,-78.0,13.33,-1.0,-1.0,7.863,7.07
01/01/2022 12:59:07.000000,-1.0,-1.0,11.712,53.06,830.22,9.45,6.1,-78.0,13.27,-1.0,-1.0,9.486,9.13
01/01/2022 13:18:39.000000,39.70829,-105.01195,11.76,52.61,830.15,6.69,4.67,-77.0,13.24,-1.0,-1.0,7.391,6.47
01/01/2022 13:25:09.000000,-1.0,-1.0,11.635,52.51,830.46,7.52,4.76,-78.0,13.24,-1.0,-1.0,7.691,6.85
01/01/2022 13:33:10.000000,-1.0,-1.0,11.645,52.35,830.64,7.82,5.16,-78.0,12.98,-1.0,-1.0,8.321,7.65
01/01/2022 13:35:13.000000,-1.0,-1.0,11.626,52.59,830.73,7.96,5.02,-78.0,12.71,-1.0,-1.0,7.846,7.05
01/01/2022 13:37:06.000000,39.70831,-105.01192,11.731,52.74,830.89,9.2,5.73,-77.0,12.67,-1.0,-1.0,8.499,7.88
01/01/2022 13:44:07.000000,39.70833,-105.01193,11.698,53.96,831.05,8.84,5.44,-78.0,12.16,-1.0,-1.0,8.631,8.43
01/01/2022 14:03:07.000000,-1.0,-1.0,11.602,55.03,831.39,9.69,5.48,-78.0,12.06,-1.0,-1.0,8.31,8.02
01/01/2022 14:20:04.000000,-1.0,-1.0,11.568,53.92,831.57,8.61,4.85,-78.0,12.07,-1.0,-1.0,8.163,7.82
01/01/2022 14:34:18.000000,39.70833,-105.01191,11.578,53.47,832.07,5.92,3.82,-77.0,11.88,-1.0,-1.0,6.592,5.77
01/01/2022 14:53:08.000000,-1.0,-1.0,11.568,52.17,832.53,8.07,4.66,-78.0,12.39,-1.0,-1.0,7.401,6.81
01/01/2022 15:03:13.000000,-1.0,-1.0,11.678,51.56,832.67,8.16,5.06,-78.0,12.61,-1.0,-1.0,8.18,7.82
01/01/2022 15:05:07.000000,-1.0,-1.0,11.65,51.73,832.67,8.54,4.72,-78.0,12.6,-1.0,-1.0,7.903,7.46
01/01/2022 15:12:08.000000,39.70832,-105.01192,11.563,51.58,832.81,8.13,5.55,-77.0,12.79,-1.0,-1.0,7.891,7.44
01/01/2022 15:36:06.000000,-1.0,-1.0,11.626,50.32,833.21,7.9,4.37,-78.0,13.41,-1.0,-1.0,7.351,6.72
01/01/2022 15:43:08.000000,-1.0,-1.0,11.664,49.51,833.44,7.81,4.87,-77.0,13.86,-1.0,-1.0,7.858,7.37
01/01/2022 15:50:08.000000,-1.0,-1.0,11.544,48.28,833.6,6.65,4.35,-77.0,14.45,-1.0,-1.0,6.658,5.79
01/01/2022 16:02:08.000000,-1.0,-1.0,11.654,48.02,833.75,7.66,5.17,-77.0,14.53,-1.0,-1.0,7.91,7.42
01/01/2022 16:09:08.000000,-1.0,-1.0,11.63,46.83,833.8,9.79,6.78,-78.0,14.57,-1.0,-1.0,9.58,9.59
01/01/2022 16:12:11.000000,39.70832,-105.01196,11.53,47.76,833.9,10.82,6.33,-78.0,14.54,-1.0,-1.0,9.744,9.81
01/01/2022 16:14:10.000000,-1.0,-1.0,11.645,48.25,833.94,9.62,5.26,-77.0,14.69,-1.0,-1.0,8.792,8.57
01/01/2022 16:16:08.000000,-1.0,-1.0,11.539,47.91,833.95,8.84,6.1,-78.0,14.63,-1.0,-1.0,8.824,8.61
01/01/2022 16:23:18.000000,-1.0,-1.0,11.534,47.68,834.21,10.79,6.57,-78.0,14.7,-1.0,-1.0,9.523,9.52
01/01/2022 16:35:07.000000,39.70832,-105.0119,11.563,47.31,834.34,8.43,5.27,-78.0,14.93,-1.0,-1.0,8.048,7.59
01/01/2022 16:42:08.000000,-1.0,-1.0,11.51,47.47,834.67,7.97,5.09,-78.0,15.07,-1.0,-1.0,7.788,7.25
01/01/2022 16:54:06.000000,-1.0,-1.0,11.63,48.25,834.9,8.31,5.58,-78.0,14.86,-1.0,-1.0,8.134,7.71
01/01/2022 17:01:07.000000,39.70833,-105.01191,11.53,48.57,835.02,9.62,5.22,-78.0,15.02,-1.0,-1.0,8.793,8.57
01/01/2022 17:08:09.000000,39.70832,-105.0119,11.525,47.58,835.04,8.78,4.82,-77.0,15.23,-1.0,-1.0,8.294,7.91
01/01/2022 17:27:08.000000,39.70829,-105.01191,11.534,47.21,835.08,9.1,4.85,-77.0,15.62,-1.0,-1.0,7.901,7.39
01/01/2022 17:39:17.000000,-1.0,-1.0,11.63,46.4,834.95,7.77,5.33,-78.0,16.69,-1.0,-1.0,8.007,7.51
01/01/2022 17:46:08.000000,-1.0,-1.0,11.534,44.79,834.96,8.36,5.28,-78.0,16.52,-1.0,-1.0,7.83,7.27
01/01/2022 18:08:02.000000,-1.0,-1.0,11.592,42.23,834.75,6.37,4.04,-78.0,16.87,-1.0,-1.0,6.72,5.8
01/01/2022 18:10:06.000000,-1.0,-1.0,11.558,43.24,834.73,7.26,5.16,-77.0,16.75,-1.0,-1.0,7.534,6.87
01/01/2022 18:26:15.000000,-1.0,-1.0,11.645,40.68,834.66,7.81,4.46,-78.0,19.17,-1.0,-1.0,7.508,6.79
01/01/2022 18:33:08.000000,-1.0,-1.0,11.534,39.66,834.7,5.63,3.85,-78.0,19.26,-1.0,-1.0,6.526,5.5
01/01/2022 18:40:20.000000,-1.0,-1.0,11.534,39.3,834.76,7.17,4.69,-78.0,19.42,-1.0,-1.0,7.219,6.4
01/01/2022 18:52:08.000000,39.70832,-105.01195,11.53,39.26,834.52,8.77,5.83,-78.0,20.16,-1.0,-1.0,8.744,8.38
01/01/2022 18:59:09.000000,-1.0,-1.0,11.539,39.69,834.47,7.98,5.68,-77.0,20.08,-1.0,-1.0,8.265,7.76
01/01/2022 19:14:01.000000,-1.0,-1.0,11.65,37.63,834.54,7.98,5.62,-78.0,20.58,-1.0,-1.0,8.097,7.52
01/01/2022 19:16:04.000000,-1.0,-1.0,11.554,37.46,834.54,9.88,5.47,-77.0,21.01,-1.0,-1.0,8.769,8.39
01/01/2022 19:18:07.000000,39.70832,-105.01192,11.606,37.1,834.52,8.78,4.97,-78.0,21.34,-1.0,-1.0,7.938,7.3
01/01/2022 19:25:08.000000,39.70831,-105.01192,11.554,35.93,834.4,8.28,5.81,-77.0,22.47,-1.0,-1.0,8.614,8.16
01/01/2022 19:28:02.000000,-1.0,-1.0,11.506,36.22,834.39,9.57,6.29,-78.0,21.81,-1.0,-1.0,8.629,8.19
01/01/2022 19:33:00.000000,-1.0,-1.0,11.578,35.0,834.36,4.6,3.65,-78.0,22.73,-1.0,-1.0,5.892,4.6
01/01/2022 19:44:08.000000,-1.0,-1.0,11.544,33.56,834.17,8.75,6.7,-78.0,24.32,-1.0,-1.0,8.865,8.45
01/01/2022 19:47:12.000000,-1.0,-1.0,11.659,33.7,834.12,9.88,6.66,-78.0,24.5,-1.0,-1.0,9.357,9.09
01/01/2022 19:49:05.000000,39.70832,-105.01192,11.506,33.81,834.15,10.29,6.82,-78.0,24.64,-1.0,-1.0,9.657,9.48
01/01/2022 19:51:08.000000,-1.0,-1.0,11.53,33.41,834.2,9.44,6.76,-78.0,24.92,-1.0,-1.0,9.424,9.17
01/01/2022 19:54:02.000000,39.70828,-105.01181,11.563,33.26,834.24,12.96,7.63,-78.0,25.11,-1.0,-1.0,10.722,10.86
01/01/2022 19:56:15.000000,-1.0,-1.0,11.525,33.47,834.25,11.02,7.38,-78.0,25.19,-1.0,-1.0,10.384,10.42
01/01/2022 19:58:08.000000,39.70832,-105.0119,11.678,33.39,834.29,11.97,8.12,-78.0,25.57,-1.0,-1.0,11.001,11.22
01/01/2022 20:06:00.000000,-1.0,-1.0,11.477,32.43,834.29,4.9,4.6,-78.0,25.59,-1.0,-1.0,6.162,4.9
01/01/2022 20:56:11.000000,39.70842,-105.01188,11.597,29.37,834.51,11.32,7.98,-78.0,31.13,-1.0,-1.0,11.127,11.29
01/01/2022 21:29:18.000000,-1.0,-1.0,11.621,26.65,834.6,15.93,9.81,-78.0,31.87,-1.0,-1.0,13.877,14.85
01/01/2022 21:41:07.000000,-1.0,-1.0,11.712,27.07,834.68,11.77,8.32,-78.0,33.3,-1.0,-1.0,10.615,10.58
01/01/2022 21:46:14.000000,-1.0,-1.0,11.616,26.11,834.73,14.73,9.79,-78.0,33.07,-1.0,-1.0,12.764,13.38
01/01/2022 21:48:09.000000,-1.0,-1.0,11.65,25.91,834.73,14.82,9.73,-78.0,32.83,-1.0,-1.0,12.939,13.61
01/01/2022 21:58:13.000000,-1.0,-1.0,11.722,26.03,834.77,14.38,9.84,-78.0,33.06,-1.0,-1.0,12.826,13.46
01/01/2022 22:19:17.000000,-1.0,-1.0,11.702,28.88,834.91,13.91,10.12,-78.0,29.82,-1.0,-1.0,12.536,13.14
01/01/2022 22:36:05.000000,-1.0,-1.0,11.597,27.55,834.97,14.62,9.59,-78.0,32.07,-1.0,-1.0,12.617,13.21
01/01/2022 22:53:06.000000,-1.0,-1.0,11.558,31.77,835.12,18.37,11.46,-78.0,26.6,-1.0,-1.0,15.151,16.61
01/01/2022 22:55:05.000000,39.70833,-105.01194,11.573,31.71,835.17,15.62,11.52,-78.0,26.7,-1.0,-1.0,14.256,15.44
01/01/2022 22:57:23.000000,39.70835,-105.01189,11.587,32.42,835.17,16.13,11.26,-78.0,26.19,-1.0,-1.0,14.485,15.75
01/01/2022 23:09:16.000000,,,11.582,32.95,835.15,18.79,11.94,-91.0,26.15,-1.0,-1.0,16.145,17.92
01/01/2022 23:28:07.000000,-1.0,-1.0,11.539,37.99,835.45,19.56,12.79,-78.0,21.7,-1.0,-1.0,16.147,18.01
01/01/2022 23:35:19.000000,-1.0,-1.0,11.51,38.45,835.87,21.35,13.4,-78.0,21.1,-1.0,-1.0,17.013,19.15
01/01/2022 23:37:12.000000,39.7083,-105.0119,11.51,39.08,835.87,20.76,13.42,-78.0,20.56,-1.0,-1.0,17.081,19.25
01/01/2022 23:38:00.000000,39.70834,-105.0119,11.621,39.24,835.84,23.92,14.15,-78.0,20.36,-1.0,-1.0,19.179,21.99
01/01/2022 23:40:04.000000,-1.0,-1.0,11.554,40.7,835.76,20.48,14.69,-78.0,19.83,-1.0,-1.0,17.051,19.23
01/01/2022 23:42:06.000000,-1.0,-1.0,11.486,42.47,835.59,22.57,14.48,-78.0,19.18,-1.0,-1.0,17.833,20.27
01/01/2022 23:49:08.000000,39.70832,-105.01188,11.506,44.89,835.71,18.94,12.63,-78.0,17.34,-1.0,-1.0,16.362,18.39
01/01/2022 23:56:08.000000,39.70832,-105.01192,11.486,43.44,835.87,14.66,10.66,-78.0,16.68,-1.0,-1.0,13.151,14.2
01/02/2022 00:08:08.000000,-1.0,-1.0,11.563,50.82,836.01,24.02,15.79,-77.0,14.75,-1.0,-1.0,19.166,22.12
01/02/2022 00:15:18.000000,-1.0,-1.0,11.462,52.19,836.12,26.94,18.74,-78.0,13.59,-1.0,-1.0,22.437,26.41
01/02/2022 00:22:18.000000,-1.0,-1.0,11.443,53.15,836.22,33.93,21.99,-77.0,13.21,-1.0,-1.0,26.583,31.83
01/02/2022 00:25:07.000000,-1.0,-1.0,11.52,53.9,836.28,29.75,17.97,-78.0,12.72,-1.0,-1.0,23.355,27.63
01/02/2022 00:27:05.000000,39.70834,-105.01189,11.443,54.31,836.24,32.17,20.12,-78.0,12.74,-1.0,-1.0,24.917,29.67
