InstrumentName, MSLA (CS34),,,,,,,,,,,,
StartTime, 2022-01-01 00:00:00,,,,,,,,,,,,
EndTime, 2022-01-31 23:59:59,,,,,,,,,,,,
Date,*Lat,*Lon,B,Hmdty,P,PM10,PM1_0,Sig,Temp,WD,WS,pm25_p,pm25_r
01/01/2022 00:06:03.000000,-1.0,-1.0,12.062,57.6,824.28,2.73,2.19,-78.0,34.37,-1.0,-1.0,4.517,2.73
01/01/2022 00:18:28.000000,,,12.048,58.76,824.49,3.39,2.58,-78.0,34.08,-1.0,-1.0,4.968,3.31
01/01/2022 00:20:06.000000,-1.0,-1.0,12.082,59.25,824.43,3.95,2.61,-78.0,34.02,-1.0,-1.0,5.47,3.95
01/01/2022 00:32:05.000000,39.70832,-105.01192,12.024,60.24,824.74,2.46,1.69,-78.0,32.76,-1.0,-1.0,4.199,2.35
01/01/2022 00:34:08.000000,39.70834,-105.01191,12.144,60.12,824.73,2.26,1.42,-78.0,32.85,-1.0,-1.0,3.893,1.96
01/01/2022 00:42:10.000000,39.70832,-105.01194,12.139,59.72,825.02,5.58,3.47,-78.0,32.25,-1.0,-1.0,6.469,5.23
01/01/2022 00:44:03.000000,-1.0,-1.0,12.034,58.43,825.08,6.53,4.43,-78.0,31.96,-1.0,-1.0,6.978,5.87
01/01/2022 00:46:16.000000,-1.0,-1.0,12.13,59.06,825.1,6.33,3.88,-78.0,31.55,-1.0,-1.0,6.776,5.62
01/01/2022 00:56:01.000000,-1.0,-1.0,12.038,57.93,825.39,11.83,7.63,-78.0,30.49,-1.0,-1.0,11.269,11.32
01/01/2022 00:58:05.000000,39.70833,-105.01192,12.106,57.75,825.42,12.52,8.28,-78.0,30.43,-1.0,-1.0,11.948,12.18
01/01/2022 01:00:08.000000,-1.0,-1.0,12.01,57.58,825.49,13.88,9.52,-78.0,30.21,-1.0,-1.0,12.625,13.04
01/01/2022 01:07:09.000000,-1.0,-1.0,12.019,58.59,825.76,13.95,8.83,-78.0,28.74,-1.0,-1.0,13.04,13.58
01/01/2022 01:19:08.000000,-1.0,-1.0,12.014,59.04,826.19,15.63,9.84,-78.0,28.5,-1.0,-1.0,13.683,14.4
01/01/2022 01:26:09.000000,-1.0,-1.0,12.014,59.41,826.35,15.12,9.91,-78.0,27.91,-1.0,-1.0,13.553,14.24
01/01/2022 01:32:00.000000,39.70832,-105.01193,11.962,59.45,826.51,11.33,8.3,-78.0,27.15,-1.0,-1.0,10.861,10.83
01/01/2022 01:33:18.000000,-1.0,-1.0,12.014,59.56,826.59,15.11,9.86,-78.0,27.13,-1.0,-1.0,13.288,13.91
01/01/2022 01:38:16.000000,39.70834,-105.01195,12.005,59.45,826.64,17.13,10.24,-78.0,27.41,-1.0,-1.0,14.678,15.67
01/01/2022 01:42:40.000000,39.70834,-105.01192,11.995,59.45,826.83,13.02,9.67,-78.0,26.85,-1.0,-1.0,12.019,12.3
01/01/2022 01:45:08.000000,39.70833,-105.01199,11.986,59.42,827.0,18.43,10.93,-78.0,26.53,-1.0,-1.0,16.329,17.77
01/01/2022 01:52:18.000000,39.70831,-105.01196,11.981,59.46,827.33,18.55,11.34,-78.0,26.57,-1.0,-1.0,15.265,16.42
01/01/2022 01:54:13.000000,39.70831,-105.01192,12.024,59.27,827.41,18.64,10.87,-78.0,26.28,-1.0,-1.0,15.138,16.26
01/01/2022 01:57:41.000000,-1.0,-1.0,12.0,58.58,827.55,14.9,10.01,-78.0,25.86,-1.0,-1.0,13.382,14.03
01/01/2022 02:04:07.000000,39.70838,-105.01191,11.986,59.57,827.71,19.33,12.05,-78.0,25.43,-1.0,-1.0,16.56,18.07
01/01/2022 02:11:08.000000,39.70833,-105.01188,12.11,60.31,827.67,17.05,10.33,-78.0,24.76,-1.0,-1.0,15.348,16.54
01/01/2022 02:18:19.000000,39.70833,-105.01186,12.072,61.83,827.92,17.68,10.44,-78.0,24.36,-1.0,-1.0,14.858,15.93
01/01/2022 02:30:07.000000,-1.0,-1.0,12.115,62.37,827.84,20.02,12.75,-78.0,24.8,-1.0,-1.0,17.041,18.7
01/01/2022 02:32:00.000000,-1.0,-1.0,11.971,62.26,827.84,25.35,13.58,-78.0,24.98,-1.0,-1.0,18.777,20.9
01/01/2022 02:41:40.000000,39.70831,0.26017,11.966,61.0,827.98,12.75,9.27,-78.0,24.52,-1.0,-1.0,12.064,12.38
01/01/2022 02:44:17.000000,39.70835,-105.01191,11.99,60.68,827.99,14.7,9.48,-78.0,24.86,-1.0,-1.0,13.423,14.1
01/01/2022 02:51:08.000000,39.70834,-105.01189,11.971,60.37,828.02,18.68,10.58,-78.0,24.9,-1.0,-1.0,15.655,16.93
01/01/2022 03:06:16.000000,-1.0,-1.0,11.971,60.28,828.06,17.01,10.48,-78.0,24.23,-1.0,-1.0,14.92,16.0
01/01/2022 03:08:05.000000,-1.0,-1.0,11.942,60.32,828.01,17.02,10.51,-78.0,24.25,-1.0,-1.0,14.849,15.91
01/01/2022 03:10:19.000000,-1.0,-1.0,12.0,60.21,828.01,17.45,10.92,-78.0,24.39,-1.0,-1.0,14.755,15.79
01/01/2022 03:17:08.000000,-1.0,-1.0,11.947,59.12,828.02,18.92,10.72,-78.0,24.81,-1.0,-1.0,15.739,17.03
01/01/2022 03:20:32.000000,39.70834,-105.0119,11.957,58.79,828.0,15.01,10.84,-78.0,24.98,-1.0,-1.0,13.692,14.43
01/01/2022 03:22:16.000000,39.70832,-105.01193,12.058,58.53,827.94,16.89,9.66,-78.0,25.08,-1.0,-1.0,14.553,15.52
01/01/2022 03:24:08.000000,39.70832,-105.01193,11.962,58.31,827.85,16.42,10.09,-78.0,25.17,-1.0,-1.0,14.365,15.28
01/01/2022 03:36:07.000000,39.70834,-0.17862,11.947,58.61,827.91,18.17,12.07,-78.0,25.4,-1.0,-1.0,15.555,16.79
01/01/2022 03:43:19.000000,-1.0,-1.0,11.942,57.65,828.03,15.5,10.44,-78.0,25.52,-1.0,-1.0,14.164,15.02
01/01/2022 03:50:09.000000,-1.0,-1.0,11.947,57.5,828.06,16.92,10.9,-78.0,25.55,-1.0,-1.0,15.127,16.24
01/01/2022 03:58:35.000000,0.65,0.0,12.019,56.91,828.19,18.84,11.6,-78.0,25.52,-1.0,-1.0,16.28,17.7
01/01/2022 04:00:13.000000,-1.0,-1.0,11.952,56.86,828.23,21.08,12.42,-78.0,25.53,-1.0,-1.0,16.903,18.49
01/01/2022 04:02:06.000000,39.70831,-105.01192,11.938,56.5,828.23,17.42,10.54,-78.0,25.48,-1.0,-1.0,14.689,15.68
01/01/2022 04:09:07.000000,-1.0,-1.0,11.928,56.54,828.17,22.22,13.37,-78.0,25.39,-1.0,-1.0,19.001,21.15
01/01/2022 04:16:08.000000,-1.0,-1.0,11.933,57.21,828.2,15.85,10.71,-78.0,25.02,-1.0,-1.0,14.164,15.02
01/01/2022 04:35:09.000000,39.70833,-105.01194,12.024,56.76,828.04,27.19,17.08,-78.0,25.13,-1.0,-1.0,22.214,25.23
01/01/2022 04:47:06.000000,-1.0,-1.0,11.928,56.79,827.98,17.2,11.09,-78.0,24.57,-1.0,-1.0,14.999,16.08
01/01/2022 04:54:08.000000,-1.0,-1.0,11.928,56.19,828.03,17.3,10.74,-78.0,24.71,-1.0,-1.0,15.247,16.39
01/01/2022 05:01:08.000000,39.70829,-105.0117,11.923,55.25,828.08,15.49,9.72,-78.0,24.72,-1.0,-1.0,13.745,14.48
01/01/2022 05:13:07.000000,-1.0,-1.0,11.909,54.45,828.24,12.6,8.2,-78.0,24.22,-1.0,-1.0,11.421,11.53
01/01/2022 05:20:08.000000,-1.0,-1.0,11.986,54.18,828.15,15.9,9.51,-78.0,24.1,-1.0,-1.0,13.637,14.34
01/01/2022 05:27:19.000000,-1.0,-1.0,11.923,54.99,828.27,14.39,9.46,-78.0,23.6,-1.0,-1.0,12.275,12.62
01/01/2022 05:39:08.000000,39.70835,-105.01191,12.019,55.72,828.37,14.06,9.63,-78.0,23.61,-1.0,-1.0,13.25,13.86
01/01/2022 05:42:37.000000,39.70828,0.19617,11.914,55.48,828.36,21.34,13.67,-78.0,23.68,-1.0,-1.0,18.477,20.49
01/01/2022 05:44:04.000000,-1.0,-1.0,11.928,55.42,828.33,14.16,10.28,-78.0,23.76,-1.0,-1.0,13.252,13.86
01/01/2022 05:46:07.000000,-1.0,-1.0,11.995,55.49,828.27,15.67,9.82,-78.0,23.8,-1.0,-1.0,13.795,14.55
01/01/2022 05:56:12.000000,39.70834,-105.01192,12.01,55.44,828.25,13.2,8.62,-78.0,23.66,-1.0,-1.0,12.061,12.35
01/01/2022 05:58:15.000000,-1.0,-1.0,12.0,55.54,828.29,10.38,6.47,-78.0,23.62,-1.0,-1.0,9.711,9.37
01/01/2022 06:05:07.000000,39.70834,-105.01191,11.909,56.58,828.22,12.12,7.93,-78.0,23.28,-1.0,-1.0,11.219,11.29
01/01/2022 06:12:23.000000,39.70832,-105.01189,11.957,56.94,828.13,11.7,7.3,-78.0,22.81,-1.0,-1.0,10.726,10.67
01/01/2022 06:19:18.000000,39.70829,-105.01191,11.899,56.68,828.09,13.01,8.18,-78.0,22.53,-1.0,-1.0,12.224,12.57
01/01/2022 06:38:09.000000,-1.0,-1.0,11.899,56.61,828.01,10.43,6.97,-78.0,22.18,-1.0,-1.0,10.102,9.88
01/01/2022 06:50:07.000000,-1.0,-1.0,11.89,56.81,827.97,12.74,7.34,-78.0,21.68,-1.0,-1.0,11.565,11.74
01/01/2022 06:57:08.000000,39.70838,-105.01186,11.986,56.63,828.23,12.13,7.64,-78.0,21.08,-1.0,-1.0,10.791,10.76
01/01/2022 07:04:09.000000,-1.0,-1.0,11.88,56.59,828.3,26.99,15.85,-78.0,20.87,-1.0,-1.0,22.014,25.0
01/01/2022 07:16:08.000000,39.70832,-105.01192,11.87,56.22,828.37,11.17,7.49,-78.0,20.69,-1.0,-1.0,11.059,11.1
01/01/2022 07:23:18.000000,-1.0,-1.0,11.875,56.41,828.28,12.65,8.02,-78.0,20.58,-1.0,-1.0,11.294,11.4
01/01/2022 07:35:18.000000,-1.0,-1.0,11.894,56.22,828.41,19.74,12.75,-78.0,20.14,-1.0,-1.0,16.022,17.4
01/01/2022 07:42:07.000000,-1.0,-1.0,11.856,55.12,828.46,15.47,8.72,-78.0,20.07,-1.0,-1.0,13.559,14.27
01/01/2022 07:44:23.000000,39.70835,-105.01183,11.957,54.47,828.45,12.29,8.02,-78.0,19.98,-1.0,-1.0,11.323,11.43
01/01/2022 07:45:00.000000,39.70835,-105.01183,11.952,54.26,828.48,14.4,7.46,-78.0,20.0,-1.0,-1.0,12.696,13.17
01/01/2022 07:47:03.000000,-1.0,-1.0,11.861,54.81,828.49,14.17,7.41,-78.0,19.52,-1.0,-1.0,11.627,11.82
01/01/2022 07:49:06.000000,39.70834,-105.01195,12.01,55.43,828.48,11.97,7.45,-78.0,19.19,-1.0,-1.0,11.308,11.42
01/01/2022 07:56:07.000000,39.70831,-105.01191,11.88,54.43,828.37,12.2,7.5,-78.0,19.31,-1.0,-1.0,10.682,10.62
01/01/2022 08:15:07.000000,-1.0,-1.0,11.851,55.78,828.41,13.44,9.5,-78.0,18.16,-1.0,-1.0,12.523,12.97
01/01/2022 08:22:18.000000,-1.0,-1.0,11.851,53.01,828.6,10.92,7.62,-78.0,18.45,-1.0,-1.0,10.865,10.85
01/01/2022 08:25:11.000000,39.70831,-105.01195,11.875,52.86,828.66,13.08,7.48,-77.0,18.45,-1.0,-1.0,11.828,12.07
01/01/2022 08:27:05.000000,-1.0,-1.0,11.846,52.65,828.7,12.77,8.09,-78.0,18.47,-1.0,-1.0,11.261,11.35
01/01/2022 08:29:08.000000,39.70831,-105.01194,11.957,52.58,828.77,12.63,7.97,-78.0,18.51,-1.0,-1.0,11.364,11.48
01/01/2022 08:48:08.000000,-1.0,-1.0,11.837,52.64,829.02,14.05,9.17,-78.0,18.43,-1.0,-1.0,12.774,13.27
01/01/2022 09:00:08.000000,39.70831,0.01667,11.789,52.97,829.22,12.46,7.75,-78.0,17.71,-1.0,-1.0,11.824,12.07
01/01/2022 09:07:09.000000,39.70832,-105.01196,11.938,53.05,829.36,13.2,8.77,-78.0,17.32,-1.0,-1.0,12.303,12.68
01/01/2022 09:14:10.000000,39.70836,-105.01192,11.818,52.89,829.28,13.55,9.32,-78.0,16.85,-1.0,-1.0,12.538,12.98
01/01/2022 09:26:07.000000,39.70833,-105.01194,11.798,52.0,829.46,14.17,8.7,-78.0,17.18,-1.0,-1.0,12.961,13.51
01/01/2022 09:33:19.000000,39.70835,-105.01196,11.779,53.05,829.33,14.11,9.18,-78.0,17.06,-1.0,-1.0,12.128,12.46
01/01/2022 09:45:06.000000,39.70833,-105.01199,11.784,54.31,829.43,16.02,10.42,-78.0,16.41,-1.0,-1.0,14.027,14.88
01/01/2022 09:52:07.000000,-1.0,-1.0,11.899,53.44,829.48,17.5,9.48,-78.0,16.39,-1.0,-1.0,14.157,15.04
01/01/2022 09:59:24.000000,-1.0,-1.0,11.77,54.45,829.43,16.17,10.38,-78.0,15.97,-1.0,-1.0,13.851,14.66
01/01/2022 10:11:07.000000,-1.0,-1.0,11.755,54.96,829.58,19.54,11.62,-78.0,15.12,-1.0,-1.0,15.469,16.72
01/01/2022 10:18:07.000000,-1.0,-1.0,11.774,55.18,829.49,17.58,10.91,-78.0,14.96,-1.0,-1.0,15.404,16.64
01/01/2022 10:35:04.000000,-1.0,-1.0,11.726,55.0,829.28,19.09,11.01,-78.0,14.44,-1.0,-1.0,15.473,16.73
01/01/2022 10:37:09.000000,-1.0,-1.0,11.885,54.84,829.26,17.65,10.4,-78.0,14.38,-1.0,-1.0,14.961,16.08
01/01/2022 10:49:07.000000,-1.0,-1.0,11.731,54.64,829.17,18.02,11.05,-77.0,14.35,-1.0,-1.0,14.978,16.1
01/01/2022 10:56:08.000000,39.70831,-105.01195,11.746,54.77,828.93,19.33,11.33,-78.0,14.28,-1.0,-1.0,15.82,17.17
01/01/2022 11:03:08.000000,39.70828,-105.01189,11.736,54.69,828.9,17.7,11.38,-78.0,14.18,-1.0,-1.0,14.93,16.04
01/01/2022 11:15:06.000000,-1.0,-1.0,11.702,53.83,829.12,18.69,10.86,-78.0,14.34,-1.0,-1.0,15.675,16.98
01/01/2022 11:22:12.000000,39.70834,-105.01192,11.707,53.68,829.13,16.51,9.85,-77.0,14.24,-1.0,-1.0,14.446,15.42
01/01/2022 11:29:13.000000,-1.0,-1.0,11.717,53.19,829.11,14.33,9.61,-78.0,14.42,-1.0,-1.0,12.927,13.49
01/01/2022 11:41:22.000000,-1.0,-1.0,11.813,53.03,829.23,12.85,7.93,-78.0,14.43,-1.0,-1.0,11.667,11.89
01/01/2022 11:48:09.000000,-1.0,-1.0,11.832,52.67,829.29,12.92,7.74,-78.0,14.54,-1.0,-1.0,11.259,11.37
01/01/2022 11:55:18.000000,-1.0,-1.0,11.702,52.51,829.56,15.15,9.1,-78.0,14.35,-1.0,-1.0,13.647,14.4
01/01/2022 11:58:38.000000,39.70832,-105.01195,11.789,52.49,829.6,12.85,8.02,-78.0,14.37,-1.0,-1.0,11.527,11.71
01/01/2022 12:00:06.000000,39.70832,-105.0119,11.674,52.81,829.58,13.52,9.27,-78.0,14.28,-1.0,-1.0,12.503,12.95
01/01/2022 12:02:08.000000,-1.0,-1.0,11.683,52.72,829.55,14.12,8.07,-78.0,14.37,-1.0,-1.0,11.786,12.04
