InstrumentName, Woods Park B,,
StartTime, 2020-10-01 00:00:00,,
EndTime, 2020-10-31 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
10/01/2020 00:00:47.000000,6.43,7.86,7.45
10/01/2020 00:02:47.000000,6.27,7.68,7.35
10/01/2020 00:06:47.000000,5.93,7.55,7.38
10/01/2020 00:08:47.000000,6.28,8.09,7.7
10/01/2020 00:10:47.000000,6.61,7.9,7.71
10/01/2020 00:12:47.000000,5.72,7.5,6.95
10/01/2020 00:14:47.000000,5.93,8.12,7.43
10/01/2020 00:16:47.000000,6.7,8.71,8.07
10/01/2020 00:18:47.000000,6.78,8.75,8.08
10/01/2020 00:20:47.000000,6.2,8.31,7.63
10/01/2020 00:22:47.000000,6.49,7.89,7.63
10/01/2020 00:24:47.000000,6.84,8.73,8.34
10/01/2020 00:26:47.000000,6.73,8.68,7.95
10/01/2020 00:28:47.000000,6.49,7.93,7.61
10/01/2020 00:30:47.000000,6.68,8.74,8.05
10/01/2020 00:32:47.000000,6.64,8.42,7.89
10/01/2020 00:34:47.000000,7.08,8.53,8.24
10/01/2020 00:36:47.000000,7.2,9.25,8.98
10/01/2020 00:38:47.000000,6.37,8.39,7.66
10/01/2020 00:40:47.000000,6.91,8.36,7.89
10/01/2020 00:42:47.000000,6.97,9.19,8.36
10/01/2020 00:44:47.000000,6.21,7.76,7.71
10/01/2020 00:46:47.000000,6.69,8.29,8.15
10/01/2020 00:48:47.000000,7.14,8.98,8.84
10/01/2020 00:50:47.000000,6.74,8.54,8.44
10/01/2020 00:52:47.000000,6.55,7.98,7.84
10/01/2020 00:54:47.000000,7.25,9.24,8.44
10/01/2020 00:56:47.000000,8.0,9.77,9.45
10/01/2020 00:58:47.000000,7.57,9.1,9.1
10/01/2020 01:00:47.000000,8.41,11.17,10.49
10/01/2020 01:02:47.000000,8.54,10.83,10.29
10/01/2020 01:04:47.000000,8.74,10.38,10.29
10/01/2020 01:06:47.000000,8.36,10.09,9.66
10/01/2020 01:08:47.000000,9.83,11.44,11.39
10/01/2020 01:10:47.000000,9.88,11.93,11.42
10/01/2020 01:12:47.000000,9.98,12.28,11.83
10/01/2020 01:14:47.000000,9.82,12.59,11.7
10/01/2020 01:16:47.000000,10.5,12.59,12.21
10/01/2020 01:20:47.000000,9.59,12.07,11.62
10/01/2020 01:22:47.000000,8.46,10.98,10.49
10/01/2020 01:26:47.000000,8.66,11.1,10.51
10/01/2020 01:28:47.000000,8.72,11.55,10.66
10/01/2020 01:32:47.000000,8.96,11.32,10.4
10/01/2020 01:36:47.000000,8.34,10.61,9.97
10/01/2020 01:38:47.000000,7.78,9.41,9.15
10/01/2020 01:40:47.000000,8.27,9.84,9.7
10/01/2020 01:42:47.000000,7.1,9.28,8.64
10/01/2020 01:44:47.000000,7.02,8.73,8.47
10/01/2020 01:48:47.000000,6.67,8.39,7.96
10/01/2020 01:52:47.000000,6.95,8.57,8.29
10/01/2020 01:54:47.000000,6.86,8.47,7.95
10/01/2020 01:56:47.000000,6.91,8.79,8.27
10/01/2020 01:58:47.000000,6.57,8.33,7.97
10/01/2020 02:02:47.000000,9.86,12.36,11.85
10/01/2020 02:04:47.000000,11.86,14.84,14.2
10/01/2020 02:06:47.000000,12.16,15.14,14.6
10/01/2020 02:08:47.000000,10.93,13.53,13.08
10/01/2020 02:10:47.000000,10.08,12.95,12.41
10/01/2020 02:12:47.000000,9.4,11.42,11.02
10/01/2020 02:14:47.000000,9.53,11.96,11.3
10/01/2020 02:16:47.000000,9.05,11.76,11.07
10/01/2020 02:18:47.000000,8.88,11.86,11.17
10/01/2020 02:20:47.000000,9.14,12.17,11.5
10/01/2020 02:22:47.000000,8.96,12.38,11.45
10/01/2020 02:24:47.000000,8.93,11.3,10.86
10/01/2020 02:28:47.000000,8.58,10.17,9.88
10/01/2020 02:30:47.000000,8.61,11.07,10.33
10/01/2020 02:34:47.000000,8.44,10.27,9.97
10/01/2020 02:36:47.000000,8.33,10.12,9.77
10/01/2020 02:38:47.000000,8.83,11.05,10.93
10/01/2020 02:40:47.000000,8.11,11.05,10.2
10/01/2020 02:42:47.000000,8.33,10.53,10.05
10/01/2020 02:44:47.000000,9.36,11.88,10.92
10/01/2020 02:46:47.000000,9.65,11.61,11.23
10/01/2020 02:48:47.000000,9.27,11.96,11.27
10/01/2020 02:50:47.000000,8.63,11.33,10.98
10/01/2020 02:52:47.000000,9.66,11.68,11.39
10/01/2020 02:54:47.000000,10.22,13.02,12.53
10/01/2020 02:56:47.000000,9.73,12.62,11.76
10/01/2020 02:58:47.000000,9.86,12.53,12.1
10/01/2020 03:00:47.000000,9.86,11.88,11.63
10/01/2020 03:02:47.000000,9.53,12.63,11.78
10/01/2020 03:04:47.000000,9.75,12.82,12.21
10/01/2020 03:06:47.000000,10.42,13.02,12.58
10/01/2020 03:08:47.000000,9.41,12.8,11.97
10/01/2020 03:10:47.000000,10.19,12.62,12.16
10/01/2020 03:12:47.000000,10.11,12.77,12.5
10/01/2020 03:14:47.000000,10.34,12.54,12.11
10/01/2020 03:16:47.000000,10.65,14.05,13.12
10/01/2020 03:18:47.000000,10.41,13.61,12.88
10/01/2020 03:20:47.000000,10.82,13.14,12.89
10/01/2020 03:22:47.000000,10.91,14.75,13.89
10/01/2020 03:24:47.000000,11.21,14.57,14.19
10/01/2020 03:26:47.000000,12.18,15.92,14.65
10/01/2020 03:28:47.000000,12.85,16.44,15.61
10/01/2020 03:30:47.000000,14.02,18.8,18.16
10/01/2020 03:32:47.000000,13.09,17.39,16.53
10/01/2020 03:34:47.000000,14.09,19.21,18.64
10/01/2020 03:36:47.000000,15.03,20.12,19.12
10/01/2020 03:38:47.000000,14.77,20.27,18.66
10/01/2020 03:40:47.000000,15.32,21.21,19.58
10/01/2020 03:42:47.000000,15.36,20.61,18.95
10/01/2020 03:44:47.000000,14.37,20.36,19.19
10/01/2020 03:46:47.000000,14.91,20.74,19.16
10/01/2020 03:48:47.000000,15.85,20.35,19.05
