InstrumentName, La Casa,,,,,
StartTime, 2020-10-01 00:00:00,,,,,
EndTime, 2020-10-31 23:59:59,,,,,
Date,CO,NO2,O3,PM10,PM2.5,SO2
10/01/2020 00:00:00.000000,0.2,16.0,26.0,48.4,13.3,0.0
10/01/2020 01:00:00.000000,0.3,24.0,15.0,59.3,13.1,0.0
10/01/2020 02:00:00.000000,0.5,28.0,8.0,59.7,12.9,0.0
10/01/2020 03:00:00.000000,0.5,31.0,1.0,52.8,16.2,0.0
10/01/2020 04:00:00.000000,0.6,31.0,2.0,57.8,17.8,0.0
10/01/2020 05:00:00.000000,0.5,,2.0,54.0,17.3,0.0
10/01/2020 06:00:00.000000,0.1,17.0,15.0,40.9,8.3,0.0
10/01/2020 07:00:00.000000,0.1,9.0,25.0,42.7,6.9,
10/01/2020 08:00:00.000000,0.1,14.0,22.0,38.5,6.0,0.0
10/01/2020 09:00:00.000000,0.1,10.0,18.0,39.1,6.9,0.0
10/01/2020 10:00:00.000000,0.2,12.0,12.0,34.5,7.3,0.0
10/01/2020 11:00:00.000000,0.3,18.0,5.0,34.4,7.1,0.0
10/01/2020 12:00:00.000000,0.4,26.0,0.0,46.8,8.2,0.0
10/01/2020 13:00:00.000000,0.6,27.0,1.0,46.9,9.0,0.0
10/01/2020 14:00:00.000000,0.3,,10.0,54.7,8.6,0.0
10/01/2020 15:00:00.000000,0.3,,17.0,53.2,10.5,0.0
10/01/2020 16:00:00.000000,0.1,,31.0,34.4,6.3,0.0
10/01/2020 17:00:00.000000,0.1,6.0,37.0,26.9,5.4,0.0
10/01/2020 18:00:00.000000,0.1,6.0,40.0,31.4,7.4,0.0
10/01/2020 19:00:00.000000,0.1,5.0,45.0,29.6,8.4,0.0
10/01/2020 20:00:00.000000,0.1,7.0,42.0,33.6,8.6,0.0
10/01/2020 21:00:00.000000,0.1,9.0,43.0,38.4,9.1,0.0
10/01/2020 22:00:00.000000,0.1,7.0,45.0,34.5,9.5,0.0
10/01/2020 23:00:00.000000,0.1,8.0,42.0,56.2,9.9,0.0
10/02/2020 00:00:00.000000,0.1,13.0,36.0,43.0,9.6,0.0
10/02/2020 01:00:00.000000,0.4,31.0,9.0,57.4,12.5,0.0
10/02/2020 02:00:00.000000,0.6,38.0,0.0,70.6,14.2,0.0
10/02/2020 03:00:00.000000,0.7,38.0,0.0,64.3,16.0,0.0
10/02/2020 04:00:00.000000,0.5,34.0,5.0,55.8,17.6,0.0
10/02/2020 05:00:00.000000,0.4,,14.0,48.6,15.0,0.0
10/02/2020 06:00:00.000000,0.3,20.0,12.0,39.7,14.9,0.0
10/02/2020 07:00:00.000000,0.2,15.0,21.0,33.8,12.8,
10/02/2020 08:00:00.000000,0.1,8.0,27.0,34.0,11.1,0.0
10/02/2020 09:00:00.000000,0.1,10.0,24.0,32.0,10.4,0.0
10/02/2020 10:00:00.000000,0.2,10.0,22.0,29.5,10.3,0.0
10/02/2020 11:00:00.000000,0.2,15.0,16.0,32.8,11.4,0.0
10/02/2020 12:00:00.000000,0.4,29.0,2.0,50.4,16.6,0.0
10/02/2020 13:00:00.000000,0.5,27.0,3.0,54.5,19.9,0.0
10/02/2020 14:00:00.000000,0.5,23.0,10.0,60.7,23.3,0.0
10/02/2020 15:00:00.000000,0.4,19.0,18.0,60.0,24.5,0.0
10/02/2020 16:00:00.000000,0.4,17.0,29.0,79.7,41.4,0.0
10/02/2020 17:00:00.000000,0.3,14.0,38.0,75.2,35.8,0.0
10/02/2020 18:00:00.000000,0.3,10.0,44.0,75.3,35.7,0.0
10/02/2020 19:00:00.000000,0.3,10.0,46.0,72.7,34.9,0.0
10/02/2020 20:00:00.000000,0.3,10.0,49.0,72.1,34.4,0.0
10/02/2020 21:00:00.000000,0.3,10.0,52.0,77.7,31.9,0.0
10/02/2020 22:00:00.000000,0.2,12.0,54.0,82.5,31.8,0.0
10/02/2020 23:00:00.000000,0.2,12.0,54.0,70.9,30.7,0.0
10/03/2020 00:00:00.000000,0.4,20.0,41.0,67.4,27.6,0.0
10/03/2020 01:00:00.000000,0.6,34.0,20.0,70.9,31.7,0.0
10/03/2020 02:00:00.000000,0.7,42.0,10.0,67.1,31.0,0.0
10/03/2020 03:00:00.000000,0.6,38.0,13.0,80.9,36.5,0.0
10/03/2020 04:00:00.000000,0.1,11.0,27.0,,28.0,0.0
10/03/2020 05:00:00.000000,0.1,,24.0,157.5,13.6,0.0
10/03/2020 06:00:00.000000,0.1,14.0,15.0,133.0,12.4,0.0
10/03/2020 07:00:00.000000,0.1,14.0,13.0,130.2,11.7,
10/03/2020 08:00:00.000000,0.1,17.0,8.0,113.9,11.8,0.0
10/03/2020 09:00:00.000000,0.2,17.0,6.0,100.9,11.7,0.0
10/03/2020 10:00:00.000000,0.2,15.0,8.0,109.4,15.5,0.0
10/03/2020 11:00:00.000000,0.2,18.0,4.0,99.2,17.7,0.0
10/03/2020 12:00:00.000000,0.3,20.0,1.0,90.9,17.2,0.0
10/03/2020 13:00:00.000000,0.4,21.0,2.0,94.5,18.1,0.0
10/03/2020 14:00:00.000000,0.4,21.0,6.0,78.6,18.8,0.0
10/03/2020 15:00:00.000000,0.3,18.0,14.0,82.6,17.9,0.0
10/03/2020 16:00:00.000000,0.2,14.0,25.0,58.9,12.8,0.0
10/03/2020 17:00:00.000000,0.1,7.0,35.0,33.3,8.5,0.0
10/03/2020 18:00:00.000000,0.1,4.0,41.0,32.5,7.6,0.0
10/03/2020 19:00:00.000000,0.1,4.0,44.0,37.8,8.6,0.0
10/03/2020 20:00:00.000000,0.1,4.0,47.0,38.6,9.3,0.0
10/03/2020 21:00:00.000000,0.1,4.0,48.0,34.7,9.9,0.0
10/03/2020 22:00:00.000000,0.1,4.0,47.0,33.1,9.9,0.0
10/03/2020 23:00:00.000000,0.1,4.0,46.0,35.3,10.2,0.0
10/04/2020 00:00:00.000000,0.1,7.0,43.0,34.2,10.8,0.0
10/04/2020 01:00:00.000000,0.5,23.0,18.0,57.1,16.7,0.0
