InstrumentName, CAMP,,,,,
StartTime, 2020-10-01 00:00:00,,,,,
EndTime, 2020-10-31 23:59:59,,,,,
Date,CO,NO2,O3,PM10,PM2.5,SO2
10/01/2020 00:00:00.000000,0.3,10.0,29.0,57.9,15.0,0.0
10/01/2020 01:00:00.000000,0.3,19.0,18.0,38.7,12.7,0.0
10/01/2020 02:00:00.000000,0.3,24.0,12.0,41.2,12.9,0.0
10/01/2020 03:00:00.000000,0.3,19.0,18.0,36.3,9.5,0.0
10/01/2020 04:00:00.000000,0.5,,1.0,50.2,15.6,0.0
10/01/2020 05:00:00.000000,0.5,36.0,0.0,57.3,18.5,1.0
10/01/2020 06:00:00.000000,0.1,16.0,15.0,30.6,7.6,0.0
10/01/2020 07:00:00.000000,0.1,9.0,25.0,34.3,7.3,0.0
10/01/2020 08:00:00.000000,0.1,8.0,26.0,28.1,6.1,0.0
10/01/2020 09:00:00.000000,0.1,9.0,24.0,30.7,6.4,0.0
10/01/2020 10:00:00.000000,0.1,13.0,21.0,25.9,6.0,0.0
10/01/2020 11:00:00.000000,0.3,25.0,4.0,36.6,9.5,0.0
10/01/2020 12:00:00.000000,0.6,30.0,0.0,47.3,12.2,1.0
10/01/2020 13:00:00.000000,0.7,34.0,1.0,58.2,12.9,1.0
10/01/2020 14:00:00.000000,0.6,27.0,7.0,51.0,12.3,0.0
10/01/2020 15:00:00.000000,0.3,18.0,17.0,37.1,9.9,0.0
10/01/2020 16:00:00.000000,0.3,13.0,26.0,23.8,6.6,0.0
10/01/2020 17:00:00.000000,0.2,8.0,33.0,18.3,5.0,0.0
10/01/2020 18:00:00.000000,0.2,7.0,37.0,20.0,6.4,0.0
10/01/2020 19:00:00.000000,0.2,7.0,41.0,18.6,7.0,0.0
10/01/2020 20:00:00.000000,0.2,7.0,41.0,17.9,7.3,0.0
10/01/2020 21:00:00.000000,0.2,7.0,42.0,19.3,7.7,0.0
10/01/2020 22:00:00.000000,0.2,9.0,41.0,22.9,8.3,0.0
10/01/2020 23:00:00.000000,0.3,10.0,39.0,27.0,9.5,0.0
10/02/2020 00:00:00.000000,0.2,13.0,35.0,31.5,9.7,0.0
10/02/2020 01:00:00.000000,0.4,22.0,24.0,40.1,12.7,0.0
10/02/2020 02:00:00.000000,0.4,33.0,9.0,44.6,15.5,0.0
10/02/2020 03:00:00.000000,0.6,40.0,1.0,58.6,17.8,0.0
10/02/2020 04:00:00.000000,0.5,,4.0,40.5,15.1,0.0
10/02/2020 05:00:00.000000,0.6,35.0,4.0,42.3,16.9,0.0
10/02/2020 06:00:00.000000,0.2,10.0,27.0,25.2,11.6,0.0
10/02/2020 07:00:00.000000,0.2,7.0,32.0,22.5,10.1,0.0
10/02/2020 08:00:00.000000,0.1,5.0,33.0,23.4,9.3,0.0
10/02/2020 09:00:00.000000,0.1,5.0,32.0,22.2,8.9,0.0
10/02/2020 10:00:00.000000,0.1,5.0,32.0,19.1,9.1,0.0
10/02/2020 11:00:00.000000,0.2,13.0,23.0,23.5,9.5,0.0
10/02/2020 12:00:00.000000,0.5,34.0,1.0,41.7,15.9,1.0
10/02/2020 13:00:00.000000,0.6,35.0,2.0,64.8,21.0,1.0
10/02/2020 14:00:00.000000,0.6,33.0,4.0,62.9,22.7,1.0
10/02/2020 15:00:00.000000,0.4,21.0,18.0,54.1,23.9,0.0
10/02/2020 16:00:00.000000,0.5,20.0,26.0,62.5,35.1,0.0
10/02/2020 17:00:00.000000,0.3,13.0,36.0,41.6,26.1,0.0
10/02/2020 18:00:00.000000,0.3,10.0,40.0,39.7,27.9,0.0
10/02/2020 19:00:00.000000,0.4,14.0,40.0,41.6,24.2,0.0
10/02/2020 20:00:00.000000,0.4,15.0,41.0,50.3,24.2,0.0
10/02/2020 21:00:00.000000,0.3,12.0,47.0,43.0,23.1,0.0
10/02/2020 22:00:00.000000,0.3,12.0,51.0,43.9,25.2,0.0
10/02/2020 23:00:00.000000,0.3,14.0,50.0,44.5,26.5,0.0
10/03/2020 00:00:00.000000,0.4,21.0,41.0,44.6,23.3,0.0
10/03/2020 01:00:00.000000,0.5,28.0,31.0,42.2,23.6,0.0
10/03/2020 02:00:00.000000,0.7,39.0,17.0,46.0,26.7,0.0
10/03/2020 03:00:00.000000,0.9,55.0,1.0,66.6,33.5,1.0
10/03/2020 04:00:00.000000,0.2,,28.0,187.9,33.6,0.0
10/03/2020 05:00:00.000000,0.2,12.0,19.0,127.1,18.9,0.0
10/03/2020 06:00:00.000000,0.2,9.0,21.0,108.4,16.5,0.0
10/03/2020 07:00:00.000000,0.1,9.0,19.0,105.4,14.9,0.0
10/03/2020 08:00:00.000000,0.2,12.0,15.0,108.3,15.3,0.0
10/03/2020 09:00:00.000000,0.2,22.0,4.0,97.4,16.3,0.0
10/03/2020 10:00:00.000000,0.3,28.0,0.0,109.1,18.9,1.0
10/03/2020 11:00:00.000000,0.3,21.0,6.0,97.7,19.8,0.0
10/03/2020 12:00:00.000000,0.3,19.0,6.0,88.7,20.5,0.0
10/03/2020 13:00:00.000000,0.3,15.0,11.0,63.1,18.4,0.0
10/03/2020 14:00:00.000000,0.3,15.0,11.0,65.4,18.1,0.0
10/03/2020 15:00:00.000000,0.4,16.0,14.0,70.1,18.3,0.0
10/03/2020 16:00:00.000000,0.2,9.0,28.0,34.9,10.2,0.0
10/03/2020 17:00:00.000000,0.2,5.0,35.0,20.4,7.2,0.0
10/03/2020 18:00:00.000000,0.2,5.0,37.0,22.1,7.4,0.0
10/03/2020 19:00:00.000000,0.2,5.0,40.0,27.2,8.6,0.0
10/03/2020 20:00:00.000000,0.2,5.0,43.0,25.5,9.6,0.0
10/03/2020 21:00:00.000000,0.2,5.0,45.0,23.6,9.5,0.0
10/03/2020 22:00:00.000000,0.1,5.0,45.0,22.4,9.4,0.0
10/03/2020 23:00:00.000000,0.2,6.0,43.0,23.2,9.6,0.0
10/04/2020 00:00:00.000000,0.2,9.0,39.0,25.0,10.4,0.0
