InstrumentName, I-25 Denver,,
StartTime, 2020-10-01 00:00:00,,
EndTime, 2020-10-31 23:59:59,,
Date,CO,NO2,PM2.5
10/01/2020 00:00:00.000000,0.2,6.0,11.0
10/01/2020 01:00:00.000000,0.3,14.0,11.5
10/01/2020 02:00:00.000000,0.3,22.0,10.8
10/01/2020 03:00:00.000000,0.6,30.0,16.7
10/01/2020 04:00:00.000000,0.8,,19.4
10/01/2020 05:00:00.000000,0.6,29.0,17.6
10/01/2020 06:00:00.000000,0.3,23.0,11.3
10/01/2020 07:00:00.000000,0.1,14.0,6.1
10/01/2020 08:00:00.000000,0.1,17.0,6.5
10/01/2020 09:00:00.000000,0.2,14.0,7.6
10/01/2020 10:00:00.000000,0.3,19.0,7.8
10/01/2020 11:00:00.000000,0.5,25.0,9.0
10/01/2020 12:00:00.000000,0.9,27.0,11.6
10/01/2020 13:00:00.000000,1.1,30.0,14.3
10/01/2020 14:00:00.000000,0.8,30.0,13.4
10/01/2020 15:00:00.000000,0.3,20.0,9.8
10/01/2020 16:00:00.000000,0.2,15.0,6.9
10/01/2020 17:00:00.000000,0.2,12.0,6.4
10/01/2020 18:00:00.000000,0.2,11.0,7.5
10/01/2020 19:00:00.000000,0.2,10.0,8.4
10/01/2020 20:00:00.000000,0.2,15.0,9.4
10/01/2020 21:00:00.000000,0.2,11.0,7.8
10/01/2020 22:00:00.000000,0.2,7.0,9.5
10/01/2020 23:00:00.000000,0.1,8.0,9.8
10/02/2020 00:00:00.000000,0.1,7.0,8.5
10/02/2020 01:00:00.000000,0.4,23.0,12.7
10/02/2020 02:00:00.000000,0.9,41.0,18.0
10/02/2020 03:00:00.000000,0.9,39.0,18.4
10/02/2020 04:00:00.000000,0.7,,18.7
10/02/2020 05:00:00.000000,0.7,34.0,15.8
10/02/2020 06:00:00.000000,0.3,22.0,12.1
10/02/2020 07:00:00.000000,0.2,14.0,10.1
10/02/2020 08:00:00.000000,0.2,12.0,9.7
10/02/2020 09:00:00.000000,0.2,21.0,9.3
10/02/2020 10:00:00.000000,0.2,23.0,9.4
10/02/2020 11:00:00.000000,0.3,29.0,9.7
10/02/2020 12:00:00.000000,0.7,31.0,15.2
10/02/2020 13:00:00.000000,0.7,34.0,22.0
10/02/2020 14:00:00.000000,0.8,32.0,23.6
10/02/2020 15:00:00.000000,0.5,27.0,22.7
10/02/2020 16:00:00.000000,0.4,22.0,32.5
10/02/2020 17:00:00.000000,0.4,17.0,27.8
10/02/2020 18:00:00.000000,0.5,21.0,24.7
10/02/2020 19:00:00.000000,0.3,19.0,23.7
10/02/2020 20:00:00.000000,0.4,21.0,20.6
10/02/2020 21:00:00.000000,0.4,18.0,17.7
10/02/2020 22:00:00.000000,0.2,9.0,19.1
10/02/2020 23:00:00.000000,0.6,37.0,18.0
10/03/2020 00:00:00.000000,0.8,42.0,20.0
10/03/2020 01:00:00.000000,1.1,50.0,24.4
10/03/2020 02:00:00.000000,1.0,49.0,30.1
10/03/2020 03:00:00.000000,1.0,51.0,32.0
10/03/2020 04:00:00.000000,0.2,,30.1
10/03/2020 05:00:00.000000,0.3,10.0,18.7
10/03/2020 06:00:00.000000,0.1,11.0,15.5
10/03/2020 07:00:00.000000,0.1,11.0,15.3
10/03/2020 08:00:00.000000,0.4,19.0,17.4
10/03/2020 09:00:00.000000,0.5,23.0,18.5
10/03/2020 10:00:00.000000,0.4,21.0,19.2
10/03/2020 11:00:00.000000,0.5,22.0,19.7
10/03/2020 12:00:00.000000,0.4,24.0,21.7
10/03/2020 13:00:00.000000,0.4,22.0,19.7
10/03/2020 14:00:00.000000,0.4,18.0,18.5
10/03/2020 15:00:00.000000,0.3,14.0,17.5
10/03/2020 16:00:00.000000,0.2,12.0,13.7
10/03/2020 17:00:00.000000,0.2,7.0,8.3
10/03/2020 18:00:00.000000,0.2,8.0,7.9
10/03/2020 19:00:00.000000,0.1,5.0,8.8
10/03/2020 20:00:00.000000,0.2,7.0,10.2
10/03/2020 21:00:00.000000,0.2,6.0,10.0
10/03/2020 22:00:00.000000,0.1,4.0,8.8
10/03/2020 23:00:00.000000,0.1,4.0,9.5
10/04/2020 00:00:00.000000,0.1,4.0,11.5
10/04/2020 01:00:00.000000,0.6,27.0,16.2
10/04/2020 02:00:00.000000,1.0,41.0,21.6
10/04/2020 03:00:00.000000,0.6,34.0,19.4
10/04/2020 04:00:00.000000,0.4,,18.0
10/04/2020 05:00:00.000000,0.4,21.0,16.0
10/04/2020 06:00:00.000000,0.5,19.0,15.5
10/04/2020 07:00:00.000000,0.4,18.0,16.1
10/04/2020 08:00:00.000000,0.6,25.0,21.0
10/04/2020 09:00:00.000000,0.7,27.0,25.1
10/04/2020 10:00:00.000000,0.6,25.0,25.0
10/04/2020 11:00:00.000000,0.6,24.0,19.3
10/04/2020 12:00:00.000000,0.7,24.0,18.8
10/04/2020 13:00:00.000000,0.6,23.0,19.2
10/04/2020 14:00:00.000000,0.6,23.0,17.7
10/04/2020 15:00:00.000000,0.3,11.0,12.3
10/04/2020 16:00:00.000000,0.2,8.0,10.5
10/04/2020 17:00:00.000000,0.2,7.0,8.3
10/04/2020 18:00:00.000000,0.1,4.0,6.7
10/04/2020 19:00:00.000000,0.1,2.0,5.7
10/04/2020 20:00:00.000000,0.1,1.0,5.1
10/04/2020 21:00:00.000000,0.1,3.0,4.6
10/04/2020 22:00:00.000000,0.1,4.0,4.1
10/04/2020 23:00:00.000000,0.2,6.0,5.4
10/05/2020 00:00:00.000000,0.1,7.0,9.3
10/05/2020 01:00:00.000000,0.5,27.0,11.4
10/05/2020 02:00:00.000000,0.9,43.0,14.1
10/05/2020 10:00:00.000000,0.2,23.0,11.4
10/05/2020 11:00:00.000000,0.4,30.0,12.8
10/05/2020 12:00:00.000000,0.4,32.0,13.3
10/05/2020 13:00:00.000000,0.7,39.0,18.1
10/05/2020 14:00:00.000000,0.5,32.0,18.4
10/05/2020 15:00:00.000000,0.4,29.0,22.0
