InstrumentName, Melody-Catalpa,,
StartTime, 2020-06-01 00:00:00,,
EndTime, 2020-06-30 23:59:59,,
Date,PM2.5,humidity,temp_f
06/01/2020 00:01:19.000000,0.0,28.0,87.0
06/01/2020 00:03:19.000000,0.0,27.0,87.0
06/01/2020 00:05:19.000000,0.0,28.0,87.0
06/01/2020 00:07:19.000000,0.0,27.0,87.0
06/01/2020 00:09:19.000000,0.0,28.0,87.0
06/01/2020 00:11:19.000000,0.0,29.0,87.0
06/01/2020 00:13:19.000000,0.0,28.0,87.0
06/01/2020 00:15:19.000000,0.0,28.0,87.0
06/01/2020 00:17:19.000000,0.0,26.0,87.0
06/01/2020 00:19:19.000000,0.0,26.0,88.0
06/01/2020 00:21:19.000000,0.0,25.0,88.0
06/01/2020 00:23:18.000000,0.0,25.0,88.0
06/01/2020 00:25:19.000000,0.0,26.0,88.0
06/01/2020 00:27:18.000000,0.0,26.0,88.0
06/01/2020 00:29:18.000000,0.0,25.0,88.0
06/01/2020 00:31:19.000000,0.0,25.0,88.0
06/01/2020 00:33:19.000000,0.0,25.0,88.0
06/01/2020 00:35:19.000000,0.0,25.0,88.0
06/01/2020 00:37:19.000000,0.0,23.0,88.0
06/01/2020 00:39:19.000000,0.0,24.0,88.0
06/01/2020 00:41:19.000000,0.0,24.0,88.0
06/01/2020 00:43:19.000000,0.0,23.0,88.0
06/01/2020 00:45:19.000000,0.0,23.0,88.0
06/01/2020 00:47:19.000000,0.0,24.0,88.0
06/01/2020 00:49:19.000000,0.0,25.0,88.0
06/01/2020 00:51:19.000000,0.0,24.0,88.0
06/01/2020 00:53:19.000000,0.0,24.0,88.0
06/01/2020 00:55:19.000000,0.0,25.0,89.0
06/01/2020 00:57:19.000000,0.0,25.0,89.0
06/01/2020 00:59:19.000000,0.0,23.0,89.0
06/01/2020 01:01:19.000000,0.0,23.0,89.0
06/01/2020 01:03:19.000000,0.0,23.0,89.0
06/01/2020 01:05:19.000000,0.0,25.0,89.0
06/01/2020 01:07:19.000000,0.0,25.0,89.0
06/01/2020 01:09:19.000000,0.0,24.0,89.0
06/01/2020 01:11:18.000000,0.0,22.0,89.0
06/01/2020 01:13:19.000000,0.0,21.0,89.0
06/01/2020 01:15:19.000000,0.0,22.0,89.0
06/01/2020 01:17:18.000000,0.0,22.0,89.0
06/01/2020 01:19:19.000000,0.0,23.0,89.0
06/01/2020 01:21:19.000000,0.0,25.0,89.0
06/01/2020 01:23:19.000000,0.0,24.0,88.0
06/01/2020 01:25:19.000000,0.0,22.0,88.0
06/01/2020 01:27:19.000000,0.0,24.0,88.0
06/01/2020 01:29:18.000000,0.0,24.0,88.0
06/01/2020 01:31:19.000000,0.0,25.0,88.0
06/01/2020 01:33:19.000000,0.0,25.0,88.0
06/01/2020 01:35:19.000000,0.0,25.0,87.0
06/01/2020 01:37:19.000000,0.0,25.0,87.0
06/01/2020 01:39:19.000000,0.0,26.0,87.0
06/01/2020 01:41:19.000000,0.0,26.0,87.0
06/01/2020 01:43:19.000000,0.0,28.0,86.0
06/01/2020 01:45:19.000000,0.0,29.0,86.0
06/01/2020 01:47:19.000000,0.0,30.0,86.0
06/01/2020 01:49:19.000000,0.0,28.0,86.0
06/01/2020 01:51:18.000000,0.0,29.0,85.0
06/01/2020 01:53:18.000000,0.0,29.0,85.0
06/01/2020 01:55:19.000000,0.0,30.0,85.0
06/01/2020 01:57:19.000000,0.0,29.0,84.0
06/01/2020 01:59:19.000000,0.0,29.0,84.0
06/01/2020 02:01:19.000000,0.0,30.0,84.0
06/01/2020 02:03:19.000000,0.0,30.0,84.0
06/01/2020 02:05:19.000000,0.0,31.0,84.0
06/01/2020 02:07:19.000000,0.0,33.0,84.0
06/01/2020 02:09:18.000000,0.0,32.0,83.0
06/01/2020 02:17:19.000000,0.0,32.0,83.0
06/01/2020 02:19:19.000000,0.0,32.0,82.0
06/01/2020 02:21:19.000000,0.0,32.0,82.0
06/01/2020 02:23:18.000000,0.0,32.0,82.0
06/01/2020 02:25:18.000000,0.0,32.0,82.0
06/01/2020 02:27:19.000000,0.0,32.0,82.0
06/01/2020 02:29:19.000000,0.0,34.0,82.0
