InstrumentName, Woods Park,,
StartTime, 2020-06-01 00:00:00,,
EndTime, 2020-06-30 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
06/01/2020 00:00:14.000000,2.33,3.26,3.19
06/01/2020 00:02:14.000000,2.73,3.75,3.48
06/01/2020 00:04:14.000000,2.88,4.27,3.85
06/01/2020 00:06:14.000000,2.71,3.3,3.18
06/01/2020 00:08:14.000000,2.7,3.95,3.52
06/01/2020 00:10:14.000000,2.92,4.1,3.92
06/01/2020 00:12:14.000000,2.81,3.86,3.78
06/01/2020 00:14:14.000000,3.11,4.32,4.11
06/01/2020 00:16:14.000000,2.85,4.09,3.93
06/01/2020 00:18:14.000000,3.12,4.68,4.51
06/01/2020 00:20:14.000000,3.07,4.39,4.12
06/01/2020 00:22:14.000000,3.04,4.26,4.11
06/01/2020 00:24:14.000000,2.57,3.41,3.41
06/01/2020 00:26:14.000000,2.67,4.34,4.07
06/01/2020 00:28:14.000000,2.62,3.0,2.88
06/01/2020 00:30:14.000000,3.39,4.81,4.49
06/01/2020 00:32:15.000000,3.55,5.54,4.8
06/01/2020 00:34:14.000000,3.16,4.56,4.49
06/01/2020 00:36:14.000000,3.4,4.43,4.43
06/01/2020 00:38:14.000000,3.2,4.46,4.46
06/01/2020 00:40:14.000000,3.66,4.98,4.64
06/01/2020 00:42:14.000000,3.25,4.39,4.21
06/01/2020 00:44:14.000000,3.66,4.81,4.69
06/01/2020 00:46:14.000000,3.44,4.61,4.34
06/01/2020 00:48:14.000000,4.09,5.23,5.05
06/01/2020 00:50:15.000000,3.66,4.84,4.52
06/01/2020 00:52:14.000000,3.09,4.74,4.38
06/01/2020 00:54:14.000000,4.05,5.17,5.17
06/01/2020 00:56:14.000000,3.71,5.66,5.14
06/01/2020 00:58:14.000000,4.25,5.91,5.64
06/01/2020 01:00:14.000000,3.98,5.46,5.28
06/01/2020 01:02:14.000000,3.32,4.08,4.08
06/01/2020 01:04:14.000000,2.93,4.09,3.86
06/01/2020 01:06:14.000000,3.12,4.5,4.32
06/01/2020 01:08:14.000000,3.0,4.24,4.0
06/01/2020 01:10:14.000000,3.15,4.58,4.24
06/01/2020 01:12:14.000000,3.78,5.31,4.95
06/01/2020 01:14:14.000000,3.46,4.71,4.55
06/01/2020 01:16:14.000000,3.61,5.25,4.57
06/01/2020 01:18:14.000000,3.27,4.69,4.37
06/01/2020 01:20:14.000000,3.76,4.93,4.64
06/01/2020 01:22:14.000000,3.62,5.21,4.98
06/01/2020 01:24:14.000000,3.33,4.69,4.27
06/01/2020 01:26:14.000000,3.53,4.9,4.76
06/01/2020 01:28:14.000000,3.64,4.83,4.83
06/01/2020 01:30:14.000000,3.03,4.62,4.14
06/01/2020 01:32:15.000000,3.54,4.66,4.64
06/01/2020 01:34:14.000000,3.84,5.78,5.0
06/01/2020 01:36:14.000000,3.48,4.71,4.66
06/01/2020 01:38:14.000000,3.02,4.0,4.0
06/01/2020 01:40:22.000000,3.36,4.52,4.18
06/01/2020 01:42:14.000000,3.47,4.59,4.59
06/01/2020 01:44:14.000000,3.63,4.83,4.83
06/01/2020 01:46:14.000000,3.63,4.66,4.66
06/01/2020 01:48:14.000000,3.89,5.04,4.77
06/01/2020 01:50:14.000000,3.05,4.32,4.09
06/01/2020 01:52:14.000000,3.24,4.59,4.34
06/01/2020 01:54:14.000000,3.71,5.0,4.86
06/01/2020 01:56:14.000000,4.18,6.05,5.51
06/01/2020 01:58:14.000000,3.02,4.21,3.98
06/01/2020 02:00:14.000000,3.55,4.74,4.6
06/01/2020 02:02:14.000000,4.13,5.58,5.27
06/01/2020 02:04:14.000000,3.33,4.71,4.34
06/01/2020 02:06:14.000000,3.95,5.45,5.07
06/01/2020 02:08:14.000000,4.07,5.98,5.81
06/01/2020 02:10:14.000000,3.62,5.15,5.05
06/01/2020 02:18:14.000000,3.63,5.32,5.0
06/01/2020 02:20:14.000000,3.48,4.95,4.5
06/01/2020 02:22:14.000000,3.86,5.42,5.12
06/01/2020 02:24:14.000000,3.73,4.95,4.91
06/01/2020 02:26:14.000000,3.64,5.07,5.0
06/01/2020 02:28:14.000000,4.17,5.57,5.22
