InstrumentName, College View Elem (A2JCKC55_2.3)
StartTime, 2021-10-01 00:00:00
EndTime, 2021-11-01 00:00:00
Date,no2Conc,pm10ConcMass,pm10ConcNum,pm1ConcMass,pm1ConcNum,pm2_5ConcMass,pm2_5ConcMass_p,pm2_5ConcNum,relHumid,temperature
10/01/2021 00:01:38,1317.905396,20.529411,23.834118,13.294118,22.864706,19.294117,16.196,23.788826,51.056686,14.868771
10/01/2021 00:05:12,1322.484253,19.588236,22.479412,13.352942,21.477648,18.588236,15.873,22.436472,51.181812,14.799343
10/01/2021 00:08:46,1327.207031,19.882353,22.231766,13.0,21.204706,19.352942,16.298,22.176468,51.880676,14.671169
10/01/2021 00:12:20,1334.266357,20.0,21.462355,13.176471,20.460587,19.058823,16.179,21.404118,52.033264,14.601738
10/01/2021 00:15:54,1344.44873,22.352942,23.802353,14.529411,22.784708,19.941177,16.665,23.742355,51.85931,14.502937
10/01/2021 00:19:28,1344.916138,25.428574,25.745714,15.285714,24.638098,22.142859,17.766,25.657145,52.700085,14.460213
10/01/2021 00:23:02,1346.718018,25.831324,25.38241,15.277108,24.138554,22.072289,17.751,25.294455,52.623787,14.417488
10/01/2021 00:26:36,1356.105103,24.0,25.459999,14.823529,24.259998,22.352942,17.899,25.389414,52.915237,14.388115
10/01/2021 00:30:10,1363.40271,24.0,25.332941,15.647058,24.154118,22.058823,17.784,25.240587,52.86488,14.318684
10/01/2021 00:33:44,1371.149658,24.523811,24.763334,15.190476,23.682861,21.857145,17.709,24.659525,52.816051,14.262608
10/01/2021 00:37:18,1376.272217,24.590363,24.769156,15.481927,23.665541,22.445784,18.004,24.668674,53.35622,14.235905
10/01/2021 00:40:52,1379.354858,26.190477,26.608574,16.476191,25.389524,22.761906,18.179,26.485239,53.102921,14.206532
10/01/2021 00:44:29,1385.946899,26.952381,26.800001,16.619049,25.67524,24.238096,18.931,26.671907,53.237202,14.163807
10/01/2021 00:48:03,1393.895996,24.380955,25.989525,16.095238,24.878096,22.57143,18.117,25.946192,53.702602,14.107727
10/01/2021 00:51:37,1399.535522,26.235294,27.337648,16.529411,26.051764,24.588236,19.118,27.257647,53.565269,14.121078
10/01/2021 00:55:11,1406.27124,22.411764,26.085884,15.941176,25.118822,21.235294,17.475,26.045296,53.785,14.051651
10/01/2021 00:58:45,1412.243286,24.235294,26.669998,16.411764,25.476471,23.411764,18.566,26.601765,54.055084,14.024948
10/01/2021 01:02:19,1416.593018,25.428574,25.168573,14.952381,23.913334,23.523811,18.616,25.046192,54.398415,14.024948
10/01/2021 01:05:53,1423.198608,22.764706,24.77294,15.352942,23.677647,20.411764,17.079,24.705883,54.402992,13.995575
10/01/2021 01:09:26,1431.606079,25.0,26.167057,16.058823,24.991764,23.235294,18.482,26.093529,54.262608,14.008926
10/01/2021 01:13:00,1433.753906,25.82353,26.257647,16.588236,24.984705,24.352942,19.049,26.184708,54.311436,13.982224
10/01/2021 01:16:34,1437.348755,27.036142,26.525539,16.204819,25.298796,23.831326,18.778,26.383854,54.613564,13.995575
10/01/2021 01:20:08,1446.59668,24.529411,25.641176,16.117647,24.614119,22.411764,18.071,25.55353,54.613564,13.995575
10/01/2021 01:23:42,1446.15625,23.470589,24.78706,14.529411,23.575294,22.294117,18.014,24.72941,54.883652,13.982224
10/01/2021 01:27:16,1456.540894,27.714287,27.00905,17.238096,25.733335,24.619049,19.165,26.85762,55.306324,13.982224
10/01/2021 01:30:50,1461.973633,23.941177,25.725882,15.470589,24.537645,22.294117,18.032,25.671177,54.578468,13.95285
10/01/2021 01:34:24,1467.972534,22.882353,24.345882,14.941176,23.311764,21.470589,17.628,24.257648,54.576942,13.939499
10/01/2021 01:37:58,1465.995239,25.285715,24.017145,14.761906,22.769526,22.142859,17.96,23.88619,54.728008,13.939499
10/01/2021 01:41:32,1469.212646,22.882353,23.588821,13.588235,22.437647,21.117647,17.468,23.492353,54.331272,13.912796
10/01/2021 01:45:06,1475.463257,23.666668,23.774288,14.52381,22.700001,20.57143,17.202,23.678097,54.380104,13.896774
10/01/2021 01:48:40,1476.478882,23.117647,24.868237,15.647058,23.825882,21.82353,17.824,24.802353,54.86076,13.883423
10/01/2021 01:52:13,1481.381348,22.882353,24.095295,14.823529,23.029411,20.705883,17.258,24.011177,55.013351,13.896774
