InstrumentName, AUL Denver (AJGLJY0D_3.5)
StartTime, 2021-10-01 00:00:00
EndTime, 2021-11-01 00:00:00
Date,no2Conc,pm10ConcMass,pm10ConcNum,pm1ConcMass,pm1ConcNum,pm2_5ConcMass,pm2_5ConcMass_p,pm2_5ConcNum,relHumid,temperature
10/01/2021 00:01:16,14.144089,16.058823,16.832941,9.352942,15.975295,14.823529,13.672,16.780588,47.444878,15.685894
10/01/2021 00:04:50,12.828404,18.238096,17.171906,10.285715,16.218096,16.190477,14.372,17.056192,47.426567,15.643169
10/01/2021 00:08:25,13.074512,17.941177,17.509411,9.529411,16.517647,16.647058,14.628,17.408825,47.551689,15.573738
10/01/2021 00:12:00,13.269351,20.333334,17.422859,10.04762,16.323811,18.476191,15.548,17.315716,47.6936,15.547035
10/01/2021 00:15:34,14.85325,19.411764,17.538824,10.058824,16.550589,17.529411,15.083,17.412354,48.415352,15.504311
10/01/2021 00:19:09,14.445015,17.941177,17.830589,10.117647,16.934118,16.058823,14.372,17.754118,48.256657,15.461586
10/01/2021 00:22:43,13.576355,18.235294,16.438824,8.647058,15.478825,15.294118,14.029,16.325296,48.268864,15.376137
10/01/2021 00:26:17,14.692932,20.470589,17.35647,9.529411,16.289412,16.764706,14.785,17.228235,48.648815,15.306705
10/01/2021 00:29:52,14.441286,18.57143,16.414289,8.476191,15.301905,16.523811,14.667,16.300001,48.854809,15.293354
10/01/2021 00:33:26,15.53766,20.096386,16.291565,8.999999,15.411325,17.13253,14.989,16.124819,48.960098,15.247959
10/01/2021 00:37:01,15.30888,18.294117,17.192942,10.0,16.40941,15.529411,14.194,17.094118,49.079117,15.234608
10/01/2021 00:40:35,16.16086,19.705883,18.028236,10.705882,17.002352,17.352942,15.129,17.91,49.303425,15.16518
10/01/2021 00:44:10,15.36648,21.761906,19.285715,11.476192,18.215239,19.476192,16.215,19.182383,49.504845,15.093079
10/01/2021 00:47:44,16.021996,19.529411,18.871763,11.176471,17.941177,18.294117,15.65,18.788235,49.518578,15.037003
10/01/2021 00:51:19,16.540997,22.235294,19.631765,11.764706,18.635296,17.941177,15.481,19.492353,49.845119,15.0103
10/01/2021 00:54:53,14.642992,22.17647,18.730589,10.823529,17.674116,18.82353,15.938,18.588823,49.546043,14.980927
10/01/2021 00:58:28,16.730862,18.761906,20.114288,12.238096,19.191431,17.523809,15.294,20.019047,50.026703,14.954224
10/01/2021 01:02:02,15.306691,19.352942,19.29353,12.235294,18.292944,17.82353,15.465,19.204117,49.868008,14.911499
10/01/2021 01:05:37,17.621965,21.411764,18.422352,10.941176,17.372942,18.117647,15.626,18.291763,50.127415,14.868771
10/01/2021 01:09:12,15.416412,20.411764,19.694115,11.764706,18.530588,19.17647,16.172,19.595882,50.122833,14.826046
