InstrumentName, Melody-Catalpa B,,
StartTime, 2018-12-01 00:00:00,,
EndTime, 2018-12-31 23:59:59,,
Date,PM2.5,humidity,temp_f
12/01/2018 00:01:47.443333,17.81,57.0,45.0
12/01/2018 00:03:08.136666,18.65,57.0,45.0
12/01/2018 00:05:47.393333,16.74,57.0,45.0
12/01/2018 00:07:07.416666,17.24,57.0,45.0
12/01/2018 00:09:47.406666,17.0,57.0,45.0
12/01/2018 00:11:07.406666,16.4,57.0,45.0
12/01/2018 00:13:47.540000,17.1,57.0,45.0
12/01/2018 00:15:07.473333,17.46,57.0,45.0
12/01/2018 00:17:47.406666,20.34,57.0,45.0
12/01/2018 00:19:07.516666,22.88,57.0,45.0
12/01/2018 00:21:48.030000,18.95,57.0,44.0
12/01/2018 00:25:47.403333,19.14,58.0,44.0
12/01/2018 00:27:07.443333,19.4,59.0,44.0
12/01/2018 00:29:47.666666,18.83,58.0,44.0
12/01/2018 00:31:07.396666,19.61,58.0,44.0
12/01/2018 00:33:47.383333,17.07,58.0,44.0
12/01/2018 00:35:07.413333,16.49,58.0,44.0
12/01/2018 00:37:47.576666,17.17,58.0,44.0
12/01/2018 00:39:07.416666,17.67,58.0,44.0
12/01/2018 00:41:47.563333,17.43,58.0,44.0
12/01/2018 00:43:07.390000,17.71,59.0,44.0
12/01/2018 00:45:47.406666,20.69,58.0,44.0
12/01/2018 00:47:07.400000,17.95,58.0,44.0
12/01/2018 00:49:47.400000,16.0,58.0,44.0
12/01/2018 00:51:07.403333,18.0,58.0,44.0
12/01/2018 00:53:47.406666,20.07,58.0,45.0
12/01/2018 00:55:07.383333,17.95,58.0,44.0
12/01/2018 00:57:47.573333,20.14,57.0,45.0
12/01/2018 00:59:07.403333,19.33,58.0,45.0
12/01/2018 01:01:47.393333,20.44,58.0,45.0
12/01/2018 01:03:07.386666,18.02,57.0,45.0
12/01/2018 01:05:47.400000,20.37,57.0,45.0
12/01/2018 01:07:07.410000,20.77,57.0,45.0
12/01/2018 01:09:47.386666,20.61,57.0,45.0
12/01/2018 01:11:07.820000,18.69,57.0,45.0
12/01/2018 01:13:47.393333,20.15,57.0,45.0
12/01/2018 01:15:08.773333,19.74,57.0,45.0
12/01/2018 01:17:47.390000,20.73,57.0,45.0
12/01/2018 01:21:47.726666,19.41,57.0,45.0
12/01/2018 01:23:07.386666,19.44,57.0,45.0
12/01/2018 01:25:47.400000,23.21,57.0,45.0
12/01/2018 01:27:07.383333,20.05,57.0,45.0
12/01/2018 01:29:47.386666,22.2,57.0,45.0
12/01/2018 01:31:07.380000,21.0,57.0,45.0
12/01/2018 01:33:47.420000,19.24,57.0,45.0
12/01/2018 01:35:07.383333,21.85,57.0,45.0
12/01/2018 01:37:47.676666,21.05,57.0,45.0
12/01/2018 01:39:07.403333,21.7,57.0,45.0
12/01/2018 01:41:47.383333,20.64,57.0,45.0
12/01/2018 01:43:07.386666,23.19,58.0,45.0
12/01/2018 01:45:47.436666,25.55,58.0,45.0
12/01/2018 01:47:07.430000,27.5,58.0,45.0
12/01/2018 01:49:47.443333,25.86,58.0,45.0
12/01/2018 01:51:07.483333,24.12,58.0,45.0
12/01/2018 01:53:47.386666,22.93,58.0,45.0
12/01/2018 01:55:07.390000,24.66,58.0,45.0
12/01/2018 01:57:47.386666,24.54,57.0,45.0
12/01/2018 01:59:07.390000,26.42,57.0,45.0
12/01/2018 02:01:47.383333,24.1,58.0,45.0
12/01/2018 02:03:07.443333,26.83,58.0,45.0
12/01/2018 02:05:47.403333,23.0,58.0,45.0
12/01/2018 02:07:07.413333,22.31,58.0,45.0
12/01/2018 02:11:07.806666,24.21,57.0,45.0
12/01/2018 02:13:48.046666,23.45,57.0,45.0
12/01/2018 02:17:47.476666,23.52,57.0,45.0
12/01/2018 02:19:07.383333,24.41,57.0,45.0
12/01/2018 02:21:47.393333,22.93,57.0,45.0
12/01/2018 02:23:07.403333,25.36,57.0,45.0
12/01/2018 02:25:47.463333,22.93,57.0,44.0
12/01/2018 02:27:07.383333,24.26,57.0,44.0
12/01/2018 02:29:47.380000,25.31,57.0,44.0
12/01/2018 02:31:07.383333,23.76,57.0,44.0
12/01/2018 02:33:47.380000,26.33,57.0,44.0
12/01/2018 02:35:07.476666,26.83,57.0,44.0
12/01/2018 02:37:47.950000,23.83,57.0,44.0
12/01/2018 02:39:07.616666,27.51,57.0,44.0
12/01/2018 02:41:47.526666,29.32,57.0,44.0
12/01/2018 02:43:07.493333,27.4,57.0,44.0
12/01/2018 02:45:47.376666,26.72,57.0,45.0
12/01/2018 02:47:07.370000,25.58,57.0,45.0
12/01/2018 02:49:47.373333,27.32,58.0,44.0
12/01/2018 02:51:07.416666,27.17,58.0,44.0
12/01/2018 02:53:47.390000,26.4,58.0,44.0
12/01/2018 02:55:07.473333,27.83,58.0,44.0
12/01/2018 02:57:47.376666,27.27,58.0,44.0
12/01/2018 02:59:10.596666,26.57,58.0,44.0
12/01/2018 03:01:47.386666,26.74,58.0,44.0
12/01/2018 03:03:07.373333,28.02,58.0,44.0
12/01/2018 03:05:47.726666,26.79,58.0,44.0
12/01/2018 03:07:07.903333,25.98,58.0,45.0
12/01/2018 03:09:47.380000,26.29,58.0,45.0
12/01/2018 03:11:07.526666,25.05,57.0,45.0
12/01/2018 03:13:47.406666,25.49,58.0,44.0
12/01/2018 03:15:07.373333,26.69,58.0,45.0
12/01/2018 03:17:47.373333,28.98,57.0,44.0
12/01/2018 03:19:07.380000,28.72,58.0,44.0
12/01/2018 03:21:47.420000,33.49,59.0,44.0
12/01/2018 03:23:07.370000,27.65,58.0,45.0
12/01/2018 03:25:48.906666,29.56,58.0,44.0
12/01/2018 03:27:07.376666,28.5,59.0,44.0
12/01/2018 03:29:47.383333,29.71,59.0,45.0
