InstrumentName, Wash Park West B,,
StartTime, 2018-12-01 00:00:00,,
EndTime, 2018-12-31 23:59:59,,
Date,PM2.5,humidity,temp_f
12/01/2018 00:01:40.580000,21.16,56.0,44.0
12/01/2018 00:05:40.563333,19.74,56.0,44.0
12/01/2018 00:07:00.733333,21.33,56.0,44.0
12/01/2018 00:09:40.650000,21.74,56.0,44.0
12/01/2018 00:11:00.623333,22.21,56.0,44.0
12/01/2018 00:13:40.593333,21.12,57.0,44.0
12/01/2018 00:15:01.003333,21.77,57.0,44.0
12/01/2018 00:17:40.573333,22.6,57.0,44.0
12/01/2018 00:19:00.580000,21.93,57.0,43.0
12/01/2018 00:21:40.656666,23.88,57.0,43.0
12/01/2018 00:23:00.573333,22.26,57.0,43.0
12/01/2018 00:25:40.616666,22.52,57.0,43.0
12/01/2018 00:27:00.623333,22.49,57.0,43.0
12/01/2018 00:29:40.580000,22.09,57.0,43.0
12/01/2018 00:31:00.706666,21.88,57.0,43.0
12/01/2018 00:33:41.703333,23.82,58.0,43.0
12/01/2018 00:35:00.616666,24.92,58.0,44.0
12/01/2018 00:37:40.986666,23.73,58.0,44.0
12/01/2018 00:39:00.606666,25.44,58.0,43.0
12/01/2018 00:41:40.606666,25.23,58.0,43.0
12/01/2018 00:43:00.586666,23.91,58.0,43.0
12/01/2018 00:45:40.763333,24.12,58.0,43.0
12/01/2018 00:47:00.596666,24.37,58.0,43.0
12/01/2018 00:49:40.656666,25.71,58.0,43.0
12/01/2018 00:51:00.590000,25.56,58.0,43.0
12/01/2018 00:53:40.640000,24.55,58.0,43.0
12/01/2018 00:55:00.610000,28.77,58.0,43.0
12/01/2018 00:57:40.583333,26.4,58.0,43.0
12/01/2018 00:59:00.593333,27.0,59.0,43.0
12/01/2018 01:01:40.616666,25.38,58.0,43.0
12/01/2018 01:03:00.646666,23.19,58.0,43.0
12/01/2018 01:05:40.643333,23.73,58.0,43.0
12/01/2018 01:07:00.626666,24.16,59.0,43.0
12/01/2018 01:09:40.610000,21.44,58.0,43.0
12/01/2018 01:11:01.240000,23.33,58.0,43.0
12/01/2018 01:13:40.656666,24.25,59.0,43.0
12/01/2018 01:15:00.670000,26.39,59.0,43.0
12/01/2018 01:17:40.893333,25.26,59.0,43.0
12/01/2018 01:19:00.910000,25.58,59.0,43.0
12/01/2018 01:21:40.646666,23.52,59.0,43.0
12/01/2018 01:23:00.690000,26.83,58.0,43.0
12/01/2018 01:25:40.643333,27.98,58.0,43.0
12/01/2018 01:27:00.630000,25.29,59.0,43.0
12/01/2018 01:29:40.623333,29.08,58.0,43.0
12/01/2018 01:31:00.620000,26.79,59.0,43.0
12/01/2018 01:33:41.223333,28.29,59.0,43.0
12/01/2018 01:35:00.643333,29.88,59.0,43.0
12/01/2018 01:37:40.626666,30.25,59.0,43.0
12/01/2018 01:39:00.643333,31.21,59.0,43.0
12/01/2018 01:41:41.433333,33.5,59.0,43.0
12/01/2018 01:43:00.736666,31.9,59.0,43.0
12/01/2018 01:47:01.196666,30.31,58.0,43.0
12/01/2018 01:49:40.686666,30.23,58.0,43.0
12/01/2018 01:51:00.686666,29.53,58.0,43.0
12/01/2018 01:53:40.830000,28.59,58.0,43.0
12/01/2018 01:55:00.686666,31.12,58.0,43.0
12/01/2018 01:57:40.773333,30.55,58.0,43.0
12/01/2018 01:59:00.670000,30.55,58.0,43.0
12/01/2018 02:01:40.710000,29.45,58.0,43.0
12/01/2018 02:03:01.026666,30.73,58.0,43.0
12/01/2018 02:05:40.743333,29.67,59.0,43.0
12/01/2018 02:07:03.673333,30.6,59.0,43.0
12/01/2018 02:08:20.673333,30.08,59.0,43.0
12/01/2018 02:12:20.756666,30.75,59.0,43.0
12/01/2018 02:15:00.653333,32.32,58.0,43.0
12/01/2018 02:17:40.656666,30.46,59.0,43.0
12/01/2018 02:19:00.666666,29.93,59.0,43.0
12/01/2018 02:21:40.706666,30.27,59.0,43.0
12/01/2018 02:23:01.060000,31.56,59.0,43.0
12/01/2018 02:25:40.723333,28.84,59.0,43.0
12/01/2018 02:27:00.666666,31.18,59.0,43.0
12/01/2018 02:28:20.693333,29.63,59.0,43.0
12/01/2018 02:31:00.716666,31.0,59.0,43.0
12/01/2018 02:33:40.846666,31.18,59.0,44.0
12/01/2018 02:35:00.730000,31.6,59.0,43.0
12/01/2018 02:37:40.710000,30.71,59.0,44.0
12/01/2018 02:39:00.690000,31.0,59.0,44.0
12/01/2018 02:41:40.766666,30.91,59.0,44.0
12/01/2018 02:43:00.683333,29.93,59.0,43.0
12/01/2018 02:45:40.686666,29.42,59.0,43.0
12/01/2018 02:47:00.843333,28.21,59.0,44.0
12/01/2018 02:49:40.733333,29.14,59.0,44.0
12/01/2018 02:51:00.706666,29.27,59.0,44.0
12/01/2018 02:53:40.796666,29.17,59.0,44.0
12/01/2018 02:55:01.100000,28.52,59.0,44.0
12/01/2018 02:57:40.736666,30.4,59.0,44.0
12/01/2018 02:59:00.756666,30.0,59.0,43.0
12/01/2018 03:01:40.733333,30.64,59.0,43.0
12/01/2018 03:03:00.713333,29.8,59.0,43.0
12/01/2018 03:05:41.476666,31.27,59.0,43.0
12/01/2018 03:07:00.716666,28.07,59.0,43.0
12/01/2018 03:09:41.906666,31.15,59.0,43.0
12/01/2018 03:11:00.716666,31.76,59.0,43.0
12/01/2018 03:13:40.730000,30.57,59.0,43.0
12/01/2018 03:15:00.746666,31.41,59.0,43.0
12/01/2018 03:17:40.710000,32.6,60.0,43.0
12/01/2018 03:19:00.706666,29.59,60.0,43.0
12/01/2018 03:21:40.756666,29.02,59.0,43.0
12/01/2018 03:23:00.763333,30.42,60.0,43.0
12/01/2018 03:25:40.830000,28.74,59.0,43.0
12/01/2018 03:27:00.716666,32.76,60.0,43.0
