InstrumentName, La Casa,,,,,
StartTime, 2018-12-01 00:00:00,,,,,
EndTime, 2018-12-31 23:59:59,,,,,
Date,CO,NO2,O3,PM10,PM2.5,SO2
12/01/2018 00:00:00.000000,0.2,25.0,9.0,18.0,14.4,0.0
12/01/2018 01:00:00.000000,0.3,26.0,5.0,17.0,14.1,0.0
12/01/2018 02:00:00.000000,0.3,28.0,1.0,17.0,14.3,0.0
12/01/2018 03:00:00.000000,0.4,27.0,1.0,19.0,15.7,0.0
12/01/2018 04:00:00.000000,0.5,,0.0,20.0,17.0,0.0
12/01/2018 05:00:00.000000,0.7,26.0,1.0,22.0,18.5,0.0
12/01/2018 06:00:00.000000,0.8,26.0,0.0,24.0,20.7,1.0
12/01/2018 07:00:00.000000,0.5,24.0,0.0,25.0,22.3,
12/01/2018 08:00:00.000000,0.4,22.0,0.0,27.0,23.7,0.0
12/01/2018 09:00:00.000000,0.4,22.0,0.0,27.0,23.7,0.0
12/01/2018 10:00:00.000000,0.3,22.0,0.0,25.0,22.2,0.0
12/01/2018 11:00:00.000000,0.3,22.0,0.0,22.0,20.4,0.0
12/01/2018 12:00:00.000000,0.3,23.0,0.0,21.0,19.2,0.0
12/01/2018 13:00:00.000000,0.4,25.0,0.0,19.0,17.8,0.0
12/01/2018 14:00:00.000000,0.5,27.0,1.0,18.0,16.6,1.0
12/01/2018 15:00:00.000000,0.5,26.0,2.0,17.0,14.5,1.0
12/01/2018 16:00:00.000000,0.4,25.0,5.0,17.0,12.7,0.0
12/01/2018 17:00:00.000000,0.3,22.0,17.0,19.0,11.0,0.0
12/01/2018 18:00:00.000000,0.3,19.0,22.0,16.0,9.5,0.0
12/01/2018 19:00:00.000000,0.2,10.0,28.0,12.0,7.1,0.0
12/01/2018 20:00:00.000000,0.1,8.0,22.0,8.0,4.5,0.0
12/01/2018 21:00:00.000000,0.1,4.0,31.0,6.0,2.8,0.0
12/01/2018 22:00:00.000000,0.1,5.0,31.0,5.0,2.1,0.0
12/01/2018 23:00:00.000000,0.1,8.0,30.0,4.0,1.7,0.0
12/02/2018 00:00:00.000000,0.2,8.0,30.0,3.0,1.5,0.0
12/02/2018 01:00:00.000000,0.2,13.0,29.0,4.0,1.6,0.0
12/02/2018 02:00:00.000000,0.2,25.0,20.0,6.0,2.4,0.0
12/02/2018 03:00:00.000000,0.2,24.0,19.0,7.0,2.7,0.0
12/02/2018 04:00:00.000000,0.4,,4.0,7.0,3.2,0.0
12/02/2018 05:00:00.000000,0.6,35.0,9.0,9.0,5.0,0.0
12/02/2018 06:00:00.000000,0.6,35.0,5.0,13.0,7.6,0.0
12/02/2018 07:00:00.000000,0.6,34.0,0.0,13.0,8.5,
12/02/2018 08:00:00.000000,0.3,29.0,2.0,11.0,7.2,0.0
12/02/2018 10:00:00.000000,0.2,27.0,1.0,6.0,4.2,0.0
12/02/2018 11:00:00.000000,0.2,27.0,2.0,4.0,3.4,0.0
12/02/2018 12:00:00.000000,0.2,25.0,2.0,4.0,3.1,0.0
12/02/2018 13:00:00.000000,0.2,31.0,1.0,4.0,2.9,0.0
12/02/2018 14:00:00.000000,0.3,31.0,3.0,4.0,2.7,0.0
12/02/2018 15:00:00.000000,0.3,21.0,12.0,3.0,2.8,0.0
12/02/2018 16:00:00.000000,0.2,12.0,23.0,3.0,2.6,0.0
12/02/2018 17:00:00.000000,0.2,11.0,16.0,3.0,2.3,0.0
12/02/2018 18:00:00.000000,0.1,6.0,21.0,2.0,1.8,0.0
12/02/2018 19:00:00.000000,0.1,5.0,27.0,2.0,1.8,0.0
12/02/2018 20:00:00.000000,0.1,4.0,34.0,2.0,1.8,0.0
12/02/2018 21:00:00.000000,0.1,7.0,31.0,2.0,1.8,0.0
12/02/2018 22:00:00.000000,0.1,10.0,31.0,3.0,2.2,0.0
12/02/2018 23:00:00.000000,0.2,17.0,27.0,4.0,2.6,0.0
12/03/2018 00:00:00.000000,0.2,30.0,14.0,6.0,3.6,0.0
12/03/2018 01:00:00.000000,0.2,23.0,14.0,6.0,3.9,0.0
12/03/2018 02:00:00.000000,0.1,19.0,14.0,6.0,4.0,0.0
12/03/2018 03:00:00.000000,0.1,16.0,18.0,4.0,3.0,0.0
12/03/2018 04:00:00.000000,0.1,,17.0,5.0,2.8,0.0
12/03/2018 05:00:00.000000,0.1,14.0,19.0,4.0,2.4,0.0
12/03/2018 06:00:00.000000,0.1,14.0,20.0,6.0,2.5,0.0
12/03/2018 07:00:00.000000,0.1,17.0,21.0,4.0,2.7,
12/03/2018 08:00:00.000000,0.1,15.0,20.0,3.0,2.5,0.0
12/03/2018 09:00:00.000000,0.1,11.0,22.0,3.0,2.5,0.0
12/03/2018 10:00:00.000000,0.1,8.0,23.0,3.0,2.6,0.0
12/03/2018 11:00:00.000000,0.1,16.0,21.0,3.0,2.7,0.0
12/03/2018 12:00:00.000000,0.1,21.0,19.0,4.0,2.8,0.0
12/03/2018 13:00:00.000000,0.2,27.0,12.0,5.0,3.7,0.0
12/03/2018 14:00:00.000000,0.2,25.0,12.0,5.0,3.7,0.0
12/03/2018 15:00:00.000000,0.2,28.0,12.0,8.0,4.2,0.0
12/03/2018 16:00:00.000000,0.3,33.0,12.0,19.0,6.1,0.0
12/03/2018 17:00:00.000000,0.3,27.0,11.0,21.0,7.0,0.0
12/03/2018 18:00:00.000000,0.2,23.0,14.0,19.0,8.0,0.0
12/03/2018 19:00:00.000000,0.2,24.0,13.0,20.0,9.7,0.0
12/03/2018 20:00:00.000000,0.2,23.0,15.0,25.0,11.1,0.0
12/03/2018 21:00:00.000000,0.2,26.0,13.0,29.0,12.6,0.0
12/03/2018 22:00:00.000000,0.3,28.0,12.0,31.0,13.7,0.0
12/03/2018 23:00:00.000000,0.3,31.0,9.0,32.0,14.0,0.0
