InstrumentName, Chatfield Park,
StartTime, 2018-12-01 00:00:00,
EndTime, 2018-12-31 23:59:59,
Date,O3,PM2.5
12/01/2018 00:00:00.000000,15.0,20.9
12/01/2018 01:00:00.000000,15.0,19.9
12/01/2018 02:00:00.000000,14.0,19.6
12/01/2018 03:00:00.000000,13.0,19.1
12/01/2018 04:00:00.000000,12.0,19.4
12/01/2018 05:00:00.000000,8.0,19.8
12/01/2018 06:00:00.000000,8.0,20.6
12/01/2018 07:00:00.000000,8.0,20.4
12/01/2018 08:00:00.000000,7.0,19.6
12/01/2018 09:00:00.000000,6.0,18.4
12/01/2018 10:00:00.000000,4.0,16.8
12/01/2018 11:00:00.000000,8.0,13.4
12/01/2018 12:00:00.000000,9.0,11.6
12/01/2018 13:00:00.000000,11.0,9.1
12/01/2018 14:00:00.000000,13.0,6.8
12/01/2018 15:00:00.000000,16.0,5.7
12/01/2018 16:00:00.000000,22.0,5.0
12/01/2018 17:00:00.000000,27.0,4.4
12/01/2018 18:00:00.000000,29.0,4.5
12/01/2018 19:00:00.000000,31.0,4.7
12/01/2018 20:00:00.000000,30.0,4.7
12/01/2018 21:00:00.000000,33.0,3.8
12/01/2018 22:00:00.000000,34.0,2.4
12/01/2018 23:00:00.000000,34.0,1.8
12/02/2018 00:00:00.000000,35.0,1.7
12/02/2018 01:00:00.000000,35.0,2.0
12/02/2018 02:00:00.000000,35.0,2.2
12/02/2018 03:00:00.000000,34.0,2.7
12/02/2018 04:00:00.000000,30.0,3.0
12/02/2018 05:00:00.000000,24.0,3.7
12/02/2018 06:00:00.000000,19.0,3.7
12/02/2018 07:00:00.000000,21.0,3.5
12/02/2018 08:00:00.000000,20.0,3.5
12/02/2018 10:00:00.000000,21.0,3.2
12/02/2018 11:00:00.000000,21.0,3.0
12/02/2018 12:00:00.000000,22.0,2.8
12/02/2018 13:00:00.000000,24.0,2.7
12/02/2018 14:00:00.000000,22.0,2.9
12/02/2018 15:00:00.000000,24.0,3.0
12/02/2018 16:00:00.000000,27.0,2.5
12/02/2018 17:00:00.000000,32.0,2.6
12/02/2018 18:00:00.000000,31.0,2.8
12/02/2018 19:00:00.000000,37.0,3.1
12/02/2018 20:00:00.000000,37.0,3.3
12/02/2018 21:00:00.000000,37.0,3.8
12/02/2018 22:00:00.000000,37.0,4.1
12/02/2018 23:00:00.000000,36.0,4.4
12/03/2018 00:00:00.000000,34.0,4.7
12/03/2018 01:00:00.000000,33.0,4.9
12/03/2018 02:00:00.000000,31.0,5.0
12/03/2018 03:00:00.000000,30.0,5.0
12/03/2018 04:00:00.000000,28.0,5.2
12/03/2018 05:00:00.000000,28.0,5.2
12/03/2018 06:00:00.000000,29.0,4.9
12/03/2018 07:00:00.000000,29.0,4.5
12/03/2018 08:00:00.000000,28.0,4.6
12/03/2018 09:00:00.000000,28.0,4.6
12/03/2018 10:00:00.000000,28.0,5.1
12/03/2018 11:00:00.000000,27.0,5.4
12/03/2018 12:00:00.000000,23.0,5.4
12/03/2018 13:00:00.000000,23.0,6.2
12/03/2018 14:00:00.000000,22.0,7.2
12/03/2018 15:00:00.000000,22.0,8.0
12/03/2018 16:00:00.000000,23.0,9.0
12/03/2018 17:00:00.000000,26.0,9.5
12/03/2018 18:00:00.000000,27.0,9.7
12/03/2018 19:00:00.000000,28.0,9.7
12/03/2018 20:00:00.000000,29.0,9.5
12/03/2018 21:00:00.000000,28.0,10.1
12/03/2018 22:00:00.000000,25.0,10.9
12/03/2018 23:00:00.000000,20.0,11.6
12/04/2018 00:00:00.000000,16.0,12.1
12/04/2018 01:00:00.000000,16.0,13.5
12/04/2018 02:00:00.000000,10.0,15.3
12/04/2018 03:00:00.000000,7.0,16.0
12/04/2018 04:00:00.000000,9.0,17.5
12/04/2018 05:00:00.000000,8.0,19.2
12/04/2018 06:00:00.000000,7.0,19.3
12/04/2018 07:00:00.000000,7.0,19.2
12/04/2018 08:00:00.000000,9.0,18.1
12/04/2018 09:00:00.000000,9.0,17.3
12/04/2018 10:00:00.000000,10.0,16.4
12/04/2018 11:00:00.000000,12.0,15.7
12/04/2018 12:00:00.000000,16.0,12.6
12/04/2018 13:00:00.000000,16.0,9.2
12/04/2018 14:00:00.000000,22.0,7.2
12/04/2018 15:00:00.000000,23.0,5.9
12/04/2018 16:00:00.000000,27.0,4.5
12/04/2018 17:00:00.000000,31.0,3.3
12/04/2018 18:00:00.000000,34.0,2.4
12/04/2018 19:00:00.000000,42.0,1.8
12/04/2018 20:00:00.000000,41.0,1.5
12/04/2018 21:00:00.000000,44.0,1.3
12/04/2018 22:00:00.000000,44.0,1.3
12/04/2018 23:00:00.000000,42.0,1.7
12/05/2018 00:00:00.000000,40.0,3.3
12/05/2018 01:00:00.000000,36.0,3.0
12/05/2018 02:00:00.000000,35.0,3.2
12/05/2018 03:00:00.000000,32.0,3.1
12/05/2018 04:00:00.000000,31.0,3.2
12/05/2018 05:00:00.000000,31.0,2.8
12/05/2018 06:00:00.000000,34.0,2.1
12/05/2018 07:00:00.000000,38.0,1.6
12/05/2018 08:00:00.000000,40.0,1.4
12/05/2018 09:00:00.000000,40.0,1.4
12/05/2018 10:00:00.000000,38.0,1.2
12/05/2018 11:00:00.000000,32.0,1.4
12/05/2018 12:00:00.000000,26.0,1.8
12/05/2018 13:00:00.000000,19.0,2.7
12/05/2018 14:00:00.000000,24.0,3.7
12/05/2018 15:00:00.000000,26.0,4.7
12/05/2018 16:00:00.000000,29.0,3.1
12/05/2018 17:00:00.000000,43.0,2.4
12/05/2018 18:00:00.000000,38.0,1.8
12/05/2018 19:00:00.000000,44.0,1.9
12/05/2018 20:00:00.000000,44.0,1.8
12/05/2018 21:00:00.000000,42.0,2.2
12/05/2018 22:00:00.000000,39.0,2.2
