InstrumentName, Woods Park,,
StartTime, 2021-12-01 00:00:00,,
EndTime, 2021-12-31 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
12/01/2021 00:03:59.000000,1.44,2.15,2.02
12/01/2021 00:05:59.000000,2.28,3.49,3.25
12/01/2021 00:07:59.000000,3.14,4.68,4.27
12/01/2021 00:09:59.000000,2.27,3.36,3.08
12/01/2021 00:13:59.000000,1.97,2.91,2.72
12/01/2021 00:16:00.000000,1.96,3.11,2.78
12/01/2021 00:20:00.000000,2.09,3.14,3.04
12/01/2021 00:22:00.000000,1.88,3.07,3.05
12/01/2021 00:24:00.000000,1.69,2.75,2.19
12/01/2021 00:28:00.000000,2.16,3.3,3.05
12/01/2021 00:30:00.000000,2.67,3.54,3.4
12/01/2021 00:32:00.000000,2.88,4.31,4.19
12/01/2021 00:36:00.000000,2.81,3.65,3.58
12/01/2021 00:38:00.000000,2.64,3.71,3.57
12/01/2021 00:40:00.000000,3.14,4.58,4.58
12/01/2021 00:42:00.000000,3.49,5.08,4.51
12/01/2021 00:44:00.000000,2.84,4.21,3.76
12/01/2021 00:46:00.000000,3.23,4.38,4.25
12/01/2021 00:48:00.000000,3.1,4.48,4.48
12/01/2021 00:50:00.000000,3.15,4.78,4.36
12/01/2021 00:52:00.000000,3.15,4.08,3.95
12/01/2021 00:54:00.000000,3.23,4.91,4.39
12/01/2021 00:56:00.000000,3.16,4.7,4.4
12/01/2021 00:58:00.000000,2.8,3.61,3.51
12/01/2021 01:00:00.000000,3.24,4.47,4.47
12/01/2021 01:02:00.000000,2.67,3.78,3.72
12/01/2021 01:04:00.000000,2.66,4.2,3.8
12/01/2021 01:06:00.000000,2.69,3.29,3.29
12/01/2021 01:08:00.000000,2.24,3.24,3.12
12/01/2021 01:10:00.000000,2.67,3.91,3.76
12/01/2021 01:12:00.000000,2.32,3.73,3.5
12/01/2021 01:14:00.000000,2.45,3.84,3.31
12/01/2021 01:16:00.000000,2.44,3.81,3.53
12/01/2021 01:20:01.000000,2.9,4.07,3.85
12/01/2021 01:22:01.000000,2.71,3.59,3.51
12/01/2021 01:24:01.000000,2.6,3.19,3.0
12/01/2021 01:26:01.000000,2.5,3.77,3.68
12/01/2021 01:28:01.000000,2.64,3.92,3.76
12/01/2021 01:30:01.000000,2.22,3.42,3.0
12/01/2021 01:32:03.000000,1.84,2.96,2.82
12/01/2021 01:34:01.000000,2.23,3.52,3.12
12/01/2021 01:36:01.000000,2.35,3.18,2.96
12/01/2021 01:38:01.000000,2.37,3.69,3.44
12/01/2021 01:40:01.000000,2.45,3.93,3.17
12/01/2021 01:42:01.000000,2.73,3.95,3.79
12/01/2021 01:44:01.000000,2.36,3.36,3.12
12/01/2021 01:46:01.000000,2.14,3.58,3.27
12/01/2021 01:48:01.000000,2.51,4.14,3.88
12/01/2021 01:50:00.000000,2.26,3.51,2.93
12/01/2021 01:52:01.000000,2.63,4.82,4.18
12/01/2021 01:54:01.000000,2.64,3.64,3.4
12/01/2021 01:56:00.000000,2.88,4.38,3.67
12/01/2021 01:58:01.000000,2.51,3.58,3.47
12/01/2021 02:00:01.000000,2.21,3.71,3.38
12/01/2021 02:06:01.000000,2.07,3.42,3.19
12/01/2021 02:08:01.000000,2.89,4.34,3.88
12/01/2021 02:10:01.000000,2.0,2.95,2.95
12/01/2021 02:12:01.000000,2.24,3.78,3.53
12/01/2021 02:14:01.000000,2.48,3.6,3.43
12/01/2021 02:16:01.000000,3.12,4.39,4.02
12/01/2021 02:20:01.000000,2.07,3.32,2.93
12/01/2021 02:24:01.000000,2.24,3.24,3.03
12/01/2021 02:28:01.000000,2.04,3.3,2.95
12/01/2021 02:30:01.000000,2.05,3.14,3.09
12/01/2021 02:32:01.000000,2.15,3.49,3.24
12/01/2021 02:36:01.000000,2.25,3.25,3.12
12/01/2021 02:38:01.000000,2.18,3.04,3.04
12/01/2021 02:40:01.000000,1.71,2.95,2.84
12/01/2021 02:42:01.000000,2.07,3.32,2.98
12/01/2021 02:44:01.000000,1.97,3.53,2.97
12/01/2021 02:46:01.000000,2.2,3.45,3.2
12/01/2021 02:50:01.000000,2.56,3.53,3.46
12/01/2021 02:52:01.000000,2.14,2.95,2.81
12/01/2021 02:54:01.000000,2.11,3.66,3.25
12/01/2021 02:56:01.000000,2.82,3.46,3.39
12/01/2021 02:58:01.000000,2.25,3.17,3.08
12/01/2021 03:00:01.000000,2.0,3.03,2.8
12/01/2021 03:02:01.000000,1.96,3.48,3.21
12/01/2021 03:04:01.000000,2.07,3.14,2.88
12/01/2021 03:06:01.000000,2.41,3.38,3.26
12/01/2021 03:08:01.000000,3.47,4.85,4.58
12/01/2021 03:10:01.000000,3.05,4.39,4.17
12/01/2021 03:12:01.000000,4.86,5.98,5.8
12/01/2021 03:14:01.000000,3.74,5.05,4.98
12/01/2021 03:16:01.000000,3.63,4.8,4.56
12/01/2021 03:20:02.000000,3.36,4.68,4.37
12/01/2021 03:24:02.000000,2.38,3.48,3.21
12/01/2021 03:26:02.000000,3.98,5.6,5.18
12/01/2021 03:28:02.000000,3.42,5.12,4.25
12/01/2021 03:32:02.000000,4.47,5.79,5.35
12/01/2021 03:34:02.000000,3.04,4.0,3.65
12/01/2021 03:36:02.000000,4.14,5.51,5.25
12/01/2021 03:38:02.000000,2.61,3.36,3.22
12/01/2021 03:40:02.000000,2.26,3.26,3.26
12/01/2021 03:42:02.000000,2.21,3.52,3.21
12/01/2021 03:44:02.000000,2.2,3.53,3.27
12/01/2021 03:46:02.000000,2.7,3.73,3.73
12/01/2021 03:50:02.000000,2.79,3.89,3.77
12/01/2021 03:52:02.000000,2.38,3.41,3.41
12/01/2021 03:54:02.000000,2.63,3.98,3.42
12/01/2021 03:56:02.000000,2.08,2.95,2.83
12/01/2021 03:58:02.000000,2.25,3.18,3.18
12/01/2021 04:00:02.000000,2.4,3.14,3.05
12/01/2021 04:22:05.000000,2.37,3.56,3.18
12/01/2021 04:28:05.000000,2.58,3.14,3.14
12/01/2021 04:30:05.000000,1.86,3.16,2.83
12/01/2021 04:32:05.000000,2.66,3.55,3.32
12/01/2021 04:34:05.000000,2.09,3.1,2.93
12/01/2021 04:36:07.000000,2.25,3.53,3.17
12/01/2021 04:38:05.000000,2.1,3.19,3.19
12/01/2021 04:40:09.000000,2.12,3.26,3.19
12/01/2021 04:42:05.000000,1.67,2.76,2.53
12/01/2021 04:44:05.000000,2.07,3.15,2.76
12/01/2021 04:46:05.000000,1.95,3.37,3.03
12/01/2021 04:48:05.000000,1.88,2.55,2.46
12/01/2021 04:50:06.000000,2.23,3.02,2.98
12/01/2021 04:52:05.000000,1.83,2.41,2.27
12/01/2021 04:54:05.000000,2.23,3.3,3.18
12/01/2021 04:56:05.000000,1.61,3.11,2.63
12/01/2021 04:58:05.000000,2.29,3.27,3.23
12/01/2021 05:00:05.000000,2.5,3.71,3.5
12/01/2021 05:02:05.000000,2.25,3.24,3.19
12/01/2021 05:06:05.000000,2.07,3.44,3.3
12/01/2021 05:08:05.000000,2.14,2.95,2.59
12/01/2021 05:10:05.000000,1.66,2.8,2.63
12/01/2021 05:12:05.000000,2.22,3.34,3.26
12/01/2021 05:14:05.000000,2.31,3.16,2.81
12/01/2021 05:16:06.000000,2.02,3.12,2.98
12/01/2021 05:18:06.000000,2.04,2.95,2.82
12/01/2021 05:22:06.000000,2.53,3.41,3.36
12/01/2021 05:26:06.000000,2.59,3.48,3.09
12/01/2021 05:28:06.000000,2.3,3.32,3.11
12/01/2021 05:32:06.000000,2.05,3.13,2.97
12/01/2021 05:34:06.000000,2.62,3.91,3.86
12/01/2021 05:38:06.000000,3.72,4.93,4.64
12/01/2021 05:42:06.000000,4.27,6.05,5.57
12/01/2021 05:46:06.000000,3.68,5.51,5.0
12/01/2021 05:48:06.000000,4.1,5.73,5.53
12/01/2021 05:50:06.000000,3.25,5.12,4.8
12/01/2021 05:54:06.000000,3.12,4.86,4.41
12/01/2021 05:58:06.000000,3.08,4.54,4.25
12/01/2021 06:02:06.000000,2.95,3.91,3.75
12/01/2021 06:06:06.000000,2.85,4.58,4.15
12/01/2021 06:08:06.000000,2.69,3.69,3.28
12/01/2021 06:10:06.000000,2.89,3.55,3.5
12/01/2021 06:12:06.000000,2.96,3.98,3.98
12/01/2021 06:16:06.000000,2.85,4.03,3.77
12/01/2021 06:18:06.000000,2.73,3.95,3.54
12/01/2021 06:20:06.000000,3.17,4.29,4.07
12/01/2021 06:22:06.000000,2.96,4.12,4.04
12/01/2021 06:26:06.000000,2.86,4.26,3.71
12/01/2021 06:28:06.000000,2.59,3.68,3.68
12/01/2021 06:30:06.000000,2.79,3.93,3.56
12/01/2021 06:32:06.000000,2.75,3.6,3.46
12/01/2021 06:34:06.000000,2.73,4.02,4.02
12/01/2021 06:38:06.000000,2.9,3.9,3.86
12/01/2021 06:42:06.000000,2.76,3.86,3.53
12/01/2021 06:44:06.000000,2.65,3.78,3.72
12/01/2021 06:46:06.000000,3.22,4.34,4.08
12/01/2021 06:48:06.000000,3.02,4.07,3.89
12/01/2021 06:50:06.000000,2.68,3.74,3.61
12/01/2021 06:54:06.000000,2.78,3.66,3.46
12/01/2021 06:58:06.000000,2.82,4.21,3.98
12/01/2021 07:02:06.000000,2.61,3.61,3.36
12/01/2021 07:04:06.000000,2.82,3.3,3.3
12/01/2021 07:06:06.000000,2.89,4.12,3.79
12/01/2021 07:08:06.000000,2.59,3.25,3.14
12/01/2021 07:10:09.000000,2.85,4.24,3.9
12/01/2021 07:12:06.000000,2.6,3.57,3.52
12/01/2021 07:18:07.000000,3.88,5.55,5.05
12/01/2021 07:24:07.000000,4.0,5.66,5.19
12/01/2021 07:26:07.000000,4.37,6.12,5.96
12/01/2021 07:28:07.000000,4.38,5.54,5.2
12/01/2021 07:34:07.000000,4.33,5.95,5.44
12/01/2021 07:38:07.000000,4.88,6.9,6.83
12/01/2021 07:42:07.000000,4.81,7.14,6.73
12/01/2021 07:46:07.000000,4.64,5.98,5.72
12/01/2021 07:48:07.000000,4.43,6.31,5.78
12/01/2021 07:50:07.000000,4.43,6.62,6.33
12/01/2021 07:54:07.000000,5.04,6.82,6.49
