InstrumentName, MSLA (CS34),,,,,,,,,,,,,,,,
StartTime, 2021-12-01 00:00:00,,,,,,,,,,,,,,,,
EndTime, 2021-12-31 23:59:59,,,,,,,,,,,,,,,,
Date,*Lat,*Lon,B,EH,ET,ICCID,IH,IT,P,PM10,PM1_0,PM2_5,PM2_5_p,Sig,Time,WD,WS
12/01/2021 00:01:00.000000,39.70831,-105.01192,12.269,-1.0,-1.0,,6.91,65.54,838.0,0.64,0.0,0.25,3.364,0.0,,-1.0,-1.0
12/01/2021 00:02:00.000000,39.70831,-105.01192,12.278,-1.0,-1.0,,6.95,65.41,837.95,0.16,0.0,0.16,3.311,0.0,,-1.0,-1.0
12/01/2021 00:03:00.000000,39.70834,-105.01202,12.302,-1.0,-1.0,,6.99,65.29,837.95,0.77,0.17,0.77,3.697,0.0,,-1.0,-1.0
12/01/2021 00:04:00.000000,39.70834,-105.01202,12.182,-1.0,-1.0,,7.05,65.14,837.97,1.52,0.49,0.91,3.788,0.0,,-1.0,-1.0
12/01/2021 00:05:00.000000,39.70834,-105.01202,12.192,-1.0,-1.0,,7.12,64.99,837.98,2.19,0.86,1.9,4.412,0.0,,-1.0,-1.0
12/01/2021 00:06:00.000000,39.70834,-105.01202,12.312,-1.0,-1.0,,7.18,64.93,837.96,2.32,1.16,1.92,4.426,0.0,,-1.0,-1.0
12/01/2021 00:07:00.000000,39.70834,-105.01202,12.182,-1.0,-1.0,,7.24,64.89,837.94,2.4,1.51,2.28,4.651,0.0,,-1.0,-1.0
12/01/2021 00:08:00.000000,39.70835,-105.01197,12.226,-1.0,-1.0,,7.28,64.9,837.92,2.15,1.15,1.92,4.424,0.0,,-1.0,-1.0
12/01/2021 00:09:00.000000,39.70831,-105.01208,12.317,-1.0,-1.0,,7.24,64.81,837.96,2.02,0.77,1.65,4.259,0.0,,-1.0,-1.0
12/01/2021 00:10:00.000000,39.70831,-105.01208,12.278,-1.0,-1.0,,7.24,64.74,837.99,2.73,0.84,1.63,4.249,0.0,,-1.0,-1.0
12/01/2021 00:11:00.000000,39.70831,-105.01208,12.178,-1.0,-1.0,,7.31,64.68,838.03,1.7,0.88,1.58,4.217,0.0,,-1.0,-1.0
12/01/2021 00:12:00.000000,39.70831,-105.01208,12.197,-1.0,-1.0,,7.31,64.63,838.05,1.44,0.96,1.44,4.131,0.0,,-1.0,-1.0
12/01/2021 00:13:00.000000,39.70831,-105.01208,12.187,-1.0,-1.0,,7.35,64.51,838.01,1.81,0.84,1.81,4.367,0.0,,-1.0,-1.0
12/01/2021 00:14:00.000000,39.70834,-105.01196,12.173,-1.0,-1.0,,7.58,64.31,837.97,1.84,0.67,1.42,4.123,0.0,,-1.0,-1.0
12/01/2021 00:15:00.000000,39.70834,-105.01195,12.293,-1.0,-1.0,,7.75,64.12,837.98,1.61,0.78,1.47,4.156,0.0,,-1.0,-1.0
12/01/2021 00:16:00.000000,39.70834,-105.01194,12.25,-1.0,-1.0,,7.81,64.1,837.91,2.04,1.52,2.04,4.513,0.0,,-1.0,-1.0
12/01/2021 00:17:00.000000,39.70834,-105.01194,12.158,-1.0,-1.0,,7.91,64.01,837.82,1.83,0.99,1.83,4.382,0.0,,-1.0,-1.0
12/01/2021 00:18:00.000000,39.70834,-105.01194,12.274,-1.0,-1.0,,8.44,63.63,837.76,2.56,1.35,2.31,4.683,0.0,,-1.0,-1.0
12/01/2021 00:19:00.000000,39.70834,-105.01194,12.278,-1.0,-1.0,,8.74,63.53,837.67,2.68,1.73,2.34,4.697,0.0,,-1.0,-1.0
12/01/2021 00:20:00.000000,39.70835,-105.01193,12.307,-1.0,-1.0,,8.72,63.42,837.77,2.97,1.66,2.71,4.934,0.0,,-1.0,-1.0
12/01/2021 00:21:00.000000,39.70834,-105.01199,12.182,-1.0,-1.0,,8.55,63.38,837.63,1.72,1.27,1.72,4.318,0.0,,-1.0,-1.0
12/01/2021 00:22:00.000000,39.70834,-105.01199,12.182,-1.0,-1.0,,8.55,63.37,837.62,2.06,1.02,1.81,4.375,0.0,,-1.0,-1.0
12/01/2021 00:23:00.000000,39.70834,-105.01199,12.302,-1.0,-1.0,,8.68,63.28,837.67,1.89,0.69,1.53,4.199,0.0,,-1.0,-1.0
12/01/2021 00:24:00.000000,39.70834,-105.01199,12.178,-1.0,-1.0,,9.02,63.04,837.73,1.58,0.71,1.41,4.124,0.0,,-1.0,-1.0
12/01/2021 00:25:00.000000,39.70834,-105.01199,12.298,-1.0,-1.0,,9.82,62.89,837.77,1.74,0.77,1.33,4.058,0.0,,-1.0,-1.0
12/01/2021 00:26:01.000000,39.70835,-105.01198,12.322,-1.0,-1.0,,10.47,62.77,837.78,2.06,1.32,1.77,4.322,0.0,,-1.0,-1.0
12/01/2021 00:27:00.000000,39.70835,-105.01197,12.298,-1.0,-1.0,,11.5,62.77,837.76,2.33,1.25,2.07,4.484,0.0,,-1.0,-1.0
12/01/2021 00:28:00.000000,39.70834,-105.01195,12.278,-1.0,-1.0,,11.95,62.76,837.83,1.76,0.91,1.53,4.134,0.0,,-1.0,-1.0
12/01/2021 00:29:00.000000,39.70834,-105.01195,12.158,-1.0,-1.0,,12.49,62.55,837.86,2.67,1.33,2.28,4.598,0.0,,-1.0,-1.0
12/01/2021 00:30:01.000000,39.70833,-105.01199,12.331,-1.0,-1.0,,12.82,62.3,837.79,2.63,0.86,1.86,4.335,0.0,,-1.0,-1.0
12/01/2021 00:31:00.000000,39.70831,-105.01194,12.302,-1.0,-1.0,,13.06,62.17,837.82,2.92,1.18,2.05,4.452,0.0,,-1.0,-1.0
12/01/2021 00:32:00.000000,39.70833,-105.01198,12.154,-1.0,-1.0,,13.41,61.99,837.88,1.99,1.04,1.85,4.324,0.0,,-1.0,-1.0
12/01/2021 00:33:00.000000,39.70832,-105.01193,12.173,-1.0,-1.0,,13.8,61.9,837.82,2.86,1.87,2.38,4.65,0.0,,-1.0,-1.0
12/01/2021 00:34:00.000000,39.70833,-105.01195,12.158,-1.0,-1.0,,14.11,61.84,837.68,2.76,1.47,2.76,4.883,0.0,,-1.0,-1.0
12/01/2021 00:35:00.000000,39.7084,-105.01212,12.226,-1.0,-1.0,,14.15,62.14,837.6,2.78,1.42,2.32,4.595,0.0,,-1.0,-1.0
12/01/2021 00:36:00.000000,39.70834,-105.0119,12.173,-1.0,-1.0,,14.4,62.41,837.61,2.57,1.45,2.37,4.611,0.0,,-1.0,-1.0
12/01/2021 00:37:00.000000,39.70839,-105.01208,12.23,-1.0,-1.0,,14.74,62.09,837.7,3.78,1.45,2.63,4.777,0.0,,-1.0,-1.0
12/01/2021 00:38:00.000000,39.70839,-105.01208,12.336,-1.0,-1.0,,15.11,61.68,837.66,2.98,1.69,2.78,4.875,0.0,,-1.0,-1.0
12/01/2021 00:39:01.000000,39.70832,-105.01192,12.331,-1.0,-1.0,,15.3,62.04,837.61,2.52,1.29,2.27,4.538,0.0,,-1.0,-1.0
12/01/2021 00:40:00.000000,39.70831,-105.01195,12.23,-1.0,-1.0,,15.3,62.22,837.59,2.11,0.88,1.7,4.175,0.0,,-1.0,-1.0
12/01/2021 00:41:00.000000,39.70831,-105.01195,12.317,-1.0,-1.0,,15.44,62.14,837.59,2.58,0.97,1.9,4.299,0.0,,-1.0,-1.0
12/01/2021 00:42:00.000000,39.70834,-105.01199,12.25,-1.0,-1.0,,15.57,61.79,837.62,2.2,1.12,1.92,4.32,0.0,,-1.0,-1.0
12/01/2021 00:43:00.000000,39.70834,-105.01199,12.283,-1.0,-1.0,,15.51,61.75,837.68,3.12,1.08,2.03,4.392,0.0,,-1.0,-1.0
12/01/2021 00:44:00.000000,39.70831,-105.01193,12.283,-1.0,-1.0,,15.63,61.77,837.75,3.42,1.59,2.8,4.872,0.0,,-1.0,-1.0
12/01/2021 00:45:00.000000,39.70831,-105.01193,12.154,-1.0,-1.0,,15.76,61.74,837.77,3.07,1.7,2.48,4.669,0.0,,-1.0,-1.0
12/01/2021 00:46:00.000000,39.70831,-105.01193,12.259,-1.0,-1.0,,15.78,61.62,837.72,4.46,1.98,3.49,5.306,0.0,,-1.0,-1.0
12/01/2021 00:47:00.000000,39.70831,-105.01193,12.245,-1.0,-1.0,,15.8,61.53,837.66,3.96,1.91,3.43,5.271,0.0,,-1.0,-1.0
12/01/2021 00:48:01.000000,39.70831,-105.01193,12.25,-1.0,-1.0,,15.74,61.57,837.68,4.06,2.28,3.36,5.227,0.0,,-1.0,-1.0
12/01/2021 00:49:00.000000,39.70831,-105.01193,12.158,-1.0,-1.0,,15.66,61.56,837.72,3.64,2.07,2.96,4.978,0.0,,-1.0,-1.0
12/01/2021 00:50:00.000000,39.70831,-105.01193,12.163,-1.0,-1.0,,15.61,61.49,837.67,2.79,1.79,2.79,4.875,0.0,,-1.0,-1.0
12/01/2021 00:51:01.000000,39.70831,-105.01193,12.158,-1.0,-1.0,,15.59,61.48,837.64,3.24,1.87,2.8,4.882,0.0,,-1.0,-1.0
12/01/2021 00:52:00.000000,39.70832,-105.01195,12.25,-1.0,-1.0,,15.77,61.35,837.61,3.12,1.95,2.88,4.933,0.0,,-1.0,-1.0
12/01/2021 00:53:00.000000,39.70832,-105.01192,12.278,-1.0,-1.0,,16.18,61.38,837.6,2.58,1.27,2.1,4.432,0.0,,-1.0,-1.0
12/01/2021 00:54:00.000000,39.70838,-105.01207,12.158,-1.0,-1.0,,16.42,61.33,837.66,3.51,1.79,2.69,4.798,0.0,,-1.0,-1.0
12/01/2021 00:55:00.000000,39.70838,-105.01207,12.149,-1.0,-1.0,,16.85,60.89,837.71,3.28,1.38,2.6,4.745,0.0,,-1.0,-1.0
12/01/2021 00:56:00.000000,39.70833,-105.01192,12.254,-1.0,-1.0,,17.1,60.56,837.66,3.01,1.23,2.18,4.487,0.0,,-1.0,-1.0
12/01/2021 00:57:00.000000,39.70834,-105.01191,12.226,-1.0,-1.0,,17.13,60.66,837.56,2.4,0.76,2.0,4.37,0.0,,-1.0,-1.0
12/01/2021 00:58:00.000000,39.70834,-105.01191,12.134,-1.0,-1.0,,17.06,60.93,837.49,3.21,1.07,2.35,4.582,0.0,,-1.0,-1.0
12/01/2021 00:59:01.000000,39.70834,-105.01191,12.25,-1.0,-1.0,,17.06,61.04,837.43,2.67,0.98,2.08,4.409,0.0,,-1.0,-1.0
12/01/2021 01:00:00.000000,39.70834,-105.01191,12.139,-1.0,-1.0,,17.2,60.88,837.58,2.58,0.93,2.12,4.436,0.0,,-1.0,-1.0
12/01/2021 01:01:00.000000,39.70831,-105.01192,12.144,-1.0,-1.0,,17.32,60.72,837.71,2.9,1.19,2.74,4.827,0.0,,-1.0,-1.0
12/01/2021 01:02:00.000000,39.70831,-105.01192,12.144,-1.0,-1.0,,17.25,60.71,837.7,2.06,0.95,1.51,4.058,0.0,,-1.0,-1.0
12/01/2021 01:03:00.000000,39.70831,-105.01192,12.154,-1.0,-1.0,,17.25,60.75,837.63,1.83,0.71,1.19,3.855,0.0,,-1.0,-1.0
12/01/2021 01:04:00.000000,39.70831,-105.01192,12.264,-1.0,-1.0,,17.19,60.9,837.67,2.95,1.62,2.67,4.78,0.0,,-1.0,-1.0
12/01/2021 01:05:00.000000,39.70831,-105.01192,12.288,-1.0,-1.0,,17.41,60.58,837.65,3.16,1.72,2.89,4.924,0.0,,-1.0,-1.0
12/01/2021 01:06:00.000000,39.70831,-105.01192,12.24,-1.0,-1.0,,17.64,60.32,837.69,2.29,1.3,2.17,4.475,0.0,,-1.0,-1.0
12/01/2021 01:07:00.000000,39.70832,-105.01192,12.139,-1.0,-1.0,,17.83,60.28,837.71,2.5,1.2,2.14,4.453,0.0,,-1.0,-1.0
12/01/2021 01:08:00.000000,39.70832,-105.01192,12.245,-1.0,-1.0,,17.6,60.52,837.7,3.3,1.37,2.58,4.726,0.0,,-1.0,-1.0
12/01/2021 01:09:00.000000,39.70832,-105.01192,12.235,-1.0,-1.0,,17.73,60.4,837.71,2.73,1.26,2.1,4.426,0.0,,-1.0,-1.0
12/01/2021 01:10:00.000000,39.70832,-105.01192,12.288,-1.0,-1.0,,17.73,60.38,837.66,2.17,1.17,1.95,4.333,0.0,,-1.0,-1.0
12/01/2021 01:11:00.000000,39.70832,-105.01192,12.226,-1.0,-1.0,,17.54,60.44,837.61,2.88,1.22,2.27,4.536,0.0,,-1.0,-1.0
12/01/2021 01:12:00.000000,39.70832,-105.01192,12.12,-1.0,-1.0,,17.61,60.29,837.72,3.54,1.05,2.58,4.734,0.0,,-1.0,-1.0
12/01/2021 01:13:00.000000,39.70832,-105.01192,12.216,-1.0,-1.0,,17.53,60.11,837.75,2.33,1.18,2.11,4.447,0.0,,-1.0,-1.0
12/01/2021 01:14:00.000000,39.70834,-105.01195,12.187,-1.0,-1.0,,17.58,59.91,837.81,2.51,1.14,2.11,4.453,0.0,,-1.0,-1.0
12/01/2021 01:15:00.000000,39.70834,-105.01195,12.226,-1.0,-1.0,,17.76,59.65,837.79,3.15,1.27,2.53,4.721,0.0,,-1.0,-1.0
12/01/2021 01:16:00.000000,39.70834,-105.01195,12.134,-1.0,-1.0,,17.69,59.72,837.77,2.87,1.24,2.25,4.544,0.0,,-1.0,-1.0
12/01/2021 01:17:00.000000,39.70834,-105.01195,12.254,-1.0,-1.0,,17.55,59.76,837.79,2.3,1.29,2.3,4.578,0.0,,-1.0,-1.0
12/01/2021 01:18:00.000000,39.70834,-105.01195,12.115,-1.0,-1.0,,17.42,59.9,837.79,1.95,0.97,1.82,4.275,0.0,,-1.0,-1.0
12/01/2021 01:19:00.000000,39.70834,-105.01195,12.125,-1.0,-1.0,,17.55,59.87,837.83,1.93,0.87,1.79,4.254,0.0,,-1.0,-1.0
12/01/2021 01:20:00.000000,39.70834,-105.01195,12.125,-1.0,-1.0,,17.82,59.35,837.83,3.02,1.38,2.38,4.635,0.0,,-1.0,-1.0
12/01/2021 01:21:00.000000,39.70837,-105.01193,12.106,-1.0,-1.0,,18.05,58.91,837.85,2.52,1.41,1.93,4.362,0.0,,-1.0,-1.0
12/01/2021 01:22:00.000000,39.70832,-105.01192,12.264,-1.0,-1.0,,18.37,58.64,837.88,1.8,0.99,1.8,4.282,0.0,,-1.0,-1.0
12/01/2021 01:23:00.000000,39.70832,-105.01192,12.226,-1.0,-1.0,,18.42,58.59,837.86,2.72,1.13,1.98,4.395,0.0,,-1.0,-1.0
12/01/2021 01:24:00.000000,39.70833,-105.01192,12.216,-1.0,-1.0,,18.31,58.73,837.85,1.97,0.95,1.72,4.23,0.0,,-1.0,-1.0
12/01/2021 01:25:00.000000,39.70834,-105.01192,12.134,-1.0,-1.0,,18.25,58.8,837.79,2.19,1.37,1.95,4.373,0.0,,-1.0,-1.0
12/01/2021 01:26:00.000000,39.70834,-105.01192,12.12,-1.0,-1.0,,18.35,58.68,837.81,2.03,1.2,1.8,4.281,0.0,,-1.0,-1.0
12/01/2021 01:27:00.000000,39.70834,-105.01192,12.216,-1.0,-1.0,,18.35,58.61,837.78,2.78,1.56,2.34,4.622,0.0,,-1.0,-1.0
12/01/2021 01:28:01.000000,39.70831,-105.01192,12.12,-1.0,-1.0,,18.5,58.48,837.71,2.03,1.17,1.73,4.24,0.0,,-1.0,-1.0
12/01/2021 01:29:00.000000,39.70831,-105.01192,12.221,-1.0,-1.0,,18.37,58.69,837.54,3.29,1.66,2.59,4.776,0.0,,-1.0,-1.0
12/01/2021 01:30:01.000000,39.70831,-105.01192,12.274,-1.0,-1.0,,18.23,58.81,837.57,1.23,0.61,1.23,3.922,0.0,,-1.0,-1.0
12/01/2021 01:31:00.000000,39.70831,-105.01192,12.211,-1.0,-1.0,,18.37,58.63,837.68,1.86,0.9,1.84,4.307,0.0,,-1.0,-1.0
12/01/2021 01:32:00.000000,39.70832,-105.01195,12.13,-1.0,-1.0,,18.43,58.6,837.61,2.41,0.97,1.75,4.25,0.0,,-1.0,-1.0
12/01/2021 01:33:00.000000,39.70834,-105.01192,12.235,-1.0,-1.0,,18.27,58.93,837.55,2.24,1.23,1.89,4.331,0.0,,-1.0,-1.0
12/01/2021 01:34:00.000000,39.70834,-105.01192,12.096,-1.0,-1.0,,18.43,58.82,837.77,1.79,1.27,1.78,4.262,0.0,,-1.0,-1.0
12/01/2021 01:35:00.000000,39.70834,-105.01192,12.12,-1.0,-1.0,,18.42,58.87,837.77,2.23,0.88,1.69,4.204,0.0,,-1.0,-1.0
12/01/2021 01:36:00.000000,39.70834,-105.01192,12.115,-1.0,-1.0,,18.29,59.03,837.72,2.29,1.33,2.29,4.578,0.0,,-1.0,-1.0
12/01/2021 01:37:00.000000,39.70834,-105.01192,12.25,-1.0,-1.0,,18.22,59.15,837.72,2.31,1.49,2.12,4.469,0.0,,-1.0,-1.0
12/01/2021 01:38:00.000000,39.70832,-105.01196,12.101,-1.0,-1.0,,18.4,58.98,837.76,2.13,1.14,1.82,4.282,0.0,,-1.0,-1.0
12/01/2021 01:39:00.000000,39.70832,-105.01196,12.106,-1.0,-1.0,,18.56,58.75,837.79,1.76,0.87,1.76,4.248,0.0,,-1.0,-1.0
12/01/2021 01:40:00.000000,39.70831,-105.01192,12.12,-1.0,-1.0,,18.35,58.87,837.79,2.44,1.27,2.44,4.676,0.0,,-1.0,-1.0
12/01/2021 01:41:00.000000,39.70833,-105.01195,12.264,-1.0,-1.0,,18.2,58.97,837.86,2.82,1.59,2.5,4.714,0.0,,-1.0,-1.0
12/01/2021 01:42:00.000000,39.70833,-105.01195,12.12,-1.0,-1.0,,18.06,59.02,837.88,2.73,1.45,2.33,4.609,0.0,,-1.0,-1.0
12/01/2021 01:43:00.000000,39.70831,-105.01192,12.259,-1.0,-1.0,,18.09,58.99,837.84,2.54,1.02,2.09,4.459,0.0,,-1.0,-1.0
12/01/2021 01:44:00.000000,39.70831,-105.01192,12.091,-1.0,-1.0,,18.23,58.95,837.89,2.3,1.4,2.13,4.482,0.0,,-1.0,-1.0
12/01/2021 01:45:00.000000,39.70831,-105.01192,12.235,-1.0,-1.0,,18.55,58.6,837.9,3.07,1.22,2.34,4.617,0.0,,-1.0,-1.0
12/01/2021 01:46:01.000000,39.70831,-105.01192,12.091,-1.0,-1.0,,18.76,58.27,837.86,2.79,0.85,2.07,4.454,0.0,,-1.0,-1.0
12/01/2021 01:47:00.000000,39.70831,-105.01192,12.206,-1.0,-1.0,,18.76,58.33,837.82,2.86,1.1,2.12,4.483,0.0,,-1.0,-1.0
12/01/2021 01:48:00.000000,39.70831,-105.01192,12.082,-1.0,-1.0,,18.96,58.01,837.85,2.84,1.36,2.16,4.514,0.0,,-1.0,-1.0
12/01/2021 01:49:00.000000,39.70831,-105.01195,12.053,-1.0,-1.0,,18.68,57.96,837.87,2.97,1.53,2.5,4.736,0.0,,-1.0,-1.0
12/01/2021 01:50:00.000000,39.70831,-105.01195,12.168,-1.0,-1.0,,17.48,57.83,837.88,1.62,0.89,1.48,4.131,0.0,,-1.0,-1.0
12/01/2021 01:51:00.000000,39.70835,-105.01192,12.077,-1.0,-1.0,,16.57,57.88,837.91,2.03,0.71,1.3,4.04,0.0,,-1.0,-1.0
12/01/2021 01:52:00.000000,39.70836,-105.01186,12.101,-1.0,-1.0,,16.98,57.91,837.89,1.7,0.63,1.15,3.934,0.0,,-1.0,-1.0
12/01/2021 01:53:00.000000,39.70836,-105.01186,12.163,-1.0,-1.0,,17.75,57.92,837.89,1.63,0.67,1.27,3.989,0.0,,-1.0,-1.0
12/01/2021 01:54:00.000000,39.70836,-105.01186,12.086,-1.0,-1.0,,17.84,57.93,837.92,2.43,1.29,1.88,4.37,0.0,,-1.0,-1.0
12/01/2021 01:55:00.000000,39.70836,-105.01186,12.082,-1.0,-1.0,,17.78,57.96,837.95,2.82,0.94,2.22,4.583,0.0,,-1.0,-1.0
12/01/2021 01:56:00.000000,39.70833,-105.01193,12.187,-1.0,-1.0,,17.69,58.08,837.98,2.31,0.99,1.9,4.381,0.0,,-1.0,-1.0
12/01/2021 01:57:00.000000,39.70833,-105.01191,12.173,-1.0,-1.0,,17.69,58.18,838.02,2.77,1.04,2.15,4.534,0.0,,-1.0,-1.0
12/01/2021 01:58:00.000000,39.70833,-105.01191,12.168,-1.0,-1.0,,17.68,58.21,838.05,2.35,1.19,1.89,4.37,0.0,,-1.0,-1.0
12/01/2021 01:59:01.000000,39.70833,-105.01191,12.13,-1.0,-1.0,,17.73,58.15,838.0,2.71,1.27,1.84,4.34,0.0,,-1.0,-1.0
12/01/2021 02:00:00.000000,39.70833,-105.01191,12.062,-1.0,-1.0,,17.75,58.03,837.96,5.61,3.03,4.73,6.156,0.0,,-1.0,-1.0
12/01/2021 02:01:00.000000,39.70832,-105.01191,12.077,-1.0,-1.0,,17.24,57.96,837.95,7.83,4.22,7.07,7.639,0.0,,-1.0,-1.0
12/01/2021 02:02:00.000000,39.70832,-105.01196,12.139,-1.0,-1.0,,17.31,57.94,838.0,19.64,12.52,17.92,14.444,0.0,,-1.0,-1.0
12/01/2021 02:03:00.000000,39.70831,-105.01189,12.154,-1.0,-1.0,,18.17,57.9,838.03,32.97,20.59,29.38,21.612,0.0,,-1.0,-1.0
12/01/2021 02:04:00.000000,39.70835,-105.01192,12.024,-1.0,-1.0,,18.37,57.73,838.04,29.23,17.93,26.94,20.082,0.0,,-1.0,-1.0
12/01/2021 02:05:00.000000,39.70832,-105.01196,12.134,-1.0,-1.0,,18.28,57.61,838.06,22.92,14.0,20.65,16.143,0.0,,-1.0,-1.0
12/01/2021 02:06:00.000000,39.70832,-105.01196,12.072,-1.0,-1.0,,18.14,57.46,838.11,8.93,5.16,7.63,7.985,0.0,,-1.0,-1.0
12/01/2021 02:07:00.000000,39.70832,-105.01196,12.13,-1.0,-1.0,,18.14,57.15,838.14,8.13,4.93,6.84,7.5,0.0,,-1.0,-1.0
12/01/2021 02:08:00.000000,39.70832,-105.01196,12.062,-1.0,-1.0,,18.01,57.06,838.19,6.74,4.03,5.76,6.829,0.0,,-1.0,-1.0
12/01/2021 02:09:00.000000,39.70832,-105.01196,12.077,-1.0,-1.0,,17.88,57.1,838.21,6.22,3.98,5.53,6.686,0.0,,-1.0,-1.0
12/01/2021 02:10:00.000000,39.70833,-105.01183,12.139,-1.0,-1.0,,18.19,56.99,838.21,6.04,4.24,5.79,6.845,0.0,,-1.0,-1.0
12/01/2021 02:11:00.000000,39.70832,-105.01186,12.149,-1.0,-1.0,,17.85,56.85,838.22,4.73,2.72,4.5,6.049,0.0,,-1.0,-1.0
12/01/2021 02:12:00.000000,39.70834,-105.01192,12.182,-1.0,-1.0,,16.93,56.49,838.24,3.04,1.7,2.68,4.943,0.0,,-1.0,-1.0
12/01/2021 02:13:00.000000,39.70834,-105.01191,12.091,-1.0,-1.0,,15.52,56.51,838.25,2.88,1.17,2.33,4.759,0.0,,-1.0,-1.0
12/01/2021 02:14:00.000000,39.70835,-105.01192,12.144,-1.0,-1.0,,14.92,56.47,838.26,1.63,1.08,1.63,4.336,0.0,,-1.0,-1.0
12/01/2021 02:15:00.000000,39.70835,-105.01192,12.072,-1.0,-1.0,,14.35,56.33,838.25,1.99,0.89,1.92,4.537,0.0,,-1.0,-1.0
12/01/2021 02:16:00.000000,39.70835,-105.01192,12.067,-1.0,-1.0,,14.48,56.62,838.35,4.13,1.27,2.55,4.919,0.0,,-1.0,-1.0
12/01/2021 02:17:00.000000,39.70835,-105.01192,12.221,-1.0,-1.0,,13.55,56.95,838.42,1.61,0.47,1.16,4.06,0.0,,-1.0,-1.0
12/01/2021 02:18:00.000000,39.70834,-105.01192,12.058,-1.0,-1.0,,13.02,57.26,838.47,2.21,0.89,1.58,4.326,0.0,,-1.0,-1.0
12/01/2021 02:19:00.000000,39.70834,-105.01192,12.13,-1.0,-1.0,,12.48,57.48,838.56,2.52,1.54,2.15,4.69,0.0,,-1.0,-1.0
12/01/2021 02:20:00.000000,39.70832,-105.01195,12.139,-1.0,-1.0,,12.83,57.7,838.57,3.09,1.86,3.09,5.263,0.0,,-1.0,-1.0
12/01/2021 02:21:00.000000,39.70833,-105.01185,12.178,-1.0,-1.0,,12.97,57.86,838.56,2.58,1.85,2.58,4.934,0.0,,-1.0,-1.0
12/01/2021 02:22:00.000000,39.70829,-105.01197,12.072,-1.0,-1.0,,11.84,58.02,838.6,4.23,2.25,3.68,5.647,0.0,,-1.0,-1.0
12/01/2021 02:23:00.000000,39.70829,-105.01197,12.134,-1.0,-1.0,,10.86,58.15,838.59,2.57,1.25,2.18,4.727,0.0,,-1.0,-1.0
12/01/2021 02:24:00.000000,39.70829,-105.01197,12.134,-1.0,-1.0,,11.39,58.27,838.59,2.87,1.51,2.79,5.092,0.0,,-1.0,-1.0
12/01/2021 02:25:00.000000,39.70829,-105.01197,12.173,-1.0,-1.0,,13.74,58.33,838.6,4.19,2.58,3.81,5.67,0.0,,-1.0,-1.0
12/01/2021 02:26:00.000000,39.70829,-105.01197,12.034,-1.0,-1.0,,15.83,58.36,838.65,4.88,3.04,4.47,6.03,0.0,,-1.0,-1.0
12/01/2021 02:27:00.000000,39.70829,-105.01197,12.048,-1.0,-1.0,,16.21,58.39,838.66,4.96,2.88,4.68,6.151,0.0,,-1.0,-1.0
12/01/2021 02:28:00.000000,39.70832,-105.0119,12.062,-1.0,-1.0,,16.51,58.36,838.74,4.09,2.7,4.09,5.775,0.0,,-1.0,-1.0
12/01/2021 02:29:00.000000,39.70833,-105.01191,12.139,-1.0,-1.0,,17.04,58.43,838.76,4.71,2.92,4.43,5.972,0.0,,-1.0,-1.0
12/01/2021 02:30:00.000000,39.70833,-105.01191,12.058,-1.0,-1.0,,17.73,58.43,838.82,4.78,2.43,4.22,5.823,0.0,,-1.0,-1.0
12/01/2021 02:31:01.000000,39.70834,-105.01191,12.053,-1.0,-1.0,,17.86,58.43,838.92,4.63,2.75,4.45,5.964,0.0,,-1.0,-1.0
12/01/2021 02:32:00.000000,39.70834,-105.01191,12.149,-1.0,-1.0,,18.2,58.44,838.94,5.14,3.27,4.64,6.074,0.0,,-1.0,-1.0
12/01/2021 02:33:00.000000,39.70834,-105.0119,12.134,-1.0,-1.0,,17.55,58.36,838.95,4.76,2.83,4.25,5.849,0.0,,-1.0,-1.0
12/01/2021 02:34:00.000000,39.70834,-105.0119,12.038,-1.0,-1.0,,15.58,58.31,838.92,3.5,2.19,3.24,5.267,0.0,,-1.0,-1.0
12/01/2021 02:35:00.000000,39.70834,-105.0119,12.072,-1.0,-1.0,,13.54,58.36,838.96,2.6,1.28,2.18,4.652,0.0,,-1.0,-1.0
12/01/2021 02:36:00.000000,39.70834,-105.0119,12.048,-1.0,-1.0,,12.77,58.31,838.95,2.43,1.27,2.43,4.83,0.0,,-1.0,-1.0
12/01/2021 02:37:00.000000,39.70834,-105.0119,12.053,-1.0,-1.0,,12.66,58.27,838.93,2.01,1.25,2.01,4.57,0.0,,-1.0,-1.0
12/01/2021 02:38:00.000000,39.70834,-105.0119,12.125,-1.0,-1.0,,12.51,58.24,838.93,2.77,1.74,2.77,5.052,0.0,,-1.0,-1.0
12/01/2021 02:39:00.000000,39.70834,-105.0119,12.178,-1.0,-1.0,,12.51,58.23,838.94,3.65,1.66,3.0,5.197,0.0,,-1.0,-1.0
12/01/2021 02:40:00.000000,39.70834,-105.0119,12.13,-1.0,-1.0,,12.59,58.26,838.88,2.62,1.29,2.04,4.591,0.0,,-1.0,-1.0
12/01/2021 02:41:00.000000,39.70834,-105.0119,12.043,-1.0,-1.0,,12.69,58.27,838.84,3.1,1.8,3.01,5.197,0.0,,-1.0,-1.0
12/01/2021 02:42:00.000000,39.70834,-105.0119,12.12,-1.0,-1.0,,12.83,58.31,838.83,4.17,2.07,4.01,5.819,0.0,,-1.0,-1.0
