InstrumentName, Chatfield Park,
StartTime, 2021-12-01 00:00:00,
EndTime, 2021-12-31 23:59:59,
Date,O3,PM2.5
12/01/2021 00:00:00.000000,33.0,4.3
12/01/2021 01:00:00.000000,29.0,4.0
12/01/2021 02:00:00.000000,23.0,3.8
12/01/2021 03:00:00.000000,24.0,4.0
12/01/2021 04:00:00.000000,30.0,3.0
12/01/2021 06:00:00.000000,27.0,3.3
12/01/2021 07:00:00.000000,32.0,2.7
12/01/2021 08:00:00.000000,32.0,2.4
12/01/2021 10:00:00.000000,27.0,2.2
12/01/2021 11:00:00.000000,18.0,2.7
12/01/2021 12:00:00.000000,21.0,2.8
12/01/2021 13:00:00.000000,17.0,2.2
12/01/2021 14:00:00.000000,16.0,3.0
12/01/2021 15:00:00.000000,17.0,3.6
12/01/2021 16:00:00.000000,27.0,2.7
12/01/2021 17:00:00.000000,40.0,0.5
12/01/2021 18:00:00.000000,41.0,0.5
12/01/2021 19:00:00.000000,40.0,0.5
12/01/2021 20:00:00.000000,41.0,0.3
12/01/2021 21:00:00.000000,41.0,0.4
12/01/2021 22:00:00.000000,40.0,0.6
12/01/2021 23:00:00.000000,36.0,1.2
12/02/2021 00:00:00.000000,29.0,2.1
12/02/2021 01:00:00.000000,29.0,2.6
12/02/2021 02:00:00.000000,23.0,3.1
12/02/2021 03:00:00.000000,22.0,3.1
12/02/2021 04:00:00.000000,27.0,3.1
12/02/2021 05:00:00.000000,28.0,1.7
12/02/2021 06:00:00.000000,26.0,2.0
12/02/2021 07:00:00.000000,22.0,1.7
12/02/2021 08:00:00.000000,23.0,1.2
12/02/2021 10:00:00.000000,30.0,1.0
12/02/2021 11:00:00.000000,33.0,1.0
12/02/2021 12:00:00.000000,36.0,0.8
12/02/2021 13:00:00.000000,37.0,0.8
12/02/2021 14:00:00.000000,38.0,0.8
12/02/2021 15:00:00.000000,36.0,0.8
12/02/2021 16:00:00.000000,35.0,1.1
12/02/2021 17:00:00.000000,38.0,0.7
12/02/2021 18:00:00.000000,41.0,0.6
12/02/2021 19:00:00.000000,42.0,0.8
12/02/2021 20:00:00.000000,40.0,1.8
12/02/2021 21:00:00.000000,37.0,2.8
12/02/2021 22:00:00.000000,38.0,2.4
12/03/2021 00:00:00.000000,25.0,4.7
12/03/2021 01:00:00.000000,26.0,3.9
12/03/2021 02:00:00.000000,24.0,3.8
12/03/2021 03:00:00.000000,20.0,3.7
12/03/2021 04:00:00.000000,22.0,3.6
12/03/2021 05:00:00.000000,21.0,3.7
12/03/2021 06:00:00.000000,25.0,2.7
12/03/2021 07:00:00.000000,27.0,2.2
12/03/2021 08:00:00.000000,21.0,2.4
12/03/2021 10:00:00.000000,22.0,2.0
12/03/2021 11:00:00.000000,13.0,2.3
12/03/2021 12:00:00.000000,11.0,2.5
12/03/2021 13:00:00.000000,9.0,3.9
12/03/2021 14:00:00.000000,8.0,4.8
12/03/2021 15:00:00.000000,17.0,5.0
12/03/2021 16:00:00.000000,21.0,4.9
12/03/2021 17:00:00.000000,23.0,5.4
12/03/2021 18:00:00.000000,27.0,4.8
12/03/2021 19:00:00.000000,33.0,2.8
12/03/2021 20:00:00.000000,32.0,2.8
12/03/2021 21:00:00.000000,33.0,2.3
12/03/2021 22:00:00.000000,30.0,3.0
12/03/2021 23:00:00.000000,19.0,6.0
12/04/2021 00:00:00.000000,12.0,8.5
12/04/2021 01:00:00.000000,17.0,7.6
12/04/2021 02:00:00.000000,19.0,6.5
12/04/2021 03:00:00.000000,18.0,6.6
12/04/2021 04:00:00.000000,17.0,6.3
12/04/2021 05:00:00.000000,19.0,5.3
12/04/2021 06:00:00.000000,16.0,5.5
12/04/2021 07:00:00.000000,15.0,5.1
12/04/2021 08:00:00.000000,13.0,7.0
12/04/2021 10:00:00.000000,13.0,5.0
12/04/2021 11:00:00.000000,12.0,4.6
12/04/2021 12:00:00.000000,12.0,3.9
12/04/2021 13:00:00.000000,15.0,3.6
12/04/2021 14:00:00.000000,13.0,3.3
12/04/2021 15:00:00.000000,18.0,3.1
12/04/2021 16:00:00.000000,33.0,2.6
12/04/2021 17:00:00.000000,35.0,1.9
12/04/2021 18:00:00.000000,35.0,1.2
12/04/2021 19:00:00.000000,40.0,0.8
12/04/2021 20:00:00.000000,41.0,0.9
12/04/2021 21:00:00.000000,41.0,1.5
12/04/2021 22:00:00.000000,37.0,3.1
12/04/2021 23:00:00.000000,31.0,4.6
12/05/2021 00:00:00.000000,32.0,3.3
12/05/2021 01:00:00.000000,29.0,3.2
12/05/2021 02:00:00.000000,26.0,3.6
12/05/2021 03:00:00.000000,23.0,5.0
12/05/2021 04:00:00.000000,21.0,3.9
12/05/2021 05:00:00.000000,11.0,4.9
12/05/2021 07:00:00.000000,18.0,4.3
12/05/2021 08:00:00.000000,17.0,3.4
12/05/2021 10:00:00.000000,44.0,1.8
12/05/2021 11:00:00.000000,43.0,1.4
12/05/2021 12:00:00.000000,42.0,1.3
12/05/2021 13:00:00.000000,42.0,1.7
12/05/2021 14:00:00.000000,44.0,13.3
12/05/2021 15:00:00.000000,41.0,0.7
12/05/2021 16:00:00.000000,39.0,1.0
12/05/2021 17:00:00.000000,41.0,1.2
12/05/2021 18:00:00.000000,44.0,2.6
12/05/2021 19:00:00.000000,48.0,2.7
12/05/2021 20:00:00.000000,48.0,1.3
12/05/2021 21:00:00.000000,49.0,2.3
12/05/2021 22:00:00.000000,39.0,12.4
12/05/2021 23:00:00.000000,35.0,9.5
12/06/2021 00:00:00.000000,37.0,6.9
12/06/2021 01:00:00.000000,37.0,6.3
12/06/2021 02:00:00.000000,38.0,5.2
12/06/2021 03:00:00.000000,40.0,2.9
12/06/2021 04:00:00.000000,39.0,2.8
12/06/2021 05:00:00.000000,39.0,2.7
12/06/2021 06:00:00.000000,39.0,2.3
12/06/2021 08:00:00.000000,39.0,2.5
12/06/2021 10:00:00.000000,37.0,2.8
12/06/2021 11:00:00.000000,34.0,2.9
12/06/2021 12:00:00.000000,27.0,4.6
12/06/2021 13:00:00.000000,26.0,3.5
12/06/2021 14:00:00.000000,19.0,4.8
12/06/2021 16:00:00.000000,25.0,6.7
12/06/2021 17:00:00.000000,32.0,5.2
12/06/2021 18:00:00.000000,33.0,5.2
12/06/2021 19:00:00.000000,31.0,5.5
12/06/2021 20:00:00.000000,28.0,6.0
12/06/2021 21:00:00.000000,27.0,6.1
12/06/2021 22:00:00.000000,25.0,6.6
12/06/2021 23:00:00.000000,19.0,8.1
12/07/2021 00:00:00.000000,16.0,9.0
12/07/2021 01:00:00.000000,20.0,6.5
12/07/2021 02:00:00.000000,18.0,6.8
12/07/2021 03:00:00.000000,17.0,6.4
12/07/2021 04:00:00.000000,18.0,5.0
12/07/2021 05:00:00.000000,15.0,4.6
12/07/2021 06:00:00.000000,20.0,4.3
12/07/2021 07:00:00.000000,24.0,3.7
12/07/2021 08:00:00.000000,37.0,1.8
12/07/2021 10:00:00.000000,38.0,0.9
12/07/2021 11:00:00.000000,39.0,1.3
12/07/2021 12:00:00.000000,32.0,1.2
12/07/2021 13:00:00.000000,28.0,1.8
12/07/2021 14:00:00.000000,16.0,3.1
12/07/2021 15:00:00.000000,19.0,5.2
12/07/2021 16:00:00.000000,26.0,4.9
12/07/2021 17:00:00.000000,26.0,5.4
12/07/2021 18:00:00.000000,28.0,
12/07/2021 19:00:00.000000,29.0,5.7
12/07/2021 20:00:00.000000,31.0,5.3
12/07/2021 21:00:00.000000,33.0,4.9
12/07/2021 22:00:00.000000,34.0,5.3
12/07/2021 23:00:00.000000,29.0,5.2
12/08/2021 00:00:00.000000,32.0,4.7
12/08/2021 01:00:00.000000,44.0,1.4
12/08/2021 02:00:00.000000,42.0,2.1
12/08/2021 03:00:00.000000,37.0,2.2
12/08/2021 04:00:00.000000,28.0,2.7
12/08/2021 05:00:00.000000,30.0,2.4
12/08/2021 06:00:00.000000,29.0,2.1
12/08/2021 07:00:00.000000,26.0,2.0
12/08/2021 08:00:00.000000,25.0,1.8
12/08/2021 10:00:00.000000,29.0,1.4
12/08/2021 11:00:00.000000,32.0,1.3
12/08/2021 12:00:00.000000,28.0,1.3
12/08/2021 13:00:00.000000,20.0,1.6
12/08/2021 14:00:00.000000,19.0,3.3
12/08/2021 15:00:00.000000,23.0,3.5
12/08/2021 16:00:00.000000,45.0,2.0
12/08/2021 17:00:00.000000,46.0,1.4
12/08/2021 18:00:00.000000,46.0,0.7
12/08/2021 19:00:00.000000,43.0,0.9
12/08/2021 20:00:00.000000,33.0,2.4
12/08/2021 21:00:00.000000,28.0,3.5
12/08/2021 22:00:00.000000,24.0,4.4
12/08/2021 23:00:00.000000,19.0,5.9
12/09/2021 00:00:00.000000,43.0,7.0
12/09/2021 01:00:00.000000,31.0,2.3
12/09/2021 02:00:00.000000,15.0,5.6
12/09/2021 03:00:00.000000,16.0,4.9
12/09/2021 04:00:00.000000,21.0,4.1
12/09/2021 05:00:00.000000,24.0,3.4
12/09/2021 06:00:00.000000,28.0,3.0
12/09/2021 07:00:00.000000,30.0,2.2
12/09/2021 08:00:00.000000,26.0,2.4
12/09/2021 10:00:00.000000,33.0,1.5
12/09/2021 11:00:00.000000,33.0,1.5
12/09/2021 12:00:00.000000,27.0,1.4
12/09/2021 13:00:00.000000,24.0,1.5
12/09/2021 14:00:00.000000,29.0,2.2
12/09/2021 15:00:00.000000,34.0,2.7
12/09/2021 17:00:00.000000,44.0,1.8
12/09/2021 18:00:00.000000,34.0,3.3
12/09/2021 19:00:00.000000,28.0,4.2
12/09/2021 20:00:00.000000,32.0,3.7
12/09/2021 21:00:00.000000,34.0,4.0
12/09/2021 23:00:00.000000,32.0,3.7
12/10/2021 00:00:00.000000,30.0,4.0
12/10/2021 01:00:00.000000,22.0,5.0
12/10/2021 02:00:00.000000,20.0,6.0
12/10/2021 03:00:00.000000,17.0,6.5
12/10/2021 04:00:00.000000,17.0,5.2
12/10/2021 05:00:00.000000,18.0,5.0
12/10/2021 07:00:00.000000,11.0,5.6
12/10/2021 08:00:00.000000,12.0,4.9
12/10/2021 10:00:00.000000,12.0,4.9
12/10/2021 11:00:00.000000,12.0,7.3
12/10/2021 12:00:00.000000,10.0,5.6
