InstrumentName, I-25 Denver,,
StartTime, 2019-05-01 00:00:00,,
EndTime, 2019-05-31 23:59:59,,
Date,CO,NO2,PM2.5
05/01/2019 00:00:00.000000,0.5,19.0,8.3
05/01/2019 01:00:00.000000,0.2,13.0,8.5
05/01/2019 02:00:00.000000,0.1,11.0,10.0
05/01/2019 03:00:00.000000,0.2,11.0,9.9
05/01/2019 04:00:00.000000,0.2,,9.9
05/01/2019 05:00:00.000000,0.2,14.0,11.7
05/01/2019 06:00:00.000000,0.2,15.0,11.7
05/01/2019 07:00:00.000000,,,13.1
05/01/2019 08:00:00.000000,0.2,18.0,12.5
05/01/2019 09:00:00.000000,0.2,17.0,12.7
05/01/2019 10:00:00.000000,0.3,14.0,12.7
05/01/2019 11:00:00.000000,0.5,13.0,9.5
05/01/2019 12:00:00.000000,0.3,16.0,7.1
05/01/2019 13:00:00.000000,0.7,20.0,9.7
05/01/2019 14:00:00.000000,0.6,18.0,10.2
05/01/2019 15:00:00.000000,0.5,17.0,10.2
05/01/2019 16:00:00.000000,0.5,19.0,8.3
05/01/2019 17:00:00.000000,0.4,21.0,8.0
05/01/2019 18:00:00.000000,0.3,17.0,8.0
05/01/2019 19:00:00.000000,0.3,18.0,6.9
05/01/2019 20:00:00.000000,0.2,10.0,5.9
05/01/2019 21:00:00.000000,0.2,11.0,5.2
05/01/2019 22:00:00.000000,0.2,10.0,5.2
05/01/2019 23:00:00.000000,0.2,9.0,3.6
05/02/2019 00:00:00.000000,0.2,10.0,3.6
05/02/2019 01:00:00.000000,0.1,11.0,2.9
05/02/2019 02:00:00.000000,0.4,14.0,3.6
05/02/2019 03:00:00.000000,0.4,15.0,3.6
05/02/2019 04:00:00.000000,0.3,,4.0
05/02/2019 05:00:00.000000,0.2,10.0,3.7
05/02/2019 06:00:00.000000,0.2,10.0,3.8
05/02/2019 07:00:00.000000,,,3.3
05/02/2019 08:00:00.000000,0.1,13.0,3.1
05/02/2019 09:00:00.000000,0.2,11.0,3.2
05/02/2019 10:00:00.000000,0.2,15.0,3.2
05/02/2019 11:00:00.000000,0.4,24.0,3.3
05/02/2019 12:00:00.000000,0.5,26.0,6.0
05/02/2019 13:00:00.000000,0.5,19.0,6.7
05/02/2019 14:00:00.000000,0.3,11.0,7.1
05/02/2019 15:00:00.000000,0.2,11.0,7.1
05/02/2019 16:00:00.000000,0.3,16.0,8.5
05/02/2019 17:00:00.000000,0.3,12.0,7.8
05/02/2019 18:00:00.000000,0.3,18.0,7.8
05/02/2019 19:00:00.000000,0.3,18.0,6.8
05/02/2019 20:00:00.000000,0.4,23.0,6.8
05/02/2019 21:00:00.000000,0.3,19.0,5.9
05/02/2019 22:00:00.000000,0.3,20.0,6.0
05/02/2019 23:00:00.000000,0.5,23.0,5.0
05/03/2019 00:00:00.000000,0.6,28.0,4.6
05/03/2019 01:00:00.000000,0.5,21.0,4.7
05/03/2019 02:00:00.000000,0.4,20.0,3.9
05/03/2019 03:00:00.000000,0.3,17.0,3.9
05/03/2019 04:00:00.000000,0.9,,3.2
05/03/2019 05:00:00.000000,0.4,27.0,4.0
05/03/2019 06:00:00.000000,0.4,30.0,4.0
05/03/2019 07:00:00.000000,,,4.7
05/03/2019 08:00:00.000000,0.3,25.0,4.9
05/03/2019 09:00:00.000000,0.3,27.0,6.0
05/03/2019 10:00:00.000000,0.4,30.0,6.0
05/03/2019 11:00:00.000000,0.6,33.0,5.4
05/03/2019 12:00:00.000000,0.5,28.0,5.4
05/03/2019 13:00:00.000000,0.4,24.0,5.7
05/03/2019 14:00:00.000000,0.3,17.0,5.1
05/03/2019 15:00:00.000000,0.2,12.0,4.7
05/03/2019 16:00:00.000000,0.2,9.0,4.2
05/03/2019 17:00:00.000000,0.2,10.0,4.0
05/03/2019 18:00:00.000000,0.2,15.0,3.8
05/03/2019 19:00:00.000000,0.3,17.0,4.2
05/03/2019 20:00:00.000000,0.2,9.0,4.2
05/03/2019 21:00:00.000000,0.2,9.0,3.7
05/03/2019 22:00:00.000000,0.2,9.0,3.5
05/03/2019 23:00:00.000000,0.2,5.0,3.1
05/04/2019 00:00:00.000000,0.2,8.0,3.2
05/04/2019 01:00:00.000000,0.2,6.0,3.2
05/04/2019 02:00:00.000000,0.4,19.0,3.4
05/04/2019 03:00:00.000000,0.5,25.0,3.8
05/04/2019 04:00:00.000000,0.6,,5.8
05/04/2019 05:00:00.000000,0.5,27.0,5.7
05/04/2019 06:00:00.000000,0.3,17.0,5.7
05/04/2019 07:00:00.000000,,,4.8
05/04/2019 08:00:00.000000,0.2,15.0,5.1
05/04/2019 09:00:00.000000,0.2,21.0,5.0
05/04/2019 10:00:00.000000,0.3,27.0,5.0
05/04/2019 11:00:00.000000,0.5,30.0,5.8
05/04/2019 12:00:00.000000,0.5,29.0,6.2
05/04/2019 13:00:00.000000,0.4,22.0,6.2
05/04/2019 14:00:00.000000,0.3,20.0,6.2
05/04/2019 15:00:00.000000,0.3,13.0,6.8
05/04/2019 16:00:00.000000,0.2,8.0,5.0
05/04/2019 17:00:00.000000,0.2,9.0,4.0
05/04/2019 18:00:00.000000,,,4.0
05/04/2019 19:00:00.000000,0.2,6.0,3.6
05/04/2019 20:00:00.000000,0.2,9.0,3.6
05/04/2019 21:00:00.000000,0.3,13.0,3.4
05/04/2019 22:00:00.000000,0.3,13.0,3.6
05/04/2019 23:00:00.000000,0.2,11.0,3.6
05/05/2019 00:00:00.000000,0.4,13.0,3.7
05/05/2019 01:00:00.000000,0.7,19.0,4.5
05/05/2019 02:00:00.000000,0.5,16.0,5.0
05/05/2019 03:00:00.000000,0.4,20.0,5.6
05/05/2019 04:00:00.000000,0.5,,5.7
05/05/2019 05:00:00.000000,0.4,20.0,5.7
05/05/2019 06:00:00.000000,0.3,13.0,5.1
05/05/2019 07:00:00.000000,,,5.1
05/05/2019 08:00:00.000000,0.2,24.0,5.4
05/05/2019 09:00:00.000000,0.2,22.0,5.4
05/05/2019 10:00:00.000000,0.2,15.0,5.4
05/05/2019 11:00:00.000000,0.4,26.0,5.2
05/05/2019 12:00:00.000000,0.4,17.0,5.1
05/05/2019 13:00:00.000000,0.3,16.0,5.1
05/05/2019 14:00:00.000000,0.3,14.0,4.7
05/05/2019 15:00:00.000000,0.2,6.0,4.7
05/05/2019 16:00:00.000000,0.3,10.0,3.8
05/05/2019 17:00:00.000000,0.3,11.0,3.5
05/05/2019 18:00:00.000000,0.3,13.0,3.6
05/05/2019 19:00:00.000000,0.1,3.0,3.6
05/05/2019 20:00:00.000000,0.2,5.0,3.4
05/05/2019 21:00:00.000000,,,3.3
05/05/2019 22:00:00.000000,0.2,5.0,3.6
05/05/2019 23:00:00.000000,0.3,9.0,3.6
05/06/2019 00:00:00.000000,0.3,8.0,3.8
05/06/2019 01:00:00.000000,0.4,15.0,3.9
05/06/2019 02:00:00.000000,0.7,27.0,5.0
05/06/2019 03:00:00.000000,0.6,35.0,5.9
05/06/2019 04:00:00.000000,0.2,,5.2
05/06/2019 05:00:00.000000,0.1,12.0,5.2
05/06/2019 06:00:00.000000,0.1,13.0,4.7
05/06/2019 07:00:00.000000,,,4.4
05/06/2019 08:00:00.000000,0.1,14.0,6.9
05/06/2019 09:00:00.000000,0.3,19.0,6.9
05/06/2019 10:00:00.000000,0.3,21.0,9.3
05/06/2019 11:00:00.000000,0.6,21.0,14.5
05/06/2019 12:00:00.000000,0.5,23.0,14.5
05/06/2019 13:00:00.000000,0.4,22.0,17.7
05/06/2019 14:00:00.000000,0.3,16.0,17.8
05/06/2019 15:00:00.000000,0.4,22.0,22.1
05/06/2019 16:00:00.000000,0.5,24.0,23.8
05/06/2019 17:00:00.000000,0.3,22.0,24.0
05/06/2019 18:00:00.000000,0.5,31.0,24.0
05/06/2019 19:00:00.000000,0.3,18.0,23.1
05/06/2019 20:00:00.000000,0.4,24.0,14.5
05/06/2019 21:00:00.000000,0.5,27.0,14.5
05/06/2019 22:00:00.000000,0.4,27.0,9.4
05/06/2019 23:00:00.000000,0.4,24.0,9.8
05/07/2019 00:00:00.000000,0.3,14.0,9.8
05/07/2019 01:00:00.000000,0.1,5.0,5.5
05/07/2019 02:00:00.000000,0.2,10.0,8.3
05/07/2019 03:00:00.000000,0.3,18.0,8.3
05/07/2019 04:00:00.000000,0.5,,9.2
05/07/2019 05:00:00.000000,0.1,13.0,7.9
