InstrumentName, NREL
StartTime, 2019-05-01 00:00:00
EndTime, 2019-05-31 23:59:59
Date,O3
05/01/2019 00:00:00.000000,21.0
05/01/2019 01:00:00.000000,18.0
05/01/2019 02:00:00.000000,18.0
05/01/2019 03:00:00.000000,17.0
05/01/2019 04:00:00.000000,15.0
05/01/2019 05:00:00.000000,13.0
05/01/2019 06:00:00.000000,9.0
05/01/2019 07:00:00.000000,11.0
05/01/2019 08:00:00.000000,11.0
05/01/2019 09:00:00.000000,13.0
05/01/2019 10:00:00.000000,12.0
05/01/2019 11:00:00.000000,11.0
05/01/2019 12:00:00.000000,7.0
05/01/2019 13:00:00.000000,10.0
05/01/2019 14:00:00.000000,9.0
05/01/2019 15:00:00.000000,11.0
05/01/2019 16:00:00.000000,12.0
05/01/2019 17:00:00.000000,19.0
05/01/2019 18:00:00.000000,19.0
05/01/2019 19:00:00.000000,23.0
05/01/2019 20:00:00.000000,32.0
05/01/2019 21:00:00.000000,28.0
05/01/2019 22:00:00.000000,28.0
05/01/2019 23:00:00.000000,28.0
05/02/2019 00:00:00.000000,26.0
05/02/2019 01:00:00.000000,27.0
05/02/2019 02:00:00.000000,27.0
05/02/2019 03:00:00.000000,27.0
05/02/2019 04:00:00.000000,27.0
05/02/2019 05:00:00.000000,28.0
05/02/2019 06:00:00.000000,29.0
05/02/2019 07:00:00.000000,28.0
05/02/2019 08:00:00.000000,29.0
05/02/2019 09:00:00.000000,22.0
05/02/2019 10:00:00.000000,16.0
05/02/2019 11:00:00.000000,17.0
05/02/2019 12:00:00.000000,14.0
05/02/2019 13:00:00.000000,17.0
05/02/2019 14:00:00.000000,23.0
05/02/2019 15:00:00.000000,22.0
05/02/2019 16:00:00.000000,28.0
05/02/2019 17:00:00.000000,33.0
05/02/2019 18:00:00.000000,39.0
05/02/2019 19:00:00.000000,39.0
05/02/2019 20:00:00.000000,42.0
05/02/2019 21:00:00.000000,46.0
05/02/2019 22:00:00.000000,50.0
05/02/2019 23:00:00.000000,51.0
05/03/2019 00:00:00.000000,51.0
05/03/2019 01:00:00.000000,51.0
05/03/2019 02:00:00.000000,51.0
05/03/2019 03:00:00.000000,50.0
05/03/2019 04:00:00.000000,49.0
05/03/2019 05:00:00.000000,48.0
05/03/2019 06:00:00.000000,45.0
05/03/2019 07:00:00.000000,45.0
05/03/2019 08:00:00.000000,43.0
05/03/2019 09:00:00.000000,42.0
05/03/2019 10:00:00.000000,42.0
05/03/2019 13:00:00.000000,36.0
05/03/2019 14:00:00.000000,38.0
05/03/2019 15:00:00.000000,43.0
05/03/2019 16:00:00.000000,46.0
05/03/2019 17:00:00.000000,52.0
05/03/2019 18:00:00.000000,54.0
05/03/2019 19:00:00.000000,59.0
05/03/2019 20:00:00.000000,61.0
05/03/2019 21:00:00.000000,61.0
05/03/2019 22:00:00.000000,63.0
05/03/2019 23:00:00.000000,64.0
05/04/2019 00:00:00.000000,64.0
05/04/2019 01:00:00.000000,62.0
05/04/2019 02:00:00.000000,60.0
05/04/2019 03:00:00.000000,57.0
05/04/2019 04:00:00.000000,55.0
05/04/2019 05:00:00.000000,53.0
05/04/2019 06:00:00.000000,52.0
05/04/2019 07:00:00.000000,53.0
05/04/2019 08:00:00.000000,53.0
05/04/2019 09:00:00.000000,51.0
05/04/2019 10:00:00.000000,49.0
05/04/2019 11:00:00.000000,49.0
05/04/2019 12:00:00.000000,48.0
05/04/2019 13:00:00.000000,46.0
05/04/2019 14:00:00.000000,42.0
05/04/2019 15:00:00.000000,40.0
05/04/2019 16:00:00.000000,44.0
05/04/2019 17:00:00.000000,46.0
05/04/2019 18:00:00.000000,53.0
05/04/2019 19:00:00.000000,54.0
05/04/2019 20:00:00.000000,58.0
05/04/2019 21:00:00.000000,61.0
05/04/2019 22:00:00.000000,61.0
05/04/2019 23:00:00.000000,60.0
05/05/2019 00:00:00.000000,58.0
05/05/2019 01:00:00.000000,57.0
05/05/2019 02:00:00.000000,56.0
05/05/2019 03:00:00.000000,53.0
05/05/2019 04:00:00.000000,52.0
05/05/2019 05:00:00.000000,51.0
05/05/2019 06:00:00.000000,51.0
05/05/2019 07:00:00.000000,51.0
05/05/2019 08:00:00.000000,50.0
05/05/2019 09:00:00.000000,49.0
05/05/2019 10:00:00.000000,48.0
05/05/2019 11:00:00.000000,48.0
05/05/2019 12:00:00.000000,47.0
05/05/2019 13:00:00.000000,47.0
05/05/2019 14:00:00.000000,47.0
05/05/2019 15:00:00.000000,47.0
05/05/2019 16:00:00.000000,48.0
05/05/2019 17:00:00.000000,51.0
05/05/2019 18:00:00.000000,54.0
05/05/2019 19:00:00.000000,55.0
05/05/2019 20:00:00.000000,58.0
05/05/2019 21:00:00.000000,57.0
05/05/2019 22:00:00.000000,58.0
05/05/2019 23:00:00.000000,58.0
05/06/2019 00:00:00.000000,58.0
05/06/2019 01:00:00.000000,57.0
05/06/2019 02:00:00.000000,57.0
05/06/2019 03:00:00.000000,55.0
05/06/2019 04:00:00.000000,53.0
05/06/2019 05:00:00.000000,53.0
05/06/2019 06:00:00.000000,51.0
05/06/2019 07:00:00.000000,52.0
05/06/2019 08:00:00.000000,47.0
05/06/2019 09:00:00.000000,42.0
05/06/2019 10:00:00.000000,40.0
05/06/2019 11:00:00.000000,34.0
05/06/2019 12:00:00.000000,30.0
05/06/2019 13:00:00.000000,29.0
05/06/2019 14:00:00.000000,31.0
05/06/2019 15:00:00.000000,33.0
05/06/2019 16:00:00.000000,35.0
05/06/2019 17:00:00.000000,39.0
05/06/2019 18:00:00.000000,41.0
05/06/2019 19:00:00.000000,43.0
05/06/2019 20:00:00.000000,44.0
05/06/2019 21:00:00.000000,46.0
05/06/2019 22:00:00.000000,49.0
05/06/2019 23:00:00.000000,51.0
05/07/2019 00:00:00.000000,52.0
05/07/2019 01:00:00.000000,49.0
05/07/2019 02:00:00.000000,45.0
05/07/2019 03:00:00.000000,43.0
05/07/2019 04:00:00.000000,34.0
05/07/2019 05:00:00.000000,31.0
05/07/2019 06:00:00.000000,23.0
05/07/2019 07:00:00.000000,20.0
05/07/2019 08:00:00.000000,21.0
05/07/2019 09:00:00.000000,17.0
05/07/2019 10:00:00.000000,16.0
05/07/2019 11:00:00.000000,14.0
05/07/2019 12:00:00.000000,11.0
05/07/2019 13:00:00.000000,9.0
05/07/2019 14:00:00.000000,4.0
05/07/2019 15:00:00.000000,7.0
05/07/2019 16:00:00.000000,7.0
05/07/2019 17:00:00.000000,6.0
05/07/2019 18:00:00.000000,7.0
05/07/2019 19:00:00.000000,9.0
05/07/2019 20:00:00.000000,10.0
05/07/2019 21:00:00.000000,11.0
05/07/2019 22:00:00.000000,14.0
05/07/2019 23:00:00.000000,17.0
05/08/2019 00:00:00.000000,17.0
05/08/2019 01:00:00.000000,17.0
05/08/2019 02:00:00.000000,17.0
05/08/2019 03:00:00.000000,17.0
05/08/2019 04:00:00.000000,16.0
05/08/2019 05:00:00.000000,16.0
05/08/2019 06:00:00.000000,18.0
05/08/2019 07:00:00.000000,19.0
05/08/2019 08:00:00.000000,17.0
05/08/2019 09:00:00.000000,16.0
05/08/2019 10:00:00.000000,14.0
05/08/2019 11:00:00.000000,14.0
05/08/2019 12:00:00.000000,15.0
05/08/2019 13:00:00.000000,15.0
05/08/2019 14:00:00.000000,15.0
05/08/2019 15:00:00.000000,15.0
05/08/2019 16:00:00.000000,15.0
05/08/2019 17:00:00.000000,15.0
05/08/2019 18:00:00.000000,15.0
05/08/2019 19:00:00.000000,16.0
05/08/2019 20:00:00.000000,20.0
05/08/2019 21:00:00.000000,21.0
05/08/2019 22:00:00.000000,22.0
05/08/2019 23:00:00.000000,23.0
05/09/2019 00:00:00.000000,25.0
05/09/2019 01:00:00.000000,25.0
05/09/2019 02:00:00.000000,26.0
05/09/2019 03:00:00.000000,27.0
05/09/2019 04:00:00.000000,28.0
05/09/2019 05:00:00.000000,29.0
05/09/2019 06:00:00.000000,32.0
05/09/2019 07:00:00.000000,34.0
05/09/2019 08:00:00.000000,34.0
05/09/2019 09:00:00.000000,35.0
05/09/2019 10:00:00.000000,34.0
05/09/2019 11:00:00.000000,34.0
05/09/2019 12:00:00.000000,33.0
05/09/2019 13:00:00.000000,33.0
05/09/2019 14:00:00.000000,33.0
05/09/2019 15:00:00.000000,33.0
05/09/2019 16:00:00.000000,34.0
05/09/2019 17:00:00.000000,35.0
