InstrumentName, Wash Park West B,,
StartTime, 2019-05-01 00:00:00,,
EndTime, 2019-05-31 23:59:59,,
Date,PM2.5,humidity,temp_f
05/01/2019 00:01:15.041000,9.68,58.0,45.0
05/01/2019 00:03:55.559000,10.0,59.0,45.0
05/01/2019 00:05:15.187000,11.31,59.0,45.0
05/01/2019 00:07:55.164000,13.02,59.0,45.0
05/01/2019 00:09:16.447000,13.54,59.0,46.0
05/01/2019 00:11:55.162000,10.65,59.0,45.0
05/01/2019 00:13:15.256000,10.2,59.0,46.0
05/01/2019 00:15:55.184000,10.74,58.0,45.0
05/01/2019 00:17:15.169000,8.19,58.0,45.0
05/01/2019 00:19:55.165000,9.2,59.0,45.0
05/01/2019 00:21:18.161000,10.34,59.0,45.0
05/01/2019 00:23:55.087000,9.46,59.0,46.0
05/01/2019 00:25:15.294000,7.76,59.0,46.0
05/01/2019 00:27:57.505000,7.62,58.0,46.0
05/01/2019 00:29:15.489000,8.35,59.0,46.0
05/01/2019 00:31:55.207000,8.0,58.0,46.0
05/01/2019 00:33:15.455000,8.63,58.0,46.0
05/01/2019 00:35:55.410000,9.78,58.0,46.0
05/01/2019 00:37:15.253000,8.8,58.0,46.0
05/01/2019 00:39:55.184000,8.63,58.0,46.0
05/01/2019 00:41:17.642000,9.24,58.0,46.0
05/01/2019 00:43:55.290000,8.83,58.0,46.0
05/01/2019 00:45:15.304000,8.62,58.0,46.0
05/01/2019 00:47:56.121000,9.29,57.0,46.0
05/01/2019 00:49:15.255000,8.96,57.0,46.0
05/01/2019 00:51:55.266000,9.33,57.0,46.0
05/01/2019 00:53:15.306000,9.04,57.0,46.0
05/01/2019 00:55:55.277000,10.85,58.0,46.0
05/01/2019 00:57:15.255000,11.49,58.0,46.0
05/01/2019 00:59:55.611000,11.69,58.0,46.0
05/01/2019 01:01:16.424000,12.39,58.0,46.0
05/01/2019 01:03:55.360000,11.76,58.0,46.0
05/01/2019 01:05:15.264000,11.26,58.0,46.0
05/01/2019 01:07:55.982000,12.57,58.0,46.0
05/01/2019 01:09:15.201000,11.61,58.0,46.0
05/01/2019 01:11:55.733000,11.78,58.0,46.0
05/01/2019 01:13:15.815000,11.35,58.0,46.0
05/01/2019 01:15:55.420000,10.96,58.0,46.0
05/01/2019 01:17:16.238000,12.76,58.0,46.0
05/01/2019 01:19:55.430000,11.57,58.0,46.0
05/01/2019 01:21:18.650000,10.31,58.0,46.0
05/01/2019 01:23:55.467000,13.13,58.0,46.0
05/01/2019 01:25:15.660000,14.41,58.0,46.0
05/01/2019 01:27:55.218000,11.24,58.0,46.0
05/01/2019 01:29:15.699000,12.11,58.0,46.0
05/01/2019 01:31:56.059000,12.41,58.0,46.0
05/01/2019 01:33:15.240000,12.64,58.0,46.0
05/01/2019 01:35:55.284000,12.34,58.0,46.0
05/01/2019 01:37:15.266000,13.53,58.0,46.0
05/01/2019 01:39:55.411000,14.22,58.0,46.0
05/01/2019 01:41:15.681000,13.31,58.0,46.0
05/01/2019 01:43:55.485000,11.74,58.0,46.0
05/01/2019 01:45:29.634000,11.3,58.0,46.0
05/01/2019 01:47:55.245000,12.87,58.0,46.0
05/01/2019 01:49:16.068000,13.22,58.0,46.0
05/01/2019 01:51:55.429000,12.27,58.0,46.0
05/01/2019 01:53:15.621000,13.62,58.0,46.0
05/01/2019 01:55:55.321000,14.98,58.0,46.0
05/01/2019 01:57:15.348000,15.22,58.0,46.0
05/01/2019 02:01:15.519000,14.16,58.0,46.0
05/01/2019 02:03:55.176000,16.18,59.0,46.0
05/01/2019 02:05:15.434000,16.53,59.0,46.0
05/01/2019 02:07:56.969000,16.87,59.0,46.0
05/01/2019 02:09:15.522000,17.98,59.0,46.0
05/01/2019 02:11:55.323000,17.64,58.0,46.0
05/01/2019 02:13:15.316000,17.65,59.0,46.0
05/01/2019 02:15:55.808000,20.09,59.0,46.0
05/01/2019 02:17:15.541000,19.11,59.0,46.0
05/01/2019 02:19:55.318000,20.36,59.0,46.0
05/01/2019 02:21:16.124000,21.11,59.0,46.0
05/01/2019 02:23:55.342000,21.65,59.0,46.0
05/01/2019 02:25:15.961000,24.5,59.0,46.0
05/01/2019 02:27:55.389000,23.63,59.0,46.0
05/01/2019 02:29:15.264000,23.64,59.0,46.0
05/01/2019 02:31:55.385000,22.72,59.0,46.0
05/01/2019 02:33:15.450000,19.57,59.0,46.0
05/01/2019 02:35:55.313000,21.06,59.0,46.0
05/01/2019 02:37:15.464000,17.33,59.0,46.0
05/01/2019 02:39:55.319000,17.65,60.0,46.0
05/01/2019 02:41:15.378000,15.82,60.0,46.0
05/01/2019 02:43:55.663000,17.04,60.0,46.0
05/01/2019 02:45:15.300000,17.93,60.0,46.0
05/01/2019 02:47:55.276000,15.7,60.0,46.0
05/01/2019 02:49:15.292000,16.8,60.0,46.0
05/01/2019 02:51:55.241000,18.04,60.0,46.0
05/01/2019 02:53:16.020000,18.26,60.0,46.0
05/01/2019 02:55:55.321000,19.61,60.0,46.0
05/01/2019 02:57:15.418000,17.62,60.0,46.0
05/01/2019 02:59:55.530000,17.09,60.0,46.0
05/01/2019 03:01:23.839000,18.18,60.0,46.0
05/01/2019 03:03:55.382000,16.83,60.0,46.0
05/01/2019 03:05:15.495000,16.98,60.0,45.0
05/01/2019 03:07:55.570000,17.74,61.0,46.0
05/01/2019 03:09:15.297000,18.0,61.0,46.0
05/01/2019 03:11:58.225000,16.41,60.0,46.0
05/01/2019 03:13:16.941000,17.24,60.0,46.0
05/01/2019 03:15:55.596000,18.33,60.0,46.0
05/01/2019 03:17:15.598000,19.09,60.0,46.0
05/01/2019 03:19:55.406000,19.0,60.0,46.0
05/01/2019 03:21:16.141000,19.48,60.0,46.0
05/01/2019 03:23:56.467000,20.64,61.0,46.0
05/01/2019 03:25:18.325000,21.47,61.0,46.0
05/01/2019 03:27:55.629000,20.64,60.0,46.0
05/01/2019 03:29:15.448000,17.83,60.0,46.0
05/01/2019 03:31:55.451000,15.43,60.0,46.0
05/01/2019 03:33:21.066000,15.44,60.0,46.0
05/01/2019 03:35:56.002000,15.7,60.0,46.0
05/01/2019 03:37:15.794000,14.84,60.0,46.0
05/01/2019 03:39:58.209000,15.62,61.0,46.0
05/01/2019 03:41:15.497000,15.26,61.0,46.0
05/01/2019 03:43:56.382000,15.98,61.0,46.0
05/01/2019 03:45:15.798000,15.2,61.0,46.0
05/01/2019 03:47:55.864000,15.15,61.0,46.0
05/01/2019 03:49:15.371000,15.91,61.0,46.0
05/01/2019 03:51:56.159000,16.0,61.0,46.0
05/01/2019 03:53:15.437000,16.22,61.0,46.0
05/01/2019 03:55:55.435000,16.36,61.0,46.0
05/01/2019 03:57:15.520000,15.98,61.0,46.0
05/01/2019 03:59:55.694000,15.6,61.0,46.0
05/01/2019 04:01:15.548000,16.17,61.0,46.0
05/01/2019 04:03:55.928000,16.32,61.0,46.0
05/01/2019 04:05:15.644000,16.35,61.0,46.0
05/01/2019 04:07:55.583000,16.7,61.0,46.0
05/01/2019 04:09:16.744000,16.59,61.0,46.0
05/01/2019 04:11:55.352000,15.3,61.0,46.0
05/01/2019 04:13:15.581000,16.87,61.0,46.0
05/01/2019 04:15:56.298000,17.89,61.0,46.0
05/01/2019 04:17:15.574000,15.44,61.0,46.0
05/01/2019 04:19:55.708000,16.33,61.0,46.0
05/01/2019 04:21:16.539000,15.67,61.0,46.0
05/01/2019 04:23:55.347000,16.58,61.0,46.0
05/01/2019 04:25:15.815000,17.67,61.0,46.0
05/01/2019 04:27:55.716000,17.33,62.0,46.0
05/01/2019 04:29:15.339000,17.84,61.0,46.0
05/01/2019 04:31:55.634000,16.67,61.0,46.0
05/01/2019 04:33:15.391000,16.43,61.0,46.0
05/01/2019 04:35:55.431000,18.76,62.0,46.0
05/01/2019 04:37:15.676000,18.35,62.0,46.0
05/01/2019 04:39:55.521000,16.65,62.0,46.0
05/01/2019 04:41:15.605000,17.15,62.0,46.0
05/01/2019 04:43:58.663000,17.87,62.0,46.0
05/01/2019 04:45:16.256000,17.96,62.0,46.0
05/01/2019 04:47:56.356000,18.13,62.0,46.0
05/01/2019 04:49:15.768000,16.57,62.0,46.0
05/01/2019 04:51:55.707000,16.83,62.0,46.0
05/01/2019 04:53:15.702000,16.09,62.0,46.0
05/01/2019 04:55:57.181000,16.19,62.0,46.0
05/01/2019 04:57:15.500000,17.98,62.0,46.0
