InstrumentName, Wash Park West,,
StartTime, 2019-05-01 00:00:00,,
EndTime, 2019-05-31 23:59:59,,
Date,PM2.5,humidity,temp_f
05/01/2019 00:01:12.434000,5.424242424242425,58.0,45.0
05/01/2019 00:03:52.463000,4.914141414141414,59.0,45.0
05/01/2019 00:05:12.482000,5.91919191919192,59.0,45.0
05/01/2019 00:07:52.503000,6.262626262626263,59.0,45.0
05/01/2019 00:09:12.493000,5.858585858585858,59.0,46.0
05/01/2019 00:11:52.480000,5.277777777777778,59.0,45.0
05/01/2019 00:13:12.602000,5.434343434343434,59.0,46.0
05/01/2019 00:15:52.543000,4.641414141414141,58.0,45.0
05/01/2019 00:17:12.520000,3.9393939393939394,58.0,45.0
05/01/2019 00:19:52.467000,5.1060606060606055,59.0,45.0
05/01/2019 00:21:15.366000,4.873737373737374,59.0,45.0
05/01/2019 00:23:52.493000,5.085858585858586,59.0,46.0
05/01/2019 00:25:12.546000,4.94949494949495,59.0,46.0
05/01/2019 00:27:52.545000,3.9292929292929295,59.0,46.0
05/01/2019 00:29:12.482000,4.5353535353535355,59.0,46.0
05/01/2019 00:31:52.474000,4.373737373737374,58.0,46.0
05/01/2019 00:33:12.504000,4.247474747474747,58.0,46.0
05/01/2019 00:35:52.495000,4.696969696969697,58.0,46.0
05/01/2019 00:37:12.533000,4.843434343434343,58.0,46.0
05/01/2019 00:39:52.485000,4.580808080808081,58.0,46.0
05/01/2019 00:41:12.484000,4.712121212121212,58.0,46.0
05/01/2019 00:43:52.516000,4.545454545454546,58.0,46.0
05/01/2019 00:45:12.569000,4.767676767676767,58.0,46.0
05/01/2019 00:47:53.131000,4.712121212121212,57.0,46.0
05/01/2019 00:49:12.527000,4.722222222222222,57.0,46.0
05/01/2019 00:51:52.564000,5.095959595959596,57.0,46.0
05/01/2019 00:53:12.535000,4.722222222222222,57.0,46.0
05/01/2019 00:55:52.562000,5.343434343434343,58.0,46.0
05/01/2019 00:57:12.511000,5.5,58.0,46.0
05/01/2019 00:59:52.797000,6.242424242424242,58.0,46.0
05/01/2019 01:01:13.277000,5.601010101010101,58.0,46.0
05/01/2019 01:03:52.588000,5.707070707070708,58.0,46.0
05/01/2019 01:05:12.568000,5.752525252525253,58.0,46.0
05/01/2019 01:07:52.564000,5.984848484848484,58.0,46.0
05/01/2019 01:09:12.559000,5.994949494949495,58.0,46.0
05/01/2019 01:11:52.517000,5.333333333333334,58.0,46.0
05/01/2019 01:13:12.925000,5.388888888888889,58.0,46.0
05/01/2019 01:15:52.586000,5.479797979797979,58.0,46.0
05/01/2019 01:17:13.306000,6.398989898989899,58.0,46.0
05/01/2019 01:19:52.662000,5.671717171717172,58.0,46.0
05/01/2019 01:21:13.411000,5.398989898989899,58.0,46.0
05/01/2019 01:23:52.610000,6.747474747474747,58.0,46.0
05/01/2019 01:25:12.654000,6.828282828282828,58.0,46.0
05/01/2019 01:27:52.591000,6.398989898989899,58.0,46.0
05/01/2019 01:29:12.706000,6.51010101010101,58.0,46.0
05/01/2019 01:31:53.099000,6.050505050505051,58.0,46.0
05/01/2019 01:33:12.596000,6.585858585858586,58.0,46.0
05/01/2019 01:35:52.609000,6.742424242424242,58.0,46.0
05/01/2019 01:37:12.561000,6.656565656565657,58.0,46.0
05/01/2019 01:39:52.635000,6.762626262626263,58.0,46.0
05/01/2019 01:41:12.790000,6.96969696969697,58.0,46.0
05/01/2019 01:43:52.646000,6.358585858585859,58.0,46.0
05/01/2019 01:45:12.786000,6.156565656565657,58.0,46.0
05/01/2019 01:47:52.583000,6.0606060606060606,58.0,46.0
05/01/2019 01:49:12.610000,6.621212121212121,58.0,46.0
05/01/2019 01:51:52.710000,6.277777777777778,58.0,46.0
05/01/2019 01:53:12.836000,6.833333333333333,58.0,46.0
05/01/2019 01:55:52.734000,6.818181818181818,58.0,46.0
05/01/2019 01:57:12.590000,6.924242424242425,58.0,46.0
05/01/2019 02:01:12.814000,7.191919191919192,58.0,46.0
05/01/2019 02:03:52.593000,7.797979797979798,59.0,46.0
05/01/2019 02:05:12.611000,8.070707070707071,59.0,46.0
05/01/2019 02:07:52.567000,8.409090909090908,59.0,46.0
05/01/2019 02:09:12.589000,8.863636363636363,59.0,46.0
05/01/2019 02:11:52.685000,8.0,58.0,46.0
05/01/2019 02:13:12.605000,8.8989898989899,59.0,46.0
05/01/2019 02:15:52.612000,9.843434343434343,59.0,46.0
05/01/2019 02:17:12.825000,10.439393939393941,59.0,46.0
05/01/2019 02:19:52.578000,10.242424242424242,59.0,46.0
05/01/2019 02:21:13.436000,11.626262626262626,59.0,46.0
05/01/2019 02:23:52.648000,11.333333333333334,59.0,46.0
05/01/2019 02:25:13.201000,11.222222222222221,59.0,46.0
05/01/2019 02:27:52.691000,12.156565656565657,59.0,46.0
05/01/2019 02:29:12.630000,11.858585858585858,59.0,46.0
05/01/2019 02:31:52.694000,11.222222222222221,59.0,46.0
05/01/2019 02:33:12.728000,11.43939393939394,59.0,46.0
05/01/2019 02:35:52.721000,9.707070707070706,59.0,46.0
05/01/2019 02:37:12.647000,8.88888888888889,59.0,46.0
05/01/2019 02:39:52.639000,9.267676767676768,60.0,46.0
05/01/2019 02:41:12.726000,8.787878787878787,60.0,46.0
05/01/2019 02:43:52.738000,9.045454545454545,60.0,46.0
05/01/2019 02:45:12.687000,8.54040404040404,60.0,46.0
05/01/2019 02:47:52.635000,8.444444444444445,60.0,46.0
05/01/2019 02:49:12.651000,7.772727272727273,60.0,46.0
05/01/2019 02:51:52.647000,9.126262626262626,60.0,46.0
05/01/2019 02:53:12.764000,8.464646464646465,60.0,46.0
05/01/2019 02:55:52.677000,9.1010101010101,60.0,46.0
05/01/2019 02:57:12.688000,9.1010101010101,60.0,46.0
05/01/2019 02:59:52.749000,8.843434343434344,60.0,46.0
05/01/2019 03:01:12.648000,9.176767676767678,60.0,46.0
05/01/2019 03:03:52.673000,9.272727272727273,60.0,46.0
05/01/2019 03:05:12.671000,8.262626262626263,60.0,45.0
05/01/2019 03:07:52.687000,8.873737373737374,61.0,46.0
05/01/2019 03:09:12.672000,8.176767676767678,61.0,46.0
05/01/2019 03:11:52.691000,9.045454545454545,61.0,46.0
05/01/2019 03:13:13.018000,9.464646464646464,60.0,46.0
05/01/2019 03:15:52.768000,9.484848484848486,60.0,46.0
05/01/2019 03:17:12.849000,10.651515151515152,61.0,46.0
05/01/2019 03:19:52.707000,10.065656565656566,60.0,46.0
05/01/2019 03:21:13.337000,9.94949494949495,60.0,46.0
05/01/2019 03:23:52.699000,10.540404040404042,61.0,46.0
05/01/2019 03:25:12.711000,10.065656565656566,61.0,46.0
05/01/2019 03:27:52.743000,10.186868686868689,60.0,46.0
05/01/2019 03:29:12.693000,9.242424242424242,60.0,46.0
05/01/2019 03:31:52.752000,7.777777777777778,60.0,46.0
05/01/2019 03:33:15.455000,7.621212121212121,60.0,46.0
05/01/2019 03:35:52.997000,7.444444444444445,60.0,46.0
05/01/2019 03:37:12.843000,7.474747474747475,60.0,46.0
05/01/2019 03:39:55.570000,7.818181818181818,61.0,46.0
05/01/2019 03:41:12.712000,7.595959595959596,61.0,46.0
05/01/2019 03:43:53.497000,7.656565656565657,61.0,46.0
05/01/2019 03:45:12.836000,7.5101010101010095,61.0,46.0
05/01/2019 03:47:52.753000,7.934343434343435,61.0,46.0
05/01/2019 03:49:12.711000,7.5,61.0,46.0
05/01/2019 03:51:52.773000,7.48989898989899,61.0,46.0
05/01/2019 03:53:12.791000,7.707070707070707,61.0,46.0
05/01/2019 03:55:52.731000,8.045454545454545,61.0,46.0
05/01/2019 03:57:12.751000,8.191919191919192,61.0,46.0
05/01/2019 03:59:52.809000,8.070707070707071,61.0,46.0
05/01/2019 04:01:12.752000,8.181818181818182,61.0,46.0
05/01/2019 04:03:53.097000,8.474747474747476,61.0,46.0
05/01/2019 04:05:12.739000,8.454545454545453,61.0,46.0
05/01/2019 04:07:52.752000,8.914141414141413,61.0,46.0
05/01/2019 04:09:14.116000,7.595959595959596,61.0,46.0
05/01/2019 04:11:52.746000,8.09090909090909,61.0,46.0
05/01/2019 04:13:12.773000,8.156565656565656,61.0,46.0
05/01/2019 04:15:52.733000,8.702020202020202,61.0,46.0
05/01/2019 04:17:12.895000,8.782828282828284,61.0,46.0
05/01/2019 04:19:52.937000,8.676767676767676,61.0,46.0
