InstrumentName, Welby,,,
StartTime, 2019-05-01 00:00:00,,,
EndTime, 2019-05-31 23:59:59,,,
Date,NO2,O3,PM10,SO2
05/01/2019 00:00:00.000000,7.0,15.0,11.0,0.0
05/01/2019 01:00:00.000000,6.0,14.0,10.0,0.0
05/01/2019 02:00:00.000000,5.0,14.0,10.0,0.0
05/01/2019 03:00:00.000000,6.0,13.0,9.0,0.0
05/01/2019 04:00:00.000000,7.0,12.0,9.0,0.0
05/01/2019 05:00:00.000000,,11.0,7.0,0.0
05/01/2019 06:00:00.000000,9.0,8.0,6.0,0.0
05/01/2019 07:00:00.000000,9.0,6.0,6.0,0.0
05/01/2019 08:00:00.000000,7.0,7.0,6.0,0.0
05/01/2019 09:00:00.000000,7.0,7.0,10.0,0.0
05/01/2019 10:00:00.000000,5.0,7.0,10.0,0.0
05/01/2019 11:00:00.000000,6.0,6.0,5.0,0.0
05/01/2019 12:00:00.000000,10.0,5.0,7.0,0.0
05/01/2019 13:00:00.000000,12.0,2.0,8.0,1.0
05/01/2019 14:00:00.000000,10.0,5.0,10.0,0.0
05/01/2019 15:00:00.000000,7.0,6.0,13.0,0.0
05/01/2019 16:00:00.000000,5.0,12.0,12.0,0.0
05/01/2019 17:00:00.000000,4.0,21.0,12.0,0.0
05/01/2019 18:00:00.000000,3.0,17.0,18.0,0.0
05/01/2019 19:00:00.000000,3.0,30.0,11.0,0.0
05/01/2019 20:00:00.000000,3.0,26.0,16.0,0.0
05/01/2019 21:00:00.000000,4.0,32.0,11.0,0.0
05/01/2019 22:00:00.000000,5.0,30.0,8.0,0.0
05/01/2019 23:00:00.000000,4.0,30.0,5.0,0.0
05/02/2019 00:00:00.000000,3.0,30.0,5.0,0.0
05/02/2019 01:00:00.000000,5.0,29.0,3.0,0.0
05/02/2019 02:00:00.000000,5.0,28.0,6.0,0.0
05/02/2019 03:00:00.000000,5.0,27.0,5.0,0.0
05/02/2019 04:00:00.000000,7.0,26.0,12.0,0.0
05/02/2019 05:00:00.000000,,26.0,9.0,0.0
05/02/2019 06:00:00.000000,7.0,23.0,7.0,0.0
05/02/2019 07:00:00.000000,5.0,22.0,6.0,0.0
05/02/2019 08:00:00.000000,5.0,22.0,6.0,0.0
05/02/2019 09:00:00.000000,5.0,21.0,8.0,0.0
05/02/2019 10:00:00.000000,5.0,20.0,6.0,0.0
05/02/2019 11:00:00.000000,7.0,18.0,8.0,0.0
05/02/2019 12:00:00.000000,15.0,18.0,13.0,0.0
05/02/2019 13:00:00.000000,14.0,16.0,12.0,0.0
05/02/2019 14:00:00.000000,10.0,18.0,14.0,0.0
05/02/2019 15:00:00.000000,10.0,19.0,15.0,1.0
05/02/2019 16:00:00.000000,10.0,22.0,25.0,1.0
05/02/2019 17:00:00.000000,9.0,25.0,26.0,1.0
05/02/2019 18:00:00.000000,5.0,28.0,20.0,0.0
05/02/2019 19:00:00.000000,5.0,33.0,17.0,0.0
05/02/2019 20:00:00.000000,4.0,38.0,14.0,0.0
05/02/2019 21:00:00.000000,4.0,47.0,12.0,0.0
05/02/2019 22:00:00.000000,5.0,49.0,10.0,0.0
05/02/2019 23:00:00.000000,5.0,48.0,8.0,0.0
05/03/2019 00:00:00.000000,5.0,50.0,13.0,0.0
05/03/2019 01:00:00.000000,8.0,48.0,12.0,0.0
05/03/2019 02:00:00.000000,15.0,43.0,15.0,0.0
05/03/2019 03:00:00.000000,8.0,43.0,21.0,0.0
05/03/2019 04:00:00.000000,7.0,39.0,15.0,0.0
05/03/2019 05:00:00.000000,,36.0,15.0,0.0
05/03/2019 06:00:00.000000,10.0,32.0,14.0,0.0
05/03/2019 07:00:00.000000,16.0,25.0,11.0,0.0
05/03/2019 08:00:00.000000,16.0,26.0,11.0,0.0
05/03/2019 09:00:00.000000,18.0,20.0,17.0,0.0
05/03/2019 10:00:00.000000,25.0,17.0,18.0,0.0
05/03/2019 11:00:00.000000,30.0,12.0,30.0,1.0
05/03/2019 12:00:00.000000,35.0,1.0,59.0,1.0
05/03/2019 13:00:00.000000,36.0,4.0,67.0,2.0
05/03/2019 14:00:00.000000,32.0,11.0,55.0,1.0
05/03/2019 15:00:00.000000,14.0,35.0,33.0,1.0
05/03/2019 16:00:00.000000,4.0,47.0,25.0,0.0
05/03/2019 17:00:00.000000,5.0,33.0,25.0,0.0
05/03/2019 18:00:00.000000,5.0,41.0,22.0,0.0
05/03/2019 19:00:00.000000,5.0,48.0,22.0,0.0
05/03/2019 20:00:00.000000,4.0,52.0,21.0,0.0
05/03/2019 21:00:00.000000,4.0,54.0,16.0,0.0
05/03/2019 22:00:00.000000,4.0,57.0,17.0,0.0
05/03/2019 23:00:00.000000,4.0,57.0,21.0,0.0
05/04/2019 00:00:00.000000,3.0,56.0,23.0,0.0
05/04/2019 01:00:00.000000,5.0,54.0,24.0,0.0
05/04/2019 02:00:00.000000,7.0,51.0,22.0,0.0
05/04/2019 03:00:00.000000,9.0,47.0,24.0,0.0
05/04/2019 04:00:00.000000,10.0,43.0,19.0,0.0
05/04/2019 05:00:00.000000,,25.0,25.0,0.0
05/04/2019 06:00:00.000000,25.0,30.0,29.0,0.0
05/04/2019 07:00:00.000000,15.0,22.0,24.0,1.0
05/04/2019 08:00:00.000000,19.0,22.0,24.0,1.0
05/04/2019 09:00:00.000000,19.0,19.0,23.0,0.0
05/04/2019 10:00:00.000000,25.0,11.0,29.0,0.0
05/04/2019 11:00:00.000000,32.0,1.0,39.0,0.0
05/04/2019 12:00:00.000000,32.0,9.0,63.0,1.0
05/04/2019 13:00:00.000000,32.0,9.0,50.0,2.0
05/04/2019 14:00:00.000000,26.0,10.0,48.0,2.0
05/04/2019 15:00:00.000000,30.0,16.0,65.0,3.0
05/04/2019 16:00:00.000000,10.0,24.0,45.0,1.0
05/04/2019 17:00:00.000000,5.0,33.0,28.0,0.0
05/04/2019 18:00:00.000000,3.0,53.0,20.0,0.0
05/04/2019 19:00:00.000000,3.0,47.0,18.0,0.0
05/04/2019 20:00:00.000000,3.0,53.0,19.0,0.0
05/04/2019 21:00:00.000000,2.0,56.0,15.0,0.0
05/04/2019 22:00:00.000000,2.0,55.0,18.0,0.0
05/04/2019 23:00:00.000000,2.0,54.0,22.0,0.0
05/05/2019 00:00:00.000000,2.0,53.0,19.0,0.0
05/05/2019 01:00:00.000000,3.0,51.0,16.0,0.0
05/05/2019 02:00:00.000000,4.0,50.0,20.0,0.0
05/05/2019 03:00:00.000000,4.0,48.0,18.0,0.0
05/05/2019 04:00:00.000000,6.0,47.0,20.0,0.0
05/05/2019 05:00:00.000000,,44.0,17.0,0.0
05/05/2019 06:00:00.000000,8.0,41.0,21.0,0.0
05/05/2019 07:00:00.000000,7.0,38.0,22.0,1.0
05/05/2019 08:00:00.000000,14.0,33.0,22.0,0.0
05/05/2019 09:00:00.000000,21.0,26.0,17.0,1.0
05/05/2019 10:00:00.000000,14.0,27.0,12.0,1.0
05/05/2019 11:00:00.000000,28.0,23.0,15.0,0.0
05/05/2019 12:00:00.000000,29.0,15.0,20.0,2.0
05/05/2019 13:00:00.000000,16.0,21.0,22.0,1.0
05/05/2019 14:00:00.000000,19.0,23.0,32.0,1.0
05/05/2019 15:00:00.000000,9.0,33.0,36.0,0.0
05/05/2019 16:00:00.000000,5.0,33.0,28.0,0.0
05/05/2019 17:00:00.000000,4.0,48.0,23.0,1.0
05/05/2019 18:00:00.000000,3.0,44.0,20.0,1.0
05/05/2019 19:00:00.000000,2.0,49.0,22.0,1.0
05/05/2019 20:00:00.000000,1.0,51.0,22.0,0.0
05/05/2019 21:00:00.000000,1.0,52.0,24.0,0.0
05/05/2019 22:00:00.000000,1.0,51.0,22.0,0.0
05/05/2019 23:00:00.000000,1.0,51.0,21.0,0.0
05/06/2019 00:00:00.000000,1.0,,27.0,0.0
05/06/2019 01:00:00.000000,3.0,,24.0,0.0
05/06/2019 02:00:00.000000,7.0,47.0,26.0,1.0
05/06/2019 03:00:00.000000,7.0,44.0,28.0,0.0
05/06/2019 04:00:00.000000,8.0,42.0,26.0,0.0
05/06/2019 05:00:00.000000,,42.0,34.0,0.0
05/06/2019 06:00:00.000000,3.0,41.0,37.0,0.0
05/06/2019 07:00:00.000000,3.0,39.0,42.0,1.0
05/06/2019 08:00:00.000000,4.0,35.0,42.0,0.0
05/06/2019 09:00:00.000000,3.0,33.0,46.0,0.0
